"inst_281" "inst_282" "inst_2328" "inst_2368" "inst_3785" "inst_3866" "inst_3977" "inst_4342"
"200023_s_at" 16934 19264 10500 6909 11955 5273 10507 7015
"200024_at" 18003 20626 20233 11791 19717 8803 16967 9680
"200025_s_at" 15302 19589 20154 20644 13217 9152 13563 6211
"200026_at" 4096 9265 20222 14554 19469 8021 13687 9430
"200027_at" 5247 6876 12595 11867 11884 9916 11671 6610
"200028_s_at" 6320 6167 8830 7319 11347 9179 11631 9014
"200029_at" 18956 19079 20246 20887 19802 11205 11605 10537
"200030_s_at" 7440 8881 12782 6087 19184 9963 17920 19081
"200031_s_at" 16789 19320 16018 14661 15354 13250 13555 12489
"200032_s_at" 17288 19793 16135 20460 15367 13275 13576 9763
"200033_at" 3966 4966 13133 8589 10594 18173 9342 17707
"200034_s_at" 6226 11078 20601 10662 19632 18047 13474 17657
"200035_at" 1530 4626 1724 3123 11330 21399 3873 7730
"200036_s_at" 6576 18269 20215 11980 19057 7949 11586 6165
"200037_s_at" 7786 9547 8774 5087 8862 9365 9775 8124
"200038_s_at" 8492 11637 20348 20839 13566 13377 13659 8893
"200039_s_at" 7845 8560 14120 11623 19185 17132 10015 8186
"200040_at" 15829 11523 12212 7847 12102 6029 19578 6906
"200041_s_at" 4822 11562 13664 8857 11787 8817 8751 17102
"200042_at" 3550 5407 10932 7551 8465 10387 6997 8597
"200043_at" 3186 18561 13300 6587 12938 3946 11198 9887
"200044_at" 15440 19479 10979 9214 11620 7347 16981 17691
"200045_at" 6410 4609 7433 6535 11691 6191 6595 15841
"200046_at" 17270 20349 9607 9244 11653 2831 16838 6382
"200047_s_at" 6291 6857 8859 6915 11206 8724 18094 5778
"200048_s_at" 8623 11407 11271 8562 13653 17523 11737 10506
"200049_at" 16912 5618 9843 6119 8868 2008 10145 7382
"200050_at" 19978 19552 3929 5448 8348 8511 19700 10155
"200051_at" 6963 10054 6125 7609 6802 7190 18539 10236
"200052_s_at" 7913 17568 11244 6864 11027 9507 10863 16562
"200053_at" 16999 10961 20104 20911 5532 745 20502 6107
"200054_at" 4247 17769 5170 6060 5544 6242 3235 2519
"200055_at" 15263 8852 12266 11537 12674 8032 9976 4834
"200056_s_at" 19861 11316 2081 3024 7734 4472 11386 17389
"200057_s_at" 16466 10001 12677 10108 13216 10278 17963 16901
"200058_s_at" 5954 4963 8179 6392 12543 9394 11221 9754
"200059_s_at" 4277 7816 12580 11854 11799 9824 8398 16000
"200060_s_at" 15731 6328 5663 9323 7766 10403 5449 5905
"200061_s_at" 16982 19218 20004 20790 18940 13248 13553 17495
"200062_s_at" 8405 19524 16097 20483 15282 13134 13448 12425
"200063_s_at" 8399 10564 16091 21612 15392 13314 13609 12524
"200064_at" 4460 2497 12346 8689 19984 10094 8729 19199
"200065_s_at" 8545 9993 11992 3712 13704 9832 9050 19946
"200066_at" 3241 9906 6385 1875 9890 4431 17557 19498
"200067_x_at" 15812 10555 8899 9098 10508 6410 16948 7574
"200068_s_at" 5558 6206 10167 9762 12397 18251 17128 5626
"200069_at" 7550 19337 3502 1228 6065 8893 10778 4836
"200070_at" 3856 18060 6168 7987 10474 10173 7924 21488
"200071_at" 7822 18591 5362 7437 5738 5238 10765 6392
"200072_s_at" 7586 11458 6843 4560 13295 10235 6707 19080
"200073_s_at" 7148 20154 9991 11215 7523 8347 18330 8197
"200074_s_at" 8153 20512 14145 11884 12382 10138 18246 9931
"200075_s_at" 19906 20021 11144 7278 12418 4229 7484 8522
"200076_s_at" 19591 19176 10936 9353 10494 7479 7995 19182
"200077_s_at" 15981 18957 12258 11426 11349 10481 11433 10198
"200078_s_at" 15654 18980 6109 5907 13102 4275 6835 7044
"200079_s_at" 2514 2790 9350 7018 12669 7055 11375 9379
"200080_s_at" 1995 8531 13292 11360 12719 17310 13604 10248
"200081_s_at" 19464 21328 13732 9439 13396 9806 17613 16625
"200082_s_at" 4242 9284 20472 11681 18848 11130 13595 18878
"200083_at" 7325 4208 3444 6390 10590 8306 7249 6063
"200084_at" 15683 18103 8686 9261 9408 4340 9447 19506
"200085_s_at" 16205 20905 13556 10603 10375 9383 17871 5474
"200086_s_at" 15793 20036 13095 6211 12652 9015 9836 7598
"200087_s_at" 6536 7830 10631 7238 11183 5698 6958 17483
"200088_x_at" 16542 20196 16065 11979 15289 13143 13459 9613
"200089_s_at" 6749 10676 13382 11874 11711 9461 11475 7302
"200090_at" 6461 9852 10606 6481 5800 2891 18886 5562
"200091_s_at" 17073 21139 12855 11890 9289 5629 13503 10336
"200092_s_at" 18456 21179 20602 20526 19319 13322 13615 16310
"200093_s_at" 7888 20606 11851 20885 10704 8373 10278 7493
"200094_s_at" 3474 4285 13441 11809 12881 18377 17204 7703
"200095_x_at" 18156 20763 16052 20231 15443 13387 13671 12573
"200096_s_at" 7950 19038 8592 4416 12114 17905 19399 16646
"200097_s_at" 2377 4578 9887 4775 12169 4986 7036 15811
"200098_s_at" 3804 11436 11657 7534 11304 8777 10334 7106
"200099_s_at" 16387 19036 16109 20542 15403 13326 13618 15802
"200593_s_at" 7013 18533 11699 8513 8431 18066 3218 8202
"200594_x_at" 18148 17784 6542 6680 9368 7735 7665 8554
"200595_s_at" 5022 17986 5918 4122 10127 1210 4278 7829
"200596_s_at" 20223 10700 11400 9791 12036 18127 8027 16042
"200597_at" 19945 7950 3337 10654 12612 3181 8147 10492
"200598_s_at" 2656 2849 12810 6526 19995 19574 6983 3482
"200599_s_at" 935 5272 4270 1346 6440 4611 9750 19149
"200600_at" 9154 11760 15869 5891 8973 6820 15931 17129
"200601_at" 177 1820 1753 5462 7430 7071 17407 4874
"200602_at" 591 9622 9765 5887 4037 11226 7779 3613
"200603_at" 3552 6307 9313 4375 9211 8906 17426 8750
"200604_s_at" 6472 3672 5958 533 5183 17515 8518 21836
"200605_s_at" 2873 3501 12746 11513 6759 19436 11546 20380
"200606_at" 2518 3185 9585 14447 8835 4607 19101 8810
"200607_s_at" 2005 2077 9997 6902 12259 21440 5602 4993
"200608_s_at" 7603 18681 6424 7227 8206 8323 11300 16244
"200609_s_at" 6808 5043 12678 9703 10722 3659 10217 18533
"200610_s_at" 2455 4926 10238 11934 12199 5117 8496 10039
"200611_s_at" 7860 9310 7373 4367 8766 10691 8277 8411
"200612_s_at" 2855 2639 4313 6608 2304 22144 21217 9450
"200613_at" 15938 9897 13076 5071 8599 6914 11293 15747
"200614_at" 3480 4137 13535 10300 13664 10305 13472 15955
"200615_s_at" 5035 8708 6477 4449 6824 9596 19929 6173
"200616_s_at" 15965 19317 12381 4719 8729 20996 7651 1662
"200617_at" 6174 9039 5535 4982 10825 7013 5037 15838
"200618_at" 6424 8906 6586 11707 11051 6538 16848 10005
"200619_at" 6419 5902 6507 3787 12137 4113 11214 6697
"200620_at" 16208 9307 12857 6108 11676 5687 18732 18490
"200621_at" 16627 9560 5953 2468 8981 5278 5013 6363
"200622_x_at" 4621 2654 11539 6941 4418 9909 6609 18816
"200623_s_at" 4002 937 2704 21219 5688 7945 3505 21926
"200624_s_at" 3153 7869 7673 4185 4146 8648 9650 20585
"200625_s_at" 2857 6059 8602 4907 10305 5899 9076 16977
"200626_s_at" 16612 21411 5708 1378 7201 5749 9499 18285
"200627_at" 4771 6428 20640 10079 13684 9863 11350 19541
"200628_s_at" 4272 6774 4535 19965 6805 9763 17490 20956
"200629_at" 17278 8583 3753 6118 6792 5643 4948 8821
"200630_x_at" 17621 17868 13760 11813 19475 9410 9237 3440
"200631_s_at" 15738 19397 10625 8934 12524 9460 11071 10171
"200632_s_at" 7270 1184 7103 5272 20569 2338 6427 9476
"200633_at" 5594 10220 19970 10137 15353 13247 13552 9964
"200634_at" 8377 11525 11789 9467 10926 8845 11670 19716
"200635_s_at" 18343 6690 9724 18636 1957 21658 17879 2409
"200636_s_at" 6225 10466 11629 13550 5238 2147 3576 6210
"200637_s_at" 17363 2890 1348 14708 1557 19530 18321 1851
"200638_s_at" 2494 4973 9030 4973 12770 18687 9159 18642
"200639_s_at" 8176 2610 12815 10451 13029 7128 9670 10341
"200640_at" 7139 6360 11186 8007 13779 17403 5532 10116
"200641_s_at" 7000 5403 13522 6434 8037 18869 11042 21946
"200642_at" 6206 18220 14144 11441 12840 10082 10967 16916
"200643_at" 3712 5413 11970 21619 10875 2389 5671 16965
"200644_at" 3692 3887 8818 11687 12368 8419 17373 19393
"200645_at" 3058 8079 10558 7814 11081 4743 11109 8166
"200646_s_at" 11593 1649 4542 8893 12460 19518 6693 21944
"200647_x_at" 7641 7072 9329 10244 9625 9771 18043 5114
"200648_s_at" 18147 1074 5279 1083 726 18599 8267 10530
"200649_at" 18218 1004 10955 4135 9556 2657 2629 21061
"200650_s_at" 6335 9293 20382 10081 15252 8235 18188 12398
"200651_at" 17012 20740 20385 11004 13444 10653 13652 10391
"200652_at" 4344 11398 5007 6903 9745 10326 4879 16888
"200653_s_at" 4640 9975 11444 10900 8798 2960 5702 7330
"200654_at" 7882 8841 7070 5227 12800 9533 9996 18354
"200655_s_at" 6773 10387 12114 7336 19447 9523 10992 5351
"200656_s_at" 18873 10306 9440 5973 9666 8739 8804 18587
"200657_at" 6287 8738 13345 7961 12706 11013 11645 10029
"200658_s_at" 21804 19742 7251 4180 9532 8208 5320 7988
"200659_s_at" 19186 17840 9636 10482 4658 4805 8286 8364
"200660_at" 17179 19558 13495 20142 12336 4720 7149 16130
"200661_at" 7666 4699 5761 3823 8781 9254 10022 16984
"200662_s_at" 4507 7370 9473 2206 12121 10935 19897 16003
"200663_at" 5436 11548 13725 10991 13797 17823 20272 7337
"200664_s_at" 5330 5585 9335 20957 8524 21935 18866 19889
"200665_s_at" 14479 15880 19529 14980 14466 14609 17210 20302
"200666_s_at" 4491 6728 5476 21356 4103 1953 5617 18074
"200667_at" 4920 11314 7968 3516 12018 18508 17964 5291
"200668_s_at" 15597 10845 9291 6353 13592 6018 10632 18729
"200669_s_at" 4913 7643 10812 6009 4034 19154 6625 19993
"200670_at" 6438 20337 9755 9258 8115 7073 6256 18881
"200671_s_at" 972 20799 63 12727 21915 21767 19759 5142
"200672_x_at" 503 3828 3345 20734 4309 20425 19075 5286
"200673_at" 3896 6321 8955 8553 9489 9027 7176 8759
"200674_s_at" 15252 19593 20735 20964 19464 13331 13624 17085
"200675_at" 3944 17617 3710 3482 8226 3269 8911 7670
"200676_s_at" 5703 11416 1827 11632 10998 6543 19694 7611
"200677_at" 15973 7876 6218 8682 13543 10067 17824 16868
"200678_x_at" 8395 4693 5897 7098 12422 5845 19330 9344
"200679_x_at" 17634 19562 20161 11549 6525 17472 8095 5224
"200680_x_at" 17237 18319 13320 11599 15447 17618 13676 8306
"200681_at" 4809 8891 11290 7643 12277 7117 11343 8039
"200682_s_at" 5307 10265 11390 10098 5746 6864 11137 8131
"200683_s_at" 18391 5482 9937 2086 11451 6372 9796 17700
"200684_s_at" 1954 2339 7302 7126 3727 3265 6971 19090
"200685_at" 10057 6469 2141 10491 4750 18598 20275 3204
"200686_s_at" 1937 2784 5758 9012 18910 4175 11426 10287
"200687_s_at" 5595 1503 11236 7828 6156 8950 9009 18967
"200688_at" 433 6704 5722 1281 12207 6587 19944 3507
"200689_x_at" 8612 17895 19950 10146 11779 9427 18235 9408
"200690_at" 19665 19149 8601 9566 12915 1901 18903 5215
"200691_s_at" 7765 17781 12073 5568 12486 6589 11319 8630
"200692_s_at" 6166 6254 8755 6063 8823 9651 5209 7033
"200693_at" 3761 5220 11910 5827 9984 8079 11272 17627
"200694_s_at" 6506 8943 8316 7246 6510 5175 8216 8063
"200695_at" 7070 3826 1279 9587 12826 19733 11718 19797
"200696_s_at" 8218 10455 6253 5601 9183 3133 5122 10501
"200697_at" 18603 10187 9034 5562 10405 1810 11301 19295
"200698_at" 3612 7121 12326 7155 8580 8575 5315 19642
"200699_at" 2931 2862 8587 2482 12040 8954 2936 10362
"200700_s_at" 18613 17860 8064 7544 7990 7126 8197 16250
"200701_at" 17092 19927 3289 1692 9110 20210 7025 16644
"200702_s_at" 6806 9770 8813 11702 8776 19651 4954 3571
"200703_at" 6756 18860 9898 11920 9991 3797 17098 8412
"200704_at" 1271 6054 8345 9008 8941 3393 8031 8633
"200705_s_at" 16956 18343 20587 20582 12552 17788 17370 9217
"200706_s_at" 20158 10705 2622 7374 5437 3803 4918 18093
"200707_at" 5262 8427 14114 4513 20269 19546 4286 17888
"200708_at" 18787 9315 5926 10003 10498 10755 19362 9679
"200709_at" 2424 6836 4912 3238 13033 8173 3106 18221
"200710_at" 5975 3742 5705 1986 12453 5512 18236 9674
"200711_s_at" 5401 8347 9659 7471 12089 6834 7211 10378
"200712_s_at" 4651 8201 8784 8432 7138 18423 7182 21376
"200713_s_at" 5231 5520 11995 6367 12549 8747 8431 10653
"200714_x_at" 4442 953 3747 1099 12687 2699 11191 17935
"200715_x_at" 5543 17593 11133 9117 8214 18353 19295 8961
"200716_x_at" 19077 21182 16034 11230 15438 13378 13660 10135
"200717_x_at" 6702 8951 16096 20679 15351 13245 13549 12488
"200718_s_at" 6433 8237 14072 9528 13564 10411 17031 9468
"200719_at" 3662 2513 7244 6024 7914 9622 9990 9152
"200720_s_at" 15581 8677 7091 8970 4652 8979 9024 8598
"200721_s_at" 16661 6780 8212 8094 8506 19377 10369 16958
"200722_s_at" 15901 693 13355 9692 527 20212 21426 21911
"200723_s_at" 16995 2676 11025 6994 9507 17248 10749 20498
"200724_at" 1784 4191 255 2940 682 7528 18424 4142
"200725_x_at" 17339 19300 21061 10814 20486 8708 17195 7394
"200726_at" 3168 20223 11002 11196 10615 7621 17359 8846
"200727_s_at" 7180 5502 8341 8546 3911 11033 17397 871
"200728_at" 16252 9407 6245 10286 12559 8819 4922 7509
"200729_s_at" 3510 10815 10281 2672 9777 6314 5476 8370
"200730_s_at" 7912 8069 13338 1870 2919 19092 3803 21774
"200731_s_at" 3642 588 9167 1217 5411 5151 10139 20492
"200732_s_at" 5227 10339 11786 4568 4709 10741 7864 16477
"200733_s_at" 7614 17601 4559 4765 2042 5434 6924 7953
"200734_s_at" 4670 4723 11177 20581 13036 4397 5440 9817
"200735_x_at" 2490 11298 16215 11371 15398 13320 13613 16253
"200736_s_at" 12730 16561 14740 7570 19763 11609 15593 4339
"200737_at" 6005 8667 1922 3991 3533 4327 2783 18063
"200738_s_at" 17604 11539 11921 11454 19243 9835 10171 17508
"200739_s_at" 6306 4739 13932 2731 8293 17566 9678 20279
"200740_s_at" 8340 9107 12148 6867 11485 8334 18682 10037
"200741_s_at" 4845 20344 16185 20487 15283 13137 13450 12426
"200742_s_at" 4617 4485 11474 3424 5257 19795 18796 20806
"200743_s_at" 17727 17712 2908 3699 11356 18225 19818 7258
"200744_s_at" 17707 18138 11009 10927 10416 18613 9749 18150
"200745_s_at" 15420 3542 3905 4479 12227 19133 5981 5378
"200746_s_at" 5647 8899 2982 5211 11335 8881 10839 18844
"200747_s_at" 4112 5447 6764 10060 9005 5854 18578 20587
"200748_s_at" 16857 20554 20648 6256 18990 17150 19403 12583
"200749_at" 1479 20006 7344 3385 5382 2727 9642 4466
"200750_s_at" 6513 17740 13661 11301 15332 17567 18040 17429
"200751_s_at" 6585 8115 9565 6320 4703 19919 10093 20490
"200752_s_at" 7048 5275 8490 20031 19034 3158 5246 19620
"200753_x_at" 7293 17597 12100 10740 6047 8890 8213 19698
"200754_x_at" 17197 20766 11280 9532 11313 10233 11624 18028
"200755_s_at" 206 177 12463 1816 8388 9557 9142 19207
"200756_x_at" 3003 5781 20658 1494 3368 20994 5011 21797
"200757_s_at" 17921 8449 7944 5299 10389 17389 8508 8711
"200758_s_at" 4012 7184 3310 8878 8355 2971 17644 16450
"200759_x_at" 600 1945 1912 7118 10410 10260 6116 19880
"200760_s_at" 6412 9481 5930 5362 2474 17835 7209 3583
"200761_s_at" 1121 1423 5160 6842 5805 7007 18191 6513
"200762_at" 1428 10764 4736 1227 12080 10675 6003 5564
"200763_s_at" 7621 18963 16027 20628 15408 13336 13632 15876
"200764_s_at" 8289 5289 3789 21803 7753 5047 7909 11683
"200765_x_at" 7514 8379 12247 18969 14713 7978 11128 12247
"200766_at" 16595 10566 2861 5009 19192 5188 11020 8037
"200767_s_at" 18414 9066 5148 3173 6746 20812 10562 8728
"200768_s_at" 2554 4529 8867 10206 6494 8055 5609 5476
"200769_s_at" 7929 8873 11266 11028 2051 20307 6060 22003
"200770_s_at" 2630 4410 21266 3737 10662 8495 18022 19316
"200771_at" 6043 4671 3829 1172 3481 4369 5195 9601
"200772_x_at" 16011 10838 13967 20242 19050 13279 18702 17535
"200773_x_at" 6097 7409 13655 11733 11279 5537 11233 16024
"200774_at" 5626 5410 13526 10241 12975 7638 18320 10539
"200775_s_at" 5360 4681 10338 2170 9742 17265 18392 19271
"200776_s_at" 1662 1068 12573 5962 6786 20522 17090 20962
"200777_s_at" 6446 5314 11301 9113 9516 4779 10685 18668
"200778_s_at" 8393 5262 12606 4877 10247 8096 11382 21125
"200779_at" 19321 19976 13031 11478 11638 8594 17177 16199
"200780_x_at" 8001 9464 13855 6086 19195 8986 18419 17814
"200781_s_at" 18119 19902 20751 20533 19175 17484 13530 10063
"200782_at" 6110 7194 7857 2436 10441 6891 8368 15727
"200783_s_at" 3081 9135 7177 5412 2356 3810 18441 17217
"200784_s_at" 9666 12487 16424 3566 20832 14073 12659 21872
"200785_s_at" 12954 16194 15160 16922 476 9899 15536 21548
"200786_at" 16662 19775 13129 8658 10808 10745 19166 6763
"200787_s_at" 8430 7438 3141 11686 5700 19234 17332 20763
"200788_s_at" 16116 8980 2621 9435 12357 1566 7658 16128
"200789_at" 19351 4482 2786 5220 5869 5196 6954 17380
"200790_at" 5674 6104 7558 7624 19250 5578 9412 17253
"200791_s_at" 944 1837 12150 9637 11614 9673 10586 2281
"200792_at" 2103 8302 12169 8867 13290 6412 10535 9908
"200793_s_at" 3042 11585 10530 6318 3370 17509 19497 16647
"200794_x_at" 3083 2934 12320 4759 19882 17630 10708 18983
"200795_at" 17691 19579 100 13602 19266 21778 1136 19720
"200796_s_at" 15991 9090 12252 9017 999 21901 3412 22233
"200797_s_at" 2934 6213 3260 4214 3879 19328 8513 8734
"200798_x_at" 2953 1448 7295 1109 2914 10700 9718 20434
"200799_at" 18403 20354 10345 15869 19402 10952 8780 9619
"200800_s_at" 7609 9087 13396 7339 20007 17383 7585 16132
"200801_x_at" 8292 10796 16106 11522 15257 13104 13414 12404
"200802_at" 17084 11146 12516 9642 9738 9219 19026 16526
"200803_s_at" 16394 11651 12413 4672 9146 11015 10508 18869
"200804_at" 7842 7095 12081 7334 9231 17922 10835 8947
"200805_at" 6885 18125 8310 5190 7808 8696 5865 6316
"200806_s_at" 7218 11584 12214 10371 10129 20022 6939 19578
"200807_s_at" 8386 9474 20499 11964 15268 19122 13426 9453
"200808_s_at" 3940 4688 11462 5522 7841 2604 5428 21036
"200809_x_at" 8161 17709 20691 21188 20066 13126 17169 9624
"200810_s_at" 4716 11032 10026 7382 9595 4814 5394 5191
"200811_at" 5328 8158 2639 2134 6672 2941 3929 9109
"200812_at" 17469 20303 11594 9275 10431 8844 18045 10300
"200813_s_at" 2820 828 20455 10563 13292 17504 5353 18524
"200814_at" 3346 6975 13159 20446 12319 10569 8048 7483
"200815_s_at" 5815 4445 8249 1305 11429 7257 9799 6462
"200816_s_at" 5053 3506 6572 4897 8935 7339 7704 16323
"200817_x_at" 18832 20764 16092 14788 15270 13123 13428 12410
"200818_at" 7848 11360 13474 9742 12469 8576 18196 10105
"200819_s_at" 15825 19236 16138 11568 19351 13252 13558 10080
"200820_at" 16904 19202 12676 8450 8557 9148 11525 8448
"200821_at" 4389 21259 1482 10132 4120 6904 8148 7541
"200822_x_at" 8253 9171 12753 9037 13311 8678 9151 16484
"200823_x_at" 17158 21170 13765 10221 12483 9043 11136 16924
"200824_at" 2425 4218 8053 3662 7241 20630 18625 8894
"200825_s_at" 2907 7621 6024 2174 19109 5417 11488 19437
"200826_at" 18547 20593 10582 10615 12797 9188 9091 8653
"200827_at" 1087 4392 11199 3191 11315 17995 5200 6814
"200828_s_at" 7179 7130 11793 8354 11161 18398 9652 21232
"200829_x_at" 1990 4905 7750 10430 9792 10353 11523 7154
"200830_at" 16124 17672 9346 5076 13470 17861 16811 5839
"200831_s_at" 6455 7251 8512 9783 10864 17715 3998 19768
"200832_s_at" 4040 3886 5913 9892 12310 4262 6291 8551
"200833_s_at" 2598 8333 12950 20234 10055 7783 9095 17705
"200834_s_at" 18535 21275 16162 20939 15303 13167 13487 12444
"200835_s_at" 3543 17239 4608 6515 1862 17901 6559 241
"200836_s_at" 4106 19713 211 21873 12566 2274 7557 20080
"200837_at" 3754 5706 9035 7900 8243 4964 16899 7935
"200838_at" 3710 2043 2687 584 6515 18104 7756 7270
"200839_s_at" 4785 2248 9032 3008 11056 6501 10762 8004
"200840_at" 4838 6709 13469 8852 13197 8159 17868 5076
"200841_s_at" 20091 18029 12002 8507 5221 21788 5958 2009
"200842_s_at" 5787 6225 11720 9609 18921 19051 10690 4092
"200843_s_at" 5807 8817 8355 10399 11895 5948 7467 7449
"200844_s_at" 16624 18989 12982 10728 7901 10621 4176 8766
"200845_s_at" 5583 8819 11645 10180 10034 7990 11273 9914
"200846_s_at" 7237 18526 10095 7346 11613 9582 11354 9283
"200847_s_at" 7146 18202 8946 7441 8555 6830 17061 17500
"200848_at" 4423 7826 6621 6493 5637 20728 20166 17014
"200849_s_at" 5263 6801 2567 8760 12034 8074 1873 1821
"200850_s_at" 1807 1543 9812 4618 11038 8355 17005 17649
"200851_s_at" 8509 2684 6319 1010 19189 5971 11248 16376
"200852_x_at" 8287 4567 13123 6125 10941 5072 17266 17486
"200853_at" 7597 18232 13865 20267 12822 18543 11338 15812
"200854_at" 20358 8367 9358 20236 5325 5814 5235 8203
"200855_at" 20298 11072 5021 10142 20842 21011 20684 17357
"200856_x_at" 1788 1936 1254 20849 3576 4507 4271 8589
"200857_s_at" 8119 4240 7794 1174 12187 3395 9898 9555
"200858_s_at" 18160 19474 11893 9170 11333 7854 19048 10637
"200859_x_at" 4747 4519 4020 7564 4018 18862 20123 6752
"200860_s_at" 6339 3553 9191 6576 9354 8686 19371 9936
"200861_at" 5418 3117 12729 7809 11023 5078 19723 19938
"200862_at" 2139 3939 4484 1464 8391 5126 7227 7850
"200863_s_at" 8565 18857 12199 9611 12760 17926 19814 10244
"200864_s_at" 3009 428 4098 6810 8498 4023 7686 17025
"200865_at" 9105 11799 21598 21667 15652 12467 12630 15634
"200866_s_at" 7106 7689 3392 3443 6905 20774 6794 19015
"200867_at" 2836 7114 11086 20270 18982 5876 8823 17687
"200868_s_at" 17164 18093 12018 7193 7921 9131 10433 19366
"200869_at" 18161 20387 20087 11758 13401 13146 13462 9064
"200870_at" 16559 11504 10166 9686 11217 9465 18437 16288
"200871_s_at" 7659 10497 4005 4700 10385 17498 18165 8369
"200872_at" 16656 19333 20684 6733 13845 10870 13418 4198
"200873_s_at" 4203 6270 12498 10304 19428 10994 10328 17008
"200874_s_at" 17733 10283 9858 2152 4249 19896 2270 4253
"200875_s_at" 4929 7641 10768 11045 10562 3086 5072 5195
"200876_s_at" 6740 18488 11562 8673 9820 7900 11604 7819
"200877_at" 3109 4122 20009 20409 19009 19028 18269 16087
"200878_at" 2535 3835 2579 18442 4800 3437 6970 1099
"200879_s_at" 7399 2665 13965 12915 2768 21548 1602 21358
"200880_at" 6539 18026 8950 10390 10867 5161 10096 10583
"200881_s_at" 17074 18929 11473 20256 19397 9509 7103 17022
"200882_s_at" 17983 21206 13479 8458 10288 6896 10779 5234
"200883_at" 4428 4826 8726 6480 3903 8779 17493 16919
"200884_at" 19695 8375 4034 12880 7533 6673 1876 5677
"200885_at" 7154 10824 9697 21954 12456 1817 4454 6663
"200886_s_at" 7855 18666 20179 21152 13745 11074 17277 17113
"200887_s_at" 4803 768 2684 5735 9896 1866 5484 7555
"200888_s_at" 16892 18494 13484 20707 13193 17858 8200 9006
"200889_s_at" 15718 8672 10149 6962 5371 10333 6961 19319
"200890_s_at" 3907 2608 9205 20069 4090 8069 4311 17875
"200891_s_at" 6491 19225 9674 11244 19859 20331 9343 7018
"200892_s_at" 5341 6747 5965 11031 3458 10462 6035 19269
"200893_at" 1712 9732 11901 8464 11179 8500 18762 10154
"200894_s_at" 4414 2297 6022 8744 10837 21277 9348 10083
"200895_s_at" 18280 4698 6676 10445 10084 17826 8715 10110
"200896_x_at" 16829 9031 13673 6865 13152 8328 8260 5699
"200897_s_at" 4124 5087 6667 19109 19169 3327 18513 16962
"200898_s_at" 21394 10288 5917 11501 12366 18018 16775 18898
"200899_s_at" 6516 3310 11006 5083 8077 5725 3614 5145
"200900_s_at" 17596 6044 11040 5388 9815 19836 3371 8918
"200901_s_at" 16880 11419 10976 7451 2930 5280 3895 7659
"200902_at" 6075 21092 9711 9952 11254 6833 18502 16439
"200903_s_at" 16448 6288 7329 4665 13260 3665 17969 18683
