"inst_1529" "inst_1946" "inst_2029" "inst_5011" "inst_6665"
"1007_s_at" 18877 18956 1064 5901 16375
"1053_at" 4970 20711 17867 7102 4911
"117_at" 9903 7231 1538 9730 12685
"121_at" 20098 5935 4980 7370 11216
"1255_g_at" 9108 16472 9367 9337 8913
"1294_at" 3105 18520 4109 20617 3273
"1316_at" 4343 11243 5459 21694 2484
"1320_at" 11999 13891 15058 12919 871
"1405_i_at" 10733 10918 5321 15171 2651
"1431_at" 9868 8587 13581 14227 1925
"1438_at" 3514 12409 14328 1835 19522
"1487_at" 7711 904 18101 19390 17758
"1494_f_at" 1434 22179 19011 5084 15770
"1598_g_at" 880 3852 4395 7491 15402
"160020_at" 678 5353 2496 20254 17282
"1729_at" 19003 20088 16890 20265 21232
"1773_at" 14721 20823 19329 3507 14520
"177_at" 11155 7281 18251 15670 21068
"179_at" 18170 2961 22081 17512 13767
"1861_at" 17986 1237 11199 18076 17179
"200000_s_at" 19690 5694 3209 19209 21287
"200001_at" 17495 2060 6486 8495 5008
"200002_at" 15475 17238 18524 8734 4243
"200003_s_at" 6918 2819 4655 7838 6716
"200004_at" 15946 4272 17135 16193 11571
"200005_at" 18583 3821 4120 7020 10697
"200006_at" 5756 1516 5406 5999 4930
"200007_at" 18408 17632 4984 7778 10788
"200008_s_at" 4611 5725 3414 2587 12266
"200009_at" 7168 5942 1497 5984 4895
"200010_at" 17031 3621 4874 6323 10407
"200011_s_at" 16887 21669 6190 6629 19347
"200012_x_at" 6097 21042 18851 8167 3608
"200013_at" 15820 18157 6457 16341 4509
"200014_s_at" 7314 4244 4187 17817 13304
"200015_s_at" 18340 21299 20144 8012 15703
"200016_x_at" 19189 17371 22050 16725 13116
"200017_at" 16341 18924 18713 11718 10598
"200018_at" 15082 19610 18355 17705 4288
"200019_s_at" 16603 5396 16665 17262 10824
"200020_at" 15554 16717 3868 19724 15511
"200021_at" 10012 18857 18490 18149 6845
"200022_at" 15698 4675 4619 8726 4308
"200023_s_at" 16555 1713 18338 9073 11793
"200024_at" 15246 17430 3003 6587 13005
"200025_s_at" 16041 19761 4902 16416 11987
"200026_at" 17655 3568 4972 17143 3696
"200027_at" 16984 18681 19290 17920 14493
"200028_s_at" 6150 3826 2000 16326 14025
"200029_at" 6495 4129 5129 9231 5070
"200030_s_at" 14826 3658 2219 7433 4336
"200031_s_at" 10065 17943 18496 8880 6768
"200032_s_at" 5596 1997 6203 8438 3135
"200033_at" 16123 4873 4656 8522 13412
"200034_s_at" 6394 4164 4636 6929 4873
"200035_at" 17431 1135 720 16451 10326
"200036_s_at" 15670 3760 6308 5586 5127
