"inst_224" "inst_384" "inst_390" "inst_447" "inst_849" "inst_966" "inst_991" "inst_1049" "inst_1152" "inst_1211" "inst_1548" "inst_1636" "inst_2671" "inst_3165" "inst_4435" "inst_5208" "inst_5571" "inst_5767" "inst_6170" "inst_6243" "inst_6931" "inst_6971"
"212429_s_at" 19274 11760 4064 12697 4906 13644 17126 18417 17848 17261 20986 2451 15386 14222 13136 14602 11081 15593 10394 13565 15842 14920
"212430_at" 6282 16223 13975 4839 7349 20830 21127 20072 1396 22255 5077 1970 5122 18312 791 21992 19901 20200 2262 19930 17447 19903
"212431_at" 404 2008 2415 15394 3290 1506 21464 13791 16380 20984 6953 22168 11778 19215 12565 21455 4005 20595 7714 1481 2169 14283
"212432_at" 5177 10338 16017 14281 4451 3306 4777 1892 5512 3615 5462 3634 1813 3317 11775 14271 11051 4176 3374 16964 16126 13413
"212433_x_at" 8290 12816 13285 15382 21227 3503 8289 2183 5159 5095 6842 15406 6880 6882 11787 5305 6528 3705 16341 2913 12554 2343
"212434_at" 19561 10474 18935 18301 2787 3718 1959 1976 4258 2903 2824 2402 2925 3568 6101 3533 4550 4236 2484 16620 15108 13384
"212435_at" 8646 14573 19935 20283 9712 19174 15507 19338 16533 2945 2222 14136 14772 14558 16731 5779 16063 11126 3976 17996 16570 18377
"212436_at" 8817 20007 5051 19221 8144 19886 2841 19684 17034 5149 2193 14672 13588 17843 14247 5857 16178 17233 7783 18063 15070 19372
"212437_at" 13850 1546 16600 13207 1653 20574 19113 19025 2623 4334 7086 1922 20183 15794 5305 5398 20678 12503 10845 16024 20020 21569
"212438_at" 16013 1016 15848 3501 4198 19378 14452 17606 3323 2378 1379 18289 13642 18707 16218 3549 17936 13810 2851 18299 16670 20559
"212439_at" 19135 17672 2250 15148 3668 21061 21294 18916 15490 19670 1756 14206 1944 20709 21037 19892 20886 14184 3045 3272 17281 20215
"212440_at" 3734 14405 16758 18942 9506 17485 18096 19582 3624 7129 4029 19753 13362 13493 18706 14471 18994 17397 4990 21102 20451 15449
"212441_at" 6505 15570 4789 12903 2408 20466 20956 20223 16698 20093 17276 1240 18564 4282 18324 16206 12139 16079 7926 15639 18548 15805
"212442_s_at" 21119 11756 4258 18186 1608 3504 3039 663 14953 7676 18016 15436 16241 14752 5635 3040 1894 20451 4926 17750 15591 13900
"212443_at" 17099 11387 543 291 1367 20735 2122 18739 4077 22044 13331 2824 21438 493 15279 13962 844 21216 3793 3191 118 13177
"212444_at" 885 310 9270 2129 425 88 373 112 13289 1512 16391 173 7126 778 3017 184 436 1625 15562 1014 272 791
"212445_s_at" 15060 10057 18386 12523 2284 2073 17896 17977 14418 3717 14493 17622 19994 5693 3362 18767 2495 12822 2836 19726 540 21244
"212446_s_at" 2108 12527 18767 13641 1789 3812 1763 19412 18424 2625 7158 2405 16627 13593 18972 4272 3819 15503 10316 15558 13292 17325
"212447_at" 7694 13671 5008 2574 9509 20456 21484 20970 1793 16152 6968 19823 3709 13283 12369 5830 17370 11020 6862 18902 13054 14763
"212448_at" 10503 4473 6388 8446 10394 6404 14002 2932 12735 4003 14774 401 8557 2738 18596 13530 712 19929 16869 802 105 1663
"212449_s_at" 4995 13489 21845 17134 6445 13810 3759 19321 20267 1366 1966 4266 15910 17733 18787 3987 15734 15545 8935 19519 17200 17512
"212450_at" 6519 18580 3702 19398 4751 1766 2259 20284 1511 4561 174 4387 1870 15901 16960 1696 18035 15450 2696 21795 21068 11938
"212451_at" 7858 16877 17585 2460 4915 19936 16737 19362 1145 3120 1349 15088 2837 4210 18381 19964 13345 19802 3136 3491 13489 18350
"212452_x_at" 3949 1007 2236 14057 3673 2004 173 766 917 17521 522 616 1729 2003 12190 765 837 14824 11135 2000 1739 391
"212453_at" 17505 14408 1271 16286 10513 18058 20213 20452 3107 18591 3749 20542 4343 19507 12910 19782 18306 17299 1688 21056 20071 19619
"212454_x_at" 5286 13912 15855 17782 5685 17922 4335 20923 19019 4266 18249 17198 16941 14570 16915 3950 17882 14778 11798 15628 18187 14632
"212455_at" 6300 12774 14793 15748 6816 16389 16298 17768 3540 6615 17503 19070 4259 3685 15853 16121 14192 15116 5759 12621 13432 15982
"212456_at" 3748 3242 17848 2868 7518 13825 3316 16022 20169 21986 20778 410 18789 3461 14080 15527 3926 15009 21405 13276 1742 16118
"212457_at" 5772 22044 10433 21584 21952 21545 21901 21550 4339 20161 280 2500 12814 3964 6270 4825 3449 12850 8415 16598 19542 15736
"212458_at" 14534 19411 19892 3939 3812 20178 20178 21732 4758 2867 2800 18835 11591 17976 13783 19999 21277 2996 4947 16808 17999 20844
"212459_x_at" 2958 14147 15824 18394 7658 15090 16267 997 17791 17722 3733 17597 17704 17838 17826 4021 14375 4904 6118 20025 12904 16351
"212460_at" 15219 19378 17280 18030 10335 15080 19391 19819 20319 1982 21629 19551 17853 20301 13556 5128 13593 21254 4905 20735 19600 21397
"212461_at" 3897 1257 2441 16728 2695 1898 2934 957 18121 5768 5351 2765 12163 3984 13390 1457 3543 12611 9505 13302 12490 13887
"212462_at" 849 612 164 15204 365 1294 368 270 1298 4988 685 705 932 3402 14592 263 575 15594 795 1227 1108 1862
"212463_at" 4603 15395 20510 20016 2428 16166 20585 18906 8729 17876 12971 20664 621 20608 5419 3379 2806 20137 19743 22248 1973 15562
"212464_s_at" 21006 6 9419 3193 778 214 2686 1550 21629 18599 6838 3120 21168 3926 17894 522 1885 16358 12108 1153 404 878
"212465_at" 18587 17180 19153 13400 7945 19212 20143 17761 20196 18640 5765 4674 18277 14051 4021 15211 16393 4771 6732 17189 14612 12501
"212466_at" 18395 7911 9755 1442 21195 12205 18775 4981 17173 20335 16211 12931 3876 790 621 4723 2958 1233 7121 11034 9817 11532
"212467_at" 18179 13079 14707 4636 5143 15952 16094 18051 16439 2747 680 17831 17559 20851 16906 15601 16705 21227 1538 12916 18605 20347
"212468_at" 20357 16333 13554 3510 20530 21071 21911 13712 2232 7475 607 18165 15784 1397 2644 18199 12216 17599 8009 18090 1500 14036
"212469_at" 8820 1718 15581 22168 4918 17616 17964 19190 2159 21548 20897 16179 12142 2395 17425 14655 17843 20472 3984 21413 15479 19592
"212470_at" 18138 20909 18735 17442 10504 20559 21340 16408 5249 3550 4795 19202 13390 14830 14348 5781 15852 16545 3908 16085 20778 17155
"212471_at" 20561 10341 19510 3057 9759 13715 21056 19268 14957 3671 17218 21544 18329 5652 21553 21151 19961 20630 13346 13448 2672 16835
"212472_at" 3552 2119 22095 19680 169 173 269 1209 22013 5527 21864 280 22223 947 3852 982 481 20165 22262 916 492 743
"212473_s_at" 3319 2111 22191 13180 122 218 388 100 22244 20428 22229 78 22279 1583 15072 74 306 18485 22248 12435 81 588
"212474_at" 7661 16942 4350 13656 7539 3476 15490 17465 17190 5842 3697 16069 12425 6728 15657 15691 14163 5144 5625 15115 16251 19357
"212475_at" 5645 21740 20178 21975 21505 21918 1578 20623 19406 3374 18329 2815 14342 20331 19042 17007 15087 2863 2989 3149 602 1410
"212476_at" 5325 20543 14715 21662 8467 15141 14336 20653 5311 7640 1470 18189 5154 18297 19201 15900 18739 13707 6258 16537 20662 16540
"212477_at" 1236 4536 12838 9882 11049 272 21431 9000 16766 17940 8531 9697 17155 19640 21999 2430 16572 21907 2492 1039 9896 7200
"212478_at" 410 14657 13619 16541 20322 1951 913 8332 8892 14892 16544 6868 2935 17203 18947 1301 22229 56 13455 11740 9060 12653
"212479_s_at" 3929 19881 17665 15124 3711 3081 18743 19864 18541 6266 5270 4187 3661 6622 20001 16766 15122 16437 6747 12762 14679 12605
"212480_at" 20909 14543 19529 3420 5887 17405 18778 18408 17819 21640 18974 407 18796 6099 11851 16460 16179 11558 19828 2362 2324 18449
"212481_s_at" 2778 2508 2870 15574 3317 1516 2305 1239 15454 7631 6847 17110 19078 6073 3666 3031 2103 18543 10757 13815 2707 12176
"212482_at" 7417 19103 1689 16179 3390 19846 20091 1169 16758 4225 20119 20026 11993 4328 1895 16402 13386 16676 7382 1485 20877 16680
"212483_at" 18167 15274 16683 4436 1749 13972 1451 16098 4908 2279 2823 16359 4330 4418 21090 17809 15814 18732 3059 17600 14912 21051
"212484_at" 3570 478 139 22254 7339 20264 18219 18145 17480 3823 13469 16254 13866 19251 1572 16400 16312 2259 3841 20326 19881 1476
"212485_at" 19104 15442 4445 5608 1249 20177 16104 16453 2098 4713 1358 19455 12861 12903 5527 4975 11691 16028 6162 13611 19882 20787
"212486_s_at" 16550 8763 21243 1186 19208 10796 13280 4545 21016 6412 21960 6128 22147 832 2338 7674 18379 20882 19762 2223 12043 148
"212487_at" 21486 19860 17466 19232 21628 20116 16228 2012 1429 18770 4728 956 2956 3902 3975 18289 15515 15196 5761 21042 677 17099
"212488_at" 20699 16030 20325 640 21776 1374 21744 1790 9451 3648 6859 1612 10730 18599 17784 20746 21602 20944 19282 19663 22175 18789
"212489_at" 16508 20674 7352 9909 14993 7908 7971 5228 12226 14779 16822 15346 5764 19176 22140 20246 14881 2754 3419 11856 10154 3200
"212490_at" 19997 4084 4335 7143 3231 15704 17952 13454 1825 21214 19762 18153 3384 18829 21431 4822 3742 20990 12095 1704 13875 12988
"212491_s_at" 6982 9776 15572 15060 7489 3287 14352 16164 21354 17877 18429 2934 13831 19993 5055 16971 11954 14414 11835 14146 15555 20076
"212492_s_at" 8864 16876 2566 3468 20964 21849 20547 20722 1953 16071 2276 17106 2292 22013 14700 19680 15764 19885 1787 19654 21108 19898
"212493_s_at" 643 14819 15957 2374 7403 15451 16547 15379 15730 19293 18880 15381 13410 17448 17105 2003 13109 18252 8743 17486 18084 16042
"212494_at" 7655 14706 9643 16421 22017 19281 19682 862 10698 19814 17118 16171 21998 22142 17708 22243 21865 11479 21048 15080 21729 11139
"212495_at" 1020 574 4069 568 8189 21475 517 16168 929 21810 18562 16074 14402 658 2531 21091 19770 21570 12982 20300 2488 18567
"212496_s_at" 6317 11017 16641 22079 20227 21318 21244 16179 3090 21716 688 21870 3752 16056 17731 20148 20681 16731 8182 15376 17795 22095
"212497_at" 19799 3838 3548 4739 10198 322 21320 15588 3418 20440 14290 15395 17140 19370 13910 19803 2321 12748 11897 22204 22051 12222
"212498_at" 19468 20360 1833 1451 3345 1135 17636 20266 19128 17822 20131 19493 13315 15277 14890 5289 17096 15966 9378 18024 17566 20053
"212499_s_at" 8042 17874 12984 20843 7786 17451 4887 16596 17194 7521 666 16691 13938 15085 19100 14769 10773 16849 2075 16719 16457 19086
"212500_at" 17900 17142 20833 17078 10334 13632 4995 15744 19758 3429 19911 3152 16689 3095 14896 18530 16683 16038 3395 16940 22183 16342
"212501_at" 16221 17408 72 17745 6270 17430 19364 17337 93 17200 52 15591 394 4496 15113 19301 19349 3452 285 15052 19352 19527
"212502_at" 14144 15324 14470 3670 2166 17934 2942 14049 16736 3828 5874 17104 14518 5113 19026 15772 18282 2946 10858 16604 16504 16524
"212503_s_at" 16468 18492 14945 15985 3982 21457 21971 20218 14117 16864 11330 19819 7714 5660 21770 20913 20190 4765 18745 16709 21625 17880
"212504_at" 18553 16111 10702 1940 20752 20747 20359 20415 7107 21014 6368 20011 5432 3011 20925 20063 19827 15815 16047 14546 20831 20071
"212505_s_at" 20064 20020 13208 12844 8804 19390 21632 21738 15914 5693 1814 15350 13594 3232 11914 17034 11519 16376 3146 14776 12565 17390
"212506_at" 14274 14222 2174 18267 20843 16701 19187 18886 3312 2710 984 17534 3338 15177 18583 3355 11546 13625 690 15587 18903 20817
"212507_at" 7531 15724 12814 16768 6447 18015 15788 15743 19885 7530 3507 19475 12505 13373 13872 14081 17760 13612 1883 16834 20627 20095
"212508_at" 18576 13992 15118 18438 6709 20482 17187 20021 15713 18101 5722 17865 17111 19697 14382 6302 14227 19222 6988 20469 14531 20609
"212509_s_at" 18373 15202 3199 15651 4443 19369 16959 19519 16021 18219 6569 16954 16379 17527 15898 21382 13040 15763 8942 16590 14801 15563
"212510_at" 6083 2832 20817 3454 5036 17772 3332 15522 21676 1568 22175 4590 21327 13764 13785 15437 15870 3376 20816 17121 15880 16032
"212511_at" 3861 15351 204 19497 9982 19600 16922 21569 16928 18280 300 18346 1707 18241 16814 18845 19129 21671 512 22083 19821 20023
"212512_s_at" 6574 2954 16860 17322 7373 15756 19485 20620 17614 17925 21450 1965 19955 13057 17528 18266 19951 21082 21305 11986 16236 17494
"212513_s_at" 16947 14410 15426 16651 2849 21601 19243 20718 16468 5375 3122 14211 2641 13053 18060 4597 19498 18055 3998 18411 19269 20232
"212514_x_at" 4219 9676 13222 4301 7528 15471 14737 17835 15337 5553 3030 19069 16269 17638 20412 2664 12568 4677 4589 17498 17997 15193
"212515_s_at" 1631 13215 13808 20705 8403 15751 15484 15781 18321 5840 6610 21404 4439 18393 11702 5963 14668 13613 2855 18224 17492 20193
"212516_at" 20485 16867 4411 15191 21260 19224 21819 12131 2971 1346 2133 324 1812 19339 2817 21209 13995 12983 1285 3520 10812 4429
"212517_at" 18082 17385 8276 2040 5244 14711 16158 1053 20542 19446 21527 18089 16456 3582 15359 4563 3154 16334 6441 2190 696 21124
"212518_at" 18352 19458 16879 4617 2090 19443 3743 17756 17829 21008 20317 1790 14254 2457 18213 20266 20688 4777 4565 17028 2285 254
"212519_at" 17538 9786 4966 15366 6450 14169 14363 17339 18266 4613 5187 14029 16396 16778 14572 3414 12708 14538 11358 16247 13334 15308
"212520_s_at" 7286 19426 17391 16875 3375 15430 19190 14685 20782 5580 20482 1116 17323 14824 3207 16196 19447 13862 20781 1983 16424 18405
"212521_s_at" 6899 10460 1306 5230 928 1660 2262 14257 5220 2274 3283 18081 15537 4271 3672 1410 3767 11757 6082 2163 2777 12196
"212522_at" 4216 12371 5139 14334 1181 13808 2577 15863 3230 1140 1128 4672 19523 5218 5723 2440 2445 12464 3887 13357 16315 16703
"212523_s_at" 1198 1849 14253 6814 811 20776 22056 14480 20177 21860 5206 302 16375 19709 4583 21185 21171 22097 6907 21303 20812 22124
"212524_x_at" 11221 6656 8363 6424 17077 8454 10770 4108 13336 9762 7404 5472 16436 8484 440 11067 10614 479 10980 11525 4840 7187
"212525_s_at" 19452 20392 17718 3607 20170 22159 22037 22258 11407 828 21375 17436 1439 20994 1382 21200 21654 12892 3258 21832 16932 11789
"212526_at" 1153 9195 19205 20670 1491 7763 2789 5517 17738 20388 2977 15573 12968 20999 20730 4300 17393 13305 2073 918 12573 1372
"212527_at" 1827 12262 20592 13629 1940 16718 19466 925 19750 7289 20305 4534 15522 5978 13552 1795 16704 13181 12782 1984 19283 17644
"212528_at" 3712 19075 15075 2637 7495 2136 2295 380 21575 2603 21681 17867 20447 14398 12598 3207 1947 14323 14333 1981 2512 18402
"212529_at" 6192 14788 530 19694 7311 2974 1755 17918 15484 2303 20319 20427 16848 17932 4171 14192 4453 3341 6346 15502 15141 15074
"212530_at" 14275 14996 1978 19467 8237 17488 15599 20734 15898 6475 1166 18974 12066 17061 18053 4558 13429 18247 5955 20384 13529 19878
"212531_at" 716 231 568 3930 10596 6450 10948 11882 12857 16718 11119 5102 7880 7570 6004 6945 7912 19602 14420 7437 5213 8025
"212532_s_at" 8918 3473 14709 12798 2132 14014 4500 18697 19526 7686 19961 3156 15234 6183 12342 18560 13350 14959 9232 14656 2139 15556
"212533_at" 20490 21369 14154 19688 20253 21146 21821 21943 18169 4375 18998 16887 15356 19492 19229 18263 20445 16161 6543 21976 19896 18674
"212534_at" 7938 15241 15074 5080 2603 16430 17600 17244 15231 17787 19199 18483 15133 14367 18200 16726 12588 19607 5947 16478 3426 19019
"212535_at" 18890 19866 1785 13749 6077 21431 14425 21325 18045 6561 5293 16199 17740 18699 19918 14131 18860 16481 9007 18971 21213 17800
"212536_at" 1816 15579 20409 14007 10436 14468 20923 18980 5036 16891 18148 18643 15744 14672 18733 19097 19327 19065 1115 19518 14594 15561
"212537_x_at" 8336 1356 13073 13046 13834 3181 8457 1760 15088 18741 18828 14016 6700 7092 11651 5476 10737 4772 16185 3437 12893 2625
"212538_at" 6662 3254 8531 21658 20086 14019 18087 17862 10720 21368 11704 18363 10412 15654 2662 2724 11044 18295 4355 16418 19944 19328
"212539_at" 19137 2610 4343 3463 5109 16007 17101 16318 17435 16915 18935 14986 14329 4131 14639 15129 13080 17946 8408 15519 13618 14247
"212540_at" 15295 2121 3980 13354 4434 17166 14978 19739 21342 3849 5928 14564 16129 18901 5141 15388 14335 17060 13148 20838 15066 19578
"212541_at" 8231 16666 15586 15635 2335 18389 5132 20231 19189 6111 20819 18450 15877 14280 20323 4624 19274 14656 9955 15763 1276 16882
"212542_s_at" 1505 10772 3725 15753 7567 16706 15607 16914 3299 6915 1904 3843 11991 7047 14329 14773 10986 15239 10113 18369 14226 14692
"212543_at" 20983 18657 20547 14622 10459 21266 21090 22117 21872 20881 21238 20516 21616 19358 18742 21918 18978 19599 19694 16555 19477 19811
"212544_at" 16960 1429 14524 15502 8418 18428 18189 17989 18713 16037 18832 17555 14370 17848 13540 16779 12605 13334 7182 15953 16842 16877
"212545_s_at" 18596 8333 9839 5320 8125 359 16130 5783 11708 11363 16282 14634 3426 2261 17180 22105 16115 19016 18665 1064 364 111
"212546_s_at" 5174 10762 17652 20230 9980 20445 20865 20500 3448 17504 3582 18361 15915 20829 13475 5716 16081 19677 7069 13375 18880 20750
"212547_at" 17565 18280 319 20662 1609 16341 18060 14909 19792 21212 4143 2611 14178 3573 19716 14835 11506 13653 9993 2248 1619 2284
"212548_s_at" 5186 16084 15104 14505 19887 16857 16596 17825 3873 18642 1380 20559 3718 16175 20549 6405 15901 15027 4512 21514 19262 22073
"212549_at" 16495 21933 12881 566 6703 16069 1529 1588 17621 14398 4069 14848 4967 4987 9075 16191 20121 5722 10592 19198 20422 2213
"212550_at" 17675 16044 17103 18389 4756 3407 2321 16324 4374 14637 5641 19166 2464 21479 10364 21250 16917 9556 9393 21280 19475 19907
"212551_at" 20965 17592 15987 12967 10263 21871 19997 21246 12807 16008 22047 21157 22159 20217 18930 19088 21267 18495 13991 21201 21365 21788
"212552_at" 19877 16451 1343 14116 8166 20100 19861 20335 226 16263 127 21460 228 6466 17468 15319 15359 3294 531 2887 20477 21455
"212553_at" 15825 14331 1287 5572 1436 13496 2979 13767 16886 1029 2821 298 16992 14186 20950 14343 12740 3954 5706 2522 2945 19576
"212554_at" 16170 19794 9114 21525 9612 19589 20625 21916 20681 18705 22078 21372 21923 21657 18508 16949 20675 18096 21731 21134 21412 21624
"212555_at" 21094 411 2387 16154 19840 20364 21265 10505 13172 14690 8251 14757 7789 2679 15339 20181 22203 4066 18991 17431 18596 13049
"212556_at" 17680 18722 19936 17518 10269 17877 16538 16884 22017 4981 19051 14789 19353 21438 14364 15616 19752 2900 13774 16574 17269 19213
"212557_at" 5813 10801 1807 2079 1844 18011 4495 17459 4726 17524 3436 15437 14473 6750 2320 1512 14589 20369 7190 15312 701 19397
"212558_at" 1074 15520 135 3036 8869 12138 11997 12182 1073 20987 2605 9589 3891 20841 18721 1481 16948 20156 2569 5533 4885 1887
"212559_at" 8076 9646 21971 3188 9239 16052 4666 2124 13609 16493 16958 292 277 1064 19665 5440 2874 680 20606 1967 1139 19196
"212560_at" 4223 14512 18800 16409 2023 792 2847 13916 17642 19305 2619 403 3509 4454 14566 13984 2826 20094 2875 2645 20205 11962
"212561_at" 7035 16782 2262 13911 5164 22080 21652 16691 4732 5159 3544 20799 11512 16466 16942 17530 17704 13769 3013 3162 19771 15341
"212562_s_at" 1625 534 17886 4429 11047 3253 6588 4916 7412 12952 10493 12619 1688 4236 7703 13475 19414 10546 15968 2397 10978 10069
"212563_at" 16818 1691 20337 3464 1898 17884 19035 18860 22079 6024 22150 1348 20649 13273 4707 18170 12056 14519 20495 3116 14412 15174
"212564_at" 21964 17404 8650 16534 2258 19718 21721 21452 1340 21751 14323 2620 20000 6700 12712 15273 20339 17474 21851 19825 18636 12989
"212565_at" 19915 5958 373 1197 20303 1040 389 8202 273 18645 1094 17752 3333 22210 16610 15604 16349 12778 836 18671 2544 12027
"212566_at" 4976 19675 15603 18212 2183 19955 14653 21589 21604 18234 17792 980 20925 17207 18863 19403 12608 17262 20421 13256 18855 21369
"212567_s_at" 7047 20325 21074 18066 21507 1013 4918 16960 877 22221 21036 981 2520 1038 15232 20733 18703 1311 12590 245 21504 119
"212568_s_at" 6509 2777 13301 3760 6208 19858 2097 18168 16514 6778 7107 19955 14220 7173 14070 6124 3689 12396 7010 20010 17599 15116
"212569_at" 18865 3324 16319 14350 19913 19754 19826 21977 20259 2208 4976 17756 18738 4971 21505 18753 17459 19886 13816 18778 17977 20955
"212570_at" 21129 16452 4083 14373 5064 16190 20590 15804 30 3056 745 16491 75 20595 3523 22123 18424 13920 40 19993 20156 18264
"212571_at" 16334 15855 18229 13168 4582 17691 16771 17762 16184 6772 19737 3896 4961 13537 4738 20047 12706 11145 11958 2538 13967 20299
"212572_at" 16497 19736 3508 22139 19799 21224 16859 20958 610 16154 932 19619 782 4232 13512 15490 18695 11595 331 20388 19011 21614
"212573_at" 7844 16494 332 5531 10738 19641 673 21989 21 4180 72 19617 27 19949 17304 21398 19247 20569 17 13488 14658 21622
"212574_x_at" 19924 15978 20343 3211 2639 185 406 18928 5379 101 20756 20115 19745 5627 15277 17638 21784 16735 7107 591 8793 1005
"212575_at" 9502 5754 10047 7580 13925 8830 12845 3940 9309 10620 11568 9104 7155 10066 4970 10135 7482 6721 15563 6767 7409 9859
"212576_at" 16367 10108 14461 16820 3065 17955 18251 19038 2165 15637 3578 2266 12459 14307 2102 19167 14175 19528 1154 14168 14467 12762
"212577_at" 2161 17529 15144 12705 10676 16694 2895 21112 18077 5017 6296 18636 13193 3139 13865 5460 16171 2729 4273 17011 20681 17525
"212578_x_at" 7131 1158 4243 4593 10522 2456 14948 2150 5265 15741 17874 3543 6819 7151 4918 5882 3502 4339 20048 2212 3323 2215
"212579_at" 4778 10629 2045 18622 10112 15012 4573 16382 18530 3390 4944 18568 15886 16774 5994 5675 19088 19229 6956 12561 21896 15965
"212580_at" 1736 3565 12402 19064 7173 7026 7044 4573 8157 758 8565 7294 15675 202 13333 893 2906 1326 1138 9066 10979 9171
"212581_x_at" 14800 1251 4153 4729 13436 3815 8404 1719 4496 16856 17896 13886 6736 6864 7791 14708 6317 3268 16218 3203 2986 2033
"212582_at" 20013 16123 15854 4546 20249 19307 19299 19826 15563 16454 6231 20706 12860 13305 15560 19818 18792 16813 2144 18206 15729 21628
"212583_at" 917 2245 14608 4975 20978 16150 21442 10054 4018 789 2055 18594 20423 22235 19769 16982 704 3307 12002 20513 16854 15465
"212584_at" 15275 11157 14429 4386 1771 17824 15168 15617 3913 17868 6823 15953 14432 4843 12893 17821 17720 16780 10090 17999 16246 19757
"212585_at" 18077 16174 14388 18361 8097 19372 19378 21136 4956 16466 5468 16387 16176 18387 15358 17883 19875 19457 4307 20525 21043 21078
"212586_at" 4341 2736 22112 15779 346 2311 4483 483 3759 17999 817 1085 17860 1506 14171 885 1846 16379 4658 3554 1743 12386
"212587_s_at" 10827 6372 21909 8622 16232 9990 5254 9182 4707 9134 2202 11367 13803 13717 8635 7875 7203 9723 9223 6436 9557 6081
"212588_at" 9697 3492 16871 7692 13666 6289 9882 5822 15552 9927 6143 11245 14589 20340 8062 10211 8602 5737 10250 5820 4318 8164
"212589_at" 5488 16701 9591 4159 6233 18695 3273 17147 7845 3969 15856 4468 8331 16257 17006 14359 15687 3697 19917 17518 15705 15887
"212590_at" 7277 15006 22217 14321 4029 3502 20600 19999 9288 1933 10183 16977 6804 15662 18264 4632 15957 13892 14901 20185 19021 18702
"212591_at" 19226 15171 15532 3963 4126 14624 16347 15684 4793 7287 18180 17629 14058 5404 5021 6374 11594 16142 6735 12183 13088 15185
"212592_at" 10623 3728 11779 11305 13522 4364 9747 6171 6245 10638 15104 9965 6885 8268 7940 9203 6535 6925 16345 9242 7570 6683
"212593_s_at" 202 1737 2411 5181 192 254 423 212 5372 19340 2023 106 15320 1682 20977 190 621 16776 10836 12352 130 667
"212594_at" 898 14523 16132 2304 261 1186 834 1368 18380 6744 1163 17438 13598 19676 13226 1008 546 22141 1873 22224 12799 739
"212595_s_at" 3887 11330 4119 5488 5389 13354 4613 15805 16838 3017 19654 22149 4708 6181 21271 1679 19467 11804 4842 14139 16940 13098
"212596_s_at" 15952 14419 12450 15473 5218 3754 17695 15890 5722 19500 7143 14114 14315 20416 11740 4995 11529 18531 5523 21421 3463 18212
"212597_s_at" 14747 1522 15213 2389 2723 18911 20782 18713 2672 7419 4809 15601 4383 16607 13647 3028 16056 14792 2939 19797 17784 18243
"212598_at" 596 8004 5435 19816 301 14237 21315 12594 1236 2260 14757 15987 21882 385 19422 20904 21779 1273 6739 9820 11915 6933
"212599_at" 19830 2765 6908 8563 11597 10306 9306 13079 7481 9160 8604 1892 17503 21190 409 839 3097 1237 16793 16711 1857 4258
"212600_s_at" 5871 16524 15193 18444 8628 14460 14283 15107 3815 7780 7261 15464 13257 14373 13959 4508 11592 13719 9028 18927 14987 11966
"212601_at" 18938 1793 21920 22193 967 19554 19274 13949 17584 20153 1218 2830 18097 3516 19852 15260 11726 20953 9308 21032 1761 12228
"212602_at" 6507 20484 472 16606 5680 20119 18301 20393 17956 19152 2791 19062 15625 2289 17003 17711 16068 20206 5104 16857 17085 758
"212603_at" 7584 12910 19283 15827 8071 14669 2445 16498 15930 3634 5346 4392 13889 13034 16352 5646 16545 13390 5561 19024 16503 12323
"212604_at" 7639 3075 21428 19312 5947 1982 18937 16607 15249 3749 19157 1533 3223 3556 5258 5674 3600 12960 3511 18602 16617 17358
"212605_s_at" 16040 18196 18627 18783 1847 15443 4637 17802 20241 3418 5452 14398 12458 2253 3627 17968 17106 19001 9845 1338 15281 15015
"212606_at" 14206 19569 4886 20607 6392 21152 16542 18488 15529 19266 6294 20787 12242 6391 18424 4362 15724 12786 3197 21805 18035 20505
"212607_at" 14225 20333 18946 12499 12067 9800 7197 4453 5467 19288 18895 13081 20398 2024 16783 20412 13986 18019 12309 8396 8167 4243
"212608_s_at" 14108 10302 17449 14088 2266 13512 15930 624 21271 20651 21544 14462 21276 3284 21685 3600 3325 2898 1527 21658 19420 12383
"212609_s_at" 9232 9225 5934 2298 12779 13007 8864 3528 20930 3736 21764 9015 17188 825 15985 14751 2993 17092 11139 10303 1923 4286
"212610_at" 14074 18517 4459 15300 4794 14156 16226 19011 16827 5309 17629 4477 13329 14059 15768 5407 15271 14474 7638 18210 17637 16683
"212611_at" 19508 15865 15726 16234 659 1537 413 16024 2235 4477 3524 695 20280 13502 18447 1874 1915 1994 10107 534 19463 1200
"212612_at" 18913 15833 18086 17509 6453 21058 20471 20262 5782 17428 4294 19712 12348 15072 15553 18986 19072 19272 7868 21311 19425 20546
"212613_at" 12445 6391 16556 8946 14393 11292 12226 7287 245 4718 563 5002 1425 7304 2151 10816 8365 1871 751 8451 5926 7270
"212614_at" 21532 21115 21777 18313 22085 22195 22158 22192 21792 21384 22068 21987 22259 21966 18148 20553 21886 21515 21420 22202 22218 21787
"212615_at" 2454 13659 3257 20396 2616 16234 20295 20626 1457 6317 213 13950 2500 4388 20162 873 16779 11322 1577 13997 21744 21975
"212616_at" 2019 1850 16377 1258 2211 2918 17234 17132 2078 4022 3000 15049 3805 4816 4526 19501 18868 14370 1046 17624 20082 15248
"212617_at" 8965 1406 17021 2936 706 20375 1680 11027 12264 16977 224 368 22152 20174 16746 14779 1734 22206 20699 4519 1135 3894
"212618_at" 11117 6327 10941 10299 680 297 201 14878 12815 9234 9771 871 19827 485 4715 2260 11031 2734 20114 12965 19853 116
"212619_at" 5114 15723 12914 2444 20617 19506 3836 19921 15325 3672 6718 21978 11470 19804 18633 17241 18771 21011 11067 14065 21528 17427
