"inst_2197" "inst_3810" "inst_3893" "inst_4367" "inst_4546" "inst_6053"
"1007_s_at" 20472 6711 4741 12502 14336 6544
"1053_at" 2992 7072 13641 18179 15921 5619
"117_at" 3462 1114 3591 3984 9625 12686
"121_at" 21052 14502 16871 17387 5155 19807
"1255_g_at" 15132 10485 10730 3776 9466 12964
"1294_at" 9922 21951 3096 9509 21152 10830
"1316_at" 20684 18513 17702 16271 2469 2463
"1320_at" 14772 17928 21980 14716 961 409
"1405_i_at" 17864 10958 11110 30 10031 15535
"1431_at" 3239 1524 599 19357 18699 21374
"1438_at" 15422 4152 18331 12223 19299 5370
"1487_at" 8326 6895 15318 21716 19133 6520
"1494_f_at" 22028 21597 2322 1519 4064 498
"1598_g_at" 21664 6408 21779 21860 5727 9932
"160020_at" 19371 1162 16233 18110 5578 21164
"1729_at" 18855 3474 6899 13092 7516 2866
"1773_at" 18007 16375 18770 2752 5066 3786
"177_at" 5309 713 18957 17199 702 942
"179_at" 3229 18274 15593 1484 1553 19120
"1861_at" 1046 8003 17982 21148 2852 9965
"200000_s_at" 5733 17663 17234 9084 19554 10197
"200001_at" 16881 6525 13724 13009 8189 10064
"200002_at" 17160 13407 6891 10253 15625 12312
"200003_s_at" 12175 9877 9149 5116 10397 13904
"200004_at" 8387 7823 18037 14561 15392 11554
"200005_at" 8515 7995 15678 11541 15761 8527
"200006_at" 7607 13646 13726 11525 15029 9455
"200007_at" 17968 6953 17496 10293 16182 10654
"200008_s_at" 5534 13752 18007 11693 14542 6713
"200009_at" 10183 7250 16718 11865 16896 11577
"200010_at" 12222 7580 14155 9514 5403 17854
"200011_s_at" 4321 6534 15119 16190 15565 9999
"200012_x_at" 18035 13729 5343 5075 16788 19338
"200013_at" 8648 8407 6064 5030 8146 18359
"200014_s_at" 6109 16830 15963 15201 16318 9943
"200015_s_at" 7521 14050 5982 17728 16216 11306
"200016_x_at" 12233 9806 15138 5027 14361 9830
"200017_at" 12401 9973 9260 5234 10464 13984
"200018_at" 12259 9967 9241 5225 14345 13978
"200019_s_at" 17503 14877 6914 5191 14599 11773
"200020_at" 2532 5287 13940 13226 17195 7666
"200021_at" 19603 10076 9380 5358 10537 14069
"200022_at" 12190 15940 9162 5135 14570 13918
"200023_s_at" 8619 16245 15159 11053 15320 5507
"200024_at" 17796 13929 6939 3394 6190 10668
"200025_s_at" 12172 15132 15485 5223 7971 12071
"200026_at" 12405 10080 6697 5361 8418 14073
"200027_at" 17319 15575 6432 16708 14450 8395
"200028_s_at" 5988 16001 19201 13113 18159 10498
"200029_at" 12494 15401 13994 3564 8212 17981
"200030_s_at" 18160 7414 15263 9749 14228 12318
"200031_s_at" 12413 9959 9233 5214 10448 13972
"200032_s_at" 12334 9978 9264 5237 7730 13986
"200033_at" 5891 15445 14033 9898 8286 8677
"200034_s_at" 8098 7176 4354 3589 15418 9450
"200035_at" 1441 13402 4611 11247 20607 3819
"200036_s_at" 19349 17588 4165 11228 15487 8942
"200037_s_at" 3606 16762 14513 13873 14797 10029
"200038_s_at" 12227 14070 9357 5332 7522 14047
"200039_s_at" 6317 14085 17185 11297 8296 7047
"200040_at" 6915 13890 14217 17509 15015 6519
"200041_s_at" 9556 14066 14871 12801 18726 18252
"200042_at" 4504 15708 5403 13537 14853 8676
"200043_at" 1661 14296 16568 11923 14426 17891
"200044_at" 7367 16975 14956 13654 16460 9663
"200045_at" 9876 7561 6162 15733 15583 9810
"200046_at" 2849 15885 15643 12204 5779 8837
"200047_s_at" 9863 16270 5540 11610 16993 10796
"200048_s_at" 9607 13912 5798 12793 16918 11960
"200049_at" 1310 7153 18835 11959 6727 10852
"200050_at" 5216 5157 6559 9945 6748 2952
"200051_at" 2599 5632 4361 13368 17873 7220
"200052_s_at" 5435 17906 15864 15370 15253 10635
"200053_at" 18099 7206 1063 16993 20292 8906
"200054_at" 9546 17044 15636 19998 19974 9926
"200055_at" 8463 14242 7043 12833 17274 9612
"200056_s_at" 8751 19940 18996 17710 7402 3045
"200057_s_at" 9849 17297 4849 10051 16306 9729
"200058_s_at" 7934 15873 13695 13763 16762 18423
"200059_s_at" 6702 7420 6009 12939 4127 10593
"200060_s_at" 5112 17428 14610 13128 18273 11720
"200061_s_at" 12184 9958 9231 5212 10447 13970
"200062_s_at" 12459 9863 9137 5098 10386 13891
"200063_s_at" 12215 10006 9303 5274 10485 14007
"200064_at" 5298 7235 6490 9895 17314 9353
"200065_s_at" 3796 15694 15336 10345 14346 8710
"200066_at" 9679 2504 5314 9758 15548 9493
"200067_x_at" 8429 13357 7173 12453 14851 9575
"200068_s_at" 8680 4913 15358 12725 7768 11195
"200069_at" 9592 16954 18659 18385 5501 11623
"200070_at" 1251 7516 6932 17010 7659 9361
"200071_at" 7469 14054 7252 15322 15128 7723
"200072_s_at" 8375 7126 14608 12134 17201 8538
"200073_s_at" 6719 18422 4687 14819 18659 9331
"200074_s_at" 7115 16026 14214 11466 6204 10350
"200075_s_at" 10138 5280 13831 13691 14563 6588
"200076_s_at" 8377 15822 6769 12586 8029 3137
"200077_s_at" 8481 14942 6390 9994 6782 11530
"200078_s_at" 4549 13526 6669 15696 6769 5398
"200079_s_at" 9091 15557 14768 15612 16332 7680
"200080_s_at" 9414 17374 4848 11973 15629 7982
"200081_s_at" 8827 5930 5587 9779 6170 10828
"200082_s_at" 12423 9995 9288 5261 8347 17765
"200083_at" 8884 16363 6729 20752 15358 9335
"200084_at" 9148 13951 17225 14680 6397 9949
"200085_s_at" 8951 13805 14241 11981 15610 12322
"200086_s_at" 5687 17257 15075 15178 7084 9427
"200087_s_at" 4276 5759 5962 19337 6165 6136
"200088_x_at" 12430 9872 9145 5110 10395 13901
"200089_s_at" 10188 16202 5493 9195 6545 17996
"200090_at" 8284 8254 18546 12734 16674 5650
"200091_s_at" 9644 15563 3250 2881 7461 11260
"200092_s_at" 12199 7221 9309 5282 14681 12152
"200093_s_at" 7223 18214 3246 12243 14928 10092
"200094_s_at" 2504 7121 14044 9190 7013 12252
"200095_x_at" 12309 10064 9368 5345 10525 14056
"200096_s_at" 18658 7978 15394 20416 15878 9436
"200097_s_at" 4865 16722 19330 14540 14933 10834
"200098_s_at" 10157 16102 6224 17434 15407 17804
"200099_s_at" 12469 10016 9311 5284 14238 14013
"200593_s_at" 5989 7030 14432 18616 17743 8968
"200594_x_at" 7664 15728 16144 18884 17317 12290
"200595_s_at" 7604 13688 15688 12435 18428 7831
"200596_s_at" 7648 14280 14622 10768 19009 18853
"200597_at" 7509 18194 14201 10772 15853 9103
"200598_s_at" 9406 1657 2189 11238 895 9496
"200599_s_at" 7339 2459 3268 11508 2006 6707
"200600_at" 4788 13826 8754 6585 7674 17117
"200601_at" 1449 14783 6936 16221 5506 2751
"200602_at" 8537 18942 14019 18815 14236 1680
"200603_at" 6714 15967 7202 15256 7697 9923
"200604_s_at" 1277 6250 15475 16038 4241 3645
"200605_s_at" 8565 5615 15601 15798 3001 20242
"200606_at" 1359 13718 6030 12576 6627 3723
"200607_s_at" 8211 16782 18817 12546 6722 4556
"200608_s_at" 6012 16831 5499 15832 14189 11098
"200609_s_at" 5271 20282 16661 16199 6929 7082
"200610_s_at" 5535 17481 5825 18402 18115 9718
"200611_s_at" 5226 16222 19390 13819 6569 8712
"200612_s_at" 3063 19508 4307 9660 15637 797
"200613_at" 4384 5998 17453 12233 14806 10961
"200614_at" 7574 5910 7361 9340 8428 11138
"200615_s_at" 6634 16600 16535 16371 17186 5471
"200616_s_at" 8521 5014 14823 13883 3557 9245
"200617_at" 8293 4396 15279 15640 14682 11189
"200618_at" 9337 7991 16882 18844 18256 18585
"200619_at" 19886 3957 13799 17028 8193 9127
"200620_at" 9598 5285 5755 12043 6575 7255
"200621_at" 4231 7048 14218 11603 18032 9994
"200622_x_at" 3165 5830 15172 14825 6808 10662
"200623_s_at" 20037 18936 14130 12368 20984 19824
"200624_s_at" 5643 6758 6952 11343 8322 5655
"200625_s_at" 5341 16427 6129 11574 19814 7679
"200626_s_at" 3186 13409 19103 12234 19505 3813
"200627_at" 7837 13960 15644 3428 7824 8653
"200628_s_at" 4717 2594 7384 3286 5236 3437
"200629_at" 17286 2596 3005 11517 6458 11723
"200630_x_at" 6774 7316 18955 9921 5409 18459
"200631_s_at" 7724 13788 13549 15543 19119 12276
"200632_s_at" 9663 900 1535 9607 3053 525
"200633_at" 17830 9957 9230 5211 10446 13969
"200634_at" 7382 15789 17911 9000 15251 11990
"200635_s_at" 17312 4066 5874 15538 3276 6244
"200636_s_at" 12629 19092 18395 12058 19340 10667
"200637_s_at" 12346 8149 19398 15281 1893 19953
"200638_s_at" 5551 5607 14952 11087 6396 8456
"200639_s_at" 10000 7508 17048 15321 15061 18834
"200640_at" 6743 7934 16102 11847 17534 10575
"200641_s_at" 4709 6079 18959 3517 6499 7350
"200642_at" 17305 7602 6214 10150 14867 11491
"200643_at" 2155 6554 3851 12706 17243 2762
"200644_at" 21221 15373 14366 11554 15038 17827
"200645_at" 8610 5957 14280 13060 6786 6610
"200646_s_at" 8067 18639 2183 2622 20026 11516
"200647_x_at" 10041 13978 7245 13271 15064 11774
"200648_s_at" 3455 13694 20536 10606 19686 4736
"200649_at" 21980 2339 3743 11740 3355 18589
"200650_s_at" 12483 9825 15445 5061 10363 10220
"200651_at" 12117 7429 9351 5325 7703 12125
"200652_at" 2453 8431 4269 13563 14805 5739
