"inst_122" "inst_403" "inst_702" "inst_762" "inst_990" "inst_1048" "inst_1151" "inst_1210" "inst_1635" "inst_2670" "inst_4434" "inst_5207" "inst_5570" "inst_6169" "inst_6930" "inst_6970"
"211642_at" 9873 8922 12047 5698 6860 9046 12128 9739 10964 8165 10120 10377 4548 7714 6456 8462
"211643_x_at" 71 19036 9212 8495 11676 11693 6630 6183 8021 10774 8768 10772 3811 476 12401 11923
"211644_x_at" 8015 9274 15415 12257 6383 8096 8742 9021 8865 8382 7029 5822 5758 5949 7895 6062
"211645_x_at" 12446 640 8557 9370 9160 8015 12599 6306 12526 11893 14666 7893 9890 1957 5768 6431
"211646_at" 12775 9133 12767 9116 11312 13395 13627 10962 12266 20181 9922 4823 5992 7409 12745 87
"211647_x_at" 9220 8438 16426 11414 5555 11540 6162 12868 9873 9619 9863 11213 5741 7350 4416 4071
"211648_at" 11575 9439 8370 11106 5781 4711 5949 11638 5935 2124 7102 9130 8876 5397 9225 9683
"211649_x_at" 11400 8443 15051 11477 12150 13427 5555 13165 13368 1180 6099 10684 4845 7942 10865 7858
"211650_x_at" 8550 7898 12382 7645 9038 9450 8738 10639 9158 11298 6143 4627 7005 6115 6768 6684
"211651_s_at" 2872 5145 18985 4742 20622 14352 7528 2231 21807 5904 4449 12181 1336 2785 21980 1956
"211652_s_at" 4331 820 7848 20725 9968 2738 13742 13332 12037 19942 7341 8330 9162 7732 6108 5376
"211653_x_at" 2362 4584 19830 17364 951 18872 10160 19102 1442 9992 15617 17027 21219 3612 11291 1062
"211654_x_at" 4007 18986 182 20006 18678 5551 9840 9227 5439 11980 3938 12008 12615 15004 3909 19853
"211655_at" 12915 7693 15971 7589 5780 13525 9409 7299 12234 12675 20730 9492 7145 6895 6793 3765
"211656_x_at" 6051 11241 15499 11909 7312 10877 8455 11117 6741 10844 9348 11644 7985 6260 8102 6266
"211657_at" 4731 6850 20907 17681 19580 21818 307 18946 19547 905 16610 17135 11160 1425 4172 21880
"211658_at" 3818 22036 1378 3487 20455 636 21035 20327 20788 1116 11839 17958 14509 10701 20590 13247
"211659_at" 6560 12127 11182 12399 11984 4275 5560 11494 12604 12487 11239 11603 7464 2288 5869 12062
"211660_at" 22263 134 1283 2009 9059 8969 13885 431 13601 10506 578 10322 6740 18748 6846 11729
"211661_x_at" 20650 3164 544 14441 9381 4072 20281 7910 13890 16029 8107 10643 11236 12098 5977 288
"211662_s_at" 20398 4649 6090 2427 2808 1454 17414 17308 2029 6642 7542 3125 11041 10553 3375 13370
"211663_x_at" 11928 5324 15515 10902 10106 2736 13729 12684 5853 2759 4295 8839 8266 8685 11296 7463
"211665_s_at" 8886 13779 19763 16310 14796 9825 20222 1302 813 2947 3347 18634 17022 18467 11216 9457
"211666_x_at" 15959 12942 17763 2191 13808 17039 1344 15414 16695 15179 11665 13796 3483 10610 2982 13091
"211667_x_at" 14118 14521 11051 9927 9899 12176 12871 12483 13828 10467 811 11439 9018 9253 10860 5443
"211668_s_at" 17839 1316 17597 20162 7999 11849 16138 14854 9843 17475 2902 6650 21463 17870 13098 603
"211670_x_at" 12903 17137 10416 12255 2500 11661 12706 5943 10715 1813 8241 10827 9952 20988 10002 12107
"211671_s_at" 782 12804 17844 3895 1403 9981 18114 17077 253 5657 20550 21662 17733 19221 21587 15148
"211672_s_at" 17140 14951 17015 20791 13970 16666 3261 21051 5196 5296 17452 19521 18977 14755 21191 17938
"211673_s_at" 18813 21269 2399 19629 375 5304 6096 4765 7943 1120 14173 14267 2597 9953 13455 5499
"211674_x_at" 9647 9558 11952 8410 10957 6646 8623 5736 9041 8051 7791 7164 7079 6506 8609 6718
"211675_s_at" 14099 7230 2845 19978 8717 4634 16411 2931 13324 15133 13237 9965 6690 16536 11027 10358
"211676_s_at" 19992 13448 3400 16362 15173 14319 18759 18257 17050 16141 18530 20114 12915 17243 20407 18423
"211677_x_at" 13658 8547 19090 820 4360 11648 5671 6110 12373 7504 6956 8233 5706 8795 8623 7386
"211678_s_at" 18122 20171 5068 18538 14478 14077 20008 14088 4090 17257 4385 17267 12912 18320 16490 13138
"211679_x_at" 22203 9855 21332 506 8980 12719 6831 20010 14106 20192 2172 1672 19665 4896 6316 10310
"211680_at" 5730 7265 12114 8630 4302 7316 6012 8823 10036 8799 10222 7088 7752 4017 9431 6421
"211681_s_at" 19698 6514 21275 14811 20186 322 9569 21791 20807 13286 21949 22088 498 396 4144 21566
"211682_x_at" 11089 8553 7514 11606 3654 12902 11994 7370 11041 9203 20259 5566 11006 8127 11691 9678
"211684_s_at" 15712 17702 19162 1384 18931 19919 1827 20165 17965 17489 3191 16510 15193 10092 3474 2099
"211685_s_at" 15992 20940 1990 14523 8124 9171 792 10585 21078 2228 22181 1535 3684 21238 12075 11322
"211686_s_at" 2334 2748 4670 14135 15698 18859 15594 2122 4313 16651 21364 4073 13844 15859 4179 13587
"211687_x_at" 6750 91 14281 13311 7307 6842 13026 9497 5702 7637 9118 8524 4992 8087 7878 7469
"211688_x_at" 7836 7607 13178 11263 6732 8154 13587 6907 12097 2027 7038 7498 4697 5519 5747 4767
"211689_s_at" 16394 13855 13039 2645 13259 9039 9720 9418 5265 7487 615 2144 21835 7989 561 2936
"211690_at" 11692 7480 13406 8920 3562 13521 7169 11153 6315 21123 7245 7886 4843 8361 13609 4852
"211691_x_at" 14404 229 19622 4278 11509 12166 8241 7181 10997 351 12001 11475 20188 21710 15050 11643
"211692_s_at" 3 1282 22002 19110 19554 20740 20722 359 873 3936 21858 12761 4349 10272 22267 626
"211693_at" 3849 13263 13650 21634 5568 8476 11917 618 6893 10450 11152 10722 10030 4917 13440 548
"211694_at" 10334 10273 11789 8397 6046 8745 5824 9274 11736 11611 6436 6941 9703 4299 5628 8342
"211695_x_at" 20052 17158 3972 9397 20397 14458 12629 2246 2268 7319 10237 2348 20880 1173 18399 14858
"211696_x_at" 22186 3634 532 15421 8430 6667 12677 620 14250 12233 8610 6295 10366 4638 13597 9598
"211697_x_at" 2600 3054 5822 18227 14727 157 1969 21284 3418 3716 21868 2008 4333 18321 16288 2145
"211698_at" 21181 22093 1361 3673 16416 16757 20610 14544 17903 20778 19727 18533 11376 17522 21976 21319
"211699_x_at" 6008 9865 15076 12023 5324 10314 10158 7320 8391 11440 6545 5882 8239 4892 5806 4353
"211700_s_at" 9577 8715 11760 8377 11049 10838 11006 12536 13619 11300 6095 10043 7204 9475 7786 5963
"211701_s_at" 14100 4868 16177 11803 5282 13233 10094 11441 6790 5908 8015 4650 5550 6856 11717 8041
"211702_s_at" 18711 17342 5954 21410 14827 16973 21663 5219 18263 20996 17899 15447 16132 15985 19794 19221
"211703_s_at" 19675 20788 492 14136 2168 17757 16556 15386 16109 18228 20943 13065 17748 16400 20783 3193
"211704_s_at" 3548 18812 10205 1358 17963 20035 17365 18430 21936 1778 16516 13429 21646 2750 15651 20560
"211705_s_at" 8402 8905 11716 10563 7013 11474 7309 12087 9648 459 8658 4694 8237 7928 9130 8927
"211706_s_at" 9995 12006 13215 8132 5039 4338 9134 11502 10450 10082 9108 10556 16150 6030 11410 3710
"211707_s_at" 2796 15196 436 15525 2898 506 2782 2265 17488 5313 2846 16457 20646 14151 16786 1426
"211708_s_at" 21431 15851 21488 17078 1622 139 16805 19153 21156 13304 15355 19113 16273 2321 15799 17912
"211709_s_at" 3019 2771 3803 15603 21849 1693 1929 14315 2777 5820 18638 20190 17357 12195 18654 18910
"211710_x_at" 3203 5444 5676 4154 6581 2541 4557 3677 4823 8756 5414 3772 3295 5099 13852 2642
"211711_s_at" 1690 13585 14386 9700 16308 18169 2446 10809 2172 18828 444 19562 17804 17020 16618 19625
"211712_s_at" 3022 12924 10569 6895 17012 13887 5620 9210 17266 8541 9060 18872 18600 7822 19281 3225
"211713_x_at" 18824 19300 2225 16542 1016 15759 1605 1908 20293 18088 15335 18293 4315 3192 18827 16317
"211714_x_at" 15977 2658 18225 3754 6874 19228 3550 4384 16051 6474 13978 12173 4291 13279 2858 2341
"211715_s_at" 17927 2757 1369 19875 12741 20577 2227 4642 16141 17993 17442 19245 13775 20735 4905 13226
"211716_x_at" 2602 6914 20298 17471 15510 17283 14887 1562 20326 14927 12096 3247 13158 10487 15072 13849
"211717_at" 19629 12500 21621 4693 15060 221 315 3688 20771 21701 12038 19684 11994 17880 21 847
"211718_at" 8123 2961 9248 13067 7019 6147 8181 7351 7307 16298 376 8190 7894 2610 1624 10952
"211719_x_at" 22257 22258 17308 2706 17634 20489 22225 14021 16594 18401 14831 12646 19886 15517 16357 12931
"211720_x_at" 17695 13512 17244 1903 6319 18428 4731 4131 15780 8744 7538 4485 6290 5084 3839 12654
"211721_s_at" 8564 4478 13574 1478 19179 5452 1404 21662 1152 4390 17893 1619 3501 2466 12413 9428
"211722_s_at" 12764 4085 16817 11755 11019 2815 9578 1889 11062 9323 1355 11201 7710 2581 5406 10210
"211724_x_at" 20981 20063 17884 18412 2465 21727 15555 19473 19973 12934 12410 12337 4055 20079 3615 15676
"211725_s_at" 14300 5387 20340 17882 18310 18399 2797 16814 4169 5969 13810 4197 12768 20353 15297 13177
"211726_s_at" 2246 1044 6677 958 8321 6772 12020 7391 11796 7954 10483 8020 7756 4612 5713 6304
"211727_s_at" 15567 18028 2055 4139 2358 13932 5199 14473 3732 17242 12539 16684 14379 14670 17276 15464
"211728_s_at" 3168 15254 18988 17590 2002 8385 585 1533 8409 17606 15422 16017 14125 15894 1553 4656
"211729_x_at" 15745 5469 18904 3568 16313 16460 20801 3638 3151 4176 15830 12530 10701 15436 781 18905
"211730_s_at" 15143 13067 4409 1824 13944 14428 16086 4973 15031 19670 12519 14871 13947 16655 13936 14519
"211731_x_at" 13955 1251 6573 10196 1498 4119 16592 10181 10832 4042 10192 12567 19710 16439 10410 305
"211732_x_at" 5512 18733 10539 7518 18832 9370 3775 21225 18027 3038 16441 16915 21397 16493 14456 16156
"211733_x_at" 4412 18761 1621 21832 17998 16659 16027 15522 15963 17208 6072 4480 15139 13289 18019 17153
"211734_s_at" 11562 7241 10954 9781 10475 11983 10600 7897 12142 3187 8180 11882 935 11238 6492 8168
"211735_x_at" 6640 10658 15021 9510 6927 6371 8480 8008 8892 7888 7758 7147 6854 6899 8527 8284
"211736_at" 7267 11215 11724 6801 3432 13094 9276 11759 11149 9398 6373 9236 8687 5571 12775 8182
"211737_x_at" 3321 1344 17383 21147 6394 11103 12086 173 9237 11775 13228 7343 7134 5541 12251 7295
"211738_x_at" 609 2686 17326 21017 11176 7046 13661 7120 13449 9426 9682 4976 8770 9977 6103 11975
"211739_x_at" 9560 10101 12744 9227 10219 11031 11213 8195 12464 7384 7357 6972 4549 4331 9571 8355
"211740_at" 6709 1083 15580 12828 989 12188 12586 3840 8108 7363 11159 8918 12860 8073 8366 4292
"211741_x_at" 11659 542 9306 11752 4277 6199 12705 7029 13655 12595 8044 9922 5460 4323 7994 8023
"211742_s_at" 7741 3198 10673 10238 5730 9676 17554 10795 14303 17044 2220 8016 574 12491 4981 5960
"211743_s_at" 6116 11998 13117 10341 4042 7437 21645 5791 7187 16261 6343 9198 9585 18205 7451 5653
"211744_s_at" 19140 16012 5541 18060 14686 1374 15896 18318 17317 4158 13845 20617 13771 20946 17877 16032
"211745_x_at" 19179 2107 22071 19958 9561 4427 8063 6189 423 8591 11160 9233 1320 7435 7079 9675
"211746_x_at" 15453 3965 6601 18562 15635 15559 14793 15832 15829 6370 12174 3530 14263 12681 4468 15730
"211747_s_at" 19481 20855 1938 17447 1870 2333 17206 16225 19176 15492 5226 17721 14070 12877 18687 16340
"211748_x_at" 22020 16 21797 7347 5661 5755 515 11657 639 1678 20859 120 22028 21347 19903 4479
"211749_s_at" 19593 20081 2548 3435 12686 19766 2153 5237 17264 21492 11914 17046 12613 19157 18401 16414
"211750_x_at" 1937 16429 7196 18318 13534 2688 14736 4951 15089 6509 7646 3364 12755 10009 4053 12466
"211751_at" 9191 9219 15953 6250 12328 3766 7781 10264 6200 1031 106 7809 8981 15878 520 3901
"211752_s_at" 17502 5078 18046 1895 16529 20101 15190 16757 18345 16728 15593 18904 19218 14722 1680 20937
"211753_s_at" 15132 3954 13437 6747 587 10846 7641 14864 8566 11736 15004 18 811 3275 10537 4827
"211754_s_at" 15208 16114 978 19293 3269 1421 21665 2175 3218 19540 3246 2810 16752 2884 17570 1588
"211755_s_at" 5401 17628 2876 16390 12668 2359 4490 16110 4193 15001 14602 12713 10662 11209 13952 14081
"211756_at" 16876 7189 1259 21095 5179 11161 6750 418 515 10322 18081 23 1020 5234 10142 9854
"211758_x_at" 15672 5701 4607 13706 12716 21147 16451 17744 4460 14789 14322 3027 14139 14502 2581 17183
"211759_x_at" 765 4939 18003 21522 19557 15978 20451 14499 5433 6746 15769 13357 15794 12470 2029 2764
"211760_s_at" 989 14245 5682 3227 21773 11732 5257 18474 22029 21470 4569 4081 3025 19415 21464 20012
"211761_s_at" 21338 15902 2357 14401 14900 15231 4774 15830 16115 15152 13477 4376 14817 13853 16120 13810
"211762_s_at" 16316 13886 17925 3489 1921 16059 17541 4754 3419 5516 3609 14278 11313 13328 4935 13209
"211763_s_at" 2793 14077 21303 16003 17438 17620 4540 19502 20877 17117 15695 2709 14182 17467 17995 12776
"211764_s_at" 3982 5320 1486 18698 13717 1630 21669 14028 17206 15764 15523 13374 3584 15946 20391 21145
"211765_x_at" 14639 3459 17784 3325 6641 2629 5300 4696 5559 8723 7515 12531 6265 5062 3385 12333
"211766_s_at" 5840 12113 10124 5773 6577 7569 12149 11606 10419 10746 6673 8356 8165 4603 10232 3544
"211767_at" 1857 15460 5216 20122 2371 14581 2010 4330 22239 1925 19506 18493 19610 10090 20057 17648
"211768_at" 18717 6831 5185 3564 10318 12263 20471 7032 14231 2069 9954 10462 6046 21152 11135 7756
"211769_x_at" 3434 5675 6629 19729 16839 17677 4071 14612 3071 4863 11653 12359 15213 13647 2820 13578
"211771_s_at" 8836 8902 16579 6160 6586 6878 7521 6352 9293 11145 9413 7636 7972 6727 9999 7236
"211772_x_at" 11020 8844 13994 5810 12215 4311 5644 9795 11036 8030 10373 8270 7726 8697 7680 8670
"211773_s_at" 5175 241 17721 3920 21781 5782 4369 1996 16267 2564 1416 383 22269 16962 16398 620
"211774_s_at" 246 21638 20742 21889 2567 17074 21118 17847 16636 3074 19311 19153 1264 2308 17518 3220
"211775_x_at" 13879 7212 10739 10107 6139 9053 11939 9146 14171 21068 385 11650 8044 11546 7091 8726
"211776_s_at" 5524 10836 57 14125 9797 11922 2546 3662 10708 18350 18295 3561 10216 20687 11424 5021
"211778_s_at" 1634 3128 6797 19233 21141 17578 9990 19887 517 14560 1202 3102 11853 494 534 1538
"211779_x_at" 5182 14289 5215 16438 21988 21914 17487 1248 2140 19724 13039 19903 17263 16396 14233 16990
"211780_x_at" 18552 19909 4661 14037 20182 21622 3642 271 5079 15337 3682 14582 11740 3128 18947 20510
"211781_x_at" 13956 20345 21034 9917 11495 11626 7086 1049 14588 22064 11488 11469 10298 737 4991 11902
"211782_at" 18170 1761 13382 11211 20110 4438 5745 5095 302 984 22009 21382 1363 9735 16173 2760
"211783_s_at" 15859 13216 3510 16074 15549 19896 18995 16816 15524 16922 17211 12132 16158 16042 1422 13558
"211784_s_at" 18043 17855 4170 15843 1703 765 16285 5383 5008 19186 16459 16330 11262 12475 16889 14768
"211786_at" 8016 17961 11046 6074 8432 3191 12942 8214 12361 10244 10827 6270 8755 3709 11704 10216
"211787_s_at" 4963 4858 3935 14600 2346 1441 15354 5236 4032 14786 5034 13145 10615 13926 4839 12402
"211788_s_at" 10256 10309 11838 8426 4036 6556 9090 11176 9022 8706 6815 8192 8542 8178 7453 7923
"211789_s_at" 14021 10044 13268 4705 2664 5652 12610 6825 14289 10918 17637 11557 676 46 10233 10559
"211790_s_at" 6505 4986 7506 5349 11970 11584 10837 7809 12346 19496 11252 5380 9743 9384 11112 7570
"211791_s_at" 14097 10026 6582 18085 4185 10023 5249 7502 14297 22241 8778 10811 9473 10904 9824 4265
"211792_s_at" 12283 20696 20468 14462 2108 21771 17432 1062 20351 6286 16785 18783 2639 13225 3792 14664
"211793_s_at" 14987 5499 17488 18014 18491 14205 22210 883 4685 2046 16427 17951 13005 16836 14462 17764
"211794_at" 5771 10733 15564 11912 8040 10505 10238 11299 9225 18469 10189 6997 5780 20563 7957 6116
"211795_s_at" 5595 9836 15324 11008 5976 4717 17423 411 14543 16743 22199 11846 14694 20958 223 8179
"211796_s_at" 7122 9123 2501 14176 10282 3274 10001 5347 9556 2205 4265 8680 9996 3725 517 11890
"211797_s_at" 942 18702 21576 16624 12588 16162 19655 17116 17509 13346 14659 21623 11766 20972 2102 16561
"211798_x_at" 6493 7531 8088 9394 14694 4278 3045 12025 6998 22007 1222 6655 21608 971 4682 12139
"211799_x_at" 19703 11220 635 21332 318 10051 17858 21591 20678 19224 5286 918 891 12714 18050 595
"211800_s_at" 3327 4294 17309 1709 15287 20404 14652 19436 16554 13718 5068 16414 10630 14810 17096 17434
"211801_x_at" 19794 13826 5585 1676 17591 16409 21152 18364 17519 2822 5050 14948 19977 1948 2027 21211
"211802_x_at" 11762 9557 14763 7015 11024 10215 6149 10618 13519 7682 8564 6061 6958 6283 6294 10543
"211803_at" 13282 537 14589 6592 8922 11704 12262 9263 14387 10201 17044 2190 9274 9353 5885 7412
"211804_s_at" 19758 2662 5929 4128 850 2459 20049 19403 18664 6426 15220 21440 13841 20531 19048 15924
"211805_s_at" 13211 8361 14476 21434 10143 13179 14284 6504 14541 8213 10512 5104 17740 3839 12640 4736
"211806_s_at" 20336 5698 647 3108 8826 13428 10298 602 9734 9519 151 7420 21638 17767 12727 7842
"211807_x_at" 1977 5426 6120 19894 7196 3957 208 799 8654 13711 19871 2871 382 27 6238 1974
"211808_s_at" 18968 13213 10612 12966 5908 13609 13511 6921 10467 10526 10113 11797 791 11728 13712 8688
"211809_x_at" 2937 13349 19768 17905 11340 11678 14440 13488 8359 1932 3525 11630 17786 6277 10440 3583
"211810_s_at" 20653 4955 5162 7961 18961 9597 20172 12402 21307 9815 10340 21929 3015 12376 13456 18990
"211811_s_at" 10923 2981 7580 6273 15122 5798 10719 13079 17 7310 7009 20956 11684 8083 6883 15237
"211812_s_at" 20725 17069 5061 21038 13094 725 18018 2551 2190 12530 2356 15061 4165 18810 20816 1278
"211813_x_at" 15465 19530 7944 14345 4764 9868 11895 11893 7526 11292 6160 10225 5602 8463 11565 4875
"211814_s_at" 948 3057 20609 3078 1135 17739 2480 17603 4424 5486 2981 14044 13131 20802 21489 2447
"211815_s_at" 1908 1917 19564 19017 11882 11942 10491 31 6511 12535 758 422 19165 1255 10078 12180
"211816_x_at" 14801 512 16889 13400 7068 4734 19246 11333 13674 3587 8991 11593 5426 208 4431 9422
"211817_s_at" 2089 1050 4902 21648 7805 11451 6212 6059 14254 634 10322 11136 4945 5464 11045 4258
"211818_s_at" 18818 592 4094 10268 11358 6424 5587 10439 12784 10390 7082 5006 10112 9397 10494 9784
"211819_s_at" 5603 3798 9207 9587 4330 10552 7743 5774 6387 11728 5049 10493 3577 1991 7163 3499
"211820_x_at" 8868 8424 8261 11275 6289 7991 10552 11205 9368 12016 9897 5251 8153 3844 11897 5744
"211821_x_at" 5504 8982 12172 12844 8071 2737 9124 13037 11779 12416 7990 5451 6696 7586 6269 11078
"211822_s_at" 12869 1642 8429 13344 6830 6928 9764 9511 11351 7408 9592 8008 7988 7845 8743 6830
"211823_s_at" 18879 3833 22203 14964 22062 16233 8726 277 7908 7567 1884 542 344 5375 1784 7973
"211824_x_at" 12904 11094 15822 6003 9380 11208 9345 12433 6485 20054 6942 9543 4900 20822 6204 6643
"211825_s_at" 3796 18280 17434 3005 10141 6421 1152 7732 13250 3538 8840 935 10525 15535 11278 10019
"211826_s_at" 10595 657 21912 21762 4701 4064 11765 6012 5804 11964 136 11472 5266 13617 5582 9332
"211827_s_at" 6281 12252 15897 12579 3841 13522 12283 9898 13222 2706 4970 7396 20683 19153 13574 9873
"211828_s_at" 9063 8226 14114 1254 9752 7099 8544 1581 6361 7994 4403 10148 9006 8993 9014 7075
"211829_s_at" 9246 13770 14994 10843 3605 5761 7250 7305 13903 7313 1544 11214 5394 6801 10275 9838
"211830_s_at" 7539 8030 16044 6112 7927 13673 14379 461 13342 1105 21446 21284 1546 3195 13131 12122
"211831_s_at" 12248 12241 8872 5378 9942 10751 13598 10622 13266 21581 6451 10347 6821 8758 11634 5432
"211832_s_at" 12713 19033 16492 13330 12124 9383 10785 12708 8304 29 844 18528 1088 11113 13086 861
"211833_s_at" 19454 15080 9776 15120 19514 22122 2588 21597 4824 5160 20674 4342 19255 1218 14806 3058
"211834_s_at" 13987 1281 3863 6997 4609 8014 11076 11717 10173 8114 7322 9141 9862 6670 9295 5077
"211835_at" 8701 9062 12447 8921 9845 8110 11403 9808 9325 10849 7407 7815 9468 9060 8929 7001
"211836_s_at" 8109 2537 13666 10578 6349 8309 12895 12999 5910 11296 237 4720 7679 4502 9255 8129
"211837_s_at" 7958 12152 14080 9931 11097 7696 14290 10071 13380 543 8967 9429 1180 6124 12165 9253
"211838_x_at" 3320 8524 7594 7113 7922 10558 4081 9208 3627 19759 5512 574 21830 923 588 19774
"211839_s_at" 12069 8056 11068 11536 10265 13101 10400 10344 10851 10186 6169 7961 7681 6210 12630 7358
"211840_s_at" 9639 11761 11939 8394 4298 12652 7020 10912 12111 187 10042 8650 9844 5536 10935 11432
"211841_s_at" 13730 15240 16832 18564 5428 10734 10159 15983 7705 7475 21019 10626 9744 8518 8216 8154
"211842_s_at" 13359 1142 16723 6450 15132 9152 12360 6793 11851 12050 425 123 21572 7428 11889 580
"211843_x_at" 7674 18069 9109 11834 9348 7264 9760 11403 12949 912 7019 8354 5922 6307 7394 8339
"211844_s_at" 10881 9584 13264 8074 12152 4199 9649 9926 10227 6371 10979 8017 6038 914 6929 11504
"211845_at" 9606 9742 10101 8095 7849 9487 10136 9675 8704 10530 8499 7747 8071 5884 5523 5149
"211846_s_at" 2013 13754 15801 11811 11252 3301 9443 6074 10555 7937 7 13627 230 5774 6493 5136
"211848_s_at" 10110 10500 12252 8737 9131 9705 13931 12248 7041 352 9140 6109 3893 14797 2845 10975
"211849_s_at" 17722 13053 8816 20853 521 21129 607 20506 21916 15645 1088 20803 20868 22256 20109 1233
"211851_x_at" 3342 18595 1834 3697 17737 20958 19442 14115 3543 4335 5796 13503 20767 17895 22161 829
"211852_s_at" 4434 21196 19550 18542 17984 901 20100 5365 21784 21200 21979 21766 19561 12547 3444 22243
"211855_s_at" 2234 20348 3398 1303 17740 2215 16798 14900 1630 21474 12947 14263 19567 19266 18383 1382
"211856_x_at" 12454 145 12864 12631 11087 3265 11668 10516 12796 4964 395 9873 5222 6974 5004 11114
"211858_x_at" 19938 13359 18688 13487 1843 1251 20347 2110 2353 4769 18556 3085 11073 10461 3175 1683
"211861_x_at" 14165 12378 7507 11850 7395 12463 7796 7974 13735 16362 10447 9106 7999 7733 5037 8116
"211862_x_at" 2899 16940 19823 3322 22104 5888 16010 14107 16573 13235 2299 22117 11226 10426 18089 21419
"211863_x_at" 21357 14799 472 19993 14906 12961 5736 6980 7955 15388 7664 15762 1212 2483 10990 7910
"211864_s_at" 5241 6371 6702 18350 3140 15076 14656 13714 530 1951 2249 2028 3650 11182 1808 14302
"211865_s_at" 21004 1066 9104 1338 11772 11002 583 22216 21614 13294 3009 785 3237 22066 10298 14668
"211866_x_at" 1477 19747 1001 3835 5972 9419 9728 11969 14582 8665 451 12790 1612 6892 12283 7546
"211867_s_at" 11926 9218 9876 11524 10311 8250 12031 11257 12611 8687 8616 9228 9279 6490 10019 8152
"211868_x_at" 6179 10036 16277 12467 7848 9176 11584 11134 11273 11939 10694 8155 8243 7300 8907 6982
"211869_at" 9256 10217 11725 13037 6309 10894 11643 12020 10801 12447 6538 8877 4857 8436 5456 5339
"211870_s_at" 8813 10969 12575 11777 3671 7598 8414 11922 5972 10334 10735 6010 9944 11706 5060 4132
"211871_x_at" 16257 4134 21481 1111 2148 20237 20317 21802 14974 3559 18177 1604 14291 9886 17317 21274
"211872_s_at" 5618 9326 16506 21496 10320 11073 13194 6935 12658 12588 6633 6659 5488 4447 12724 260
"211873_s_at" 11415 10729 10113 7459 4354 11572 6653 11151 3259 9377 9417 4957 9425 3711 7874 9370
"211874_s_at" 2052 3735 21362 14863 2634 448 16842 3874 272 2931 13958 16752 3917 17386 2439 21121
"211875_x_at" 8104 10943 10104 10763 1103 6063 286 7638 9878 1159 11381 6167 6656 14798 7281 12171
"211876_x_at" 1285 1495 10029 6815 7604 8658 14220 7385 12257 11507 10160 10512 10950 8511 10439 5230
"211877_s_at" 8924 10357 14189 12251 5828 4646 1814 7342 11072 17629 11198 5374 10261 13029 10102 11185
"211878_at" 9785 7128 15677 5424 5611 12658 13257 11049 12819 625 4754 10345 5419 977 6928 8505
"211879_x_at" 599 10953 16906 10513 6996 6311 11629 9748 5803 10233 1401 5021 7790 5915 10852 5683
"211880_x_at" 4198 1506 1368 15161 4227 3731 5894 7738 7542 11789 11012 11447 5201 9993 9693 5363
"211881_x_at" 13046 1762 15735 14692 8225 10576 2044 10221 14047 15867 6840 1904 14990 19629 69 7593
"211882_x_at" 10741 11939 10096 9078 9813 5135 13991 13120 5815 14553 10818 11380 8177 9537 8050 3706
"211883_x_at" 1205 4190 2816 9319 11800 2813 5872 9942 10506 22 17979 4945 10465 1074 12359 9719
"211884_s_at" 12685 17521 7257 12499 6132 9576 6299 11531 9810 11097 10184 4728 9504 7527 10767 8039
"211885_x_at" 9243 7979 14047 11632 12177 9924 7702 7849 13740 21078 8563 11769 15868 4873 1694 11061
"211886_s_at" 1115 434 13003 16908 9993 5709 6695 1527 11386 20973 1286 2470 15551 2454 10099 5059
"211887_x_at" 8394 10900 10245 4830 9531 7003 5875 10707 7256 8180 10865 9906 4701 874 11941 738
"211888_x_at" 11045 243 9991 11251 7436 8364 5377 8736 13021 9018 7396 8711 7378 4490 8336 6489
"211889_x_at" 7157 4217 20660 6742 9076 6977 5913 10921 11114 10589 8699 8943 8667 4046 9001 7866
"211890_x_at" 11880 11320 12402 7624 6459 6325 4342 8330 9122 2302 8000 5522 5380 22241 11218 7062
"211891_s_at" 12247 2577 11510 7873 7423 4841 14547 12748 7528 1961 15245 9075 21048 10275 12449 10302
"211892_s_at" 14922 614 11438 9857 5757 11806 800 1158 7947 698 1895 18791 12630 9388 6351 10332
"211893_x_at" 13166 2077 11432 10871 7288 3082 6117 12067 1372 21929 2332 2725 1915 4726 12869 10273
"211894_x_at" 36 19167 25 22222 8601 13664 11518 9577 12780 17524 10888 10298 9626 7642 10922 10347
"211896_s_at" 12878 17584 9249 9856 7158 4216 11624 14209 13481 549 21071 800 19634 8450 16558 11974
"211897_s_at" 9848 7595 16288 11569 7438 8930 9348 8548 5831 5422 7743 9554 483 5643 9324 4215
"211898_s_at" 6561 9344 11610 6668 10557 8197 10822 9816 11132 9967 7793 4990 4674 5475 7134 5777
"211899_s_at" 20980 15463 1256 19121 21548 2264 19306 18450 21633 13674 1581 1443 4195 2151 4884 19871
"211900_x_at" 7623 50 9330 21188 9855 9473 1352 8699 14607 3161 12907 18621 975 125 17780 11425
"211901_s_at" 5544 9316 11170 6910 5141 11834 13281 8390 11007 10427 8132 9219 10121 7343 12462 8723
"211902_x_at" 6476 17690 17262 9911 4649 12012 32 6422 8029 4415 7229 10077 5102 14537 11036 4887
"211903_s_at" 12743 7762 16558 5066 8385 9177 9920 9049 9228 10711 9891 5530 8050 7227 11379 7625
"211904_x_at" 8482 1675 13616 4855 5712 12917 20708 682 4225 21837 1132 1187 21966 2265 2628 15387
"211905_s_at" 20432 12706 20103 420 5821 4333 13108 495 10160 9076 3974 1760 3517 7913 11799 1453
