"inst_2182" "inst_3617" "inst_3719" "inst_4278" "inst_4741" "inst_6037"
"1007_s_at" 125 15756 5666 12656 3371 3983
"1053_at" 14611 18021 6077 16972 11903 2976
"117_at" 19382 368 13194 6172 8994 12398
"121_at" 1470 5846 19759 11035 21093 7206
"1255_g_at" 11203 12560 12931 6445 7808 12354
"1294_at" 19574 1338 103 21444 3011 15696
"1316_at" 19522 4730 6261 18362 21134 3312
"1320_at" 7657 21031 11111 11427 16990 20536
"1405_i_at" 20189 13436 10074 3151 1002 13378
"1431_at" 13435 2045 21808 717 1486 21967
"1438_at" 5597 4117 7666 15887 4604 8668
"1487_at" 14668 20160 17375 12856 14104 8469
"1494_f_at" 16254 21967 15980 1508 4401 2700
"1598_g_at" 21425 8310 5242 20322 18064 20719
"160020_at" 15161 1281 22071 20657 18855 21217
"1729_at" 4267 19654 21345 21939 19044 5660
"1773_at" 972 17018 5414 18256 20207 3148
"177_at" 3533 14566 13381 18797 1024 1642
"179_at" 222 20245 1033 18785 5831 6885
"1861_at" 19915 20198 4924 19112 5064 18785
"200000_s_at" 18802 7865 16111 19037 17027 3873
"200001_at" 5635 7256 6350 15939 11860 5001
"200002_at" 13640 20506 8575 12026 13076 16273
"200003_s_at" 8440 10786 11414 4737 12385 10852
"200004_at" 18635 16226 9508 10190 12688 6583
"200005_at" 13276 4950 5617 13842 5552 15420
"200006_at" 13906 16254 15370 10532 14492 6221
"200007_at" 15937 5085 9728 10730 15221 17622
"200008_s_at" 14792 8023 3991 17221 13150 7747
"200009_at" 14170 7627 5135 12892 5160 6998
"200010_at" 8685 14747 6386 16108 13371 15792
"200011_s_at" 14908 8082 19940 13395 14293 7930
"200012_x_at" 4536 5530 9684 2612 12027 16571
"200013_at" 5520 15787 9123 10235 14583 16077
"200014_s_at" 3834 15391 16406 10959 12150 7429
"200015_s_at" 14687 16066 8117 10947 17791 17899
"200016_x_at" 13392 8377 17425 2177 15621 7380
"200017_at" 8509 10878 11507 4848 8043 10944
"200018_at" 8577 10868 11503 4842 13743 10938
"200019_s_at" 14807 18075 8308 9328 13958 7504
"200020_at" 2882 7769 18066 11379 13696 6558
"200021_at" 19166 10970 11593 4974 8172 11037
"200022_at" 8519 10801 16075 11632 5603 10866
"200023_s_at" 17428 16661 18141 12093 14675 5236
"200024_at" 13829 17406 8597 2793 12322 5614
"200025_s_at" 8682 14685 17298 10278 13016 14864
"200026_at" 8740 16688 8691 2914 3630 11040
"200027_at" 15269 15630 15725 11792 15176 5831
"200028_s_at" 18796 15910 16722 9183 16154 6696
"200029_at" 8715 9094 17303 9114 4080 8121
"200030_s_at" 14626 8487 7081 2937 12281 8604
"200031_s_at" 8546 10864 11490 4827 8014 10934
"200032_s_at" 8464 10883 9194 2362 4019 10945
"200033_at" 19646 19219 16393 3039 15848 7678
"200034_s_at" 6251 10789 5906 11059 12828 15328
"200035_at" 5282 18807 20019 15732 4091 4374
"200036_s_at" 14289 15117 9089 10040 16033 8141
"200037_s_at" 19384 18273 19519 9116 16961 15523
"200038_s_at" 8606 10948 7842 9023 5057 11017
"200039_s_at" 5546 7579 7214 11446 12837 3580
"200040_at" 15404 14744 7245 15537 16513 5327
"200041_s_at" 4355 6367 3277 13394 5021 8178
"200042_at" 3632 15870 3917 14214 15732 6816
"200043_at" 19759 18204 15958 2012 20209 15967
"200044_at" 14676 16348 7250 12178 19301 8009
