"inst_582" "inst_607"
"1007_s_at" 4375 17968
"1053_at" 20693 6396
"117_at" 14840 1206
"121_at" 17731 7513
"1255_g_at" 9477 11641
"1294_at" 5359 2124
"1316_at" 679 4826
"1320_at" 4810 21063
"1405_i_at" 12919 12777
"1431_at" 8745 20343
"1438_at" 829 13764
"1487_at" 789 13613
"1494_f_at" 3180 6703
"1598_g_at" 3772 4576
"160020_at" 4743 2185
"1729_at" 19954 16650
"1773_at" 4026 18145
"177_at" 3214 19268
"179_at" 2037 6979
"1861_at" 5896 13794
"200000_s_at" 14632 19848
"200001_at" 4365 13799
"200002_at" 16769 5818
"200003_s_at" 6967 16393
"200004_at" 14635 14224
"200005_at" 15033 14650
"200006_at" 15061 7942
"200007_at" 6996 7045
"200008_s_at" 17515 14055
"200009_at" 7397 14783
"200010_at" 13924 18488
"200011_s_at" 15430 17264
"200012_x_at" 16598 13879
"200013_at" 3366 14929
"200014_s_at" 15048 16764
"200015_s_at" 15812 16616
"200016_x_at" 16596 19420
"200017_at" 14959 15141
"200018_at" 7216 5743
"200019_s_at" 5601 17840
"200020_at" 17036 20135
"200021_at" 17124 4806
"200022_at" 6524 15100
"200023_s_at" 18401 14838
"200024_at" 17115 18889
"200025_s_at" 17737 5447
"200026_at" 4321 5279
"200027_at" 6253 6008
"200028_s_at" 4341 20486
"200029_at" 6418 14318
"200030_s_at" 7074 17294
"200031_s_at" 6649 17601
"200032_s_at" 6402 14193
"200033_at" 7327 8014
"200034_s_at" 14389 5894
"200035_at" 4833 19055
"200036_s_at" 14533 14217
"200037_s_at" 16614 17246
"200038_s_at" 15027 13568
"200039_s_at" 5932 13917
"200040_at" 17682 14806
"200041_s_at" 7055 7389
"200042_at" 17442 4290
"200043_at" 13676 5907
"200044_at" 14270 18059
"200045_at" 18934 16483
"200046_at" 6274 13884
"200047_s_at" 20083 7855
"200048_s_at" 16379 6987
"200049_at" 7192 5796
"200050_at" 18956 2091
"200051_at" 16835 14794
"200052_s_at" 17692 14271
"200053_at" 18838 6901
"200054_at" 5124 6713
"200055_at" 4791 6212
"200056_s_at" 20244 13617
"200057_s_at" 6057 15874
"200058_s_at" 5676 18118
"200059_s_at" 19612 2743
"200060_s_at" 18262 13904
"200061_s_at" 5879 6505
"200062_s_at" 13933 5436
"200063_s_at" 16100 5151
"200064_at" 20351 13691
"200065_s_at" 7349 7652
"200066_at" 17361 5049
"200067_x_at" 15036 6890
"200068_s_at" 2610 5668
"200069_at" 21014 18646
"200070_at" 19060 3189
"200071_at" 18985 7266
"200072_s_at" 18282 20028
"200073_s_at" 15930 19085
"200074_s_at" 14471 13603
"200075_s_at" 5413 16462
"200076_s_at" 6781 17883
"200077_s_at" 15467 16566
"200078_s_at" 6121 6246
"200079_s_at" 14820 7793
"200080_s_at" 21606 1615
"200081_s_at" 13699 16116
"200082_s_at" 17712 13480
"200083_at" 19859 15488
"200084_at" 6787 7504
"200085_s_at" 5875 15472
"200086_s_at" 18136 15447
"200087_s_at" 3250 5947
"200088_x_at" 3804 14700
"200089_s_at" 15211 7328
"200090_at" 13878 14147
"200091_s_at" 14905 7501
"200092_s_at" 5824 13810
"200093_s_at" 15285 7974
"200094_s_at" 16689 7654
"200095_x_at" 5082 5341
"200096_s_at" 3617 16389
"200097_s_at" 6553 6642
"200098_s_at" 16573 19770
"200099_s_at" 5239 15479
"200593_s_at" 14400 16889
"200594_x_at" 18011 19099
"200595_s_at" 21122 13814
"200596_s_at" 19482 6555
"200597_at" 17835 4490
"200598_s_at" 73 17287
"200599_s_at" 1974 1401
"200600_at" 13818 8024
"200601_at" 5096 903
"200602_at" 16027 17424
"200603_at" 20379 7319
"200604_s_at" 18635 16199
"200605_s_at" 15871 17168
"200606_at" 20613 20223
"200607_s_at" 6196 17403
"200608_s_at" 18968 17621
"200609_s_at" 7227 21451
"200610_s_at" 20685 6406
"200611_s_at" 15505 21121
"200612_s_at" 16435 5925
"200613_at" 18642 16820
"200614_at" 6964 13966
"200615_s_at" 19325 6210
"200616_s_at" 14348 6564
"200617_at" 1721 17176
"200618_at" 3222 7442
"200619_at" 15358 18039
"200620_at" 19279 15233
"200621_at" 3044 6059
"200622_x_at" 6488 14160
"200623_s_at" 16920 6112
"200624_s_at" 19799 8007
"200625_s_at" 16256 7662
"200626_s_at" 16537 17235
"200627_at" 5278 14064
"200628_s_at" 16498 5746
"200629_at" 7228 15655
"200630_x_at" 2572 14458
"200631_s_at" 15338 17795
"200632_s_at" 3407 2791
"200633_at" 4515 7548
"200634_at" 3831 15564
"200635_s_at" 13465 4442
"200636_s_at" 19833 20949
"200637_s_at" 875 19033
"200638_s_at" 7348 13552
"200639_s_at" 18067 2400
"200640_at" 16916 7112
"200641_s_at" 18938 17993
"200642_at" 13966 7883
"200643_at" 3659 18823
"200644_at" 15753 16884
"200645_at" 6590 14594
"200646_s_at" 6992 19971
"200647_x_at" 18478 13781
"200648_s_at" 1146 21052
"200649_at" 2719 14307
"200650_s_at" 6662 7637
"200651_at" 15146 15446
"200652_at" 4121 3809
"200653_s_at" 14546 4075
"200654_at" 2717 13881
"200655_s_at" 13752 15390
"200656_s_at" 4761 5423
"200657_at" 16152 4909
