"inst_843" "inst_960"
"1007_s_at" 4203 17767
"1053_at" 3581 5754
"117_at" 13124 11622
"121_at" 4027 18256
"1255_g_at" 9795 9723
"1294_at" 12930 15374
"1316_at" 14622 14408
"1320_at" 8435 9097
"1405_i_at" 14354 10320
"1431_at" 14466 11662
"1438_at" 990 1180
"1487_at" 18092 6687
"1494_f_at" 1647 9087
"1598_g_at" 18631 1721
"160020_at" 6224 1538
"1729_at" 6497 19039
"1773_at" 21062 4681
"177_at" 15220 8165
"179_at" 17898 679
"1861_at" 21798 18162
"200000_s_at" 3128 19604
"200001_at" 6023 6733
"200002_at" 6459 5204
"200003_s_at" 16939 5239
"200004_at" 15635 4381
"200005_at" 3433 19918
"200006_at" 4475 7283
"200007_at" 17037 4203
"200008_s_at" 4079 17318
"200009_at" 5762 6901
"200010_at" 15808 5182
"200011_s_at" 16452 4706
"200012_x_at" 6291 5878
"200013_at" 3262 6005
"200014_s_at" 16353 6737
"200015_s_at" 16523 4127
"200016_x_at" 16261 6597
"200017_at" 9388 5741
"200018_at" 5424 7046
"200019_s_at" 5407 6441
"200020_at" 16440 5680
"200021_at" 18028 7172
"200022_at" 9434 17792
"200023_s_at" 17406 17147
"200024_at" 5222 17183
"200025_s_at" 16374 4585
"200026_at" 4465 3535
"200027_at" 5583 5263
"200028_s_at" 5064 17620
"200029_at" 18093 16817
"200030_s_at" 5486 4556
"200031_s_at" 9418 7387
"200032_s_at" 9286 6114
"200033_at" 18224 5683
"200034_s_at" 5177 4991
"200035_at" 17242 2078
"200036_s_at" 17904 5898
"200037_s_at" 19274 5791
"200038_s_at" 9643 18272
"200039_s_at" 17358 7004
"200040_at" 15949 1714
"200041_s_at" 16887 4951
"200042_at" 15739 5792
"200043_at" 18229 7162
"200044_at" 18458 17082
"200045_at" 16474 2848
"200046_at" 20716 6660
"200047_s_at" 18346 1318
"200048_s_at" 17023 6284
"200049_at" 16361 16910
"200050_at" 514 3573
"200051_at" 2127 2154
"200052_s_at" 20536 5213
"200053_at" 21595 7200
"200054_at" 17995 17740
"200055_at" 4137 19398
"200056_s_at" 17425 4557
"200057_s_at" 15668 6953
"200058_s_at" 16245 4828
"200059_s_at" 5220 2464
"200060_s_at" 18850 6569
"200061_s_at" 9428 17277
"200062_s_at" 9469 11256
"200063_s_at" 9245 19543
"200064_at" 4345 5620
"200065_s_at" 18214 16846
"200066_at" 3121 6540
"200067_x_at" 21681 7306
"200068_s_at" 6240 6015
"200069_at" 4439 3965
"200070_at" 17200 2190
"200071_at" 18767 16908
"200072_s_at" 2331 18669
"200073_s_at" 15904 2714
"200074_s_at" 5766 5615
"200075_s_at" 3651 2663
"200076_s_at" 17180 18076
"200077_s_at" 6221 17752
"200078_s_at" 18740 19515
"200079_s_at" 4344 4581
"200080_s_at" 16673 1836
"200081_s_at" 3558 4485
"200082_s_at" 5937 6146
"200083_at" 15711 5502
"200084_at" 17524 6717
"200085_s_at" 6164 5666
"200086_s_at" 15965 6123
"200087_s_at" 6241 4503
"200088_x_at" 9819 10939
"200089_s_at" 5423 6625
"200090_at" 17015 6595
"200091_s_at" 4974 3329
"200092_s_at" 5390 18641
"200093_s_at" 5298 4981
"200094_s_at" 19010 20711
"200095_x_at" 9439 6271
"200096_s_at" 6171 5143
"200097_s_at" 17308 20362
"200098_s_at" 18572 5861
"200099_s_at" 9739 7033
"200593_s_at" 19779 18915
"200594_x_at" 5572 17568
"200595_s_at" 1823 1331
"200596_s_at" 4092 6378
"200597_at" 2977 6805
"200598_s_at" 3221 17527
"200599_s_at" 15641 3901
"200600_at" 9080 12783
"200601_at" 21783 21424
"200602_at" 19125 2919
"200603_at" 18233 3088
"200604_s_at" 4839 6502
"200605_s_at" 19463 2421
"200606_at" 16522 2011
"200607_s_at" 6439 5906
"200608_s_at" 18167 5710
"200609_s_at" 20817 5167
"200610_s_at" 20035 4310
"200611_s_at" 3909 4800
"200612_s_at" 16456 66
"200613_at" 6000 7321
"200614_at" 4991 16896
"200615_s_at" 5814 20126
"200616_s_at" 16681 19901
"200617_at" 4032 5711
"200618_at" 18319 2227
"200619_at" 20947 2639
"200620_at" 5741 5028
"200621_at" 17109 7064
"200622_x_at" 3879 17535
"200623_s_at" 3913 20179
"200624_s_at" 19067 6410
"200625_s_at" 5792 4915
"200626_s_at" 17711 2481
"200627_at" 4823 5405
"200628_s_at" 3539 2009
"200629_at" 4149 19561
"200630_x_at" 16485 6968
"200631_s_at" 16735 3724
"200632_s_at" 1509 21331
"200633_at" 9487 17509
"200634_at" 6121 17057
"200635_s_at" 3732 6179
"200636_s_at" 19476 5589
"200637_s_at" 577 19329
"200638_s_at" 18539 4682
"200639_s_at" 4703 6168
"200640_at" 4308 4970
"200641_s_at" 16686 4818
"200642_at" 6192 6525
"200643_at" 2515 19351
"200644_at" 16340 5403
