"inst_2203" "inst_3638" "inst_3741" "inst_4297" "inst_4763" "inst_6059"
"1007_s_at" 93 8639 8481 16680 19958 16326
"1053_at" 9303 9260 8437 6155 9927 14782
"117_at" 1641 17472 2711 13826 16706 301
"121_at" 2223 9974 13275 8092 19814 18288
"1255_g_at" 16110 16605 17925 10935 16348 8452
"1294_at" 6151 20840 20344 2486 8349 13096
"1316_at" 19741 14924 13370 4013 21325 10979
"1320_at" 17012 11780 430 3126 10588 16414
"1405_i_at" 3392 19503 19234 11799 15473 9910
"1431_at" 3488 5779 335 9263 2334 14873
"1438_at" 4241 4788 13769 15831 19470 20267
"1487_at" 9785 5264 9480 18899 4254 2630
"1494_f_at" 6352 20599 12827 5021 21596 3422
"1598_g_at" 22238 6046 21317 6619 1394 21560
"160020_at" 21898 194 21133 20474 20317 22017
"1729_at" 21533 4407 2852 7009 7549 19366
"1773_at" 18680 13511 5833 3288 2307 11655
"177_at" 4517 580 20060 1918 10370 5969
"179_at" 6691 14008 10688 6111 12412 22086
"1861_at" 7733 6037 8563 7938 10218 14749
"200000_s_at" 18969 10232 14709 19545 18921 17620
"200001_at" 9298 14202 12177 4069 8624 18768
"200002_at" 18891 20743 12741 3273 18700 3502
"200003_s_at" 14277 16961 16425 11505 14535 6269
"200004_at" 18873 12067 12915 17673 8750 4572
"200005_at" 9967 12606 11493 16257 10894 11012
"200006_at" 11776 14781 13897 7004 10245 13299
"200007_at" 8941 14655 13523 8999 11446 15760
"200008_s_at" 7105 9943 5738 9005 2596 18762
"200009_at" 9854 13403 9579 6948 7210 11411
"200010_at" 14556 15088 13557 4616 18558 11143
"200011_s_at" 8920 9825 12419 15090 19404 12016
"200012_x_at" 19238 21510 20906 15619 20280 4028
"200013_at" 9696 15200 14425 7710 12052 10599
"200014_s_at" 8766 11017 10297 6212 8888 18121
"200015_s_at" 9390 9760 9580 15445 7971 16136
"200016_x_at" 14250 14630 14589 7359 11938 4663
"200017_at" 14194 17053 16510 11598 14685 6350
"200018_at" 14217 17045 16504 11592 18525 6344
"200019_s_at" 11701 20378 21128 6324 20253 11918
"200020_at" 21076 11874 13624 16557 7844 14546
"200021_at" 19337 20503 20723 17729 14834 6437
"200022_at" 14322 16974 20815 4327 20040 6279
"200023_s_at" 8541 13619 14318 5467 18662 13274
"200024_at" 19998 20917 21052 7364 12259 10193
"200025_s_at" 14513 17043 14812 5926 18533 4200
"200026_at" 14280 20654 20576 7114 11743 6441
"200027_at" 19564 12779 13066 7374 9203 13528
"200028_s_at" 20291 12625 10667 9087 10998 13033
"200029_at" 14414 20748 20735 15876 19744 11195
"200030_s_at" 18975 20644 20468 17548 19295 10498
"200031_s_at" 14199 17038 16494 11578 14658 6336
"200032_s_at" 14554 17056 14689 9334 12292 6353
"200033_at" 11468 13977 13293 16232 9258 10337
"200034_s_at" 11558 16966 14289 15560 9034 2950
"200035_at" 6485 7824 10878 18843 19561 18060
"200036_s_at" 19507 20504 14435 7890 19750 11737
"200037_s_at" 10657 12223 10334 9298 5463 11747
"200038_s_at" 14235 17128 14615 7617 18963 6419
"200039_s_at" 9125 14567 13208 6177 10484 14372
"200040_at" 18345 14012 7243 6409 11315 10505
"200041_s_at" 8927 13323 8710 17209 12421 16287
"200042_at" 18411 9724 8458 9360 8815 11667
"200043_at" 8632 12854 7647 16077 10700 12212
"200044_at" 7816 6583 3885 18517 3318 12454
"200045_at" 19353 7341 12607 16733 11368 12011
"200046_at" 9087 12438 10782 4490 10802 16457
"200047_s_at" 7468 12824 12176 6885 18791 11880
"200048_s_at" 6940 13278 12448 7534 12050 13773
"200049_at" 4798 9235 10939 7794 4628 20940
"200050_at" 20141 10578 9603 4550 2348 3817
"200051_at" 4970 7161 7725 16738 8306 12355
"200052_s_at" 10743 11807 11605 8514 9272 15716
"200053_at" 7261 20936 11811 18660 3045 18064
"200054_at" 9746 7034 13555 3938 21156 15111
"200055_at" 10394 11703 13937 8124 18793 15490
"200056_s_at" 9029 7688 8289 16590 4283 18256
"200057_s_at" 19046 14638 13086 18032 18717 12242
"200058_s_at" 7656 9223 8425 16934 19475 12485
"200059_s_at" 8977 13844 13271 9503 6883 13396
"200060_s_at" 10760 9853 10892 17338 9727 11037
"200061_s_at" 14419 20686 20393 18559 14657 6334
"200062_s_at" 14229 16945 16415 11488 14521 6257
"200063_s_at" 14261 17081 16535 11629 14734 6377
"200064_at" 18583 13427 14223 18320 10102 4468
"200065_s_at" 7901 13982 14358 6711 11030 13799
"200066_at" 8335 10786 2749 18395 6337 13443
"200067_x_at" 8398 9856 11736 6500 10280 12263
"200068_s_at" 10623 11567 8618 17185 8862 10753
"200069_at" 10479 6517 7664 3312 7145 16055
"200070_at" 9774 5858 13091 2976 12105 14646
"200071_at" 8845 5250 6122 16063 6887 17786
"200072_s_at" 11306 10501 9495 21024 8651 12562
"200073_s_at" 9903 10630 10448 8262 5785 16998
"200074_s_at" 10300 14348 12223 5095 9453 4624
"200075_s_at" 6265 12949 10231 6560 10992 16767
"200076_s_at" 5709 14675 9550 15153 11573 12837
"200077_s_at" 11374 20380 20661 8772 12475 4277
"200078_s_at" 7588 12462 12445 6099 9601 15429
"200079_s_at" 18502 12845 8898 15712 12248 16964
"200080_s_at" 11780 14615 14072 15092 8871 3515
"200081_s_at" 9504 15198 11788 3005 9836 11181
"200082_s_at" 14289 17071 14400 6422 10890 6370
"200083_at" 18951 9793 12597 9546 10640 2837
"200084_at" 11267 10732 5756 16977 7598 15192
"200085_s_at" 11609 14904 14075 3316 12186 12083
"200086_s_at" 5925 14193 14193 3919 18967 11040
"200087_s_at" 12098 6826 5010 17327 4000 18404
"200088_x_at" 14528 16956 21156 15564 14531 6266
"200089_s_at" 11736 14618 13774 16293 10325 10636
"200090_at" 19455 6813 8282 4803 11084 12078
"200091_s_at" 9316 16992 12137 8260 9479 4102
"200092_s_at" 14400 21379 20934 15122 19315 4570
"200093_s_at" 10504 14415 14447 8964 10216 11813
"200094_s_at" 9961 15168 14551 9086 19405 11532
"200095_x_at" 14311 17138 16579 11691 14822 6426
"200096_s_at" 7599 20899 12981 3051 2703 12054
"200097_s_at" 9251 6792 6803 17530 4226 14899
"200098_s_at" 10912 10659 12310 17504 9507 17896
"200099_s_at" 14421 17093 13864 16044 14752 6386
"200593_s_at" 20435 2775 4876 16323 1162 16318
"200594_x_at" 18336 10195 9802 15179 9379 18181
"200595_s_at" 8966 6613 3681 8860 8737 17523
"200596_s_at" 8969 10648 4669 20680 18522 12019
"200597_at" 8870 4791 13470 15966 2826 10959
"200598_s_at" 20414 5862 13686 3036 6645 13608
"200599_s_at" 19089 5133 6962 17448 6450 13735
"200600_at" 10151 17624 8001 8628 1274 7559
"200601_at" 4625 9448 3691 3881 20055 16514
"200602_at" 10861 8634 6843 15314 8526 16249
"200603_at" 6372 9370 8191 16974 3869 15289
"200604_s_at" 8543 6861 3748 9413 1970 15693
"200605_s_at" 9881 3761 2060 17558 6700 20846
"200606_at" 4299 12708 13303 7508 9197 3952
"200607_s_at" 12044 11697 20387 2460 11378 18000
"200608_s_at" 10881 8726 10929 16281 5655 11855
"200609_s_at" 7122 5329 10881 20516 11490 16385
"200610_s_at" 11862 11390 10437 8348 8593 19844
"200611_s_at" 9877 12348 6984 8336 11027 14286
"200612_s_at" 917 3397 21219 15556 1376 10626
"200613_at" 6272 20381 12620 16343 11167 15196
"200614_at" 19850 14494 13670 16406 19617 10832
"200615_s_at" 5235 10414 5086 3484 9292 13560
"200616_s_at" 20815 14185 13136 1839 8605 17838
"200617_at" 9270 6804 4969 19173 19157 12084
"200618_at" 5346 10000 8860 17267 19001 10946
"200619_at" 9343 12492 10738 15464 8986 3402
"200620_at" 5313 13538 8800 8929 9566 12691
"200621_at" 4127 12807 10155 4293 9235 13231
"200622_x_at" 10377 14395 9897 4855 10158 19623
"200623_s_at" 19887 4079 7323 22053 9410 13025
"200624_s_at" 21638 6180 954 18582 3051 16315
"200625_s_at" 18440 13007 6835 17935 10458 11684
"200626_s_at" 20465 9276 2132 18820 6121 4430
"200627_at" 10547 14595 12956 15555 9423 12034
"200628_s_at" 10293 13883 4812 3327 2010 13961
"200629_at" 19346 3709 12701 7409 6235 15406
"200630_x_at" 20389 13571 13962 2574 9725 10281
"200631_s_at" 19940 13756 11566 16433 18796 10797
"200632_s_at" 4080 3249 11990 8985 3191 1171
"200633_at" 10126 17036 16493 11577 19666 6333
"200634_at" 9053 14227 13187 4645 10735 13346
"200635_s_at" 18717 6629 10016 6767 5704 2931
"200636_s_at" 13624 5633 12047 21346 20321 4335
"200637_s_at" 13586 3738 1843 5839 19184 14985
"200638_s_at" 10903 13856 11337 18147 6433 11881
"200639_s_at" 8251 12928 13615 17493 8929 18524
"200640_at" 11402 12934 13753 15132 10323 14545
"200641_s_at" 8384 13838 6880 16745 3180 14681
"200642_at" 11010 14456 13676 6708 11181 13594
"200643_at" 19528 2510 3094 19868 20349 14251
"200644_at" 3219 9112 7951 17590 5420 12670
"200645_at" 5656 14263 10759 4214 9965 11614
"200646_s_at" 18611 8950 5896 8271 12520 17029
"200647_x_at" 19359 15013 13343 15449 19573 12480
"200648_s_at" 4603 2376 1663 19867 4841 19677
"200649_at" 2886 2048 8277 20343 21345 2696
"200650_s_at" 14327 20466 16382 11453 19764 3733
"200651_at" 14424 17122 12966 8198 11587 4552
"200652_at" 6648 12684 11897 2573 9788 12785
"200653_s_at" 3358 12099 11476 16204 5659 11722
"200654_at" 9570 14473 13431 18935 19955 11569
"200655_s_at" 11739 13960 11178 8227 18438 12960
"200656_s_at" 6969 9601 10043 8280 5829 12115
"200657_at" 11818 20864 20843 9244 12362 3759
"200658_s_at" 18529 10820 7871 2604 5194 16784
"200659_s_at" 5671 13580 10394 16937 8210 14390
"200660_at" 8138 14281 13655 8074 11652 10743
"200661_at" 8786 11477 11686 9405 19189 16869
"200662_s_at" 20132 12787 12019 18323 7993 14721
"200663_at" 7682 14322 14644 6830 6219 11354
"200664_s_at" 2306 10580 6397 4959 7616 16938
"200665_s_at" 14304 17395 15048 281 17878 7366
"200666_s_at" 7921 6774 6045 17464 6992 12357
"200667_at" 9080 11706 9325 8364 6854 10595
"200668_s_at" 9489 11782 9118 18227 8958 14157
"200669_s_at" 7905 11624 9566 15316 3798 18148
"200670_at" 5104 10837 3719 9730 11689 13544
"200671_s_at" 18123 2364 6250 983 982 4066
"200672_x_at" 22270 7016 1062 17226 8437 16253
"200673_at" 7590 13065 12427 15594 5744 14734
"200674_s_at" 14439 21368 21471 17294 20861 6390
"200675_at" 8644 11675 11264 7400 8886 12045
"200676_s_at" 7945 2140 4828 7270 1815 14033
"200677_at" 3503 13472 12797 15197 11647 14079
"200678_x_at" 6673 12331 11883 15967 8533 19260
"200679_x_at" 19097 14134 11569 5840 9622 12961
"200680_x_at" 10872 17140 20650 8805 14829 6431
"200681_at" 10303 12024 10858 18467 8919 13441
"200682_s_at" 11385 13950 13960 2434 5960 11450
"200683_s_at" 8013 9326 10756 5238 7449 16366
"200684_s_at" 9466 11310 1842 2929 5110 13236
"200685_at" 6105 2349 5100 2378 7046 19545
"200686_s_at" 6879 14844 11655 17302 3721 16880
"200687_s_at" 10359 9644 5354 19652 7558 12988
"200688_at" 5443 1505 4973 9352 19116 13085
"200689_x_at" 10679 20393 14142 8903 10617 4254
"200690_at" 21221 10803 9488 7051 11591 15243
"200691_s_at" 18707 12189 5317 9484 6951 12352
"200692_s_at" 10693 8842 9110 16318 4642 13266
"200693_at" 7332 13962 11997 15924 6305 14160
"200694_s_at" 19290 7821 5223 8032 9040 14095
"200695_at" 11243 14838 12619 3705 11655 11416
"200696_s_at" 10480 2482 14476 20158 18686 15299
"200697_at" 3221 6805 11253 18914 10206 15518
"200698_at" 6915 4934 4358 18251 3899 14394
"200699_at" 10309 2611 4431 9403 8205 17195
"200700_s_at" 10072 11636 10364 15571 6541 4523
"200701_at" 4681 9664 9791 15177 7356 17428
"200702_s_at" 12041 10348 12194 1652 4057 14344
"200703_at" 8188 15030 13719 6250 9509 11504
"200704_at" 4804 6607 11643 5454 19270 16783
"200705_s_at" 14427 15094 20761 8763 12145 16669
"200706_s_at" 1702 3479 9654 18491 5154 15960
"200707_at" 4993 10071 14554 16199 20395 11500
"200708_at" 11577 13130 9847 7310 18837 11462
"200709_at" 20362 7292 20158 21559 10795 12372
"200710_at" 5270 6852 11666 9290 10107 3734
"200711_s_at" 18905 8060 5767 15265 4525 13589
"200712_s_at" 5407 7474 6188 18538 3058 15559
"200713_s_at" 18650 14369 13781 6149 8083 17613
"200714_x_at" 4780 10492 9149 20247 11937 10730
"200715_x_at" 18817 20547 13485 4126 18786 3980
"200716_x_at" 14499 17129 16576 9569 19129 6420
"200717_x_at" 14524 17033 16491 11575 14652 6331
"200718_s_at" 18425 20510 14579 15336 18907 10509
"200719_at" 9806 3573 5266 8844 4570 15705
"200720_s_at" 20479 8933 7252 6474 8945 11028
"200721_s_at" 20084 8129 7033 2659 9576 17923
"200722_s_at" 8034 12981 10323 8191 610 19993
"200723_s_at" 18635 10269 8338 16627 7185 14432
"200724_at" 7502 3491 12697 142 3309 21513
"200725_x_at" 11097 21005 21282 8624 19589 3960
"200726_at" 10639 12035 12073 8619 9651 16308
"200727_s_at" 7001 4162 12496 2690 5529 16578
"200728_at" 9304 14302 6412 3319 5326 12211
"200729_s_at" 18506 8854 5459 5866 4093 16423
"200730_s_at" 20624 1946 145 19887 2404 20012
"200731_s_at" 5376 2903 1938 6847 2006 18209
"200732_s_at" 20677 5800 10164 5416 6826 16872
"200733_s_at" 8935 4805 1850 7848 2721 21489
"200734_s_at" 9665 14937 13390 5649 19580 18022
"200735_x_at" 14432 17087 20595 7951 14744 6383
"200736_s_at" 10821 3174 13224 2137 17310 1032
"200737_at" 2911 4313 5822 15288 3505 13115
"200738_s_at" 7443 14182 20228 17826 18434 11567
"200739_s_at" 2532 13876 12113 18180 10663 15216
"200740_s_at" 18746 14036 13963 15348 8496 11846
"200741_s_at" 14251 16946 20134 11489 14523 6258
"200742_s_at" 4297 2809 13137 9685 19339 4463
"200743_s_at" 5221 5566 10663 15444 18502 17422
"200744_s_at" 8434 9805 8862 16133 9290 17244
"200745_s_at" 10802 9093 11443 3603 8619 15358
"200746_s_at" 10494 7926 8704 19902 11524 14232
"200747_s_at" 2885 10402 9344 18627 20768 2274
"200748_s_at" 4704 13647 16589 8498 9067 12925
"200749_at" 19150 6531 7264 8190 8039 17301
"200750_s_at" 9942 17011 16468 16337 11093 10657
"200751_s_at" 5832 8769 4492 3894 3146 17129
"200752_s_at" 7684 4861 11128 20573 11855 13324
