"inst_2546" "inst_3405" "inst_3605" "inst_3707" "inst_4268" "inst_4729"
"1007_s_at" 2478 14561 3318 18982 10737 3420
"1053_at" 15343 20018 18339 18678 16881 18609
"117_at" 11737 9591 9759 2880 6104 12975
"121_at" 14189 14233 2110 19912 10144 20497
"1255_g_at" 3867 9204 7323 8970 4264 13463
"1294_at" 11323 11181 2715 317 12819 2040
"1316_at" 2797 259 16294 17730 21320 19077
"1320_at" 6181 4954 20639 8158 1684 7385
"1405_i_at" 17811 11497 4689 10460 3093 7578
"1431_at" 1189 1752 2528 1268 8873 19553
"1438_at" 2963 506 18779 3383 22115 8529
"1487_at" 14443 15167 18449 20267 9960 1606
"1494_f_at" 18017 13467 20817 5270 1827 785
"1598_g_at" 14988 20100 10222 4089 9355 5986
"160020_at" 3149 5762 528 21785 13488 1520
"1729_at" 21785 1583 3710 21559 10596 2032
"1773_at" 12302 12937 21707 2557 20687 21003
"177_at" 2312 11554 1293 10941 8177 9045
"179_at" 20135 22080 18742 2719 8634 19436
"1861_at" 21226 2408 17658 2509 19535 20359
"200000_s_at" 18221 18145 11572 20129 15421 9243
"200001_at" 15184 14133 13198 17993 17907 6208
"200002_at" 11208 13531 3907 5543 16861 17513
"200003_s_at" 5440 12817 5819 7489 8205 11832
"200004_at" 14842 3552 11902 11719 9337 6024
"200005_at" 16683 3883 12324 5869 11306 9388
"200006_at" 16726 3170 4124 15372 12936 6634
"200007_at" 13905 14224 12401 3640 10366 9035
"200008_s_at" 19231 17907 17791 15827 19107 19721
"200009_at" 15196 16318 12632 14849 12476 17518
"200010_at" 10284 15216 10677 4230 16495 17918
"200011_s_at" 18384 15411 13847 4524 11921 4082
"200012_x_at" 3282 3157 10498 3689 1933 18914
"200013_at" 12484 15099 11571 12714 12249 16631
"200014_s_at" 16606 15792 3570 13435 15074 4404
"200015_s_at" 19014 17742 4295 14923 13014 4763
"200016_x_at" 9651 3602 3508 11704 8783 8099
"200017_at" 5511 13863 5920 7577 4494 11978
"200018_at" 5503 4086 5907 7570 9027 9311
"200019_s_at" 11400 16984 3903 2726 9623 17967
"200020_at" 18583 15570 15577 22086 17408 17066
"200021_at" 5580 2580 6024 7667 4593 12123
"200022_at" 9909 12813 5835 13433 19420 18350
"200023_s_at" 14262 3918 2866 19004 15215 6795
"200024_at" 10044 2663 3546 3991 9349 8407
"200025_s_at" 5502 3367 5905 11479 11274 8571
"200026_at" 5582 3435 6029 4460 8424 6885
"200027_at" 16909 14777 11598 3929 16125 5182
"200028_s_at" 18581 3174 10640 12216 9795 4747
"200029_at" 5474 2285 10298 5604 1495 9846
"200030_s_at" 13025 13805 4112 2468 1707 8442
"200031_s_at" 5497 12884 5900 7558 4474 11950
"200032_s_at" 5513 13248 5922 12413 2369 8278
"200033_at" 15788 14433 10646 11888 10732 7162
"200034_s_at" 10643 15189 5823 4006 8448 16366
"200035_at" 11958 21497 11477 20558 8678 6476
