"inst_2170" "inst_3749" "inst_3830" "inst_3924" "inst_4305" "inst_6025"
"1007_s_at" 854 12841 6541 13750 9257 14175
"1053_at" 3286 18157 6677 18346 17797 13722
"117_at" 2302 7926 13851 2702 8664 5842
"121_at" 5332 3106 4920 2483 10430 2420
"1255_g_at" 16389 7207 9497 7193 3688 3133
"1294_at" 20424 21062 3225 4830 670 18008
"1316_at" 22274 22178 19954 15396 10509 12198
"1320_at" 16691 1146 6203 22232 1227 2323
"1405_i_at" 10644 6376 10941 1692 6935 8144
"1431_at" 20248 17060 18303 17273 9667 2097
"1438_at" 13818 3346 3686 3170 3169 19641
"1487_at" 11703 19485 14998 2189 16172 11138
"1494_f_at" 3259 21810 19010 21533 3059 9935
"1598_g_at" 387 17561 21535 3814 18752 9872
"160020_at" 3152 15955 19200 701 11735 1992
"1729_at" 20142 15982 18000 11381 20483 20806
"1773_at" 6070 17691 2623 4482 12787 14001
"177_at" 19943 20998 3341 21020 18453 5075
"179_at" 1690 14126 22178 17563 11802 2828
"1861_at" 20002 20813 18751 2833 16635 13570
"200000_s_at" 20381 11134 6647 17453 15057 15934
"200001_at" 4827 16251 7861 4849 15029 13030
"200002_at" 8786 9715 15908 4524 15179 8689
"200003_s_at" 14027 5038 10900 7568 5021 4405
"200004_at" 5036 9314 7783 16011 9568 11671
"200005_at" 8319 11635 15182 13863 14090 14108
"200006_at" 7206 9428 16917 4211 13198 13109
"200007_at" 6717 9521 5744 4908 9529 11823
"200008_s_at" 9206 12427 2954 19120 11496 17407
"200009_at" 9405 14341 7931 14410 12250 11764
"200010_at" 14139 9125 8419 11817 8867 9774
"200011_s_at" 9078 14720 7449 4409 12601 11676
"200012_x_at" 18837 2369 15959 10966 3111 2516
"200013_at" 9518 3358 15944 13112 10208 9222
"200014_s_at" 2737 3590 5911 3503 15984 15500
"200015_s_at" 7773 10847 19487 14720 14774 16996
"200016_x_at" 13945 4973 8471 11367 10409 9144
"200017_at" 13986 5122 11026 7684 5103 4489
"200018_at" 14078 5116 11014 7675 9132 4485
"200019_s_at" 19422 2427 18122 12779 15843 9302
"200020_at" 3710 14008 7673 16942 16835 14741
"200021_at" 20399 5209 11143 7807 5191 4583
"200022_at" 14023 3532 8771 7588 16141 4423
"200023_s_at" 9558 9059 20639 12643 16112 16390
"200024_at" 19437 2846 15190 4663 9185 9062
"200025_s_at" 14036 3051 16588 7673 10736 8801
