"inst_2316" "inst_2354" "inst_3626" "inst_3729" "inst_4286" "inst_4751"
"1007_s_at" 17238 21553 20627 10373 19011 15612
"1053_at" 12673 19685 19290 18368 12340 6246
"117_at" 9996 18733 15119 1849 9014 8150
"121_at" 1807 21506 2752 7264 15939 17718
"1255_g_at" 7631 10717 12995 13160 7092 10886
"1294_at" 647 5637 18506 16135 18061 20337
"1316_at" 2934 17365 22024 1047 11705 19204
"1320_at" 128 11392 11426 5904 20876 338
"1405_i_at" 9689 3969 16290 14218 4636 12697
"1431_at" 17002 9798 1688 21620 453 7175
"1438_at" 19835 11292 17416 5835 10803 20074
"1487_at" 14658 16212 19785 10261 11128 17395
"1494_f_at" 18956 8428 19169 21817 15579 20579
"1598_g_at" 21107 1192 21676 8870 15792 18619
"160020_at" 392 84 2521 1272 18321 2332
"1729_at" 3958 20066 1329 18499 21304 13437
"1773_at" 19653 16918 17881 4441 1410 2529
"177_at" 16258 558 109 13693 13499 4686
"179_at" 3545 11774 7123 16525 19902 21233
"1861_at" 3583 5953 17760 6479 15546 6085
"200000_s_at" 4813 18055 17639 16805 20164 20589
"200001_at" 16102 6220 16616 16395 16723 6372
"200002_at" 12320 16257 18477 8048 10535 14222
"200003_s_at" 7924 5690 13105 12017 6227 9381
"200004_at" 6062 5393 17751 16266 12354 13435
"200005_at" 5311 4888 7819 8972 13962 6136
"200006_at" 4779 15250 17661 9272 10064 15432
"200007_at" 5184 5561 8554 16129 10240 16785
"200008_s_at" 17658 17904 4387 3512 12003 5578
"200009_at" 5946 4323 8446 4509 14040 5829
"200010_at" 4077 15673 9582 8813 12047 15302
"200011_s_at" 16763 4503 11412 19763 18458 17446
"200012_x_at" 5644 6667 8571 9108 11842 6005
"200013_at" 3598 6309 11295 9222 4482 15279
"200014_s_at" 14116 6581 10687 16799 11411 14088
"200015_s_at" 16867 6450 10039 10254 10808 16450
"200016_x_at" 14348 16459 17177 16996 3512 16568
"200017_at" 7976 17072 13192 12100 6340 9486
"200018_at" 8017 15551 13184 12093 6331 15064
"200019_s_at" 5187 18043 18001 17789 4241 16147
"200020_at" 2223 3660 19736 8697 18338 13803
"200021_at" 8136 3972 13276 12177 6456 9576
"200022_at" 12717 6373 13119 16342 12220 6919
"200023_s_at" 13052 15354 16685 17983 14025 19345
"200024_at" 3266 16592 19625 8779 4523 12901
"200025_s_at" 12663 15990 13183 17879 10136 6775
"200026_at" 7940 9442 18331 16609 3837 4921
"200027_at" 5546 6665 8129 8974 11173 14136
"200028_s_at" 4522 5835 17147 16634 12886 19089
"200029_at" 4917 4932 17827 8371 10991 4311
"200030_s_at" 12864 4426 10660 8872 11362 6464
"200031_s_at" 7967 9388 13179 12083 6316 9466
"200032_s_at" 8086 9383 13194 9879 4005 5795
"200033_at" 12581 17491 19966 17458 10354 16635
"200034_s_at" 12680 17759 17095 6388 4286 6998
"200035_at" 18602 1395 8120 18913 14852 5822
"200036_s_at" 12413 16822 8219 8742 11791 17032
"200037_s_at" 14312 15852 10206 16848 4549 15979
"200038_s_at" 5710 9407 13261 8955 11541 7028
"200039_s_at" 5294 16818 8646 8256 13864 16086
"200040_at" 13054 16859 17286 16177 15062 14335
"200041_s_at" 5283 5336 8828 6203 19521 13654
"200042_at" 17124 6649 10931 17074 17056 18696
"200043_at" 17951 5341 18092 18922 11717 19738
"200044_at" 16266 6181 9842 9781 12468 15603
