"inst_591" "inst_842" "inst_959" "inst_2741" "inst_3483" "inst_5886"
"1007_s_at" 2167 4834 15982 2449 3013 20271
"1053_at" 5953 2539 2199 6271 5074 4210
"117_at" 21219 9831 3348 3987 13571 8435
"121_at" 16331 3533 17142 4317 6031 8241
"1255_g_at" 6392 8833 6198 14829 10482 15599
"1294_at" 14701 15012 12224 20609 221 17384
"1316_at" 11412 14234 5059 3045 5493 6066
"1320_at" 20961 12974 4818 11613 10181 28
"1405_i_at" 11986 13702 9709 16919 16497 3883
"1431_at" 9258 7857 8511 17364 1110 3364
"1438_at" 1987 484 394 13531 19871 15629
"1487_at" 20636 20963 17027 5761 4429 20768
"1494_f_at" 21011 11097 11571 2685 272 443
"1598_g_at" 1348 4199 13400 4318 4466 21567
"160020_at" 22019 10076 9852 21841 319 6188
"1729_at" 19145 17133 2959 19595 2079 6820
"1773_at" 19297 18428 21733 6728 20771 21845
"177_at" 10547 14606 9566 4494 15479 16728
"179_at" 20063 19518 21 17090 21914 21756
"1861_at" 15488 21102 1698 20052 20093 17828
"200000_s_at" 16063 5526 2840 10078 18808 17478
"200001_at" 3911 17480 14454 8691 6873 17889
"200002_at" 14918 4374 16714 18642 17162 17501
"200003_s_at" 5362 16233 13215 13344 18679 18907
"200004_at" 3972 17513 12793 16730 18085 4288
"200005_at" 6156 5601 13946 17194 6177 9928
"200006_at" 5877 4146 13693 18334 18149 10314
"200007_at" 16019 18976 2653 9784 18075 18023
"200008_s_at" 15743 4389 15890 9710 6486 3299
"200009_at" 15910 3561 13285 10399 7056 7076
"200010_at" 18327 4242 13404 13346 6551 19007
"200011_s_at" 14688 17539 13544 17989 18740 17051
"200012_x_at" 2685 5262 1458 13310 7025 9491
"200013_at" 15351 5761 2474 13284 17390 9696
"200014_s_at" 3760 16591 13435 8463 6169 7120
"200015_s_at" 4384 3200 14255 20228 7706 6530
"200016_x_at" 929 17877 2468 13283 6693 9078
"200017_at" 4207 9074 13538 13432 7958 19205
"200018_at" 6208 17039 2096 13425 19707 19638
"200019_s_at" 17516 5815 1793 13400 6682 8675
"200020_at" 17893 17927 2383 16885 5593 18491
"200021_at" 17947 9333 661 13515 6625 9868
"200022_at" 15166 9466 1474 13356 17998 21200
"200023_s_at" 4754 19158 13338 9924 5591 10020
"200024_at" 1563 17459 1979 13402 17743 18704
"200025_s_at" 4125 18883 2834 13424 8731 17933
"200026_at" 5969 4807 2350 13519 20744 16968
"200027_at" 15124 4449 15198 19385 18475 8828
"200028_s_at" 5066 4613 2651 18877 7272 19516
"200029_at" 4139 5233 1546 13390 5333 8207
"200030_s_at" 14853 16760 2970 9820 6445 7353
"200031_s_at" 15726 9066 2285 13418 17514 9387
"200032_s_at" 5686 9425 2430 13434 18914 19728
"200033_at" 16115 17541 14483 19757 6687 9336
"200034_s_at" 14677 17394 1829 13349 8347 20672
"200035_at" 470 3839 14638 8441 18619 7548
"200036_s_at" 20217 15841 12810 13336 17580 9121
"200037_s_at" 3209 16264 17362 20145 6740 18472
"200038_s_at" 4393 9271 15693 13496 4973 8925
"200039_s_at" 4941 19785 14217 10492 8709 19064
"200040_at" 5966 16471 15475 11080 19814 17934
"200041_s_at" 4671 16686 1604 7527 4197 8112
"200042_at" 16068 18329 17284 16752 18142 9320
"200043_at" 17797 16362 19837 17841 6360 8886
"200044_at" 17283 18354 16791 7317 17462 8268
"200045_at" 15197 17126 13797 11196 8734 7927
"200046_at" 15241 19447 15668 11060 4460 20833
"200047_s_at" 4824 20570 1997 9804 17251 18576
"200048_s_at" 15898 15474 13563 18851 18514 18258
"200049_at" 16471 20449 19792 18911 20403 9093
"200050_at" 14950 19238 1209 20008 19216 7816
"200051_at" 17810 1346 1605 6854 18183 10305
"200052_s_at" 15818 3172 16472 10557 7204 7576
"200053_at" 14867 2776 19457 20399 2234 2212
"200054_at" 17812 19296 13913 16534 3374 5334
"200055_at" 5995 15321 17218 11316 8635 17834
"200056_s_at" 3146 18935 19150 18810 7327 6107
"200057_s_at" 16912 15507 15683 18083 6438 18196
"200058_s_at" 15411 4542 17132 9657 17531 8818
"200059_s_at" 3135 16807 15532 10766 6258 8798
"200060_s_at" 16489 5271 14737 16697 18129 10175
"200061_s_at" 4927 8948 13332 13416 8050 18203
"200062_s_at" 15285 9035 6031 13332 8516 16997
"200063_s_at" 3500 9415 16027 13458 17931 18626
"200064_at" 16456 4328 2948 17638 8225 10522
"200065_s_at" 16349 15633 2801 10248 6862 9205
"200066_at" 4236 3622 16627 10793 19445 7930
"200067_x_at" 4142 5704 15049 11390 18952 8235
"200068_s_at" 2487 15903 14200 16532 4963 10475
"200069_at" 19956 951 12790 9113 1414 5242
"200070_at" 1180 21832 19791 5903 21164 6040
"200071_at" 3155 4570 18524 16600 6833 8863
"200072_s_at" 6153 5095 12797 19590 7316 6967
"200073_s_at" 6165 16414 15990 9985 17943 9931
"200074_s_at" 4832 3534 13965 10470 17257 17068
"200075_s_at" 5310 18372 15377 8133 20693 6772
"200076_s_at" 16587 15768 16007 7640 7762 6891
"200077_s_at" 16345 19298 14700 13444 6080 18981
"200078_s_at" 16227 15996 18411 18038 19374 5675
"200079_s_at" 16910 17700 2837 10076 8603 17009
"200080_s_at" 4547 16997 2020 17754 18606 18709
"200081_s_at" 6247 5037 12930 10736 6870 9041
"200082_s_at" 5085 5400 2487 13446 17613 19050
"200083_at" 1621 17488 13165 19323 6434 10195
"200084_at" 5732 18652 16596 17163 5699 6132
"200085_s_at" 5601 4946 2763 16559 7252 17217
"200086_s_at" 2587 16024 14294 9265 17259 18452
"200087_s_at" 5644 3227 2473 18210 5863 8824
"200088_x_at" 15730 8739 6271 13341 6724 9896
"200089_s_at" 16923 4774 14607 13481 8167 9233
"200090_at" 3631 20142 21387 9770 19600 6526
"200091_s_at" 17612 17595 2389 13375 19123 17019
"200092_s_at" 18595 4317 1017 13464 8003 19540
"200093_s_at" 15143 3031 13907 9882 17123 9439
"200094_s_at" 18731 15330 14804 10826 8590 19623
"200095_x_at" 18653 8938 1864 13503 17301 8927
"200096_s_at" 4818 5918 359 9554 17472 19185
"200097_s_at" 3627 19753 16523 20110 18109 19565
"200098_s_at" 1940 5097 16240 17696 3446 17118
"200099_s_at" 15747 8848 2771 13466 6808 18681
"200593_s_at" 5826 4219 18183 18865 6800 7698
"200594_x_at" 16579 19120 2390 18132 6520 17273
"200595_s_at" 2844 2832 17851 17823 5095 9472
"200596_s_at" 4402 1986 15104 17590 18519 5524
"200597_at" 15834 5758 15425 18670 2959 6363
"200598_s_at" 20124 15661 13675 18262 19936 9953
"200599_s_at" 2342 16036 13018 11458 20000 9201
"200600_at" 14176 6825 11229 9919 10412 17233
"200601_at" 17545 21382 17675 8700 20313 18035
"200602_at" 19303 16865 14629 19720 20419 21332
"200603_at" 1462 19061 16550 8961 3645 17253
"200604_s_at" 3551 3820 19856 4313 3305 4836
"200605_s_at" 2628 3077 20843 4261 1804 5639
"200606_at" 15953 16615 16706 7540 6735 20536
"200607_s_at" 3539 2883 17897 17293 4839 7298
"200608_s_at" 919 17942 14224 16577 6665 18983
"200609_s_at" 3166 21306 16024 16770 20048 4712
"200610_s_at" 5718 16001 13231 11045 6637 17220
"200611_s_at" 6260 5323 18654 9293 17178 19284
"200612_s_at" 1508 4329 15284 21164 6793 20812
"200613_at" 16469 5478 12854 8563 19159 10469
"200614_at" 15141 5693 2620 10339 19086 6222
"200615_s_at" 18882 3089 19865 9298 20405 6160
"200616_s_at" 18681 15801 14297 11136 8520 17769
"200617_at" 4289 15957 13853 3985 5803 6979
"200618_at" 5258 21008 2871 8478 19101 18055
"200619_at" 399 5372 13098 4029 4300 10405
"200620_at" 19807 16419 14862 11428 7883 9644
"200621_at" 4593 18150 2237 11307 6490 6163
"200622_x_at" 15752 2795 16205 8682 3725 10486
"200623_s_at" 4775 16339 21555 3422 3831 20752
"200624_s_at" 1719 16931 18248 8904 7340 7683
"200625_s_at" 5249 16386 18188 17426 20491 5510
"200626_s_at" 5398 20989 20432 18643 5875 17392
"200627_at" 5719 16187 13910 17801 18471 9804
"200628_s_at" 6142 1400 14336 19985 5969 21166
"200629_at" 2122 18660 1812 20735 17895 3312
"200630_x_at" 19993 19183 13793 17062 5617 20497
"200631_s_at" 15956 16444 2056 17089 5063 8031
"200632_s_at" 354 20984 18961 6267 18888 19150
"200633_at" 15842 9023 13058 13415 17488 18102
"200634_at" 14900 16534 15528 9810 17195 17425
"200635_s_at" 5191 18553 13420 14463 19937 20091
"200636_s_at" 1972 4074 18136 16326 21509 9625
"200637_s_at" 20558 1786 13317 12146 21329 5086
"200638_s_at" 2944 17167 15065 6407 5319 18220
"200639_s_at" 184 2890 2029 5132 7696 9025
"200640_at" 16039 4741 1464 6575 5021 10376
"200641_s_at" 5636 5462 14362 6296 7941 4959
"200642_at" 15100 2645 13863 11466 17527 9143
"200643_at" 15092 15557 20397 2860 17115 18188
"200644_at" 16047 17096 18394 19873 6576 21427
"200645_at" 17907 18157 15931 17951 18406 18112
"200646_s_at" 16790 17987 20028 1624 21359 7646
"200647_x_at" 1996 15729 14422 10881 17892 2294
"200648_s_at" 1789 17235 20818 10166 19731 4275
"200649_at" 5776 16131 563 4711 21852 21755
"200650_s_at" 3828 18614 1921 13300 17091 17125
"200651_at" 15592 5908 12703 13493 18120 9542
"200652_at" 16318 16066 16500 18478 7961 4485
"200653_s_at" 17307 19316 18350 7410 17368 19884
"200654_at" 17793 18199 14551 10222 17648 8497
"200655_s_at" 2903 3788 1910 16967 17749 10157
"200656_s_at" 5817 3493 15469 19160 18422 17588
"200657_at" 4372 5901 1693 17082 7317 18020
"200658_s_at" 17016 4397 12770 16544 6023 18338
"200659_s_at" 20198 2336 2327 18594 17287 20205
"200660_at" 2172 18543 17234 19616 19631 21677
"200661_at" 6287 2006 13033 9757 17884 20046
"200662_s_at" 4304 19023 15079 19702 19802 9029
"200663_at" 17453 16874 13555 19380 17755 17550
"200664_s_at" 20208 20698 13166 20077 19805 20310
"200665_s_at" 7195 14756 4246 12266 9868 16308
"200666_s_at" 5950 4668 15460 19426 18421 5436
"200667_at" 19619 2788 13177 10809 3681 5153
"200668_s_at" 3239 17880 13758 17037 18542 17316
"200669_s_at" 5892 18928 17587 8994 4246 10286
"200670_at" 4099 16749 15796 20791 5508 8228
"200671_s_at" 12184 21076 18763 19062 4 6120
"200672_x_at" 22118 5960 21260 21961 784 4632
"200673_at" 15476 18525 13242 18999 8027 8547
"200674_s_at" 6083 5344 2589 13468 16980 10375
"200675_at" 5390 19832 13481 16886 18946 10167
"200676_s_at" 21099 5762 161 9153 5797 5852
"200677_at" 14732 18035 17559 6652 7531 19750
"200678_x_at" 16615 3849 16943 9778 19336 8462
"200679_x_at" 17980 16296 15972 8055 19210 18092
"200680_x_at" 17663 18217 2395 13507 7236 10100
"200681_at" 6233 5425 2874 17286 17944 9513
"200682_s_at" 4416 16320 16684 10803 8654 10033
"200683_s_at" 21569 18785 15095 17260 5018 7383
"200684_s_at" 17698 3475 19823 18217 18242 20955
"200685_at" 11039 20416 13100 6928 20204 19010
"200686_s_at" 2579 18759 20413 19229 17703 21632
"200687_s_at" 3915 18877 21564 18442 19997 6991
"200688_at" 3466 21527 15563 3599 1214 18088
"200689_x_at" 5654 17333 14214 13500 8849 9554
"200690_at" 17209 2749 15928 18648 6288 3974
"200691_s_at" 5610 15940 14274 19152 17155 8739
"200692_s_at" 18510 19899 16926 9359 3781 9375
"200693_at" 4865 5930 13586 17993 5238 17531
"200694_s_at" 16133 15733 13410 17317 17593 9725
"200695_at" 17251 21194 272 19976 1546 2225
"200696_s_at" 18698 1059 2481 20033 4902 21896
"200697_at" 15525 2888 19154 9895 6082 6527
"200698_at" 5724 5707 17874 7414 5698 7705
"200699_at" 1699 5926 2892 4848 7274 9465
"200700_s_at" 17874 18967 2645 8066 6281 2324
"200701_at" 14785 4480 14149 17498 5994 18118
"200702_s_at" 3425 15769 20208 11464 731 6003
"200703_at" 3576 17878 15629 20392 19019 5298
"200704_at" 21404 2366 13180 6210 7169 10111
"200705_s_at" 14849 3241 2224 13348 19461 10370
"200706_s_at" 15292 15456 13395 5264 3239 4237
"200707_at" 18228 5368 12851 5340 2765 3595
"200708_at" 2595 15845 14752 18868 6526 9574
"200709_at" 1510 2197 17691 17224 1822 8542
"200710_at" 18183 20778 14579 9625 3702 20238
"200711_s_at" 19023 15955 13379 10344 6692 6038
