"inst_3082" "inst_3096" "inst_4633" "inst_5400" "inst_5694" "inst_6299" "inst_6459" "inst_6473"
"200595_s_at" 4567 15721 18258 16756 16707 4921 7686 15997
"200596_s_at" 9201 16639 5553 19711 18150 16473 16645 18564
"200597_at" 4957 15097 19063 3329 16479 7181 2270 18714
"200598_s_at" 4736 15007 10050 17943 15850 7603 8069 6696
"200599_s_at" 9686 11084 7875 17069 13923 4277 15412 16285
"200600_at" 17656 11455 8026 2187 1301 15432 1445 14716
"200601_at" 18382 18622 19711 16142 21026 7659 21304 6716
"200602_at" 4458 11074 18747 4912 20824 19634 18897 14450
"200603_at" 3458 11066 20108 6977 15137 4068 6873 17129
"200604_s_at" 4496 20853 6080 6075 19146 5303 5273 5397
"200605_s_at" 18098 20422 9685 18625 14367 16504 4129 4304
"200606_at" 18302 16314 17638 5728 17910 4231 3273 17102
"200607_s_at" 7606 13231 1854 18267 17109 7639 3530 14535
"200608_s_at" 5436 14456 9938 16027 15264 3836 7630 14985
"200609_s_at" 2830 10621 5580 17229 10827 4184 14922 18695
"200610_s_at" 10541 14376 20070 3800 15455 17416 15876 6400
"200611_s_at" 10673 19255 6856 15332 18991 18853 15982 14838
"200612_s_at" 3421 14084 5174 7455 12679 18785 21553 13895
"200613_at" 20579 16003 4699 16209 15703 16449 14595 5116
"200614_at" 9350 11903 6983 17197 4207 15719 14701 14363
"200615_s_at" 10388 10794 6127 16645 17929 19774 19483 3269
"200616_s_at" 3030 16098 5703 16072 11188 15935 14947 16353
"200617_at" 10658 14389 10111 19687 15934 16999 19585 14980
"200618_at" 6423 17191 5954 3963 17322 3677 16551 17908
"200619_at" 17641 14239 16593 5306 17602 20401 18154 18136
"200620_at" 6956 10814 5138 6080 10180 3481 5023 5745
"200621_at" 8100 10884 7181 7908 17366 18543 7377 16284
"200622_x_at" 2734 11736 4155 19266 18626 18002 15529 16805
"200623_s_at" 21272 10586 20449 15664 3898 18483 15364 16025
"200624_s_at" 8013 18936 5255 4613 17579 16373 5953 17411
"200625_s_at" 10086 11673 9547 8228 13719 4504 15767 4456
"200626_s_at" 2396 14356 3762 4805 10329 3126 6408 18739
"200627_at" 9403 13932 5768 17233 12139 4368 4752 14396
"200628_s_at" 5016 20005 862 3477 14670 3280 4441 3174
"200629_at" 5493 3144 4779 8468 17376 15388 15398 16931
"200630_x_at" 6726 10647 17541 6123 3949 2303 5588 14629
"200631_s_at" 7128 15557 18122 15359 13212 16368 15064 14751
"200632_s_at" 17582 12935 6199 5620 2583 4224 21340 2531
"200633_at" 17891 10250 11783 10431 9977 10053 9831 9029
"200634_at" 8178 13875 7320 8234 3562 7198 17688 14301
"200635_s_at" 11742 8173 7558 20094 2564 7595 15596 16737
"200636_s_at" 10829 4578 20951 4758 20373 14996 19006 17833
"200637_s_at" 12963 5305 17434 18828 18630 1027 16028 3055
"200638_s_at" 10727 17061 5598 6791 13786 15046 7145 6244
"200639_s_at" 7568 19423 17333 5141 14368 15464 16500 18241
"200640_at" 17979 16976 8493 17074 12621 16952 15245 17017
"200641_s_at" 17450 16723 1253 17287 11607 6318 2210 1333
"200642_at" 10551 16009 8508 16056 13153 16264 15366 6012
"200643_at" 5238 10944 4583 17130 10816 3464 18975 16113
"200644_at" 6211 17849 9965 6301 16226 18887 15755 18645
"200645_at" 3487 11884 7833 16925 14973 4286 7261 14033
"200646_s_at" 19888 20402 17493 15863 22175 20997 21427 18769
"200647_x_at" 18548 14907 19728 8145 18704 21427 18978 4196
"200648_s_at" 5386 14765 850 4834 20913 3042 17549 20236
"200649_at" 4149 20845 8292 20516 15541 20834 20679 20439
"200650_s_at" 18107 10010 11707 7368 10405 7074 5052 5439
"200651_at" 10240 2958 4988 6347 13372 15012 7876 13675
"200652_at" 9162 17439 16489 15289 18490 18133 14978 19219
"200653_s_at" 5280 16523 3527 18899 12959 5960 8126 17049
"200654_at" 8702 13255 9427 6255 21644 18851 6905 14566
"200655_s_at" 4597 16418 19663 15529 10514 7066 14714 15671
"200656_s_at" 5025 14624 2917 6760 13636 15446 18818 6214
"200657_at" 7241 12541 18751 5278 4272 7335 6990 5604
"200658_s_at" 8552 15503 5383 17191 14717 6532 16340 14423
"200659_s_at" 18072 12386 5015 3472 15464 16811 4669 5126
"200660_at" 5517 10626 9550 15566 16844 7588 14596 5182
"200661_at" 4870 16771 3827 17499 16694 17840 6307 3933
"200662_s_at" 4170 13232 6036 5400 16503 5903 2842 6262
"200663_at" 2475 11550 16314 6434 11900 18656 15683 16450
"200664_s_at" 5230 14082 3467 5851 14063 18415 4955 6147
"200665_s_at" 14782 7105 3729 8797 8920 9813 14298 13224
"200666_s_at" 20260 13921 9202 6874 17626 19951 19522 19040
"200667_at" 18118 13986 19550 5682 18901 16393 4481 2994
"200668_s_at" 5191 11642 5097 16774 14636 3669 5975 14794
"200669_s_at" 5691 16660 4158 15694 13172 4102 7198 13621
"200670_at" 6799 13621 18216 15698 18828 4037 17658 16057
"200671_s_at" 707 1373 6950 2037 14943 16384 21197 4153
"200672_x_at" 5746 15766 4333 21531 14666 20437 2200 14133
"200673_at" 6278 16869 9634 5215 13571 6063 5489 16442
"200674_s_at" 18720 2418 15892 6344 3429 16750 6022 4425
"200675_at" 8052 16703 8377 15109 13776 20562 15864 17135
"200676_s_at" 6728 12505 21336 19217 9747 22175 6770 14701
"200677_at" 4896 17829 9222 5100 14554 3169 3673 6710
"200678_x_at" 4484 10546 7559 20101 10579 17976 5445 18680
"200679_x_at" 17781 11540 3639 18935 13795 16258 18041 18173
"200680_x_at" 17363 10385 17105 15488 5838 14928 16207 17274
"200681_at" 5614 14531 9129 4749 14658 15072 4628 14731
"200682_s_at" 8689 16169 2677 15808 13007 16161 16877 4578
"200683_s_at" 9678 12945 3415 15320 18873 6827 14951 7247
"200684_s_at" 6024 14656 6479 6861 9843 20919 15899 19151
"200685_at" 5378 17608 9420 5547 4305 1378 7804 3537
"200686_s_at" 5578 19813 5997 4790 17399 1999 16002 15780
"200687_s_at" 6854 15478 3870 18066 18805 19292 14571 5530
"200688_at" 8739 20587 8140 7553 14919 2375 3532 3094
"200689_x_at" 10311 10335 16393 8575 2913 18607 15855 14418
"200690_at" 540 12273 7928 16241 18294 2817 7722 6188
"200691_s_at" 6190 16011 6307 4830 16333 16471 6056 6558
"200692_s_at" 3720 16798 3877 17261 15473 4760 5412 4055
"200693_at" 6789 14967 9794 8079 15135 6862 5878 14461
"200694_s_at" 4556 3056 8793 8345 15994 5086 7654 18549
"200695_at" 20913 14537 2389 4304 19149 19337 16759 13989
"200696_s_at" 3470 15024 19089 18213 3734 21562 20977 3518
"200697_at" 19279 12867 6280 17218 13467 17811 16939 17319
"200698_at" 5725 17734 6497 15945 15159 16551 17478 16745
"200699_at" 7454 11670 18884 4313 12612 16255 6882 20064
"200700_s_at" 8868 15247 18317 16455 17011 20185 15572 14119
"200701_at" 3693 16252 6300 2505 15782 15960 6176 6418
"200702_s_at" 7237 2511 8109 18211 16052 18420 18462 16512
"200703_at" 6749 13258 16727 15423 13663 16059 6978 15462
"200704_at" 10587 18123 19481 1916 11426 3348 5263 17385
"200705_s_at" 9551 2211 7985 16565 10169 6290 5456 14109
"200706_s_at" 6797 19393 21784 15503 11562 17906 2654 6479
"200707_at" 19468 12880 3473 8511 10750 4539 5525 14375
"200708_at" 8016 11072 8616 3513 17761 19621 16700 4150
"200709_at" 20528 16647 16654 16188 14705 5342 16847 19617
"200710_at" 10083 11458 5903 18176 14497 3438 4946 4930
"200711_s_at" 17263 20453 9187 16677 12464 15993 6107 15570
"200712_s_at" 6949 14425 2921 8249 16614 17860 17970 2695
"200713_s_at" 9432 14797 6588 6053 10044 5767 5558 18457
"200714_x_at" 4435 14626 16696 7674 11391 19650 14768 4474
"200715_x_at" 8670 10908 9594 15045 12907 20276 15013 14174
"200716_x_at" 13066 5412 7526 10524 9874 5098 5914 14804
"200717_x_at" 12930 5269 11782 10428 5787 10049 9828 9026
"200718_s_at" 17775 14616 17319 6624 11824 7498 5990 15336
"200719_at" 4817 11979 17146 2481 16681 18029 16226 6462
"200720_s_at" 19981 19448 5772 17624 18629 17570 6386 15309
"200721_s_at" 7438 15749 7294 6744 18423 5060 4338 6445
"200722_s_at" 9841 17585 206 19023 15900 1634 15826 4240
"200723_s_at" 7076 14796 2819 8141 10726 5659 8111 4708
"200724_at" 493 10112 6815 6641 20239 2412 7034 2390
"200725_x_at" 18884 2741 9421 6603 3538 16008 7128 4928
"200726_at" 10590 15845 18141 16606 15773 15901 14748 13539
"200727_s_at" 7292 17142 7042 16366 16749 18725 1948 2121
"200728_at" 5957 15908 8972 17403 12935 5694 2855 1633
"200729_s_at" 5011 17107 9713 4460 17924 3929 6618 5829
"200730_s_at" 5013 20702 784 7310 13851 7527 3911 15886
"200731_s_at" 17431 18823 5419 17023 11839 17536 6704 13662
"200732_s_at" 17724 16132 5818 17196 14660 7078 16167 16895
"200733_s_at" 19400 10642 20502 6135 20008 6502 5960 16103
"200734_s_at" 19228 12912 6297 19334 17093 18634 17732 16493
"200735_x_at" 13009 5351 16083 10483 10671 17062 6757 14456
"200736_s_at" 7914 13615 18843 13713 2872 18920 10322 10273
"200737_at" 5088 15452 8856 3555 18468 16091 18284 2976
"200738_s_at" 17697 12746 15885 15605 14292 14929 8130 13806
"200739_s_at" 8346 16519 4629 7714 20739 6853 18363 3585
"200740_s_at" 7948 12264 9755 6613 14751 3672 6357 16135
"200741_s_at" 12815 5155 17144 10349 5752 15759 9756 8959
"200742_s_at" 7970 13426 6165 2817 10697 20499 17519 20336
"200743_s_at" 7493 14024 15850 4631 19481 6250 3447 16632
"200744_s_at" 7050 16701 3850 4775 13338 17136 17858 14123
"200745_s_at" 6213 14505 4493 17123 14477 3494 14470 18788
"200746_s_at" 8021 13001 16649 5590 17508 15205 15225 16557
"200747_s_at" 2618 14680 3286 19053 13591 21586 4515 13490
"200748_s_at" 7712 13597 6498 6934 10343 7464 15793 4098
"200749_at" 6218 17581 8673 15994 19334 6056 5867 18879
"200750_s_at" 17284 12073 9611 16878 14286 17119 15500 6992
"200751_s_at" 9374 16436 1804 7545 12191 16067 14520 2779
"200752_s_at" 8360 21375 5866 19048 17891 4384 16717 5851
"200753_x_at" 8017 18513 3906 17355 16476 15169 4555 13697
"200754_x_at" 10586 14191 6718 5844 10978 16157 5058 15155
"200755_s_at" 3490 15882 5294 3193 13759 1884 19581 13581
"200756_x_at" 20436 20241 1708 1843 9793 18088 15092 3002
"200757_s_at" 5638 13291 5883 4278 10211 15576 2663 3038
"200758_s_at" 5687 11111 6984 7477 12635 17373 14543 20250
"200759_x_at" 9220 13110 8023 2562 10896 6412 5308 17562
"200760_s_at" 9445 20302 3606 15370 14518 19199 20916 14401
"200761_s_at" 9012 13853 3203 15012 19669 4925 3233 5176
"200762_at" 7992 15548 17514 3796 17875 18595 15759 17450
"200763_s_at" 13032 5366 9230 15956 4087 19125 14983 6617
"200764_s_at" 9746 20324 12390 5454 12358 14055 18391 14864
"200765_x_at" 704 3016 11699 6781 14944 9462 6710 6936
"200766_at" 21444 15253 5564 2828 20973 561 6689 17485
"200767_s_at" 18843 21597 1543 15608 14322 20667 18719 3548
"200768_s_at" 3660 16845 19721 15606 16373 4386 18461 18347
"200769_s_at" 2556 14369 1816 4711 13562 2123 3393 5324
"200770_s_at" 9897 14774 2651 2519 12083 16882 16695 19164
"200771_at" 9891 18154 16206 6878 12566 6043 7636 3181
"200772_x_at" 9579 10230 6124 17741 11134 17370 17907 16279
"200773_x_at" 7904 10064 9785 8042 10677 3535 5945 14326
"200774_at" 6783 12000 6523 18755 11081 15374 6768 6985
"200775_s_at" 4684 18193 16533 5180 3964 2621 6007 13829
"200776_s_at" 7429 16605 1290 3195 14042 7392 5359 4108
"200777_s_at" 9284 13131 3819 7691 10954 17440 7769 5305
"200778_s_at" 6672 18954 6085 15686 11954 6287 5760 15529
"200779_at" 7186 9978 7932 7857 12649 17366 2420 3710
"200780_x_at" 5810 10018 6744 7581 4033 5351 7880 6797
"200781_s_at" 18401 2627 8197 15758 4342 16969 15344 5642
"200782_at" 3610 12024 18271 6975 14209 7064 7846 6428
"200783_s_at" 10280 18656 7226 16102 12899 6513 6371 16626
"200784_s_at" 14759 7316 846 8616 6701 13315 11453 10926
"200785_s_at" 13949 6768 1348 14168 4715 8990 9159 13211
"200786_at" 19017 16830 8765 15367 12770 17526 15166 15965
"200787_s_at" 19429 15900 7424 20932 18073 21544 6696 3268
"200788_s_at" 9778 11478 5707 7167 4313 5778 4418 15660
"200789_at" 19352 2619 9527 1984 15533 1594 18146 17711
"200790_at" 5356 14285 8167 15815 14793 15020 5094 4683
"200791_s_at" 17222 17122 5103 20258 19980 19804 17608 5349
"200792_at" 9209 11048 7886 17776 15202 16782 7593 17988
"200793_s_at" 6201 13752 6235 20909 12065 19417 18260 19984
"200794_x_at" 6550 14228 16233 15524 14048 6774 7617 14785
"200795_at" 13924 8903 21040 6696 10079 820 7383 21146
"200796_s_at" 20568 22086 17935 4296 22121 1226 3821 3155
"200797_s_at" 8553 15763 20023 6092 12481 20523 5512 15584
"200798_x_at" 19268 18386 4014 3506 16953 6624 5464 17038
"200799_at" 11415 5308 20507 16227 3558 7166 16533 19991
"200800_s_at" 4029 20274 3201 7531 14583 16632 18783 17499
"200801_x_at" 10686 10537 11709 7816 3984 4778 6431 4704
"200802_at" 7476 3136 6016 17295 16679 19765 5463 5235
"200803_s_at" 6289 13293 5414 6759 10825 5150 7150 15890
"200804_at" 7633 15892 5593 17496 16342 6837 15281 5156
"200805_at" 10565 21621 8596 20257 17791 3713 18908 20139
"200806_s_at" 8427 13928 5907 6489 10543 15268 6592 14263
"200807_s_at" 9123 11080 16168 6435 10082 7365 8043 13860
"200808_s_at" 10397 16557 4814 3491 4337 19940 21404 14146
"200809_x_at" 12793 5138 16173 16161 3511 17564 15356 6515
"200810_s_at" 4760 16499 18198 15063 14041 17783 15565 19588
"200811_at" 17385 20945 2040 4329 19060 4866 16616 19999
"200812_at" 8462 16753 9881 6178 14817 17131 17802 16433
"200813_s_at" 8407 13834 6229 15437 2581 19816 14535 18097
"200814_at" 7539 13103 16915 4636 18126 18370 7620 7131
"200815_s_at" 17232 12691 9735 18919 13308 6647 15636 5956
"200816_s_at" 7004 17139 18821 16845 17621 16190 6517 18204
"200817_x_at" 12790 5135 11716 10338 5744 9911 9743 8945
"200818_at" 8991 12140 8115 2221 11768 15325 15447 13804
"200819_s_at" 12939 5281 8794 16315 11926 19012 17232 16281
"200820_at" 18509 13478 8888 17068 16012 5989 7952 15832
"200821_at" 17392 18240 20151 6728 20890 16288 5001 16564
"200822_x_at" 7683 12358 6316 18998 18722 16984 15756 13604
"200823_x_at" 10142 10187 6521 7213 10581 7462 6802 3304
"200824_at" 19713 565 7796 2062 15190 7663 2533 248
"200825_s_at" 5160 12234 6279 16937 14990 15480 17490 17455
"200826_at" 9562 9982 6242 15689 12878 16452 16090 15655
"200827_at" 17321 958 7164 20937 10659 6720 20490 6584
"200828_s_at" 10476 20114 2967 6058 13899 6852 4686 5978
"200829_x_at" 5542 16525 9902 8439 20524 5291 6697 14606
"200830_at" 18428 18142 8263 4494 14607 1331 16931 16566
"200831_s_at" 19298 18813 8175 6700 14800 19464 19802 3842
"200832_s_at" 4264 11009 8483 8284 15099 4038 14761 15219
"200833_s_at" 17444 15183 20253 6019 18480 15142 17593 17228
"200834_s_at" 12851 5187 11745 8404 10474 7526 15351 6285
"200835_s_at" 219 20647 691 21341 9744 1255 20365 21103
"200836_s_at" 939 19 5849 2249 15986 19722 1155 13957
"200837_at" 18277 18871 18312 4537 20281 4942 17188 2497
"200838_at" 4954 12906 7431 15624 16411 15950 17391 6505
"200839_s_at" 4062 12226 7921 6837 15993 6990 18061 17208
"200840_at" 8798 13181 18035 5801 10162 5872 7136 14185
"200841_s_at" 7541 17172 1829 16284 9990 6204 15114 14908
"200842_s_at" 7291 11631 8838 16294 16769 15941 5390 13491
"200843_s_at" 5278 10342 15870 7238 16514 7629 7909 17072
"200844_s_at" 5092 2325 7629 5070 13957 15089 7245 16119
"200845_s_at" 8378 13140 16289 7438 14654 7282 5895 14952
"200846_s_at" 10377 20218 5887 7998 13717 18421 15456 5770
"200847_s_at" 4558 2640 19600 4986 17470 15482 3194 4899
"200848_at" 6737 15104 7247 20226 16818 3668 7477 3359
"200849_s_at" 5005 11370 3082 16434 21499 6968 19463 20529
"200850_s_at" 7879 15164 16871 15961 19487 15988 5835 18917
"200851_s_at" 17771 16203 16154 3962 11699 4454 3321 19788
"200852_x_at" 2588 2233 9402 18215 19821 19887 5917 13505
"200853_at" 18124 11627 16662 6635 12276 7579 16528 6086
"200854_at" 20005 15114 4653 17728 3504 6516 20276 17953
"200855_at" 8870 19304 3131 18440 1801 17560 6832 6621
"200856_x_at" 20540 10737 20982 20695 2064 3704 20858 4801
"200857_s_at" 7299 15163 3885 8390 10728 1591 15304 20633
"200858_s_at" 7368 10548 17083 16944 3977 6826 17867 14160
"200859_x_at" 8835 13896 4026 3055 19583 6863 19428 18756
"200860_s_at" 18514 16822 16358 7114 16017 18664 5848 5849
"200861_at" 19501 20039 1477 5988 12350 4248 17292 6783
"200862_at" 20009 16153 6715 17729 17557 18242 17200 18497
"200863_s_at" 10678 13912 15960 16049 12536 16198 7404 7172
"200864_s_at" 8773 20311 7040 18651 13107 18177 14593 5967
"200865_at" 138 9669 168 11444 11785 19047 11775 8151
"200866_s_at" 10301 18835 1198 5937 13251 15282 20414 14313
"200867_at" 10499 14353 5437 7143 11209 7555 14784 6806
"200868_s_at" 20333 20245 5460 17159 17560 17960 5563 4821
"200869_at" 12828 5166 8924 10361 3156 15212 16004 6554
"200870_at" 6444 14515 9478 2271 13407 6812 4305 14948
"200871_s_at" 8666 18930 17266 15321 15061 17713 17868 16213
"200872_at" 5406 11489 7523 17145 10164 17336 16027 6241
"200873_s_at" 9041 10161 16338 8525 3897 16330 14582 16918
"200874_s_at" 5401 18382 17884 18534 17735 22041 15125 2663
"200875_s_at" 8009 2380 18056 15857 15889 16778 16793 18969
"200876_s_at" 9889 13719 10090 6377 11214 16618 6820 7110
"200877_at" 17601 12793 8526 15297 12454 18908 17003 6292
"200878_at" 18774 2302 4785 2573 12150 15443 19244 4976
"200879_s_at" 12166 3458 16918 12289 777 8308 1010 1255
"200880_at" 6839 19100 9645 15725 13709 17610 16692 14111
"200881_s_at" 17564 15999 3168 16396 14378 18765 15919 15338
"200882_s_at" 8998 11955 7541 15577 15315 7383 16550 15430
"200883_at" 7252 14279 5943 5717 17598 7080 14498 3134
"200884_at" 7993 17363 16525 4224 13327 19591 18122 13859
"200885_at" 19571 16434 4783 7194 15334 18038 19188 15016
"200886_s_at" 7998 11235 10102 7344 9818 6587 15989 14120
"200887_s_at" 2784 20485 17193 7123 13962 7015 5016 14304
"200888_s_at" 8561 10066 20813 5786 12718 17300 14805 7184
"200889_s_at" 4222 17468 4555 7380 11375 3161 5372 6624
"200890_s_at" 8035 19545 4080 18870 15173 3037 2832 4180
"200891_s_at" 20926 19003 17903 17538 13692 18934 18455 16438
"200892_s_at" 6338 18576 4789 17936 18221 7532 15180 15115
"200893_at" 9542 14777 16235 16013 15045 18032 6312 6766
"200894_s_at" 19644 17519 5424 7866 14613 15060 17582 7212
"200895_s_at" 8589 21275 3346 19931 18271 18563 6881 16415
"200896_x_at" 9864 11905 9627 17448 11233 6460 16571 16826
"200897_s_at" 2465 2969 7058 3445 17886 5705 6436 3409
"200898_s_at" 5169 20709 2581 3280 14077 21510 19560 21120
"200899_s_at" 3452 18715 17883 7725 12567 3527 16918 6664
"200900_s_at" 8579 11928 3036 16635 12505 18895 5114 15480
"200901_s_at" 10327 11708 8412 15691 18334 2185 3668 15124
"200902_at" 7162 12048 9776 7508 15073 4819 6771 16343
"200903_s_at" 3316 13541 7308 4395 10944 2758 6076 15270
