"inst_2560" "inst_3422" "inst_3765" "inst_3847" "inst_3940" "inst_4322"
"1007_s_at" 1707 4227 6327 5809 3551 3320
"1053_at" 18279 13563 10741 18833 18718 9999
"117_at" 9713 4966 4778 10561 8319 11019
"121_at" 19006 1444 7357 18776 20662 19584
"1255_g_at" 7479 9721 14627 10089 8653 13911
"1294_at" 2382 3749 6262 15902 17076 4136
"1316_at" 21745 8470 4656 2925 19246 19431
"1320_at" 5037 6280 5737 21732 21772 1749
"1405_i_at" 10785 8939 12747 10110 11399 16297
"1431_at" 2645 7560 4188 17598 2018 11304
"1438_at" 3929 3051 7637 3411 2224 644
"1487_at" 11647 19668 9124 17901 18142 1234
"1494_f_at" 14768 13770 2573 6406 593 19627
"1598_g_at" 979 18060 11066 15304 19601 5682
"160020_at" 13319 6333 9174 786 22055 275
"1729_at" 2887 18050 16963 16809 14790 2125
"1773_at" 15355 21089 18267 17162 14473 20843
"177_at" 16747 5905 20667 18747 2610 985
"179_at" 1077 20942 2750 17461 18369 6331
"1861_at" 21355 14856 21198 14629 21238 10087
"200000_s_at" 10845 16147 7696 16801 14455 5085
"200001_at" 16806 3846 4101 15464 12425 5906
"200002_at" 11533 13744 8805 16056 13408 10184
"200003_s_at" 4523 14379 12555 10074 7581 13256
"200004_at" 12813 14191 9625 18151 5354 8394
"200005_at" 15261 14686 9002 14625 14305 2871
"200006_at" 15287 17474 9082 17208 6100 11638
"200007_at" 12818 4794 8162 7593 14663 11371
"200008_s_at" 18200 4404 19066 4753 18237 18445
"200009_at" 16672 14800 8346 16936 5515 8146
"200010_at" 10667 13900 6403 14939 13092 7645
"200011_s_at" 12013 13679 4866 6790 3072 3067
"200012_x_at" 2657 2470 16808 7300 15009 18278
"200013_at" 11236 15600 10264 17407 12903 11272
"200014_s_at" 16023 13677 9248 14893 5086 10769
"200015_s_at" 13833 20638 6024 16552 12584 9658
"200016_x_at" 4454 4767 12507 8195 7494 10489
"200017_at" 4619 13333 12627 10199 7704 13359
"200018_at" 4611 4796 12622 10187 7694 13347
"200019_s_at" 10739 15464 9522 17818 11966 8667
"200020_at" 20536 19373 5686 7995 11730 3346
"200021_at" 4723 13254 12695 10329 7842 20107
"200022_at" 4539 2674 16894 8057 7603 8250
"200023_s_at" 12359 13184 7924 16633 5667 5183
"200024_at" 9542 2555 9546 15718 13991 17786
"200025_s_at" 4610 3177 8343 14523 7690 8646
"200026_at" 4730 13349 12697 6109 7846 17864
"200027_at" 14485 3955 5403 7050 11471 8380
"200028_s_at" 18040 3019 5078 5116 5260 4883
"200029_at" 4574 4722 10617 6969 6031 17445
"200030_s_at" 11801 4048 16331 15203 5936 17711
"200031_s_at" 4602 13581 12616 10174 7682 13339
"200032_s_at" 4621 4548 18019 10201 7710 18330
"200033_at" 13308 14042 9460 15665 11739 10920
"200034_s_at" 10675 3261 16030 6054 12487 18866
"200035_at" 18185 3612 2254 20745 1657 597
"200036_s_at" 11624 14421 17513 18956 12936 10894
"200037_s_at" 13064 13938 19115 15007 4739 9390
"200038_s_at" 4705 14917 16816 14798 7818 11640
"200039_s_at" 17543 15138 9699 18878 15910 6824
"200040_at" 17606 15486 9850 18117 12336 4200
"200041_s_at" 15463 16104 5488 19433 12232 3698
"200042_at" 17373 14224 5286 15688 14593 3990
"200043_at" 14456 18345 10386 3037 11765 19395
"200044_at" 11957 18378 10309 17458 14555 8033
"200045_at" 15035 13603 5268 20145 6092 4249
"200046_at" 15013 16852 4488 17061 13957 6092
"200047_s_at" 17492 20294 10017 6360 5631 7927
"200048_s_at" 18554 16329 9775 16287 4630 9186
"200049_at" 9372 15311 3940 3188 16789 853
"200050_at" 14585 14504 16229 3455 16178 9027
"200051_at" 17319 16519 17668 15076 15132 4010
"200052_s_at" 20486 14524 9021 15168 15512 3825
"200053_at" 20003 17372 7271 522 3028 7633
"200054_at" 15157 1327 3149 15025 15426 3415
"200055_at" 14013 20897 7821 20133 16097 5252
"200056_s_at" 10926 17869 7389 18016 14320 11341
"200057_s_at" 11629 15821 9586 5413 6145 7032
"200058_s_at" 15619 18579 8040 6724 12605 2424
"200059_s_at" 12087 14020 16638 6712 12530 10517
"200060_s_at" 16983 17426 9719 17888 15265 4204
"200061_s_at" 4599 14351 12615 10171 7680 19221
"200062_s_at" 4510 4132 12544 10057 7563 13245
"200063_s_at" 4649 13994 12649 10241 7752 13392
"200064_at" 12452 14376 7596 5432 4010 7049
"200065_s_at" 17652 16184 9039 7327 4103 7498
"200066_at" 14309 17011 19918 17744 2514 1829
"200067_x_at" 14611 13605 9333 15715 12683 11226
"200068_s_at" 11828 13449 8194 15091 4480 5894
"200069_at" 16439 18776 17799 18278 12843 3139
"200070_at" 21561 20576 3524 7799 14545 20127
"200071_at" 15097 17595 4923 7989 13816 17955
"200072_s_at" 18102 16563 10099 14968 14341 4846
"200073_s_at" 13985 15959 5541 5626 13870 8412
"200074_s_at" 10956 14251 10365 15201 14261 10902
"200075_s_at" 18619 19261 16415 16945 15587 5615
"200076_s_at" 18562 17501 5056 16836 4874 3631
"200077_s_at" 2908 3132 10160 7770 12954 17841
"200078_s_at" 15246 4476 4139 18896 15153 5010
"200079_s_at" 21308 15577 6328 7821 5268 5236
"200080_s_at" 2589 2992 18507 4928 7744 20043
"200081_s_at" 11912 4400 10213 15330 13339 17400
"200082_s_at" 4637 2834 18090 16148 7733 18722
"200083_at" 9963 18743 6919 6578 4572 4323
"200084_at" 15285 15591 9718 7216 15475 7548
"200085_s_at" 14090 14737 9181 18763 15941 10792
"200086_s_at" 13775 14880 10102 16900 13026 6450
"200087_s_at" 14968 19138 5504 5488 4694 8933
"200088_x_at" 4518 4466 12552 10068 7575 11415
"200089_s_at" 9840 14764 18360 17640 14253 18268
"200090_at" 11637 21303 4578 14845 11643 19447
"200091_s_at" 2172 13465 16462 8237 12964 10987
"200092_s_at" 4654 17798 16841 10249 7759 19821
"200093_s_at" 15689 16566 7581 5317 16483 11312
"200094_s_at" 11231 4116 7734 4569 17165 19770
"200095_x_at" 4714 4684 12688 10316 7828 13452
"200096_s_at" 20395 16880 9693 4493 1253 6719
"200097_s_at" 12605 18093 9306 7638 5233 7323
"200098_s_at" 16823 15050 9309 19194 12805 6364
"200099_s_at" 4659 13440 18770 10252 7763 9899
"200593_s_at" 18726 15715 8231 17001 20409 18855
"200594_x_at" 14074 4610 16123 16508 4957 3584
"200595_s_at" 15156 16162 3928 21089 15311 8194
"200596_s_at" 13975 20507 8387 14416 16930 6213
"200597_at" 13361 19094 10429 6738 15003 4869
"200598_s_at" 20902 15315 6998 3296 19007 21126
"200599_s_at" 19336 17670 10811 19588 16181 4464
"200600_at" 15421 13023 5080 9833 4353 8769
"200601_at" 19131 20873 5472 15135 21650 2936
"200602_at" 12368 16348 2575 5001 20421 8670
"200603_at" 12664 18103 17681 15989 13797 11409
"200604_s_at" 22104 13247 9760 4427 16856 18915
"200605_s_at" 12390 16150 8519 18683 13390 18631
"200606_at" 12636 14392 6609 7321 3413 5348
"200607_s_at" 18421 3490 6880 635 19276 21546
"200608_s_at" 14386 18417 19180 15549 14460 11660
