"inst_2207" "inst_3642" "inst_3745" "inst_4301" "inst_4767" "inst_6063"
"1007_s_at" 21253 13645 20298 16903 8462 16520
"1053_at" 10474 10068 5000 2296 7076 12764
"117_at" 19522 16312 1109 13686 9952 5902
"121_at" 19761 13430 17845 4743 7600 3501
"1255_g_at" 16235 17826 15368 15319 13343 8451
"1294_at" 21086 21196 1770 7866 1053 16972
"1316_at" 6304 11221 21436 2240 20911 10544
"1320_at" 16209 4232 7349 2618 422 15850
"1405_i_at" 7730 19920 12579 12005 1043 2429
"1431_at" 20221 6769 20968 16835 2244 1189
"1438_at" 14946 10382 21028 4189 1218 19020
"1487_at" 2086 4004 3951 4178 9438 4778
"1494_f_at" 4194 21569 22154 20571 292 2666
"1598_g_at" 511 21503 20009 16902 15771 16369
"160020_at" 21958 2338 9262 19209 4543 1391
"1729_at" 22005 3129 17764 4305 17227 11689
"1773_at" 19738 12299 19215 8093 8281 10532
"177_at" 21634 147 17319 9269 992 2356
"179_at" 18296 5727 20655 20732 17289 19337
"1861_at" 3760 13931 5844 18665 21360 11443
"200000_s_at" 11273 10277 19225 18446 17859 13823
"200001_at" 8489 13120 8560 19668 7663 13371
"200002_at" 18528 20402 11224 7742 18029 11213
"200003_s_at" 13355 16878 13873 13236 16764 6598
"200004_at" 8472 14182 8095 16756 9499 12797
"200005_at" 10977 9716 9826 7208 7613 14679
"200006_at" 8668 14842 18304 9714 18680 16113
"200007_at" 8908 13944 18429 10644 15618 15408
"200008_s_at" 7576 6079 2422 7519 4821 19594
"200009_at" 18942 13523 7412 7113 6869 14957
"200010_at" 13564 20300 10062 8949 7257 13842
"200011_s_at" 8957 11651 18771 19460 16117 10799
"200012_x_at" 10339 20406 11647 11407 16936 4127
"200013_at" 10404 20567 10508 8428 15845 10403
"200014_s_at" 5720 14415 10676 8544 16461 14538
"200015_s_at" 7016 12454 10797 11405 18538 18081
"200016_x_at" 13353 14573 17716 8708 18245 11025
"200017_at" 13504 16974 13966 13322 11670 6674
"200018_at" 13371 16964 13960 13316 18619 6669
"200019_s_at" 9937 15171 19510 7911 8618 11552
"200020_at" 3078 11845 7603 8879 6274 14406
"200021_at" 11315 17066 14052 13424 11805 6753
"200022_at" 13476 16892 6104 8724 9040 6609
