"inst_2196" "inst_3809" "inst_3892" "inst_4366" "inst_4545" "inst_6052"
"1007_s_at" 1025 17860 19373 15244 12823 14527
"1053_at" 14817 14437 13761 16254 16893 11681
"117_at" 3770 12308 5480 3176 1253 5160
"121_at" 18308 21162 2146 3585 1774 9500
"1255_g_at" 9699 8192 5649 9797 8947 2025
"1294_at" 16279 12768 1785 6717 15725 3447
"1316_at" 20391 3350 959 20162 14151 16128
"1320_at" 5472 20311 21425 15388 8536 768
"1405_i_at" 4554 10622 3757 12003 7584 7611
"1431_at" 520 2499 3276 21539 16959 9745
"1438_at" 7881 17603 22265 3183 5770 17376
"1487_at" 16326 13084 14236 17264 19573 10546
"1494_f_at" 2048 1227 11621 3066 17685 20867
"1598_g_at" 3652 5702 15839 13622 18117 10605
"160020_at" 12233 12734 77 19978 3002 1847
"1729_at" 1551 17372 14277 20920 2978 19377
"1773_at" 22173 19437 10501 3311 20794 17684
"177_at" 3964 898 9823 21697 132 2544
"179_at" 3846 21751 9515 4956 4023 19676
"1861_at" 4556 16395 10957 15350 16130 13486
"200000_s_at" 15487 17426 14861 17213 858 13160
"200001_at" 19907 14542 13847 14254 17421 16056
"200002_at" 4228 6448 10243 16419 4299 10901
"200003_s_at" 7240 8737 4231 8840 8033 5362
"200004_at" 4308 6509 12160 14840 14641 11846
"200005_at" 17099 5375 15906 14171 12840 14312
"200006_at" 14071 14550 13708 14884 4076 12830
"200007_at" 15050 12673 10817 4177 4231 16634
"200008_s_at" 21682 18195 13948 14848 19297 18054
"200009_at" 15881 15949 10865 16176 5975 10917
"200010_at" 7312 13090 9111 12698 4740 11049
"200011_s_at" 15444 6709 15436 5055 3415 10582
"200012_x_at" 3669 6978 1932 8792 14606 3224
"200013_at" 4496 12931 2226 8749 3259 10306
"200014_s_at" 5220 19191 13310 20177 14569 15380
"200015_s_at" 13268 14483 16867 16220 5372 17979
"200016_x_at" 7357 8664 9333 8746 12943 9512
"200017_at" 7490 8840 4337 8963 8143 5447
"200018_at" 7400 8830 4323 8954 5906 5440
"200019_s_at" 12832 5407 9598 8919 3650 12506
"200020_at" 21227 16719 14768 16619 4096 13690
"200021_at" 14097 8955 4441 9100 8252 5535
"200022_at" 7417 13519 4244 8859 4099 5375
"200023_s_at" 13226 13640 14961 17803 5985 17279
"200024_at" 12594 6051 8848 13403 4120 9826
"200025_s_at" 7259 5926 9344 8952 3706 9976
"200026_at" 7536 8958 1907 9104 13552 5539
"200027_at" 14017 13617 16325 15472 5743 18891
"200028_s_at" 17582 15429 18669 6964 13746 13315
"200029_at" 7333 5175 4277 7089 12916 10154
"200030_s_at" 19440 5275 9435 6679 13084 9789
"200031_s_at" 7509 8823 4317 8943 8121 5431
"200032_s_at" 7472 8846 4339 8967 4471 5449
