"inst_2947" "inst_3508" "inst_7449"
"1007_s_at" 19360 3457 16638
"1053_at" 15662 8409 18255
"117_at" 22035 16978 8708
"121_at" 21141 2500 13540
"1255_g_at" 8003 12441 9759
"1294_at" 12502 13081 1204
"1316_at" 491 19033 1007
"1320_at" 9906 14628 2845
"1405_i_at" 18313 13325 6822
"1431_at" 8622 18901 4311
"1438_at" 5670 21077 3757
"1487_at" 20147 4931 17786
"1494_f_at" 5494 13268 893
"1598_g_at" 1433 19971 2700
"160020_at" 16936 3606 8977
"1729_at" 15672 7800 21081
"1773_at" 17708 2923 18008
"177_at" 16226 14947 10714
"179_at" 22026 83 18800
"1861_at" 14605 1456 1614
"200000_s_at" 16971 19258 13478
"200001_at" 18198 2112 14625
"200002_at" 12583 4343 14697
"200003_s_at" 3642 7247 2944
"200004_at" 16369 7925 15315
"200005_at" 12820 8918 13986
"200006_at" 12578 6203 16474
"200007_at" 16419 9361 12570
"200008_s_at" 2963 7881 18192
"200009_at" 12793 6439 13387
"200010_at" 12209 3954 13599
"200011_s_at" 18210 5278 15658
"200012_x_at" 2461 20517 2754
"200013_at" 12292 9665 12741
"200014_s_at" 12153 8360 13226
"200015_s_at" 16139 5730 18012
"200016_x_at" 13120 18516 13745
"200017_at" 12950 9738 15744
"200018_at" 6880 18061 3780
"200019_s_at" 2962 18111 13439
"200020_at" 12386 10541 14079
"200021_at" 13028 19066 2201
"200022_at" 12189 9313 2942
"200023_s_at" 14023 8364 15510
"200024_at" 3697 8463 17049
"200025_s_at" 12864 18853 13900
"200026_at" 7112 10559 3677
"200027_at" 2343 8570 15976
"200028_s_at" 15770 9538 18088
"200029_at" 12426 19708 12635
"200030_s_at" 13598 10304 12776
"200031_s_at" 6854 18766 3226
"200032_s_at" 6910 18757 3275
"200033_at" 12697 9372 17255
"200034_s_at" 3237 7815 14539
"200035_at" 17495 18995 16172
"200036_s_at" 14038 10224 13255
"200037_s_at" 17576 8737 18939
"200038_s_at" 7072 7298 12625
"200039_s_at" 3589 6859 12628
"200040_at" 14775 7261 16052
"200041_s_at" 15114 4316 14706
"200042_at" 2980 8552 3233
"200043_at" 13124 5869 20814
"200044_at" 17243 7622 16205
"200045_at" 16046 10036 2902
"200046_at" 18526 5206 16303
"200047_s_at" 3786 4210 17372
"200048_s_at" 15053 7760 13989
"200049_at" 20396 3469 18811
"200050_at" 3928 18026 17223
"200051_at" 12577 9106 14183
"200052_s_at" 13191 4711 18160
"200053_at" 21296 8770 3877
"200054_at" 1515 6718 14778
"200055_at" 14479 18703 13654
"200056_s_at" 20808 8002 19508
"200057_s_at" 12350 19331 13416
"200058_s_at" 19596 6735 13901
"200059_s_at" 12706 10174 16340
"200060_s_at" 17524 18285 18371
"200061_s_at" 6852 9913 2427
"200062_s_at" 13014 12717 3537
"200063_s_at" 12315 18407 13674
"200064_at" 13262 5448 14118
"200065_s_at" 13268 5411 12389
"200066_at" 2297 10077 14220
"200067_x_at" 14766 10142 16368
"200068_s_at" 13559 8259 15069
"200069_at" 14094 4402 18409
"200070_at" 21363 8162 21556
"200071_at" 16156 8687 16774
"200072_s_at" 13640 17711 14848
"200073_s_at" 18931 10049 18759
"200074_s_at" 3951 6176 17853
"200075_s_at" 20772 10505 15093
"200076_s_at" 18548 2171 18177
"200077_s_at" 13412 6568 13647
"200078_s_at" 13250 9405 18309
"200079_s_at" 12755 7870 12429
"200080_s_at" 15607 18131 16439
"200081_s_at" 3351 10338 12496
"200082_s_at" 2960 9095 3407
"200083_at" 17739 8513 17213
"200084_at" 14329 7545 19184
"200085_s_at" 13614 5925 3728
"200086_s_at" 14558 10734 13648
"200087_s_at" 18630 8811 17347
"200088_x_at" 6668 12723 3043
"200089_s_at" 3482 7270 12796
"200090_at" 19392 9602 15643
"200091_s_at" 15309 7499 15352
"200092_s_at" 13625 10414 12835
"200093_s_at" 19699 8281 12877
"200094_s_at" 12781 7601 12797
"200095_x_at" 12394 17985 2670
"200096_s_at" 16888 1674 14356
"200097_s_at" 15223 3766 14545
"200098_s_at" 14427 8980 14100
"200099_s_at" 6986 12822 1791
"200593_s_at" 3877 5600 14962
"200594_x_at" 3048 9981 14430
"200595_s_at" 14187 10571 14902
"200596_s_at" 2091 10540 13445
"200597_at" 19609 9178 1784
"200598_s_at" 3540 7509 16894
"200599_s_at" 16289 8877 16399
"200600_at" 15105 19972 9585
"200601_at" 21660 2561 21210
"200602_at" 18338 10132 20600
"200603_at" 17454 6571 17196
"200604_s_at" 3895 18822 18690
"200605_s_at" 2943 5784 18301
"200606_at" 13860 5938 3554
"200607_s_at" 3157 19254 2136
"200608_s_at" 19730 5136 19090
"200609_s_at" 12581 5632 1856
"200610_s_at" 12701 2503 3971
"200611_s_at" 19237 4130 17597
"200612_s_at" 2476 25 3623
"200613_at" 13493 7323 12842
"200614_at" 14452 18342 3516
"200615_s_at" 16374 7373 2368
"200616_s_at" 2252 18338 12888
"200617_at" 14478 7344 17136
"200618_at" 19992 1347 15465
"200619_at" 19856 7201 13875
"200620_at" 13309 3815 13961
"200621_at" 17124 7893 17089
"200622_x_at" 2990 9334 16820
"200623_s_at" 14690 9605 3899
"200624_s_at" 15825 2415 18186
"200625_s_at" 15962 9211 15475
"200626_s_at" 17316 9264 19683
"200627_at" 13666 8099 14272
"200628_s_at" 1012 10610 14655
"200629_at" 2052 8937 13877
"200630_x_at" 14735 7551 13091
"200631_s_at" 13668 8731 17354
"200632_s_at" 21220 2764 3208
"200633_at" 14282 18920 12608
"200634_at" 12144 3542 14946
"200635_s_at" 7451 5307 1331
"200636_s_at" 11149 8531 18111
"200637_s_at" 6908 1474 12260
"200638_s_at" 14666 4625 16121
"200639_s_at" 18005 6050 13709
"200640_at" 15475 5602 15114
"200641_s_at" 2198 8847 15613
"200642_at" 12791 7673 15001
"200643_at" 19067 3646 14167
"200644_at" 13501 5100 18162
"200645_at" 15379 6248 19256
"200646_s_at" 16975 21572 15617
"200647_x_at" 3625 10800 17088
"200648_s_at" 18706 19788 17837
"200649_at" 16708 9008 20327
"200650_s_at" 15050 18534 13606
"200651_at" 3456 6908 16391
"200652_at" 19096 2936 16117
"200653_s_at" 19161 838 18152
"200654_at" 15288 2766 16247
"200655_s_at" 15829 18122 12908
"200656_s_at" 15895 2129 18280
"200657_at" 12447 19403 12421
"200658_s_at" 1727 2964 16798
"200659_s_at" 15189 1411 12697
"200660_at" 12520 2673 16594
"200661_at" 2908 5454 19691
"200662_s_at" 12905 19312 14412
"200663_at" 14022 5932 16034
"200664_s_at" 3946 8491 16677
"200665_s_at" 4419 12198 4860
"200666_s_at" 3936 2435 20918
"200667_at" 3598 9351 19771
"200668_s_at" 13769 10772 16263
"200669_s_at" 14647 6484 15677
"200670_at" 18787 9235 19175
"200671_s_at" 6350 1814 11704
"200672_x_at" 3197 1343 15096
"200673_at" 14449 5876 18556
"200674_s_at" 3199 21271 2058
"200675_at" 17350 4126 20273
"200676_s_at" 3527 510 20718
"200677_at" 13915 7359 17052
"200678_x_at" 12445 7530 3564
"200679_x_at" 2406 17813 14612
"200680_x_at" 3065 19001 3196
"200681_at" 14998 9945 14226
"200682_s_at" 2625 4206 15620
"200683_s_at" 2864 10064 13208
"200684_s_at" 12308 6704 19812
"200685_at" 19143 2661 2441
"200686_s_at" 20308 2153 16541
"200687_s_at" 3712 4514 15082
"200688_at" 18823 1152 19319
"200689_x_at" 12177 9677 12523
"200690_at" 17863 10801 21034
"200691_s_at" 14788 6283 17259
"200692_s_at" 12995 8186 15625
"200693_at" 15045 3301 17238
"200694_s_at" 13936 10246 15476
