"inst_2556" "inst_3416" "inst_3759" "inst_3841" "inst_3935" "inst_4316"
"1007_s_at" 21699 18329 11827 15122 9961 13873
"1053_at" 15894 3812 17453 16819 17087 17624
"117_at" 13151 9145 2464 11693 5059 1606
"121_at" 2852 573 3043 16147 19145 13657
"1255_g_at" 9855 5594 6882 6987 5448 7243
"1294_at" 11629 9331 2744 16606 21757 750
"1316_at" 22110 366 16952 21131 16285 16449
"1320_at" 1980 12325 12221 20526 22215 20772
"1405_i_at" 17753 6246 8118 6686 787 8910
"1431_at" 2249 7613 10014 16213 2313 12173
"1438_at" 7799 1446 9931 20814 20401 14725
"1487_at" 20693 21802 14005 18368 17100 15992
"1494_f_at" 22064 13986 19048 13875 12277 22075
"1598_g_at" 11964 4835 13353 5418 20734 5006
"160020_at" 1604 12970 2973 91 17556 1191
"1729_at" 4260 13752 20140 5409 2515 1683
"1773_at" 1556 1388 21799 18345 21096 15894
"177_at" 20572 6914 13820 992 20774 21407
"179_at" 22093 21268 2322 18958 3938 4154
"1861_at" 19156 13873 19164 20225 13679 3577
"200000_s_at" 2991 20435 10343 14201 15007 13036
"200001_at" 13605 4793 17181 6661 11301 12533
"200002_at" 15813 13351 10358 6049 3385 13362
"200003_s_at" 6635 14905 6027 8420 5579 6569
"200004_at" 15105 15565 10764 13408 9719 13892
"200005_at" 11500 14012 14059 5915 13303 11663
"200006_at" 15070 4279 10694 5040 9899 11024
"200007_at" 11985 13545 3906 4686 10301 11512
"200008_s_at" 12534 15653 18478 16908 20842 18959
"200009_at" 14262 15743 16517 13829 10811 12164
"200010_at" 14568 15039 10833 6125 11843 4194
"200011_s_at" 14351 16989 12645 4945 2360 4604
"200012_x_at" 4284 1852 2959 13687 3100 3997
"200013_at" 16034 14563 4334 13323 10435 12392
"200014_s_at" 13328 14053 12276 5716 12957 16593
"200015_s_at" 16908 19621 4322 14299 14045 13579
"200016_x_at" 12260 13372 5971 14824 5491 4408
"200017_at" 6725 13874 6106 8550 5708 6671
"200018_at" 6716 14221 6100 8539 5697 6658
"200019_s_at" 4504 16845 9899 3982 3663 3895
"200020_at" 16953 15965 15271 6529 10424 4760
"200021_at" 16163 16852 6180 8671 5847 6780
"200022_at" 6650 4248 10046 13387 5602 4510
"200023_s_at" 16665 4044 10819 2412 10984 4345
"200024_at" 4338 3959 10948 14983 9483 5027
"200025_s_at" 6715 13332 3890 5357 5695 3314
"200026_at" 6826 4053 6182 17215 5850 3629
"200027_at" 13217 4012 11726 3931 13740 12835
"200028_s_at" 15626 15518 4301 5238 10274 5042
"200029_at" 6681 14261 3806 3906 9970 10875
"200030_s_at" 12871 13960 3533 5977 3816 4280
"200031_s_at" 6709 13561 6092 8525 5688 6650
"200032_s_at" 6727 4298 9758 12888 5712 4089
"200033_at" 13701 4830 11122 4754 10772 13287
"200034_s_at" 12137 13278 4379 16011 9644 12383
"200035_at" 2893 21450 13269 13961 15962 4151
"200036_s_at" 11966 13845 12426 13341 12533 11837
"200037_s_at" 16971 14849 16982 13695 3563 16329
"200038_s_at" 6803 13813 10786 8653 5823 4017
"200039_s_at" 17543 16005 12827 4115 13328 11563
"200040_at" 16780 15482 14681 5686 12960 15151
"200041_s_at" 14955 15436 11370 3499 9506 1822
"200042_at" 4001 18647 13291 13351 10729 4273
