"inst_315" "inst_984" "inst_1042" "inst_1145" "inst_1204" "inst_1629" "inst_2664" "inst_4428" "inst_5201" "inst_5564" "inst_6164" "inst_6924" "inst_6964"
"221223_x_at" 17493 18204 1247 21242 14603 15736 997 2242 19217 20840 10363 17944 22263
"221224_s_at" 1415 2313 11405 1318 21692 747 21957 8013 1477 10007 11181 10687 18898
"221225_at" 10443 11374 7719 14902 8678 11578 11712 12143 8922 7358 7360 6482 6446
"221226_s_at" 53 6265 13280 13417 5016 13548 573 13607 13615 6265 879 3550 8186
"221227_x_at" 13550 2841 18275 20511 13402 5421 3833 16583 6527 11130 17684 18428 4038
"221228_s_at" 583 5680 7724 8484 10108 10026 13265 10718 11810 6432 7152 6679 7724
"221229_s_at" 6135 18690 1987 2692 18222 16580 16913 7744 4042 16819 18859 20395 18693
"221230_s_at" 20880 16029 15499 20600 19268 16837 4169 19771 15548 20619 16403 20264 2151
"221231_s_at" 9666 6366 13407 10835 9378 11716 562 13550 14287 6449 4931 12101 5725
"221232_s_at" 6971 704 5855 11895 17428 10695 18096 21615 491 448 2094 1049 6539
"221233_s_at" 10544 7085 4542 12062 9953 12082 18016 13167 4755 5652 15085 6657 12356
"221234_s_at" 2930 12432 10042 15436 605 13645 12038 19163 12300 4431 7192 8696 7575
"221235_s_at" 20099 2993 20765 6330 2880 19399 20302 5281 3103 17729 12291 1216 14771
"221236_s_at" 5028 11744 3920 16538 6199 4546 11569 20953 19528 11177 1170 13115 10993
"221237_s_at" 9033 8929 9891 15914 5930 6317 18716 3571 11103 9540 7763 10347 1939
"221238_at" 22243 7964 5137 555 557 11400 19234 4570 1914 17320 17004 12888 9070
"221239_s_at" 16329 11359 7468 12402 8166 13314 9125 1614 12049 7885 6890 10926 1088
"221240_s_at" 2447 14395 13422 11620 16272 10603 805 15538 349 586 132 11568 12843
"221241_s_at" 17622 8855 7459 13363 5704 9532 10684 11225 10215 6417 4530 8972 7837
"221242_at" 99 8224 5094 14656 4960 7361 11503 4836 9374 6134 3076 5133 489
"221243_s_at" 18791 9955 10588 15059 9503 6751 13436 9731 8311 3948 8046 10109 11364
"221244_s_at" 5735 19401 199 5242 327 20057 8332 356 16740 19434 9714 50 570
"221245_s_at" 20847 21345 21502 18993 18506 18474 15517 17551 3260 14005 10087 2371 14956
"221246_x_at" 217 12467 9946 17602 2039 14303 15223 21064 9785 14976 19107 13835 5665
"221247_s_at" 5861 17968 17812 18736 17093 15835 15928 5544 6149 10256 2163 3244 16544
"221248_s_at" 21953 18106 97 18922 3395 2399 21756 471 20059 9961 15658 21619 1059
"221249_s_at" 19234 17454 2881 18312 14446 18235 17934 18764 15235 19197 2266 1470 16969
"221250_s_at" 9068 2335 15761 18982 1117 21378 3865 21190 21644 15602 21956 2812 14077
"221251_x_at" 22200 1586 180 5071 79 1556 6972 15229 4467 10415 22067 2039 13489
"221252_s_at" 1514 9783 8858 15787 9090 12975 13075 11024 11607 6050 8911 5712 7707
"221253_s_at" 5284 16354 15885 16435 15511 17204 5304 5212 15638 15151 12529 16315 14938
"221254_s_at" 7376 11653 7544 7472 4411 7057 10007 11588 14148 3907 6050 9736 7351
"221255_s_at" 12996 4518 15814 18756 13479 16002 8264 14659 3567 15435 16536 15275 15618
"221256_s_at" 12358 14735 20926 16993 1779 20611 16990 17790 20522 15688 2298 3818 21567
"221257_x_at" 17901 21054 18755 3668 16810 1897 3076 3877 546 17381 20859 1791 2106
"221258_s_at" 21877 18692 1293 17423 2895 16492 21278 20126 6888 19264 21435 14069 14452
"221259_s_at" 10126 8821 7607 12106 7480 10516 12481 9607 8862 3483 5066 8733 6444
"221260_s_at" 6185 16867 17537 20225 13562 16178 20002 19067 6565 20934 14784 20463 19274
"221261_x_at" 243 131 6587 8258 12490 19348 14024 17029 560 9134 7941 14684 1470
"221262_s_at" 17286 634 6594 12752 10564 811 637 2436 1117 11222 6680 3173 11789
"221263_s_at" 11817 14523 768 18660 16329 4942 15635 16768 5435 14077 15390 17622 15652
"221264_s_at" 5567 21489 18336 20522 1632 19345 18896 19423 20260 15569 16981 16646 13742
"221265_s_at" 2443 16445 2209 18885 18732 21403 962 6745 3210 21006 12074 3565 15159
"221266_s_at" 409 4675 3935 16057 5021 7716 19867 13066 10695 8677 8038 148 11148
"221267_s_at" 17681 2559 16128 3148 12469 18330 17392 15550 7098 12221 18275 17191 18670
"221268_s_at" 15076 20932 17615 10989 20861 829 21906 18509 2503 15225 17523 17139 20954
"221269_s_at" 11164 2018 15786 2031 15480 3957 7388 14884 17046 15651 12907 19702 15856
"221270_s_at" 18170 3824 17061 22222 21668 21505 7044 4520 1247 22234 16772 3603 1372
"221271_at" 2326 12087 12097 8006 7788 13403 10374 6669 13644 2264 6101 12594 6469
"221272_s_at" 9590 11444 5579 17150 1951 8013 20570 1834 472 15996 18615 16592 5313
"221273_s_at" 11883 8157 9647 6949 4594 9786 5795 138 11306 10338 5310 3170 12302
"221274_s_at" 15809 17191 20269 18351 20620 19276 20828 7648 4813 15386 9807 17679 2782
"221275_s_at" 7744 9242 6712 15597 6182 16271 4638 20523 7435 981 200 3711 10445
"221276_s_at" 2130 13675 11077 3173 19533 32 18913 1231 14997 21301 22202 9975 281
"221277_s_at" 2204 4293 15088 5803 15341 19572 19013 17389 2070 21734 18350 2459 20868
"221278_at" 8860 5367 7728 10065 6721 8961 11361 10124 10347 5311 5293 9372 8205
"221279_at" 21153 2145 17838 10845 3647 949 20083 17911 903 8924 18208 18498 21789
"221280_s_at" 7905 16642 11209 11291 11985 19486 13672 7844 20065 20544 4692 9946 10680
"221281_at" 9251 6053 9457 14205 8939 456 17655 12196 13937 8668 806 12149 12357
"221282_x_at" 313 10546 9741 15260 5142 11372 14724 11285 12633 11066 5461 6713 9679
"221283_at" 14345 7424 7072 8784 10000 13491 12395 13311 12174 1731 1465 6818 7105
"221284_s_at" 8582 1059 5962 9451 4811 12440 12119 21673 10478 4326 3140 6100 4426
"221285_at" 9544 11267 7546 7353 4635 12093 10282 11989 6675 6469 6498 11009 9644
"221286_s_at" 7827 7370 4869 15929 5165 14574 21774 13584 14470 7579 4972 9610 12138
"221287_at" 20029 320 15077 21362 11353 21766 1591 523 16879 9047 19693 1415 1041
"221288_at" 6454 13398 11422 21673 11647 13884 19425 6516 12847 8206 22260 9433 8271
"221289_at" 659 9607 8492 7412 7755 13334 11684 11256 7906 1950 6731 6236 7155
"221290_s_at" 3337 21916 395 19997 21792 20271 20933 7074 18468 13460 19348 520 21372
"221291_at" 594 2753 13542 13924 14157 411 13445 15191 21504 1695 11958 384 3970
"221292_at" 9046 5396 3284 15402 8839 11197 9318 11018 10490 1165 1115 7163 6063
"221293_s_at" 18547 323 9620 21325 18906 14841 18689 18036 1949 160 18548 13083 12637
"221294_at" 16833 9885 11286 15810 7976 1398 91 17256 20828 1657 9640 12308 10923
"221295_at" 20719 10334 8061 9599 9931 6690 1238 9548 11236 3755 5655 9264 8111
"221296_at" 1552 7008 4417 12742 8375 6848 6273 6320 12342 5063 3606 789 4895
"221297_at" 19524 13538 4710 15803 5097 12556 13358 1297 9278 10240 16973 5849 12275
"221298_s_at" 7998 9305 9771 10732 8012 8809 13434 11518 10107 5630 7538 8593 9250
"221299_at" 5465 6154 3456 15163 9668 10641 11358 12492 11566 6915 1785 8322 7190
"221300_at" 1923 1623 12521 9362 6169 13779 12683 668 13426 3989 3546 6683 12065
"221301_at" 9301 10131 6970 10137 5428 9645 11189 10661 10544 6200 2792 7069 8319
"221302_at" 960 11409 8762 11113 9140 10733 1155 9286 12843 3158 8623 9464 4949
"221303_at" 1272 12014 11187 15895 9956 12941 14092 2870 9735 5357 9890 11034 10837
"221304_at" 13150 5852 7368 13115 7679 10602 13428 8687 8426 3958 13182 8272 8583
"221305_s_at" 284 7919 5939 15232 7555 13541 10382 11995 9612 636 3642 11760 9282
"221306_at" 2921 9636 6056 20571 984 16201 8204 20386 20400 643 21627 5026 20107
"221307_at" 753 7519 4350 155 10759 2665 14205 607 20232 20758 3879 10353 11963
"221308_at" 156 18589 15351 16105 951 18181 20876 21947 21535 10314 16214 19112 4123
"221309_at" 10232 11838 9545 14564 11487 5869 11201 3869 3609 5031 6441 9379 8210
"221310_at" 7703 8459 6165 10198 8333 11374 12302 11206 10721 6192 8093 8158 7043
"221311_x_at" 15468 21037 18528 5941 16615 5700 5545 3033 2751 20886 21806 19476 19410
"221312_at" 9431 10972 10799 12924 8587 6644 5490 12479 8713 6802 4549 6362 5743
"221313_at" 6769 10513 3580 13505 9627 7362 3405 10503 14349 8708 3031 8516 7400
"221314_at" 11011 13716 7930 11736 7631 13163 11245 489 10504 7806 2984 11406 11199
"221315_s_at" 1198 12425 13409 14011 10977 14655 14042 2605 12000 7659 13911 10509 5839
"221316_at" 856 5376 8467 14067 11151 9170 12485 9645 11760 4661 6509 7866 8453
"221317_x_at" 14610 9127 9809 10581 4754 8210 11258 10552 10915 7533 5128 10519 10584
"221318_at" 1764 12855 10359 9086 11914 8648 17973 842 405 10449 10327 7142 5587
"221319_at" 17860 19801 7095 10599 9165 18237 13670 12570 3947 22019 7011 13557 3385
"221320_at" 6655 11873 4375 687 20496 6861 2145 19461 12747 215 676 10065 9233
"221321_s_at" 4646 12492 10603 12622 11083 14319 13177 13660 8683 590 6340 11057 10557
"221322_at" 6354 6421 4582 8188 4252 8275 5658 13605 8254 1611 6275 7073 6090
"221323_at" 10740 12754 11859 7988 4427 11955 715 10261 11199 1729 8719 11047 5212
"221324_at" 11615 13345 3711 9893 3565 13801 73 13050 14690 286 19017 257 5408
"221325_at" 4422 9306 8837 9744 4641 7680 14361 10800 10235 7758 5289 9022 8715
"221326_s_at" 12720 14112 17458 18929 18724 15254 1973 14608 2942 19087 15842 20350 20281
"221327_s_at" 7239 11554 10346 8755 5274 7248 14977 11336 9327 5552 9765 8191 7079
"221328_at" 11311 7446 5386 473 16850 10307 19395 4555 795 667 43 7077 11993
"221329_at" 1788 5809 13034 7476 5765 14812 14608 1018 8808 1219 298 12729 12225
"221330_at" 20431 5570 6455 7087 4484 12658 13831 10676 12537 5789 5080 11178 6647
"221331_x_at" 9779 5877 10837 12965 6273 12899 13525 10874 7886 2823 6690 5471 2832
"221332_at" 13978 10559 9991 20438 6832 11481 20963 629 21103 2942 9357 13047 2983
"221333_at" 6567 8757 8959 12441 6676 9027 12647 11342 11070 5866 5498 8629 4277
"221334_s_at" 5784 10586 11479 11615 11384 8125 19152 1134 3362 5030 10104 13369 10525
"221335_x_at" 13702 21744 21214 19905 1524 2861 7805 5964 21860 10023 12141 19557 20531
"221336_at" 21627 8205 7305 7845 8993 6641 10176 10593 9930 4574 3845 8054 4864
"221337_s_at" 7732 11098 5828 9287 7974 14469 12480 13455 11515 3884 3114 5760 8637
"221338_at" 2045 12596 8247 7473 7694 6075 11106 11552 7949 6745 7308 5492 8217
"221339_at" 3645 5842 4793 15870 2493 8514 14235 5231 1421 103 8548 4832 9448
"221340_at" 7598 10143 8817 7174 7533 10768 10650 11385 10134 6697 4513 8698 7578
"221341_s_at" 10122 12623 6261 10368 6477 12329 11001 8647 12904 3170 3073 6697 7986
"221342_at" 16825 8564 7434 10653 6512 9519 13022 9716 10345 4921 3827 9362 9189
"221343_at" 7458 7311 7785 10088 6401 9005 12095 11531 9631 5067 7035 7906 6802
"221344_at" 16683 13478 9879 21308 3194 8677 1103 1224 17031 2711 16500 11126 12417
"221345_at" 20973 7090 6816 7233 5459 3306 14826 11847 330 940 8455 13780 9900
"221346_at" 3051 10892 6748 15881 8930 12920 13514 11696 9003 7364 4989 12774 5435
"221347_at" 569 6296 10792 14361 9096 10816 19578 9542 9729 4144 1099 7143 9757
"221348_at" 2334 5477 10077 13600 8253 8979 13765 8802 10857 3375 2664 8564 7450
"221349_at" 10385 7504 13005 8767 5188 11742 20009 15993 14883 1955 8742 745 8737
"221350_at" 9244 3071 7171 6774 504 1096 1994 19064 1063 20309 20713 13422 3391
"221351_at" 12663 13285 3543 15148 4376 7052 14570 13597 9801 6744 7261 12075 11146
"221352_at" 3628 6808 7987 10138 8371 11588 12022 12676 12641 3210 3008 11039 7718
"221353_at" 7746 10352 8227 9384 6793 10887 10303 8597 9870 5965 5351 6519 6799
"221354_s_at" 110 4915 8983 12855 10544 11768 13704 11773 9860 7314 3416 7870 6771
"221355_at" 1653 7196 11392 5897 6144 14525 1742 8795 14566 7996 4650 6443 10504
"221356_x_at" 11992 7884 11996 13493 5348 11644 12993 13274 9272 8132 4570 6824 7733
"221357_at" 21980 9606 3510 14682 4060 10406 11049 13529 12463 6502 9361 8890 10116
"221358_at" 6392 6367 11850 12273 6946 6544 11799 9504 7930 1987 7666 11098 10951
"221359_at" 3995 12985 7587 13070 8966 7792 14192 13328 13473 3741 6865 5608 9979
"221360_s_at" 3801 5384 8075 10472 6801 8921 9126 12103 10493 4894 2809 9193 6074
"221361_at" 7795 10588 10266 10067 6790 8823 10869 11280 10357 4925 7625 6597 8239
"221362_at" 9058 10429 4803 15883 5599 7565 21080 12147 14244 7724 4619 1349 2426
"221363_x_at" 6531 13043 5368 13208 8894 11630 3683 19617 7794 5723 7717 10653 11797
"221364_at" 1894 8263 6772 10942 7045 8504 13211 12307 13362 5462 6445 8794 7676
"221365_at" 1335 13011 6798 14924 10993 10805 11079 20767 14606 2900 4638 6492 4457
"221366_at" 7153 11695 4329 8473 7876 13746 9565 298 10617 1147 9569 7369 11374
"221367_at" 2103 7140 13296 13445 11538 9741 9185 13711 8077 3742 9455 6732 10653
"221368_at" 8077 12103 4941 8261 10117 6614 14537 999 11687 7144 8274 10235 11415
"221369_at" 6692 7863 4145 7036 5734 7710 13016 13329 8307 8568 6625 11461 9996
"221370_at" 2875 8949 8753 11596 11026 10200 12118 11901 14154 3721 4666 9595 11007
"221371_at" 4484 6455 4927 13834 17482 7302 20073 15917 18067 1262 6440 6216 10411
"221372_s_at" 21111 13166 12030 10792 6300 11525 13650 9146 10499 5284 5768 12605 8370
"221373_x_at" 9415 9168 7618 10745 5733 12167 10197 10793 10773 6492 5248 9326 8155
"221374_at" 21804 9933 6510 12081 8360 13845 12994 419 1010 10750 8013 6469 11261
"221375_at" 9257 11274 3574 9215 10445 870 14405 1806 11042 663 1316 11675 12157
"221376_at" 16318 1901 4576 15904 10330 12327 815 9403 13808 3249 680 9647 5514
"221377_s_at" 19190 9017 7352 7270 9344 6984 12456 12547 12184 7414 4865 10299 10531
"221378_at" 18672 8581 8846 9023 8443 7113 13070 10448 11738 4992 4410 8703 7584
"221379_at" 91 10568 10006 12084 8881 11271 10109 11451 8472 2380 2347 7897 6792
"221380_at" 8271 3524 6322 15504 7062 14431 20050 19090 810 2630 9041 18412 12115
"221381_s_at" 16769 17773 18128 2591 21198 1127 5104 7940 2826 12277 20207 21044 19564
"221382_at" 1741 9208 10462 799 13353 5305 488 1744 22 21897 1238 533 12236
"221383_at" 10110 12035 4471 11604 6234 10794 18714 13145 11156 8456 19 7097 6615
"221384_at" 451 11427 6055 13801 2429 11906 405 12614 6673 8458 2349 8175 5005
"221385_s_at" 9873 5962 13340 7098 4836 13865 46 9431 12774 8645 8789 9317 823
"221386_at" 2028 7791 8971 10407 8852 10614 10939 10751 8453 3767 7199 9531 8352
"221387_at" 2643 20391 3967 21028 26 22226 22156 1722 18994 1073 20215 14516 54
"221388_at" 9357 6001 12372 14981 8445 13871 14124 11589 11254 7428 380 8302 11017
"221389_at" 4065 12642 3369 9376 7717 11112 13843 11481 8625 3940 7476 5487 9399
"221390_s_at" 444 10348 6879 12586 10671 13562 5308 9099 5920 8612 7606 12813 10596
"221391_at" 6088 12517 8282 12342 6506 9151 2222 10612 8491 3227 5748 6830 6130
"221392_at" 5547 6781 10365 7672 4690 13394 2148 3207 13758 11174 13145 10810 12381
"221393_at" 6747 11547 12330 13762 547 7813 14104 1586 13302 8619 6629 9184 9752
"221394_at" 11224 13088 12233 9166 8393 10769 14383 11033 13129 3186 671 6784 6889
"221395_at" 20069 8550 7450 11872 4164 6002 12982 11322 12518 2185 5848 6010 8162
"221396_at" 10328 8341 7795 15413 10257 5807 11351 9801 9894 6854 4126 7988 6875
"221397_at" 9823 13842 13529 3206 5851 9818 19438 14594 17485 9348 9946 10483 5565
"221398_at" 9368 5524 9632 14154 5135 6564 13452 13734 8308 2109 5956 8042 4433
"221399_at" 12224 10936 8403 10174 6598 5816 11334 11625 12542 668 2762 6754 8880
"221400_at" 6780 9140 4320 11579 4963 7450 11981 11049 13173 5765 6314 13024 5795
"221401_at" 609 6458 12516 13630 4574 14126 11035 8394 14329 3425 8103 287 10424
"221402_at" 12410 9322 8028 13380 8002 12876 14671 10608 14317 1427 5422 8949 9597
"221403_s_at" 6718 8533 8095 10541 11055 8860 12061 9942 10771 4420 5118 7903 6801
"221404_at" 2645 7853 11956 9333 8498 5749 309 1183 8875 5490 4493 11683 6104
"221405_at" 5781 9867 8831 10328 9000 9271 10042 10716 13545 5675 6954 8266 9593
"221406_s_at" 7416 7036 12587 1940 4186 14494 2756 15469 13478 8711 19389 5130 11825
"221407_at" 1501 12419 10052 15795 6369 12883 13253 1501 3475 331 8379 12679 12380
"221408_x_at" 296 13663 6392 11174 9987 8254 11113 12959 13670 7380 3752 13077 4455
"221409_at" 1993 7807 7114 12778 5327 10310 14980 173 8715 8883 7749 11907 3154
"221410_x_at" 19655 297 375 9974 10626 1748 12671 19220 430 13322 5806 21575 327
"221411_at" 6805 8900 8430 10183 6700 9112 11785 10151 10395 5442 4465 7295 8394
"221412_at" 14916 13136 4520 19725 4645 8693 21716 737 18241 934 21994 7466 9476
"221413_at" 12579 13037 10162 9062 5028 8029 21524 11368 12390 6422 13264 1398 5148
"221414_s_at" 4704 13458 7805 7409 9289 7693 12864 2996 3465 5144 4769 11932 10756
"221415_s_at" 3090 13615 12043 13129 6109 12713 20435 18994 21256 2050 1844 11843 5087
"221416_at" 4334 6736 7279 7094 7943 8834 10185 9484 10385 5852 5953 9551 8368
"221417_x_at" 7207 8684 8770 10269 6662 9421 11571 11370 9848 4651 4099 7836 6748
"221418_s_at" 9659 8215 12536 9836 5492 8730 21318 22135 1441 13096 21193 306 10885
"221419_s_at" 17478 2916 1017 5657 16440 4086 18377 2149 3981 12515 22025 19836 20666
"221420_at" 9200 7241 8807 10310 9323 9316 9382 12363 7671 3303 948 7951 6840
"221421_s_at" 13413 6340 3519 11685 11150 9838 9701 16556 9459 9920 1769 10510 4670
"221422_s_at" 17097 10995 7375 12247 8896 12074 11997 13063 12317 5944 3733 8771 7651
"221423_s_at" 20390 17646 17062 6194 14027 20357 2068 17053 18481 14661 19206 18756 20895
"221424_s_at" 7670 11832 7701 12317 5731 9119 8359 12324 12154 3143 2893 2095 4349
"221425_s_at" 416 19575 17229 18620 12615 15767 4274 20871 18434 12766 19303 21344 13909
"221426_s_at" 10814 13354 5493 8189 11752 11905 9532 12450 6674 9644 5528 12132 8707
"221427_s_at" 4966 5185 21213 2639 15792 4508 15527 18284 19972 18456 11337 22268 1778
"221428_s_at" 15485 14326 14418 6104 18733 4521 1349 21730 19047 20148 21910 20351 16003
"221429_x_at" 1310 13561 11070 14076 10180 12443 11154 8770 1341 7992 5828 11223 4242
"221430_s_at" 14225 15668 16950 698 13374 20571 2454 7717 2231 17450 21854 2255 18776
"221431_s_at" 124 12110 13701 7518 7713 13820 15084 5401 13046 7669 8112 11786 391
"221432_s_at" 15670 16356 20877 2599 13820 17364 4303 16009 16342 12503 9674 5218 20078
"221433_at" 577 12337 12454 9978 9108 14255 10272 13603 10625 1878 8712 12819 7697
"221434_s_at" 16873 17490 16001 4818 14249 1856 4391 17401 7220 13711 18671 15694 17259
"221435_x_at" 3934 4082 6489 2291 1281 21036 432 14462 17090 19796 14587 766 6007
"221436_s_at" 14736 18351 16180 6675 18910 16653 17019 6536 21367 10825 17796 19812 17645
"221437_s_at" 16805 17615 20251 5613 17203 15001 6035 16983 20697 19195 19047 20992 19637
"221438_s_at" 6912 11065 7239 11144 7973 10163 14428 11928 9972 4090 4603 5947 7083
"221439_at" 9730 3307 3752 8882 4896 6975 16459 20438 348 6671 4049 5984 11683
"221440_s_at" 18428 9838 18649 1070 1406 7189 16285 15359 305 13922 6220 5710 21987
"221441_at" 10281 10797 11433 12036 7560 9610 12181 12906 10084 5711 3891 12344 6001
"221442_at" 62 5324 3607 8647 7811 11940 13810 12865 12267 1007 6182 10632 4750
"221443_x_at" 895 11356 13174 16146 3854 14788 9286 13292 14701 9725 12416 6184 12339
"221444_at" 2327 10250 9131 14387 7565 14648 9427 13783 8029 3368 9811 10100 6842
"221445_at" 19220 8505 13500 11892 5375 10333 2089 10954 13964 4338 2577 11031 6590
"221446_at" 1013 8303 7865 14331 9038 5812 12123 9153 10806 5134 1754 5763 4634
"221447_s_at" 12866 124 11302 10758 17044 8733 12805 3290 12179 8216 561 8102 4765
"221448_s_at" 3679 3076 4035 11886 14384 8085 20943 19662 17402 16267 18053 12681 12982
"221449_s_at" 13988 1868 14364 1821 12074 3730 6903 17096 15066 10877 18395 4482 19646
"221450_x_at" 8976 477 623 10233 8552 457 13494 11908 20162 1036 8062 7001 17368
"221451_s_at" 16948 9309 11919 8288 4784 14832 14960 3965 9198 8296 6219 8752 11033
"221452_s_at" 11328 3877 20708 3273 17496 4406 5181 5879 2854 12769 18417 14364 15009
"221453_at" 12611 5763 12949 13388 8803 13230 14875 9135 8594 2372 12012 6225 11489
"221454_at" 8429 12545 7464 10239 5748 8965 11083 9081 12429 4132 3387 9200 8056
"221455_s_at" 2223 5821 11642 12649 12404 10313 14620 14054 7429 8029 8175 7966 4952
"221456_at" 7972 13381 11261 14116 5143 11169 14433 10944 12671 7775 1504 12910 7021
"221457_s_at" 8440 737 8367 13627 7218 11316 9275 9831 13405 7867 6047 10316 9858
"221458_at" 3854 13124 10999 3430 3160 12444 2703 2672 10786 710 9300 11531 11325
"221459_at" 9050 7553 12876 14743 11515 14512 19822 16478 10647 9807 4071 5797 3569
"221460_at" 1005 11461 4306 15658 9005 11761 12965 13586 8003 3130 7981 8721 9343
"221461_at" 16492 11626 3755 14069 9711 6747 14057 12573 11332 6525 2152 9967 6249
"221462_x_at" 9655 12894 3704 12736 6265 10806 11040 9881 14899 5745 13913 5605 12139
