"inst_6883" "inst_6888" "inst_6914"
"1007_s_at" 18352 6966 8054
"1053_at" 69 15603 21319
"117_at" 395 10021 10425
"121_at" 5239 19414 5509
"1255_g_at" 8963 7838 11989
"1294_at" 12500 13332 9330
"1316_at" 2361 4966 17401
"1320_at" 3348 9046 8789
"1405_i_at" 9097 12422 16441
"1431_at" 1750 12701 10723
"1438_at" 19329 4232 21848
"1487_at" 12784 5138 5505
"1494_f_at" 15136 8536 19886
"1598_g_at" 18891 20878 2895
"160020_at" 4292 626 8987
"1729_at" 17083 21876 19748
"1773_at" 14839 7193 10218
"177_at" 19703 14158 14951
"179_at" 79 1389 21966
"1861_at" 14786 19093 21996
"200000_s_at" 15484 1072 21030
"200001_at" 14734 3671 22056
"200002_at" 16027 17266 17187
"200003_s_at" 5559 17931 18529
"200004_at" 12862 16515 4201
"200005_at" 15272 4736 19168
"200006_at" 12613 6842 6036
"200007_at" 5717 4540 7248
"200008_s_at" 1826 1175 22164
"200009_at" 12614 6486 17845
"200010_at" 5086 17411 8204
"200011_s_at" 18959 17695 17761
"200012_x_at" 4533 3844 17861
"200013_at" 6077 5493 17996
"200014_s_at" 13829 14757 4547
"200015_s_at" 13403 6135 2117
"200016_x_at" 14491 6747 6584
"200017_at" 13085 5846 6933
"200018_at" 13216 14507 6427
"200019_s_at" 5847 6899 7405
"200020_at" 17826 17821 3640
"200021_at" 6392 15609 7843
"200022_at" 14965 5981 19966
"200023_s_at" 17509 14478 6351
"200024_at" 5555 4083 20410
"200025_s_at" 13238 7165 6504
"200026_at" 13492 14865 17673
"200027_at" 15644 4579 2734
"200028_s_at" 15339 19096 4375
"200029_at" 13110 17422 7909
"200030_s_at" 12609 14525 6910
"200031_s_at" 5685 5780 17858
"200032_s_at" 5021 6247 7031
"200033_at" 15881 17172 4250
"200034_s_at" 4122 5102 17366
"200035_at" 16375 7119 5975
"200036_s_at" 5989 6566 6528
"200037_s_at" 12548 17819 2398
"200038_s_at" 13033 17233 7194
"200039_s_at" 15067 14924 18799
"200040_at" 19919 17501 2166
"200041_s_at" 18014 18248 20545
"200042_at" 15864 5333 4870
"200043_at" 14128 2884 1103
"200044_at" 15878 17194 4164
"200045_at" 18092 6655 20977
"200046_at" 17037 18574 3101
"200047_s_at" 13667 6876 2247
"200048_s_at" 12808 16517 6728
"200049_at" 18486 4392 5034
"200050_at" 5560 4453 209
"200051_at" 18394 19300 17718
"200052_s_at" 16156 14563 19298
"200053_at" 685 513 21122
"200054_at" 15456 17256 7271
"200055_at" 16641 6340 18020
"200056_s_at" 12702 14669 1945
"200057_s_at" 14024 14539 5731
"200058_s_at" 15683 7258 7508
"200059_s_at" 12656 7091 18366
"200060_s_at" 18106 16295 2950
"200061_s_at" 5627 15637 18537
"200062_s_at" 6053 14863 8033
"200063_s_at" 14347 17305 6898
"200064_at" 4466 5180 18687
"200065_s_at" 14720 17578 18894
"200066_at" 14920 20315 3819
"200067_x_at" 13104 15478 734
"200068_s_at" 15221 16214 4984
"200069_at" 18068 17113 2974
"200070_at" 16026 15329 4330
"200071_at" 15729 19524 895
"200072_s_at" 14658 4137 3043
"200073_s_at" 5621 17362 4002
"200074_s_at" 2394 15872 6263
"200075_s_at" 16332 4461 17635
"200076_s_at" 14612 2920 7778
"200077_s_at" 13742 15947 7822
"200078_s_at" 5110 3725 19554
"200079_s_at" 13743 6269 7936
"200080_s_at" 13084 15556 6637
"200081_s_at" 6310 15333 7627
"200082_s_at" 5854 4819 7522
"200083_at" 16214 19315 6653
"200084_at" 14696 6491 1629
"200085_s_at" 17883 4678 19048
"200086_s_at" 14524 16219 7797
"200087_s_at" 12905 7039 2393
"200088_x_at" 5231 6969 18237
"200089_s_at" 12703 14649 7539
"200090_at" 17501 3639 6074
"200091_s_at" 5364 5672 6004
"200092_s_at" 13101 6452 6980
"200093_s_at" 5048 4734 3176
"200094_s_at" 14396 6846 19042
"200095_x_at" 5443 5927 18195
"200096_s_at" 4664 3451 5305
"200097_s_at" 16402 18313 1854
"200098_s_at" 14366 15014 5854
"200099_s_at" 5864 14538 17615
"200593_s_at" 15022 14505 4068
"200594_x_at" 16045 15924 4637
"200595_s_at" 17434 16752 2035
"200596_s_at" 17050 18489 1473
"200597_at" 14633 14801 1576
"200598_s_at" 4281 4646 17350
"200599_s_at" 3588 15253 5504
"200600_at" 4758 13181 9807
"200601_at" 15674 1464 21288
"200602_at" 20036 15683 2977
"200603_at" 15104 5371 1917
"200604_s_at" 16688 4367 5046
"200605_s_at" 6230 15242 4491
"200606_at" 20475 18529 5926
"200607_s_at" 4191 3630 19454
"200608_s_at" 12834 16838 3112
"200609_s_at" 20963 15773 1924
"200610_s_at" 16897 17648 5280
"200611_s_at" 13319 5634 20049
"200612_s_at" 368 19342 21245
"200613_at" 13301 6167 19996
"200614_at" 12807 14681 7334
"200615_s_at" 12794 1272 8004
"200616_s_at" 4202 16942 6463
"200617_at" 18346 6893 21008
"200618_at" 18413 18403 8027
"200619_at" 5040 16128 6507
"200620_at" 14800 6249 6145
"200621_at" 13524 14970 21669
"200622_x_at" 13543 4804 18390
