"inst_3187" "inst_4492" "inst_6830"
"1007_s_at" 18201 8098 14990
"1053_at" 18698 13463 11769
"117_at" 8771 13883 9389
"121_at" 14740 4850 3902
"1255_g_at" 9215 14247 8501
"1294_at" 61 21878 4069
"1316_at" 16072 5916 17696
"1320_at" 11166 11029 732
"1405_i_at" 12638 14826 8260
"1431_at" 12838 12561 2452
"1438_at" 21445 5330 22247
"1487_at" 17572 3739 19775
"1494_f_at" 20390 13002 12022
"1598_g_at" 1822 20586 19387
"160020_at" 7049 4285 673
"1729_at" 19294 11503 19765
"1773_at" 4852 9213 14856
"177_at" 8246 2630 14641
"179_at" 852 13153 19227
"1861_at" 4750 12027 16027
"200000_s_at" 15025 12414 3918
"200001_at" 13985 11693 15259
"200002_at" 7489 11928 11798
"200003_s_at" 7004 15821 6563
"200004_at" 13221 9826 16984
"200005_at" 6574 10989 18217
"200006_at" 15995 11490 12587
"200007_at" 13785 11912 12638
"200008_s_at" 6897 6689 19695
"200009_at" 15081 11379 15017
"200010_at" 13437 10303 12034
"200011_s_at" 15198 9834 18400
"200012_x_at" 13623 21058 3812
"200013_at" 13321 20543 12320
"200014_s_at" 15545 9884 20169
"200015_s_at" 14029 8390 17808
"200016_x_at" 6596 12357 12303
"200017_at" 8902 15930 6710
"200018_at" 6901 15918 6695
"200019_s_at" 13085 20653 16024
"200020_at" 15403 11964 15053
"200021_at" 8932 20152 6876
"200022_at" 7399 13199 6580
"200023_s_at" 7410 8171 14303
"200024_at" 6382 13945 11811
"200025_s_at" 6251 12900 4185
"200026_at" 6841 20119 6886
"200027_at" 4797 4768 12282
"200028_s_at" 13732 8619 16124
"200029_at" 6460 20632 11399
"200030_s_at" 6594 13704 11834
"200031_s_at" 8896 15906 6686
"200032_s_at" 8904 20361 6716
"200033_at" 15394 9955 13991
"200034_s_at" 13420 13839 3244
"200035_at" 14986 12613 13457
"200036_s_at" 13224 12268 11413
"200037_s_at" 13415 8735 13168
"200038_s_at" 7351 20185 11534
"200039_s_at" 16251 11749 15252
"200040_at" 13725 6520 14663
"200041_s_at" 17314 10603 16144
"200042_at" 6572 12512 4495
"200043_at" 16239 11909 13098
"200044_at" 14620 9952 17698
"200045_at" 14612 12166 18775
"200046_at" 17786 11030 14062
"200047_s_at" 13226 6366 11572
"200048_s_at" 6337 10897 15283
"200049_at" 5214 9539 20725
"200050_at" 3444 3194 17326
"200051_at" 18741 10834 17957
