"inst_2176" "inst_3755" "inst_3836" "inst_3930" "inst_4311" "inst_6031"
"1007_s_at" 794 3385 4889 3094 11843 6966
"1053_at" 17458 13987 5480 19461 20035 3452
"117_at" 3243 7714 12572 4668 54 7925
"121_at" 1326 11569 14519 17116 13033 18699
"1255_g_at" 11939 8382 9329 8101 5764 7992
"1294_at" 21278 21961 541 18965 1545 3455
"1316_at" 18070 20302 7828 14821 10921 549
"1320_at" 7919 295 17198 21398 949 19973
"1405_i_at" 6785 6464 10189 9562 4953 9876
"1431_at" 1137 21456 3920 20593 10128 20162
"1438_at" 10843 16315 416 17205 2377 19315
"1487_at" 5846 17226 19500 5745 14673 15970
"1494_f_at" 2036 3407 7423 21833 14355 3275
"1598_g_at" 19663 2614 5168 4421 11916 18175
"160020_at" 18491 10539 210 21979 10404 21413
"1729_at" 19115 12436 1279 6209 15129 4280
"1773_at" 1949 20467 2571 14522 21037 19516
"177_at" 2192 21208 213 21364 19434 662
"179_at" 2864 2487 20189 4806 12457 19389
"1861_at" 20723 17415 14674 12235 13797 4104
"200000_s_at" 18918 1540 14521 16984 18825 14259
"200001_at" 14307 11105 7669 11922 14590 5696
"200002_at" 15094 11951 15388 12993 12069 14249
"200003_s_at" 9032 6127 10162 8295 5226 8890
"200004_at" 15103 11133 17854 13068 2997 13717
"200005_at" 5558 11977 7310 15825 11204 14952
"200006_at" 6083 11253 16734 5440 12446 5380
"200007_at" 15440 10299 15444 13597 11155 4488
"200008_s_at" 16556 20724 3447 16895 14889 2856
"200009_at" 16240 10247 15411 12522 12851 14083
"200010_at" 9124 4486 14533 13859 9397 6716
"200011_s_at" 6426 2544 6129 5402 9791 5575
"200012_x_at" 14013 3300 6592 14398 9497 5415
"200013_at" 6224 4591 16103 5857 9770 6985
"200014_s_at" 4359 11401 16644 5961 13492 4551
"200015_s_at" 6277 3902 14549 11895 16450 14329
"200016_x_at" 9237 6063 15081 11871 9447 6839
"200017_at" 9147 6217 10279 8421 5307 8983
"200018_at" 9368 6211 10264 8411 5298 8976
"200019_s_at" 5956 4093 16550 12139 10849 4956
"200020_at" 15276 11301 6721 15294 15774 6555
"200021_at" 17807 6303 10401 8546 5401 9078
"200022_at" 9297 13186 8134 8315 11721 8907
"200023_s_at" 6517 13511 17289 6520 14877 6669
"200024_at" 15698 3326 7492 5916 2873 12985
"200025_s_at" 9327 10334 15901 8408 13737 13504
"200026_at" 9192 6306 16576 8550 3302 9082
"200027_at" 15687 4183 15697 6546 16267 3828
"200028_s_at" 18832 13240 4958 5279 13060 16470
"200029_at" 9130 14676 6660 12396 9908 7307
"200030_s_at" 6650 10951 16806 6493 2920 6425
"200031_s_at" 9225 6203 10251 8398 5293 8967
"200032_s_at" 9122 6219 15196 8427 2552 8985
"200033_at" 16480 11122 18394 15436 10429 7283
"200034_s_at" 6584 10786 16748 8300 3291 15441
"200035_at" 4697 10357 8029 2597 9214 14858
"200036_s_at" 14226 4308 17984 12598 12499 3972
"200037_s_at" 14813 17841 17300 4636 14569 14697
"200038_s_at" 9177 13299 10380 8519 3541 9057
"200039_s_at" 5981 10753 15988 13882 12089 5570
"200040_at" 5661 11363 18765 17832 20619 14639
"200041_s_at" 3668 11675 17499 3624 3621 13618
"200042_at" 17346 13022 17604 12490 14807 15975
"200043_at" 3253 13509 19737 13211 3337 16120
"200044_at" 5174 11769 18623 15823 14044 16978
"200045_at" 5458 3700 17668 3861 12930 13637
"200046_at" 4872 12294 17245 15192 16288 2958
"200047_s_at" 14248 15093 15812 5541 14738 15404
"200048_s_at" 14533 4353 16062 5754 14018 6812
"200049_at" 1663 2966 7261 4220 11368 16828
"200050_at" 18638 14278 3341 12505 13421 3358
"200051_at" 18714 4077 6166 17803 13356 15892
"200052_s_at" 15703 19091 6007 16573 17101 3911
"200053_at" 6453 3408 17564 21104 20822 6261
"200054_at" 4708 3678 20130 16803 15817 16596
"200055_at" 4838 13324 19811 17732 14412 4423
"200056_s_at" 14983 15561 20228 12891 15692 7149
"200057_s_at" 14688 3124 8071 12222 9522 5088
"200058_s_at" 14901 4447 7951 13421 10735 15435
"200059_s_at" 6194 14566 7756 12652 9830 5526
"200060_s_at" 16024 11404 19353 13678 13106 14774
"200061_s_at" 9031 6202 10249 8396 5292 8965
"200062_s_at" 9332 6115 10146 8278 5216 8878
"200063_s_at" 9227 6245 10314 8458 5332 9006
"200064_at" 15234 4745 4669 6257 2932 7120
"200065_s_at" 3862 3232 5646 5097 9372 15318
"200066_at" 18967 13433 19203 19909 12164 13828
"200067_x_at" 6848 11108 6795 5476 13714 6942
"200068_s_at" 16807 4806 6225 5337 13835 14728
"200069_at" 17687 11582 3777 6608 18572 20709
"200070_at" 18084 3420 6442 12092 9478 18553
"200071_at" 19627 3620 15077 5595 21060 5963
"200072_s_at" 14853 12335 4774 16752 11473 5844
"200073_s_at" 4914 10448 7515 17466 14354 6424
"200074_s_at" 6322 12387 14679 13614 9612 5559
"200075_s_at" 17942 11052 17694 12748 13424 14063
"200076_s_at" 16219 10169 6999 3892 16554 13228
"200077_s_at" 6896 4343 3368 12007 11424 15037
"200078_s_at" 15248 11967 18971 15891 16183 13199
"200079_s_at" 3446 12451 15671 3954 12287 5190
"200080_s_at" 6830 10925 15172 12113 9878 15488
"200081_s_at" 14666 12832 17094 13440 10879 7033
"200082_s_at" 9161 11277 18029 8446 3511 13432
"200083_at" 2988 3602 15659 12232 15815 5821
"200084_at" 17095 15248 7259 16192 15245 6597
"200085_s_at" 15795 4307 16372 12488 14505 5432
"200086_s_at" 5112 17835 16211 4828 13587 16018
"200087_s_at" 5470 12095 15509 5723 10746 18174
"200088_x_at" 9396 6124 10157 8289 10172 8887
"200089_s_at" 15142 10489 16311 12590 14792 15969
"200090_at" 6479 2799 5400 5696 21262 4157
"200091_s_at" 17356 2607 16943 15210 3223 14041
"200092_s_at" 9106 13653 10322 8464 9495 7001
"200093_s_at" 13610 13173 15334 14606 12949 4346
"200094_s_at" 5712 10642 3610 3213 17120 14120
"200095_x_at" 9133 6295 10391 8530 5391 9065
"200096_s_at" 18438 13220 3774 16341 16971 13840
"200097_s_at" 4467 12578 5365 5020 10421 14222
"200098_s_at" 6822 10491 15555 12706 17987 15450
"200099_s_at" 9269 6256 10325 8468 9272 9015
"200593_s_at" 14478 15985 6816 16405 15215 14833
"200594_x_at" 3440 2344 17181 12877 13185 15776
"200595_s_at" 14729 11681 20887 18024 15159 13607
"200596_s_at" 6433 17188 3815 19408 11358 4890
"200597_at" 16506 15780 3770 19286 18113 2807
"200598_s_at" 17198 19973 2223 5719 21365 6313
"200599_s_at" 4687 12488 18213 13803 9750 17732
"200600_at" 4267 3416 3485 7671 12373 3288
"200601_at" 1931 11306 17519 18996 14472 2796
"200602_at" 17093 2390 20394 6432 19084 4711
"200603_at" 5123 11627 16100 6612 12598 14195
"200604_s_at" 13722 17869 4066 15688 10623 4971
"200605_s_at" 18539 17073 6258 16659 13919 17209
"200606_at" 6954 14792 7060 3823 18747 3988
"200607_s_at" 20627 19369 1478 5433 20185 6945
"200608_s_at" 5876 4349 19095 13104 11608 16401
"200609_s_at" 15072 15526 3778 4396 14499 5041
"200610_s_at" 5504 4599 8008 12972 13982 5256
"200611_s_at" 4193 14745 4771 14648 17313 6740
"200612_s_at" 15356 21394 2739 19246 18763 1464
"200613_at" 15326 11630 7106 13957 11901 4704
"200614_at" 19762 10214 14482 8299 3552 12978
"200615_s_at" 3904 18660 3957 11881 20630 3026
"200616_s_at" 4557 17183 2871 12910 21347 4671
"200617_at" 14427 2916 7104 13288 13128 16723
"200618_at" 2919 2864 15976 4203 11509 6757
"200619_at" 2759 19926 14615 14178 17690 13363
"200620_at" 4735 4732 17377 13672 11074 6050
"200621_at" 15290 15064 15134 16962 15818 15696
"200622_x_at" 19547 15277 16830 16224 10581 14126
"200623_s_at" 1788 19043 17450 21160 150 16584
"200624_s_at" 19954 15061 3453 17710 13697 6489
"200625_s_at" 5921 15692 20298 13552 3530 7336
"200626_s_at" 15968 14110 17292 17359 15152 13958
"200627_at" 4863 11186 7875 6463 2765 4089
"200628_s_at" 5086 20580 2943 19370 14970 2551
"200629_at" 2446 2254 17096 20958 18807 17525
"200630_x_at" 16648 3926 17311 4234 15385 7320
"200631_s_at" 15393 3933 16161 14702 14134 5674
"200632_s_at" 5232 12209 21535 1849 12895 18099
"200633_at" 17044 6201 10248 8395 3305 8964
"200634_at" 5980 10338 17105 15852 10049 6350
"200635_s_at" 14148 19541 2153 6310 20643 14180
"200636_s_at" 13526 1961 20301 16817 17506 17910
"200637_s_at" 9395 18811 1821 19470 14070 14043
"200638_s_at" 13893 10973 16492 15985 3599 5856
"200639_s_at" 3627 19366 16155 6448 9898 15986
"200640_at" 14246 3073 15121 11931 3175 6411
"200641_s_at" 17053 19173 3662 17305 9499 4581
"200642_at" 6884 10200 17197 16113 9968 5594
"200643_at" 20640 10590 19820 2905 15064 2200
"200644_at" 6921 11486 15683 13565 11342 15374
"200645_at" 5379 11453 16407 5582 13641 15006
"200646_s_at" 3988 17661 6487 15121 478 6427
"200647_x_at" 17636 2791 16362 14502 17475 6057
"200648_s_at" 19020 21284 3914 20187 17523 20168
"200649_at" 18968 13139 15843 11990 1956 7044
"200650_s_at" 9033 6083 14326 8236 5188 5911
"200651_at" 9064 2911 7696 8507 9592 6946
"200652_at" 5913 13274 3741 17315 16942 6534
"200653_s_at" 5600 10365 20634 5622 14394 15497
"200654_at" 13615 3102 15821 15566 9513 13538
"200655_s_at" 18984 4761 18196 13420 13585 4779
"200656_s_at" 4001 13643 4969 11899 12215 4220
"200657_at" 15631 11525 6910 11900 9239 14199
"200658_s_at" 6202 10884 5906 16220 15424 6286
"200659_s_at" 2550 11566 6026 13756 17087 6901
"200660_at" 5474 4040 19561 12867 2600 6993
"200661_at" 18803 3864 4137 17618 9774 14718
"200662_s_at" 13865 11894 6164 13015 13616 14757
"200663_at" 2341 11304 5471 3759 10579 4410
"200664_s_at" 18761 19240 1543 15169 13161 16601
"200665_s_at" 9238 9891 7956 5462 21445 9976
"200666_s_at" 20840 4657 5615 15818 13247 4807
"200667_at" 5402 17732 16437 5936 15715 13758
"200668_s_at" 14647 11366 15068 13130 11935 13109
"200669_s_at" 14745 17299 14645 15023 14988 13718
"200670_at" 3463 17451 16364 5953 12914 4585
"200671_s_at" 11226 22160 878 855 21861 20787
"200672_x_at" 2522 14867 18416 17474 19213 13961
"200673_at" 16368 12858 8143 6588 13887 13434
"200674_s_at" 9416 6260 10329 8473 1924 9018
"200675_at" 4606 3485 16534 12439 10598 15963
"200676_s_at" 2190 15975 19809 17602 17966 13588
"200677_at" 15810 11887 6303 4218 12766 4305
"200678_x_at" 6652 3847 4305 6120 14211 14719
"200679_x_at" 19281 14882 8189 14247 17647 6721
"200680_x_at" 14546 6298 7939 8536 3359 9072
"200681_at" 6358 4721 19245 14124 12640 6635
"200682_s_at" 6444 14268 14550 12533 14955 5933
"200683_s_at" 14680 11796 18727 15982 12009 6677
"200684_s_at" 3095 19048 5643 20586 14586 4043
"200685_at" 16410 20604 22075 18132 21414 4688
"200686_s_at" 4553 13218 20568 2818 20750 6439
"200687_s_at" 5623 3029 6658 13398 13634 17550
"200688_at" 21395 10837 20489 4514 21141 2734
"200689_x_at" 15228 4408 7322 3945 10479 13926
"200690_at" 6095 13810 18777 11824 19000 15809
"200691_s_at" 13855 10656 8210 12278 15582 7079
"200692_s_at" 16361 19636 14850 14414 13608 3643
"200693_at" 14315 18763 6405 3217 11061 6058
"200694_s_at" 5222 3867 16355 13490 16313 16875
"200695_at" 2459 1962 4996 15610 14319 17948
"200696_s_at" 18212 16676 19257 14321 20901 20032
"200697_at" 15944 11657 16108 12277 14891 17376
"200698_at" 1711 13251 15674 18264 10902 15041
"200699_at" 6385 13366 15428 14626 15434 14112
"200700_s_at" 17758 12261 17426 16825 11276 4737
"200701_at" 16816 10701 17382 15101 11813 13703
"200702_s_at" 14618 20934 4495 3781 21390 13659
"200703_at" 15183 11323 17081 14371 13291 14142
"200704_at" 4416 4150 20591 17225 3490 5822
"200705_s_at" 9324 3661 18508 5321 14235 12990
"200706_s_at" 16898 4731 5604 13607 15517 15860
"200707_at" 15018 13007 5773 17885 1877 17000
"200708_at" 2851 10605 14790 14365 14300 13483
"200709_at" 17513 10157 14894 16652 2876 14756
"200710_at" 6297 3925 15761 11778 13547 6828
"200711_s_at" 5543 15603 19505 12463 14491 5890
"200712_s_at" 15542 18259 3868 16969 12974 3236
"200713_s_at" 17658 12736 5446 4440 16239 6971
"200714_x_at" 4395 11947 16912 4763 2527 4023
"200715_x_at" 14332 3380 15436 12138 11477 4841
"200716_x_at" 9088 6291 10381 8520 3387 9058
"200717_x_at" 9390 6199 10245 8392 5291 8961
"200718_s_at" 17428 2495 8190 5512 11897 15726
"200719_at" 16333 4362 17857 4839 11084 15407
"200720_s_at" 15533 17832 14749 14729 10192 15171
"200721_s_at" 6912 14462 15384 14947 11713 16322
"200722_s_at" 16485 21573 990 16695 17782 2201
"200723_s_at" 16179 17051 4468 12977 11295 6893
"200724_at" 1427 21763 882 17798 2580 15902
"200725_x_at" 17480 10183 15433 16950 10322 7309
"200726_at" 17305 12239 14722 12718 15918 4496
"200727_s_at" 17909 18013 1226 4023 22176 17216
"200728_at" 15199 17787 8319 6357 14026 5031
"200729_s_at" 15141 13824 4262 6085 17062 5311
"200730_s_at" 18648 20544 2482 20658 13159 14656
"200731_s_at" 15702 13507 20836 18729 13363 17573
"200732_s_at" 17957 11080 17232 18355 12419 14011
"200733_s_at" 15477 12414 19787 13527 17202 19311
"200734_s_at" 18431 18571 18162 11726 14312 3229
"200735_x_at" 9346 6251 10320 8462 10056 9011
"200736_s_at" 3485 2772 10686 10578 19800 7367
"200737_at" 13942 15775 5077 14139 13870 4749
"200738_s_at" 6717 3404 14753 14267 2701 6263
"200739_s_at" 19490 16156 3912 14146 11948 3816
"200740_s_at" 6274 14900 16634 5077 10983 13159
"200741_s_at" 9155 6116 10148 8280 5217 8879
"200742_s_at" 6359 17906 4646 3101 12817 7301
"200743_s_at" 5331 12648 19341 15265 11543 13401
"200744_s_at" 14963 17206 5130 13340 14137 3978
"200745_s_at" 15581 15417 1960 6000 15485 16468
"200746_s_at" 6590 4291 3656 13529 9836 16497
"200747_s_at" 4026 4773 5327 4357 3390 12962
"200748_s_at" 15392 3912 14887 14009 5403 5808
"200749_at" 6817 10170 15567 15344 18177 13558
"200750_s_at" 14323 6176 14968 14048 3191 7123
"200751_s_at" 6940 17772 2735 11825 11756 6107
"200752_s_at" 21941 12685 14508 12537 15869 20340
"200753_x_at" 5620 15952 7475 16150 14462 17780
"200754_x_at" 6662 10221 6464 14924 9392 15701
"200755_s_at" 14410 16773 14454 2651 12459 16558
"200756_x_at" 19932 21553 2487 20778 10349 4442
"200757_s_at" 14432 13831 18648 14775 13260 19169
