"inst_2544" "inst_3403" "inst_3603" "inst_3705" "inst_4266" "inst_4727"
"1007_s_at" 10709 16976 11896 14446 13911 14572
"1053_at" 17058 16705 19006 19719 14264 13680
"117_at" 11254 5136 1288 5829 4910 6559
"121_at" 17734 794 3390 1682 13587 20469
"1255_g_at" 5526 7908 5469 4871 5856 7739
"1294_at" 10257 10385 1089 1180 11996 19955
"1316_at" 12970 181 13615 2129 15391 21936
"1320_at" 6214 4549 21896 613 1255 2998
"1405_i_at" 12259 3734 9259 9168 2808 576
"1431_at" 10440 8623 1175 14091 799 1469
"1438_at" 878 549 16386 20332 11819 2629
"1487_at" 13588 19763 19714 13366 15200 16281
"1494_f_at" 3690 705 10132 21677 1926 16599
"1598_g_at" 3025 22250 3439 11552 8348 2398
"160020_at" 2603 6964 15433 2733 9839 447
"1729_at" 10000 12722 19748 20116 15930 18569
"1773_at" 13145 21763 13990 15467 13639 17772
"177_at" 10092 9761 1809 7609 17988 19176
"179_at" 20404 15813 21957 21885 11699 21478
"1861_at" 16454 2176 16296 10553 18833 5456
"200000_s_at" 14805 13632 13661 12323 18790 5829
"200001_at" 17255 14623 13653 14858 15519 5020
"200002_at" 12948 11943 10052 4036 18607 13615
"200003_s_at" 5883 13177 6277 6290 4432 7870
"200004_at" 16921 14778 16694 15088 9478 14552
"200005_at" 17935 12997 11159 11558 11902 13691
"200006_at" 18297 11584 10870 11726 14001 13071
"200007_at" 17846 14685 4559 13763 9946 5885
"200008_s_at" 20005 17080 10936 21308 15375 17888
"200009_at" 13834 12940 13821 11594 12713 5602
"200010_at" 11269 15122 10822 14419 16675 14035
"200011_s_at" 19255 17851 13090 16012 13332 12822
"200012_x_at" 3685 1522 3162 3296 1829 13493
"200013_at" 12439 14393 12177 4547 12510 12937
"200014_s_at" 17311 15314 13707 13843 19165 4188
"200015_s_at" 20023 17254 12104 12868 12942 17479
"200016_x_at" 9834 2882 10972 11869 9253 15402
"200017_at" 5960 2895 6372 6387 4524 12412
"200018_at" 5952 12170 6362 6379 10816 4267
