"inst_3131" "inst_6510"
"1007_s_at" 888 5247
"1053_at" 18405 3174
"117_at" 16608 27
"121_at" 2861 18517
"1255_g_at" 6962 6653
"1294_at" 14783 5196
"1316_at" 21087 12757
"1320_at" 4193 6999
"1405_i_at" 14308 9255
"1431_at" 10658 19230
"1438_at" 7488 8471
"1487_at" 17442 2432
"1494_f_at" 684 20145
"1598_g_at" 685 17850
"160020_at" 15482 1521
"1729_at" 2329 18211
"1773_at" 22120 21640
"177_at" 15326 20242
"179_at" 16647 13583
"1861_at" 2079 12128
"200000_s_at" 13899 13599
"200001_at" 19068 15566
"200002_at" 11824 17441
"200003_s_at" 5640 4370
"200004_at" 14994 12658
"200005_at" 13963 17386
"200006_at" 12518 14298
"200007_at" 14633 19050
"200008_s_at" 18226 17034
"200009_at" 12011 14747
"200010_at" 3288 14538
"200011_s_at" 15209 12958
"200012_x_at" 2949 4049
"200013_at" 12068 4407
"200014_s_at" 15501 14335
"200015_s_at" 16125 14316
"200016_x_at" 11021 4527
"200017_at" 5791 12847
"200018_at" 5777 5276
"200019_s_at" 13046 14154
"200020_at" 13170 12799
"200021_at" 2968 7471
"200022_at" 3445 5155
"200023_s_at" 12293 17683
"200024_at" 3294 13945
"200025_s_at" 11866 13578
"200026_at" 5946 4583
"200027_at" 13788 13038
"200028_s_at" 13715 15310
"200029_at" 2928 4777
"200030_s_at" 2665 5314
"200031_s_at" 5763 4609
"200032_s_at" 5796 3927
"200033_at" 12350 4756
"200034_s_at" 10673 14244
"200035_at" 12869 2784
"200036_s_at" 12078 15393
"200037_s_at" 11048 5222
"200038_s_at" 5912 4798
"200039_s_at" 14099 14893
"200040_at" 13639 15896
"200041_s_at" 11783 16998
"200042_at" 18637 15729
"200043_at" 16597 19377
"200044_at" 17592 17156
"200045_at" 14438 16622
"200046_at" 17040 15333
"200047_s_at" 14559 16547
"200048_s_at" 15579 15314
"200049_at" 16338 17513
"200050_at" 11500 17167
"200051_at" 16732 15216
"200052_s_at" 12764 16127
"200053_at" 16265 1916
"200054_at" 19445 12109
"200055_at" 14774 5422
"200056_s_at" 20774 15577
"200057_s_at" 13117 14692
"200058_s_at" 15878 17379
"200059_s_at" 11152 13707
"200060_s_at" 12918 16817
"200061_s_at" 5761 2915
"200062_s_at" 5621 7265
"200063_s_at" 5841 4937
"200064_at" 15154 13701
"200065_s_at" 12217 15471
"200066_at" 2793 4253
"200067_x_at" 13647 14831
"200068_s_at" 12434 13537
"200069_at" 17857 18625
"200070_at" 12154 14314
"200071_at" 17305 20273
"200072_s_at" 15064 16256
"200073_s_at" 13607 5216
"200074_s_at" 3406 4070
"200075_s_at" 18302 15456
"200076_s_at" 19128 17613
"200077_s_at" 3594 13864
"200078_s_at" 11652 12969
"200079_s_at" 12684 12449
"200080_s_at" 10511 13457
"200081_s_at" 11745 12356
"200082_s_at" 3363 13328
"200083_at" 12581 15281
"200084_at" 14598 4495
"200085_s_at" 15317 17163
"200086_s_at" 14915 16108
"200087_s_at" 12829 13152
"200088_x_at" 5632 5117
"200089_s_at" 3082 5059
"200090_at" 10418 17574
"200091_s_at" 12170 4677
"200092_s_at" 10767 12923
"200093_s_at" 18439 16376
"200094_s_at" 3080 16401
"200095_x_at" 5918 7460
"200096_s_at" 17641 17540
"200097_s_at" 14478 12385
"200098_s_at" 15573 16730
"200099_s_at" 5856 7416
"200593_s_at" 14334 4721
"200594_x_at" 13884 16171
"200595_s_at" 11556 16159
"200596_s_at" 2674 19546
"200597_at" 13677 19294
"200598_s_at" 12545 12135
"200599_s_at" 18375 4130
"200600_at" 12655 3341
"200601_at" 19294 18974
"200602_at" 17520 12962
"200603_at" 13943 13640
"200604_s_at" 20284 13890
"200605_s_at" 19477 16010
"200606_at" 5087 3457
"200607_s_at" 13987 2648
"200608_s_at" 10851 14964
"200609_s_at" 19181 17740
"200610_s_at" 11027 19161
"200611_s_at" 18775 13712
"200612_s_at" 17844 4959
"200613_at" 12332 15330
"200614_at" 13014 12241
"200615_s_at" 12966 19403
"200616_s_at" 11478 15583
"200617_at" 15842 4365
"200618_at" 12765 14929
"200619_at" 2134 13109
"200620_at" 12367 19518
"200621_at" 20742 17781
"200622_x_at" 17908 5158
"200623_s_at" 19099 15603
"200624_s_at" 12619 4030
"200625_s_at" 11669 12084
"200626_s_at" 16552 4904
"200627_at" 13908 4292
"200628_s_at" 13130 19900
"200629_at" 13212 18479
"200630_x_at" 10512 12752
"200631_s_at" 15420 17847
"200632_s_at" 18456 15253
"200633_at" 11007 7358
"200634_at" 18333 12144
"200635_s_at" 8865 17094
"200636_s_at" 7574 17868
"200637_s_at" 6191 21412
"200638_s_at" 17411 15636
"200639_s_at" 11392 13909
"200640_at" 12566 15272
"200641_s_at" 16915 4119
"200642_at" 13008 13258
"200643_at" 13298 16952
"200644_at" 13018 5183
"200645_at" 16866 15176
"200646_s_at" 20107 21282
"200647_x_at" 16313 17057
"200648_s_at" 18742 1302
"200649_at" 11968 3578
"200650_s_at" 10541 4737
"200651_at" 10429 4506
"200652_at" 16837 13938
"200653_s_at" 16106 4338
