"inst_2194" "inst_3807" "inst_3890" "inst_4364" "inst_4544" "inst_6050"
"1007_s_at" 1883 12668 11401 5012 6436 5232
"1053_at" 5973 12285 16386 19692 19406 5428
"117_at" 15331 1 5933 9437 5 3397
"121_at" 21855 16836 16570 6527 3465 19352
"1255_g_at" 12687 8072 7718 6920 11047 9001
"1294_at" 4801 4955 17726 2517 5589 2580
"1316_at" 21543 18996 308 19215 4312 19010
"1320_at" 12562 11977 22086 888 9071 1506
"1405_i_at" 17128 1258 8020 11291 12005 11729
"1431_at" 17132 19542 2771 4915 14930 21899
"1438_at" 11947 14988 15156 19639 19081 14300
"1487_at" 15481 17860 21364 18986 20437 2544
"1494_f_at" 21737 4230 12965 3574 18926 2148
"1598_g_at" 17705 19563 19115 2085 19961 7143
"160020_at" 20865 12523 21312 22151 4374 22079
"1729_at" 18060 4407 14093 19894 18427 15058
"1773_at" 20237 4297 20606 17192 19697 16062
"177_at" 6877 433 21138 14486 17265 2194
"179_at" 1376 3673 13846 19982 20756 14422
"1861_at" 5478 16406 11816 16203 14791 7007
"200000_s_at" 14918 5618 13084 12658 6937 13389
"200001_at" 19016 14550 14355 15100 20052 15150
"200002_at" 7438 11872 3595 5461 13366 15067
"200003_s_at" 9985 7494 6285 8287 8863 9438
"200004_at" 6647 6137 14516 12222 14669 13232
"200005_at" 15043 5237 11924 14018 13279 14758
"200006_at" 15948 11772 14731 13551 14837 7072
"200007_at" 14935 12392 13301 14562 5450 15804
"200008_s_at" 20044 13559 14403 18728 18356 15601
"200009_at" 6472 14088 12632 13910 17353 7082
"200010_at" 14395 11238 3189 12776 14045 7641
"200011_s_at" 5070 13773 16101 3910 5452 14246
"200012_x_at" 4992 5443 10512 13979 15719 7052
"200013_at" 16280 11945 10784 8201 15766 14431
"200014_s_at" 7139 11747 18779 13069 13503 14866
"200015_s_at" 16231 16304 12686 12193 6901 15401
"200016_x_at" 9924 7423 11991 8198 6371 14041
"200017_at" 10028 7590 6389 8423 8961 9523
"200018_at" 10042 7579 6375 8413 5858 9516
"200019_s_at" 7226 5059 4084 8375 6462 13792
"200020_at" 4254 14741 12249 14728 5575 13559
"200021_at" 4995 7695 6502 8548 9056 9613
"200022_at" 9871 12522 6293 8310 14838 9452
"200023_s_at" 15783 12088 4410 6220 14730 17784
"200024_at" 17031 5309 4519 13604 13364 14275
"200025_s_at" 9888 11610 4497 8411 6110 13787
"200026_at" 10091 7700 10624 8551 14310 9614
"200027_at" 16416 12395 16468 5876 3386 15021
"200028_s_at" 14909 15206 18472 12123 13103 14741
"200029_at" 9906 12955 10842 6557 14426 13841
"200030_s_at" 17844 5719 10543 12273 14478 13459
"200031_s_at" 10012 7572 6367 8400 8938 9508
"200032_s_at" 9911 7596 6392 8427 13977 9525
"200033_at" 17026 12649 4310 5934 4799 14172
"200034_s_at" 15821 14692 2603 12885 15222 7538
"200035_at" 3250 4271 2200 12679 4769 7774
"200036_s_at" 15870 5943 2882 13481 6845 15587
"200037_s_at" 7747 15227 13008 4279 4774 14382
"200038_s_at" 9907 4734 6481 8522 14720 9590
"200039_s_at" 16757 11366 11532 16476 16749 17628
"200040_at" 15310 17546 13453 16813 15151 13406
"200041_s_at" 4289 12414 15854 12503 15649 6090
"200042_at" 18182 15403 11729 12376 15851 13692
"200043_at" 20042 5979 11642 3754 3995 18464
"200044_at" 15766 18549 14091 13944 6808 13535
"200045_at" 4843 15484 13617 12884 4361 4128
"200046_at" 15384 12089 13920 12617 6069 18641
"200047_s_at" 7194 14390 15622 4586 1998 6231
"200048_s_at" 16003 6064 4272 5765 5407 14967
"200049_at" 3496 17576 19078 19095 6851 14236
"200050_at" 19421 12292 11496 13084 6701 5603
"200051_at" 4763 11985 14552 20658 13498 5503
"200052_s_at" 18515 13170 12272 14360 17703 16392
"200053_at" 2793 5847 581 18724 19690 3088
"200054_at" 17105 3262 17351 13796 3138 17683
"200055_at" 6985 12744 16229 17678 15826 13580
"200056_s_at" 17552 14648 16354 12260 15645 6900
"200057_s_at" 6045 14117 13528 4899 4947 13980
"200058_s_at" 5073 15728 18431 15665 15878 13951
"200059_s_at" 15339 13691 10747 14081 14649 14791
"200060_s_at" 17583 13459 18253 16277 5065 14515
"200061_s_at" 10208 7571 6365 8398 8937 9506
"200062_s_at" 10002 7480 6271 8273 8847 9426
"200063_s_at" 9927 7629 6428 8463 8989 9547
"200064_at" 17894 13379 11442 14971 15661 13456
"200065_s_at" 18639 13762 14595 14876 14536 7135
"200066_at" 19113 15539 14691 16952 18529 4850
"200067_x_at" 16843 11681 16342 6688 14043 14688
"200068_s_at" 15268 15576 13645 4692 3825 6012
"200069_at" 16439 12398 21446 14548 5734 19823
"200070_at" 1804 5755 11104 4971 13685 19540
"200071_at" 6618 15033 10465 12640 3741 18483
"200072_s_at" 14780 14499 11183 14759 18036 7563
"200073_s_at" 7795 16029 13562 13005 13936 18606
"200074_s_at" 16376 11595 10623 13291 14482 17151
"200075_s_at" 16537 12253 11358 15642 16107 6796
"200076_s_at" 3226 16900 15348 18857 18339 6862
"200077_s_at" 7658 5711 4306 6411 13296 15101
"200078_s_at" 18062 4830 12107 4826 3067 7166
"200079_s_at" 16211 13589 11436 12775 17829 16382
"200080_s_at" 16044 11585 12662 5158 6013 13695
"200081_s_at" 16909 5577 3820 13557 7033 7236
"200082_s_at" 10106 7619 6416 8450 13757 9541
"200083_at" 7852 16850 15235 5701 15339 4142
"200084_at" 17223 13816 13709 16448 14044 15562
"200085_s_at" 15302 12538 11047 13134 14567 14356
"200086_s_at" 15020 5889 13013 12709 6922 7790
"200087_s_at" 6981 19079 14598 14976 5048 7752
"200088_x_at" 10229 7489 6280 8284 8861 9435
"200089_s_at" 15778 12596 3556 5935 14125 14269
"200090_at" 14847 11990 13697 6095 4095 4679
"200091_s_at" 18627 11281 1820 4664 3675 16716
"200092_s_at" 10199 5160 6434 8471 4132 7612
"200093_s_at" 18523 16480 3035 4863 13238 19980
"200094_s_at" 17343 4706 3737 16216 6291 13486
"200095_x_at" 9973 7686 6490 8535 9043 9598
"200096_s_at" 19897 2220 14155 15869 3282 17433
"200097_s_at" 7750 16285 14428 14856 5358 7106
"200098_s_at" 7403 14167 12410 14909 6376 16517
"200099_s_at" 10099 7638 6437 8473 6867 9557
"200593_s_at" 6348 13830 3952 17726 6786 4447
"200594_x_at" 3504 16957 13964 12734 15524 13917
"200595_s_at" 6220 14436 4073 5360 4906 7653
"200596_s_at" 5586 14291 10592 14903 1499 4773
"200597_at" 7398 19746 18366 19447 13581 13331
"200598_s_at" 20164 3563 3822 12393 1550 16764
"200599_s_at" 19033 13303 11661 14070 1637 7256
"200600_at" 3548 12981 7647 8958 14052 11124
"200601_at" 14650 11965 12606 13328 17021 18510
"200602_at" 19912 21244 11943 16326 2978 20794
"200603_at" 4978 16180 12365 4215 6594 14567
"200604_s_at" 21798 18947 4292 18195 13382 14954
"200605_s_at" 3635 19488 11250 13298 15880 19371
"200606_at" 18402 5011 14226 4753 2942 13279
"200607_s_at" 19059 5005 4262 19663 17293 16699
"200608_s_at" 14514 16825 10457 13398 14445 17771
"200609_s_at" 3836 19503 17959 14598 2735 7634
"200610_s_at" 18172 17255 10629 13485 5688 15550
"200611_s_at" 6734 14003 13925 13249 13217 6520
"200612_s_at" 1242 17991 21516 425 3671 18796
"200613_at" 17840 12108 13337 17470 17338 13647
"200614_at" 18739 12816 3624 12181 13566 7395
"200615_s_at" 17866 13025 14875 16977 19176 7041
"200616_s_at" 15479 2079 15281 4592 3367 5883
"200617_at" 4440 19333 20754 12990 17742 15874
"200618_at" 2230 18264 18581 17980 17229 6915
"200619_at" 1920 13398 16662 18872 13349 3635
"200620_at" 7558 5666 13073 12707 15004 13437
"200621_at" 15333 2896 4422 12864 1812 13453
"200622_x_at" 20101 5490 14840 12941 16399 16363
"200623_s_at" 20556 20724 15085 16982 21735 14931
"200624_s_at" 16446 16404 10978 15470 13987 15091
"200625_s_at" 15919 11074 11196 5931 15836 6068
"200626_s_at" 17357 18560 16133 14305 5416 15407
"200627_at" 18328 13991 4108 13841 13678 7603
"200628_s_at" 15341 5379 15107 19493 4082 14908
"200629_at" 5059 18695 15343 16887 6287 3261
"200630_x_at" 15494 13525 11360 4060 4953 14756
"200631_s_at" 7690 17943 11972 13124 15297 17063
"200632_s_at" 4364 2672 1455 1732 861 933
"200633_at" 6973 7570 6364 8397 8936 9505
"200634_at" 15544 13104 10848 5297 15143 14820
"200635_s_at" 525 13300 14312 6720 17816 5083
"200636_s_at" 13412 12851 19005 15148 16187 18435
"200637_s_at" 8488 3825 21735 13605 14710 2310
"200638_s_at" 17504 5956 3753 13068 4894 15270
"200639_s_at" 4713 11565 14814 12190 7039 14126
"200640_at" 4997 15762 11226 4820 6354 6081
"200641_s_at" 20950 3594 11609 15871 3583 16025
"200642_at" 16250 12198 4435 15044 15452 15244
"200643_at" 7621 19944 14214 15531 17468 4431
"200644_at" 4437 14697 15726 12134 16343 18850
"200645_at" 15038 5623 14283 12774 13667 16772
"200646_s_at" 20414 21510 11765 17065 21446 20137
"200647_x_at" 6080 12307 11797 4780 13290 16784
"200648_s_at" 21743 19761 3382 15062 18395 19422
"200649_at" 1775 19209 17646 14089 6433 4054
"200650_s_at" 10147 7444 10571 8226 8814 13438
"200651_at" 10214 5010 6476 8513 15506 13876
"200652_at" 15103 3160 11674 5033 14661 16812
"200653_s_at" 7875 14451 15742 6035 4805 15960
"200654_at" 14466 12639 12401 13257 3796 7113
"200655_s_at" 5911 15125 3621 13089 13631 6632
"200656_s_at" 19814 15561 18659 15533 15122 6300
"200657_at" 14568 5708 11243 8292 13151 7378
"200658_s_at" 17665 14455 13344 15970 17438 7288
"200659_s_at" 15130 17379 12150 18526 14895 14147
"200660_at" 6610 4384 3423 6302 15139 7315
"200661_at" 15317 12214 4448 14806 15293 14331
"200662_s_at" 19263 13670 14937 17746 14072 16595
"200663_at" 2912 4357 12973 3385 4622 16562
"200664_s_at" 21110 1450 18989 17246 3316 17475
"200665_s_at" 9958 6178 8503 10181 20183 7903
"200666_s_at" 20290 12422 18696 15421 2635 16068
"200667_at" 5822 11652 17320 15677 13817 16881
"200668_s_at" 7702 12057 12415 13063 6524 7806
"200669_s_at" 17657 3328 13116 13548 3300 13206
"200670_at" 16325 3544 3374 4789 750 13180
"200671_s_at" 13187 21509 2116 22242 17027 2837
"200672_x_at" 1778 21724 13293 12363 19315 6003
"200673_at" 7118 11734 3385 4638 5477 15988
"200674_s_at" 10109 7641 6441 8480 15296 9560
"200675_at" 7571 5833 18013 12639 14483 14808
"200676_s_at" 4089 15803 20290 5980 19206 3649
"200677_at" 1881 5931 12959 13126 14579 16585
"200678_x_at" 16254 6010 11825 12952 14297 6927
"200679_x_at" 18621 15446 3841 14127 5440 16611
"200680_x_at" 7124 7688 6494 8539 4450 9606
"200681_at" 15250 13435 15595 6575 13563 7572
"200682_s_at" 19509 5968 13539 15689 18864 14010
"200683_s_at" 20161 16550 14491 16891 19632 6530
"200684_s_at" 16507 21166 14983 16099 21001 17313
"200685_at" 18248 19412 18255 20132 20355 19461
"200686_s_at" 20610 4086 20576 13019 4597 14601
"200687_s_at" 16284 18485 14855 18032 19000 16230
"200688_at" 14979 4236 18478 14840 16998 4704
"200689_x_at" 14859 4334 11997 8532 13961 14606
"200690_at" 4390 16438 15033 17398 2748 14928
"200691_s_at" 6318 12904 12696 15729 13271 13272
"200692_s_at" 21021 3391 3000 17569 2393 15372
"200693_at" 16929 12209 12997 13899 6370 14441
"200694_s_at" 14646 11496 13532 4112 5308 5127
"200695_at" 14461 21127 10511 3790 19459 14811
"200696_s_at" 4961 18564 13916 2621 19116 6934
"200697_at" 1527 5957 14671 17658 15761 13424
"200698_at" 4768 18051 15615 17113 16249 7496
"200699_at" 1783 14515 14892 4816 16615 5741
"200700_s_at" 4994 17612 12863 12226 13137 14697
"200701_at" 18544 11362 15147 6499 6422 4778
"200702_s_at" 4764 12232 14612 5095 6861 5144
