"inst_264" "inst_601"
"1007_s_at" 16194 3942
"1053_at" 17024 17956
"117_at" 19131 2328
"121_at" 13400 17123
"1255_g_at" 21033 12522
"1294_at" 5760 955
"1316_at" 1957 2022
"1320_at" 142 14502
"1405_i_at" 11827 9235
"1431_at" 342 13231
"1438_at" 6960 2954
"1487_at" 19373 18418
"1494_f_at" 4852 19138
"1598_g_at" 7415 21432
"160020_at" 14573 17422
"1729_at" 16334 8402
"1773_at" 2043 15364
"177_at" 322 7967
"179_at" 14141 16482
"1861_at" 19156 19986
"200000_s_at" 4373 6202
"200001_at" 13195 2111
"200002_at" 15511 7992
"200003_s_at" 15895 8362
"200004_at" 16891 6632
"200005_at" 12354 5232
"200006_at" 14146 7760
"200007_at" 12189 6320
"200008_s_at" 6571 5813
"200009_at" 6024 8178
"200010_at" 18947 16510
"200011_s_at" 4542 7234
"200012_x_at" 3762 6951
"200013_at" 6680 16163
"200014_s_at" 15862 7424
"200015_s_at" 4620 6694
"200016_x_at" 14180 18843
"200017_at" 12489 16187
"200018_at" 6080 7681
"200019_s_at" 15903 4052
"200020_at" 17350 15740
"200021_at" 3546 3173
"200022_at" 18057 5995
"200023_s_at" 16125 7366
"200024_at" 4146 6628
"200025_s_at" 12908 16771
"200026_at" 16837 19981
"200027_at" 7216 6861
"200028_s_at" 15720 16542
"200029_at" 13373 8363
"200030_s_at" 7637 5056
"200031_s_at" 6228 7537
"200032_s_at" 15783 8403
"200033_at" 12910 6678
"200034_s_at" 12699 8473
"200035_at" 2246 19817
"200036_s_at" 16306 8406
"200037_s_at" 15124 17642
"200038_s_at" 15425 15398
"200039_s_at" 4499 3368
"200040_at" 12596 16221
"200041_s_at" 15369 6210
"200042_at" 3039 7712
"200043_at" 4536 5965
"200044_at" 18470 15705
"200045_at" 14156 3939
"200046_at" 14210 4575
"200047_s_at" 15380 15607
"200048_s_at" 14139 7855
"200049_at" 4838 20126
"200050_at" 16388 16410
"200051_at" 6654 21167
"200052_s_at" 16588 15584
"200053_at" 7531 15638
"200054_at" 13149 16039
"200055_at" 12873 6985
"200056_s_at" 18396 20049
"200057_s_at" 4920 6999
"200058_s_at" 7001 7955
"200059_s_at" 15543 7583
"200060_s_at" 14956 18356
"200061_s_at" 7686 16616
"200062_s_at" 7881 8500
