"inst_2178" "inst_3613" "inst_3715" "inst_4275" "inst_4737" "inst_6033"
"1007_s_at" 1417 4559 16469 17470 2609 17231
"1053_at" 16823 15698 16966 14460 16136 3301
"117_at" 3790 9218 13167 20 7828 7113
"121_at" 21967 10476 7393 3090 13739 15193
"1255_g_at" 9648 7463 11641 8676 7189 9056
"1294_at" 20042 12700 438 989 12986 22066
"1316_at" 20604 19151 1524 16066 22200 18198
"1320_at" 9328 11964 11811 16508 4271 19613
"1405_i_at" 18523 976 13051 6816 453 2104
"1431_at" 15342 15617 2729 20356 2439 21851
"1438_at" 11283 18425 3724 20707 5911 16561
"1487_at" 13542 16634 16436 18299 19384 18715
"1494_f_at" 1151 21920 19366 712 1968 16865
"1598_g_at" 22103 18455 18660 11278 2502 16152
"160020_at" 15454 20663 6064 19521 2648 21261
"1729_at" 21063 17364 19193 13325 18486 20541
"1773_at" 18567 3305 3904 17577 18739 2425
"177_at" 2641 533 10958 21715 19929 6524
"179_at" 2665 20295 14631 18728 2947 21591
"1861_at" 20917 3673 4032 21216 4396 2257
"200000_s_at" 16355 11655 19265 12897 5490 19063
"200001_at" 15285 15595 15972 16492 14837 16618
"200002_at" 14988 11810 5673 15088 15966 4056
"200003_s_at" 6992 6080 10140 6898 8373 6929
"200004_at" 16407 11048 6762 5033 4665 3072
"200005_at" 4623 11311 16167 15899 5131 14309
"200006_at" 12467 4058 6807 12678 15052 4737
"200007_at" 13710 11902 8047 4862 4361 4330
"200008_s_at" 4314 11880 3914 4711 19329 13835
"200009_at" 4782 11040 17716 14814 17499 11548
"200010_at" 11889 12754 6929 16193 14402 4976
"200011_s_at" 11678 4492 17389 18718 14974 14416
"200012_x_at" 4352 2910 7525 4638 14522 13790
"200013_at" 13821 12415 5829 13305 14028 11114
"200014_s_at" 4310 16353 7166 12265 4561 13852
"200015_s_at" 16697 11860 6587 4197 17771 12072
"200016_x_at" 7099 13982 15828 3807 5805 4359
"200017_at" 6897 6182 10229 6997 8534 7013
"200018_at" 6912 6171 10221 6990 13436 7006
"200019_s_at" 12252 4014 7237 13060 4912 11662
"200020_at" 3284 13174 21380 11330 5990 11210
"200021_at" 3976 6286 10319 7102 8682 7106
"200022_at" 7059 6096 5538 17674 6040 6940
"200023_s_at" 16466 12121 16009 14429 4322 5222
"200024_at" 12436 3837 7340 12056 13274 15331
"200025_s_at" 7186 10622 7293 10740 13793 4561
"200026_at" 7131 6289 8486 11135 12809 7110
"200027_at" 4090 13608 14609 14004 14716 13167
"200028_s_at" 14040 14895 17960 4978 4120 12760
"200029_at" 7032 3002 7576 13662 5661 3916
"200030_s_at" 15904 11469 14924 4423 4590 4631
"200031_s_at" 6923 6166 10210 6981 8507 7000
"200032_s_at" 7016 6186 7836 3871 14796 7014
"200033_at" 16952 10918 8409 4811 12791 3852
"200034_s_at" 14272 6084 8099 12986 14391 2843
"200035_at" 12578 17454 18331 12082 1609 16822
"200036_s_at" 12557 13349 6193 10776 5196 11516
"200037_s_at" 14401 11233 14333 4166 14807 3008
"200038_s_at" 6956 6264 7038 10614 13599 7086
"200039_s_at" 15366 10447 6884 13432 14001 14343
"200040_at" 15612 14063 17784 12696 13952 14516
"200041_s_at" 3970 12060 4352 12252 3968 11513
"200042_at" 14645 13203 7006 17251 14550 14630
"200043_at" 13619 15117 6472 11588 19076 2171
"200044_at" 13440 18717 8085 12387 19330 4597
"200045_at" 11749 11258 18066 16997 6258 18382
"200046_at" 16415 10364 6755 16528 12996 16414
"200047_s_at" 12889 15524 14205 5092 13123 3474
"200048_s_at" 13667 13198 8144 4498 4696 12956
"200049_at" 19838 15774 14529 14339 3517 17938
"200050_at" 19293 11845 5870 15312 5054 3317
"200051_at" 14109 11360 17521 10655 13922 14574
"200052_s_at" 15889 13801 6943 16236 14591 12915
"200053_at" 3723 21091 15912 18954 3976 17533
"200054_at" 19270 16507 20064 13297 13100 13857
"200055_at" 16993 10226 17041 15700 14606 15992
"200056_s_at" 20532 18221 16374 12784 14717 4815
"200057_s_at" 11914 11175 6555 4817 4823 12454
"200058_s_at" 16368 11378 15417 17414 13190 16198
"200059_s_at" 14630 11527 6437 4609 15599 3974
"200060_s_at" 16397 16971 15451 15927 14906 5334
"200061_s_at" 6888 6164 10209 6980 8506 6998
"200062_s_at" 6961 6066 10126 6882 8360 6915
"200063_s_at" 7115 6216 10253 7029 8580 7038
"200064_at" 12482 11895 7827 14147 14968 11159
"200065_s_at" 4896 11300 14121 17897 15302 12784
"200066_at" 17417 14509 6873 17356 19115 15902
"200067_x_at" 14748 3585 7033 5097 15111 12175
"200068_s_at" 12408 13654 16534 13025 14409 5367
"200069_at" 17303 11229 15307 11692 2878 18728
"200070_at" 19612 18728 2438 19931 5151 13793
"200071_at" 17402 20043 8222 15363 15183 14942
"200072_s_at" 12641 14544 15549 15594 14893 13040
"200073_s_at" 12400 15199 7378 3549 13385 13272
"200074_s_at" 13153 13051 6382 5200 14200 5219
"200075_s_at" 20220 10641 5012 18037 15746 15552
"200076_s_at" 3001 16292 14162 16230 5582 17366
"200077_s_at" 12156 13043 7372 4512 13730 4041
"200078_s_at" 4813 12418 15517 15334 13398 12062
"200079_s_at" 11635 4267 14326 19660 14795 17919
"200080_s_at" 16301 14985 15835 2760 5766 2659
"200081_s_at" 12958 11435 8132 13287 17680 4921
"200082_s_at" 7095 6207 6875 14802 13173 7030
"200083_at" 11541 18478 15182 13644 18573 13895
"200084_at" 14591 15988 16577 11700 4852 12739
"200085_s_at" 3311 13038 6417 16609 15661 11990
"200086_s_at" 14760 10736 15181 15537 17648 3028
"200087_s_at" 3566 16643 8348 17067 15507 2615
"200088_x_at" 7162 6075 10136 4822 8370 6926
"200089_s_at" 14280 10791 7010 4040 6309 4990
"200090_at" 20129 2105 14014 14224 14134 4522
"200091_s_at" 17288 13934 8384 10798 15133 3746
"200092_s_at" 6894 6225 15717 4793 5464 5176
"200093_s_at" 19447 12925 4206 4527 16430 16739
"200094_s_at" 15695 3523 3990 2859 5346 11139
"200095_x_at" 7030 6272 10309 7092 8671 7094
"200096_s_at" 19828 13412 16967 17635 16987 16787
"200097_s_at" 16771 15109 14296 10814 13610 13150
"200098_s_at" 16159 13936 6169 12549 3175 15558
"200099_s_at" 7197 6228 5321 4698 8599 7048
"200593_s_at" 12131 19270 4785 15913 17063 11249
"200594_x_at" 3630 16448 16412 11083 13934 4644
"200595_s_at" 14333 16947 17268 12674 5934 12320
"200596_s_at" 12393 16553 7261 11151 5644 16827
"200597_at" 4724 11036 14517 13825 4903 14913
"200598_s_at" 12453 10906 8267 1809 4650 15730
"200599_s_at" 18080 16884 4814 12467 15667 15945
"200600_at" 3297 6701 14930 19064 14985 2760
"200601_at" 3361 15455 20487 2659 3866 876
"200602_at" 20088 15281 18864 4723 18767 2303
"200603_at" 19056 16309 16765 4707 16880 3988
"200604_s_at" 19642 15828 19153 10830 18733 11523
"200605_s_at" 15772 17340 7820 3059 19982 4677
"200606_at" 21236 11425 15262 11472 14745 2798
"200607_s_at" 13436 4408 1653 2103 13692 15803
"200608_s_at" 16812 18104 5408 3254 12858 4707
"200609_s_at" 13662 3568 19568 18407 4767 14625
"200610_s_at" 14110 15609 5548 12084 15631 4410
"200611_s_at" 16554 16045 17601 17916 4899 12596
"200612_s_at" 13603 16234 2599 21590 21950 15412
"200613_at" 11567 11104 8077 11768 6025 11501
"200614_at" 13920 11790 14159 10886 3233 11814
"200615_s_at" 12866 12989 14958 3971 13602 16259
