"inst_6378" "inst_6403" "inst_6408"
"1007_s_at" 17691 16694 7264
"1053_at" 18126 11847 17209
"117_at" 22173 8157 15121
"121_at" 3694 13312 3841
"1255_g_at" 11803 8313 12633
"1294_at" 20354 2342 3078
"1316_at" 4127 18085 7477
"1320_at" 21979 2178 15679
"1405_i_at" 10201 7115 12690
"1431_at" 1278 2440 22235
"1438_at" 19898 10103 17219
"1487_at" 14807 16334 16102
"1494_f_at" 213 21457 9762
"1598_g_at" 20647 4213 17867
"160020_at" 13629 2833 21804
"1729_at" 18665 2539 5921
"1773_at" 1047 12368 7344
"177_at" 1531 16983 10312
"179_at" 20884 9936 2079
"1861_at" 4187 19136 18196
"200000_s_at" 7961 4824 5974
"200001_at" 6470 10924 6385
"200002_at" 12472 11807 7356
"200003_s_at" 10158 7072 12588
"200004_at" 14252 5335 8051
"200005_at" 15491 15870 4365
"200006_at" 13358 7308 9850
"200007_at" 13821 18159 5851
"200008_s_at" 2994 5200 6112
"200009_at" 7565 4476 9807
"200010_at" 6532 7074 8931
"200011_s_at" 17093 13688 5018
"200012_x_at" 6943 7031 16592
"200013_at" 10047 6988 9838
"200014_s_at" 3107 5069 17299
"200015_s_at" 14657 9579 8078
"200016_x_at" 10046 6984 8771
"200017_at" 10301 7204 8773
"200018_at" 10286 7193 9457
"200019_s_at" 10245 7156 8568
"200020_at" 15721 13650 9723
"200021_at" 10486 7343 15947
"200022_at" 6276 7095 16626
"200023_s_at" 7782 14439 7536
"200024_at" 10249 7161 8680
"200025_s_at" 14079 7192 8685
"200026_at" 10493 7348 16878
"200027_at" 4326 11918 16797
"200028_s_at" 17543 17144 8225
"200029_at" 6016 7141 8043
"200030_s_at" 7827 4447 9680
"200031_s_at" 10272 7183 12839
"200032_s_at" 10309 7207 9837
"200033_at" 16687 5215 7934
"200034_s_at" 16186 7079 19160
"200035_at" 16132 19113 3450
"200036_s_at" 7341 7061 17713
"200037_s_at" 16626 4290 8365
"200038_s_at" 12880 7310 9777
"200039_s_at" 17355 10194 9352
"200040_at" 16571 9938 8521
"200041_s_at" 13781 10192 18952
"200042_at" 13893 15362 6745
"200043_at" 16391 11054 5445
"200044_at" 17208 10576 6332
"200045_at" 16452 13982 4818
"200046_at" 15528 17143 9435
"200047_s_at" 15595 3156 16591
"200048_s_at" 15963 10200 17217
"200049_at" 18377 17198 20330
"200050_at" 16627 3291 3324
"200051_at" 7216 12718 19970
"200052_s_at" 4941 11110 18035
"200053_at" 21040 12724 2445
"200054_at" 7444 18467 9100
"200055_at" 12498 17068 17391
"200056_s_at" 15966 18569 4715
"200057_s_at" 13101 11450 17036
"200058_s_at" 14849 12140 5592
"200059_s_at" 7515 12233 9590
"200060_s_at" 16869 14718 3929
"200061_s_at" 10270 7181 12837
"200062_s_at" 10135 7056 12550
"200063_s_at" 10357 7247 9692
"200064_at" 4985 5297 17050
"200065_s_at" 7211 5144 7419
"200066_at" 16350 5381 2685
"200067_x_at" 13520 17070 17830
"200068_s_at" 7275 15018 8008
"200069_at" 14804 12549 4370
"200070_at" 13881 4515 8482
"200071_at" 6700 19376 8667
"200072_s_at" 6518 11115 5071
"200073_s_at" 12677 13872 7180
"200074_s_at" 5491 5006 7031
"200075_s_at" 5890 11250 9835
"200076_s_at" 16720 18001 16325
"200077_s_at" 6742 9375 7294
"200078_s_at" 14419 12006 8857
"200079_s_at" 6500 9229 16571
"200080_s_at" 16690 4570 16428
"200081_s_at" 7072 9311 9152
"200082_s_at" 10340 7230 8230
"200083_at" 16965 13062 6309
"200084_at" 14136 16270 8190
"200085_s_at" 7534 11476 9494
"200086_s_at" 6887 4445 8652
"200087_s_at" 7831 9847 5691
"200088_x_at" 10150 7068 17271
"200089_s_at" 5720 5159 9649
"200090_at" 18764 13679 7914
"200091_s_at" 7900 4850 7058
"200092_s_at" 10367 7257 8074
"200093_s_at" 7225 15237 9669
"200094_s_at" 12725 7235 8073
"200095_x_at" 10468 7325 13206
"200096_s_at" 14118 9710 15869
"200097_s_at" 18901 18061 4133
"200098_s_at" 16848 15928 8530
"200099_s_at" 10371 7261 17666
"200593_s_at" 6540 14533 18321
"200594_x_at" 6613 14426 5673
"200595_s_at" 14518 13152 4233
"200596_s_at" 14022 11032 4080
"200597_at" 19660 12221 6438
"200598_s_at" 13037 13042 16262
"200599_s_at" 12932 4786 4349
"200600_at" 12412 13504 17613
"200601_at" 12743 20021 15860
"200602_at" 15979 19081 19717
"200603_at" 16586 4573 3177
"200604_s_at" 14625 10994 16965
"200605_s_at" 13201 17348 5506
"200606_at" 15602 15432 18273
"200607_s_at" 5742 9852 18227
"200608_s_at" 13809 11484 4254
"200609_s_at" 19816 17251 3834
"200610_s_at" 15108 17965 17432
"200611_s_at" 12427 17351 8841
"200612_s_at" 817 1644 21114
"200613_at" 7243 13469 16714
"200614_at" 13877 7076 5588
"200615_s_at" 3983 15462 8041
"200616_s_at" 13399 9359 18351
"200617_at" 17362 15419 3960
"200618_at" 16311 12232 16969
"200619_at" 18877 17254 19017
"200620_at" 14025 10183 9338
"200621_at" 12547 17793 17046
"200622_x_at" 14342 11735 4813
"200623_s_at" 18692 12893 4867
"200624_s_at" 7223 16232 4005
"200625_s_at" 17215 12935 8995
"200626_s_at" 19977 15539 6643
"200627_at" 5387 3836 7293
"200628_s_at" 5856 3005 19545
"200629_at" 19988 16728 7603
"200630_x_at" 14078 7009 8629
"200631_s_at" 16030 17170 16501
"200632_s_at" 4727 16530 8865
"200633_at" 10268 7180 12834
"200634_at" 7178 14299 16482
"200635_s_at" 12857 18321 2465
"200636_s_at" 5390 17360 2218
"200637_s_at" 17408 15923 20806
"200638_s_at" 6821 10581 9127
"200639_s_at" 18367 4918 6771
"200640_at" 5176 11388 5822
"200641_s_at" 3308 5168 5122
"200642_at" 7180 10333 7886
"200643_at" 4528 16872 3392
"200644_at" 7530 17308 6604
"200645_at" 13996 10863 7203
"200646_s_at" 2170 3961 2785
"200647_x_at" 6890 7297 9039
"200648_s_at" 2315 12936 7496
"200649_at" 18191 11623 1374
"200650_s_at" 10079 7014 12467
"200651_at" 7490 7300 7364
"200652_at" 6303 16035 5513
"200653_s_at" 16473 9708 4655
"200654_at" 13013 16354 7577
"200655_s_at" 13025 12762 8824
"200656_s_at" 14609 9723 16533
"200657_at" 14132 7077 17356
"200658_s_at" 5364 4062 8196
"200659_s_at" 12829 16915 3570
"200660_at" 12774 9690 9612
"200661_at" 16029 13149 5423
"200662_s_at" 16313 10830 16864
"200663_at" 15119 10634 18105
"200664_s_at" 5505 9515 19630
"200665_s_at" 20524 996 1669
"200666_s_at" 6351 11515 7968
"200667_at" 7535 13980 19352
"200668_s_at" 14190 5188 8260
"200669_s_at" 7549 10488 9724
"200670_at" 18062 19280 8044
"200671_s_at" 16883 2944 20725
"200672_x_at" 12542 14985 18281
"200673_at" 13347 10025 9323
"200674_s_at" 10379 7264 16930
"200675_at" 14024 18868 4845
"200676_s_at" 17252 10769 2175
"200677_at" 13429 14777 6488
"200678_x_at" 16531 14524 16317
"200679_x_at" 12438 4699 8700
"200680_x_at" 10477 7334 16235
"200681_at" 7053 10966 16005
"200682_s_at" 5584 9194 16582
"200683_s_at" 14364 14792 5475
"200684_s_at" 14936 14774 7789
"200685_at" 20744 5364 19082
"200686_s_at" 5787 13404 4008
"200687_s_at" 7019 4540 5930
"200688_at" 2587 13909 4589
"200689_x_at" 16335 7321 7263
"200690_at" 16209 5082 17076
"200691_s_at" 7537 14472 4100
"200692_s_at" 14357 9529 6733
"200693_at" 12851 12267 9787
"200694_s_at" 15444 9880 6638
"200695_at" 17789 14621 3458
"200696_s_at" 17489 10441 18916
"200697_at" 14614 12855 19531
"200698_at" 6574 14842 7897
"200699_at" 14045 14753 2843
"200700_s_at" 5774 16456 3093
"200701_at" 15290 14417 5687
"200702_s_at" 16935 5240 8111
"200703_at" 15277 12451 8693
"200704_at" 15956 4987 5999
"200705_s_at" 5752 5326 8328
"200706_s_at" 3388 15987 4391
"200707_at" 12709 9353 9785
"200708_at" 17033 16687 6519
"200709_at" 13767 15960 7493
"200710_at" 16840 10608 8862
"200711_s_at" 17212 14921 5522
"200712_s_at" 5324 16337 7659
"200713_s_at" 15890 13189 8099
"200714_x_at" 16579 17315 18770
