"inst_2572" "inst_3434" "inst_3817" "inst_3900" "inst_4374" "inst_4552"
"1007_s_at" 1033 19995 16862 3344 2993 4904
"1053_at" 3932 18109 5767 9694 15647 18116
"117_at" 5979 8734 1682 17267 6314 398
"121_at" 2415 731 7453 6212 2868 13822
"1255_g_at" 17764 11883 13028 12512 4297 8837
"1294_at" 13139 11722 21014 10505 1908 20920
"1316_at" 20460 2210 18406 7940 3514 12146
"1320_at" 17817 14436 1105 6188 14394 755
"1405_i_at" 9726 14060 15088 12656 7667 8298
"1431_at" 21218 3476 6836 13854 511 12643
"1438_at" 18192 21303 1351 11238 18714 11611
"1487_at" 12083 18584 9236 8512 21224 20014
"1494_f_at" 21246 15820 3265 1227 12658 3023
"1598_g_at" 921 15593 9790 18491 10210 13493
"160020_at" 2535 11505 7000 19463 805 2524
"1729_at" 1994 5191 16694 3071 16512 4766
"1773_at" 9583 199 17837 10659 20907 16809
"177_at" 2012 14562 5565 21987 19018 21040
"179_at" 1834 861 6645 12150 13441 11759
"1861_at" 9655 19635 19933 5588 18820 4527
"200000_s_at" 6470 17686 10439 4124 9452 12322
"200001_at" 4774 6764 8235 6389 13896 14592
"200002_at" 9403 6577 19527 11457 3310 11963
"200003_s_at" 15524 6714 12375 14292 5347 6764
"200004_at" 6597 16391 7129 10664 12386 14137
"200005_at" 10213 5526 6568 7853 13709 14356
"200006_at" 8158 6477 17513 9758 11253 13552
"200007_at" 6722 15837 8149 10065 13566 15489
"200008_s_at" 6676 1308 2327 20145 14809 18093
"200009_at" 11867 4005 6284 18606 10137 12552
"200010_at" 13691 3339 9966 18769 10188 10960
"200011_s_at" 8403 17840 16674 7816 13744 17060
"200012_x_at" 20531 15333 17229 20864 5307 3603
"200013_at" 11561 6819 16599 20059 9803 10952
"200014_s_at" 5175 15693 10270 18555 15901 15134
"200015_s_at" 6592 15747 18571 4087 12505 13093
"200016_x_at" 15466 4279 12306 11859 11594 13300
"200017_at" 15620 15563 12477 14397 5465 6847
"200018_at" 15608 6340 12467 14384 5453 4760
"200019_s_at" 13588 15514 16902 18762 5419 4118
"200020_at" 11514 17200 8060 11753 10745 12430
"200021_at" 15721 18348 12592 14509 5570 6937
"200022_at" 15540 6453 9804 14304 5368 13804
"200023_s_at" 7101 16653 10904 4324 12869 13730
"200024_at" 13041 4524 9923 9017 3530 3579
"200025_s_at" 15607 16355 16475 19061 5451 13188
"200026_at" 21904 6084 12599 9587 5575 3566
"200027_at" 10481 15551 9613 6818 16303 12284
"200028_s_at" 11278 19711 8502 11504 16673 17754
"200029_at" 15571 16855 17035 18706 3744 4335
"200030_s_at" 10899 5752 10355 11660 3619 11737
"200031_s_at" 15600 16428 12459 14376 5446 6826
"200032_s_at" 15622 6415 12483 14401 5468 3478
"200033_at" 5362 5050 9517 8606 10477 11591
"200034_s_at" 12181 3621 16463 11673 3766 13310
"200035_at" 12800 21898 3215 2589 9172 11565
"200036_s_at" 10109 17505 17698 9116 12553 13720
"200037_s_at" 8445 15358 9087 8088 12695 15927
"200038_s_at" 15700 5715 10076 14487 5547 4785
"200039_s_at" 7078 15181 16801 18707 10082 12302
"200040_at" 7094 17868 7130 7435 11614 13425
"200041_s_at" 10011 5900 16559 8931 12548 17556
"200042_at" 13269 17754 16193 11140 16579 14414
"200043_at" 10125 5133 16905 10775 15322 11323
"200044_at" 7187 16679 8377 18857 15242 16342
"200045_at" 12558 17597 8597 6436 12543 14593
"200046_at" 3418 17627 15972 7807 10395 13708
"200047_s_at" 7628 20138 8965 9236 17468 12952
"200048_s_at" 9604 16548 17323 9744 11502 14128
"200049_at" 7708 15815 3752 5307 9972 18489
"200050_at" 12364 3524 10713 9911 20021 17144
"200051_at" 6600 20338 6131 8091 17728 12375
"200052_s_at" 4779 3301 10191 8973 14642 16819
"200053_at" 2130 1559 19214 10008 17618 13105
"200054_at" 6860 6253 16381 11048 17696 15412
"200055_at" 7447 19272 19301 8660 9618 11250
"200056_s_at" 6204 18958 10558 5509 21010 16115
"200057_s_at" 11950 18657 10487 8332 9583 12463
"200058_s_at" 3920 15269 18682 10601 15792 16044
"200059_s_at" 9965 3212 16085 7402 14976 13418
"200060_s_at" 8027 21090 17115 19703 19395 13868
"200061_s_at" 15597 16490 12458 14374 5444 6825
"200062_s_at" 15511 5761 12359 14278 5331 6751
"200063_s_at" 15650 16150 12515 14435 5496 6874
"200064_at" 9425 4611 8757 9661 9545 13433
"200065_s_at" 10664 16514 17313 10929 11066 11350
"200066_at" 7648 3042 896 4734 11032 13470
"200067_x_at" 9295 16781 9770 5008 12405 12135
"200068_s_at" 9260 20395 5737 18649 11204 12353
"200069_at" 4705 18655 17280 10872 20918 20667
"200070_at" 5122 20447 21599 3842 10096 20242
"200071_at" 6208 19628 6566 6858 20916 20996
"200072_s_at" 9636 16062 4816 9707 14825 18226
"200073_s_at" 9384 4887 16027 5096 16451 17727
"200074_s_at" 8038 6593 16436 11709 10128 13755
"200075_s_at" 6931 16900 16514 9049 11907 11746
"200076_s_at" 13430 20714 21101 11603 20159 19764
"200077_s_at" 12588 16026 17621 12341 11033 12791
"200078_s_at" 5723 6600 16841 8398 12533 16192
