"inst_5461" "inst_6362" "inst_6525"
"1007_s_at" 9014 19960 6440
"1053_at" 8326 5463 6521
"117_at" 16470 15670 11707
"121_at" 21978 20901 6209
"1255_g_at" 14986 15315 11537
"1294_at" 18960 687 6983
"1316_at" 3477 1163 3611
"1320_at" 14319 15141 13752
"1405_i_at" 15781 12724 13100
"1431_at" 5149 21187 18860
"1438_at" 6344 8941 13397
"1487_at" 1171 4365 4104
"1494_f_at" 19064 4780 4069
"1598_g_at" 20886 21314 2644
"160020_at" 22218 21217 19006
"1729_at" 4852 3286 3280
"1773_at" 11145 6235 22100
"177_at" 1194 14576 20695
"179_at" 8004 22196 21240
"1861_at" 5046 2319 2574
"200000_s_at" 6400 9896 2798
"200001_at" 7358 6649 7588
"200002_at" 12018 11072 6136
"200003_s_at" 14017 20308 15292
"200004_at" 3702 10136 18913
"200005_at" 10640 10776 17810
"200006_at" 10759 10925 15951
"200007_at" 19826 12118 18692
"200008_s_at" 11038 4750 21899
"200009_at" 12099 11524 8093
"200010_at" 9401 20072 6489
"200011_s_at" 5243 9711 7145
"200012_x_at" 20203 20028 15921
"200013_at" 9604 11722 6697
"200014_s_at" 8183 8771 17229
"200015_s_at" 5447 7723 8061
"200016_x_at" 11932 10082 7255
"200017_at" 14105 12067 6407
"200018_at" 14097 19737 7998
"200019_s_at" 10209 20354 5791
"200020_at" 11394 20051 6295
"200021_at" 18225 15077 10516
"200022_at" 18375 20266 18419
"200023_s_at" 5217 9939 7435
"200024_at" 10354 10502 6479
"200025_s_at" 11162 10901 6605
"200026_at" 18610 11882 16953
"200027_at" 9426 9129 17857
"200028_s_at" 10231 9796 8333
"200029_at" 20514 20361 7280
"200030_s_at" 18529 12027 16974
"200031_s_at" 14091 20125 6339
"200032_s_at" 14108 11913 7422
"200033_at" 6671 10255 16415
"200034_s_at" 19104 21346 7679
"200035_at" 8254 7964 1412
"200036_s_at" 11811 19995 14886
"200037_s_at" 5485 8905 18159
"200038_s_at" 10771 11684 16188
"200039_s_at" 10040 11010 5364
"200040_at" 9050 6419 17446
"200041_s_at" 9235 10418 7263
"200042_at" 9430 10741 6588
"200043_at" 10591 7675 17834
"200044_at" 8300 7351 16285
"200045_at" 8047 11386 6518
"200046_at" 8953 8462 16473
"200047_s_at" 3261 7171 18510
"200048_s_at" 6517 7004 7595
"200049_at" 4405 11653 18403
"200050_at" 7127 4785 17258
"200051_at" 5122 3549 2701
"200052_s_at" 8350 10840 17645
"200053_at" 9015 10110 7761
"200054_at" 7366 2768 15078
"200055_at" 20183 20330 7325
"200056_s_at" 508 3328 19667
"200057_s_at" 11603 10798 15922
"200058_s_at" 6449 10553 5509
"200059_s_at" 11787 10558 20251
"200060_s_at" 9241 9324 6618
"200061_s_at" 14089 20384 6550
"200062_s_at" 14004 14759 10318
"200063_s_at" 14134 21148 7229
"200064_at" 9017 19751 17752
"200065_s_at" 9416 12101 16995
"200066_at" 6645 19896 4608
"200067_x_at" 10100 11894 19808
"200068_s_at" 18370 9245 6902
"200069_at" 6518 9775 16917
"200070_at" 4666 4525 2625
"200071_at" 4391 5955 18535
"200072_s_at" 8046 11710 16381
"200073_s_at" 8188 10412 5690
"200074_s_at" 11587 19716 6306
"200075_s_at" 11153 8562 7051
"200076_s_at" 11138 6453 2630
"200077_s_at" 12157 10541 6484
"200078_s_at" 3531 3587 17585
