"inst_868" "inst_976"
"1007_s_at" 16365 4137
"1053_at" 4552 16015
"117_at" 6765 5189
"121_at" 21480 15232
"1255_g_at" 9504 8604
"1294_at" 12503 14248
"1316_at" 14559 10862
"1320_at" 12059 8790
"1405_i_at" 14826 5722
"1431_at" 14141 8868
"1438_at" 19288 19246
"1487_at" 2019 4288
"1494_f_at" 8214 6007
"1598_g_at" 20614 1217
"160020_at" 11015 11392
"1729_at" 4797 17801
"1773_at" 18977 21995
"177_at" 13786 6213
"179_at" 15491 15859
"1861_at" 17618 21346
"200000_s_at" 3591 4172
"200001_at" 4440 5093
"200002_at" 3978 16341
"200003_s_at" 9225 16365
"200004_at" 16750 15600
"200005_at" 2683 2400
"200006_at" 18707 16813
"200007_at" 3785 16359
"200008_s_at" 4443 15774
"200009_at" 17646 3893
"200010_at" 5199 16358
"200011_s_at" 18031 16977
"200012_x_at" 16027 15728
"200013_at" 16166 17252
"200014_s_at" 17235 4913
"200015_s_at" 5349 16569
"200016_x_at" 16559 15786
"200017_at" 9474 17714
"200018_at" 5421 3330
"200019_s_at" 16127 4771
"200020_at" 17095 15188
"200021_at" 9085 3475
"200022_at" 17743 4011
"200023_s_at" 20352 4523
"200024_at" 5435 4619
"200025_s_at" 15926 17011
"200026_at" 18713 4037
"200027_at" 3415 3139
"200028_s_at" 6275 4779
"200029_at" 6086 16836
"200030_s_at" 16401 16313
"200031_s_at" 9443 15782
"200032_s_at" 9569 4897
"200033_at" 19044 15267
"200034_s_at" 17376 15934
"200035_at" 2067 1864
"200036_s_at" 2151 15456
"200037_s_at" 4499 16013
"200038_s_at" 8954 16560
"200039_s_at" 16098 16265
"200040_at" 18917 15542
"200041_s_at" 6045 14930
"200042_at" 15869 17182
"200043_at" 15888 3086
"200044_at" 15481 4016
"200045_at" 21031 4999
"200046_at" 4749 17635
"200047_s_at" 18344 2434
"200048_s_at" 5276 14728
"200049_at" 17155 1343
"200050_at" 2444 14895
"200051_at" 2143 2203
"200052_s_at" 16929 18258
"200053_at" 4916 3269
"200054_at" 2128 2896
"200055_at" 6199 3143
"200056_s_at" 18231 19576
"200057_s_at" 15875 4267
"200058_s_at" 4449 4673
"200059_s_at" 4245 3692
"200060_s_at" 3957 5045
"200061_s_at" 8985 15441
"200062_s_at" 9375 16236
"200063_s_at" 9348 17417
"200064_at" 6082 1918
"200065_s_at" 15880 3267
"200066_at" 2060 19830
"200067_x_at" 4267 3968
"200068_s_at" 4100 2061
"200069_at" 17316 3527
"200070_at" 18111 2450
"200071_at" 4438 15048
"200072_s_at" 5345 16396
"200073_s_at" 4943 16036
"200074_s_at" 4817 14801
"200075_s_at" 5617 15689
"200076_s_at" 16364 2366
"200077_s_at" 6088 15797
"200078_s_at" 16798 4836
"200079_s_at" 5768 2671
"200080_s_at" 5011 15006
"200081_s_at" 5415 4150
"200082_s_at" 16765 15003
"200083_at" 18177 2404
"200084_at" 15811 4880
"200085_s_at" 16141 15640
"200086_s_at" 17313 4857
"200087_s_at" 16242 5038
"200088_x_at" 9157 16114
"200089_s_at" 16601 5008
"200090_at" 4058 3275
"200091_s_at" 16517 17484
"200092_s_at" 5259 15386
"200093_s_at" 3619 16979
"200094_s_at" 5306 4998
"200095_x_at" 9175 5134
"200096_s_at" 18253 2288
"200097_s_at" 20718 19100
"200098_s_at" 5081 16174
"200099_s_at" 9466 16050
"200593_s_at" 2493 4875
"200594_x_at" 17218 14739
"200595_s_at" 3099 4946
"200596_s_at" 1389 17086
"200597_at" 19132 3429
"200598_s_at" 1514 17471
"200599_s_at" 15709 15561
"200600_at" 15002 6697
"200601_at" 5252 18418
"200602_at" 19320 17800
"200603_at" 16839 16220
"200604_s_at" 5911 19532
"200605_s_at" 18023 17531
"200606_at" 21007 18259
"200607_s_at" 18220 19108
"200608_s_at" 16397 14858
"200609_s_at" 16108 18550
"200610_s_at" 5215 5013
"200611_s_at" 4406 4978
"200612_s_at" 3143 602
"200613_at" 5907 15741
"200614_at" 3870 15120
"200615_s_at" 20483 14915
"200616_s_at" 16666 19263
