"inst_7517" "inst_7551" "inst_7556"
"1007_s_at" 7668 6422 7063
"1053_at" 16872 19964 1801
"117_at" 10128 11529 12033
"121_at" 2333 19828 2854
"1255_g_at" 10419 14608 10398
"1294_at" 11951 18050 12171
"1316_at" 20187 17073 19895
"1320_at" 19171 11287 9954
"1405_i_at" 12703 13578 13545
"1431_at" 15585 17830 18036
"1438_at" 3838 19912 21270
"1487_at" 4089 4122 4474
"1494_f_at" 19926 19138 10083
"1598_g_at" 21203 4568 5970
"160020_at" 3197 4415 18946
"1729_at" 4175 5321 741
"1773_at" 8999 7022 21186
"177_at" 12161 11309 10412
"179_at" 16930 2243 3785
"1861_at" 19033 5912 19214
"200000_s_at" 3395 8958 8442
"200001_at" 2995 6165 7939
"200002_at" 15675 19740 6890
"200003_s_at" 15228 19568 9814
"200004_at" 15301 7558 8399
"200005_at" 4890 7898 4297
"200006_at" 16403 8164 6970
"200007_at" 17814 8487 6454
"200008_s_at" 1342 4924 21832
"200009_at" 14766 8491 7740
"200010_at" 7048 11148 6346
"200011_s_at" 14224 8139 3970
"200012_x_at" 15524 19955 18677
"200013_at" 7009 20202 8611
"200014_s_at" 15649 7486 7046
"200015_s_at" 19281 8489 6421
"200016_x_at" 15941 8796 9203
"200017_at" 17389 20462 9723
"200018_at" 14986 19428 19288
"200019_s_at" 14306 19566 8329
"200020_at" 5167 5585 1342
"200021_at" 17953 19616 9841
"200022_at" 6528 10687 9426
"200023_s_at" 17020 8593 9086
"200024_at" 5646 9955 18254
"200025_s_at" 17644 19952 7471
"200026_at" 7570 19830 8610
"200027_at" 17153 6003 8659
"200028_s_at" 6386 3466 5402
"200029_at" 14799 9987 8164
"200030_s_at" 5007 5097 18232
"200031_s_at" 5959 19897 9196
"200032_s_at" 7220 20242 9079
"200033_at" 6228 6490 6057
"200034_s_at" 15014 19731 9732
"200035_at" 17364 20662 1423
"200036_s_at" 5671 9674 8772
"200037_s_at" 16535 5949 7508
"200038_s_at" 15270 19336 8846
"200039_s_at" 19757 7545 8340
"200040_at" 14425 7108 5155
"200041_s_at" 5587 4945 6483
"200042_at" 3647 10874 6266
"200043_at" 18794 10388 8673
"200044_at" 16848 4832 7707
"200045_at" 5525 5458 3160
"200046_at" 14703 4929 4824
"200047_s_at" 20284 4034 2241
"200048_s_at" 16022 9209 4723
"200049_at" 14550 9841 1702
"200050_at" 3479 7744 9840
"200051_at" 6321 5561 7795
"200052_s_at" 6430 10151 7291
"200053_at" 1266 21601 2441
"200054_at" 18985 2754 1294
"200055_at" 17156 7572 3334
"200056_s_at" 16420 1441 5775
"200057_s_at" 6318 3443 8719
