"inst_6560" "inst_6570" "inst_6575"
"1007_s_at" 7712 9620 5333
"1053_at" 912 2300 10403
"117_at" 13322 11936 11321
"121_at" 19748 19585 10415
"1255_g_at" 11259 16911 11917
"1294_at" 17981 15238 14175
"1316_at" 21533 21507 21466
"1320_at" 9693 17276 10791
"1405_i_at" 11338 13915 12856
"1431_at" 10026 13142 22079
"1438_at" 7277 1251 21171
"1487_at" 6031 10058 8236
"1494_f_at" 10613 4837 16381
"1598_g_at" 5028 19282 2903
"160020_at" 3056 4783 8353
"1729_at" 18438 4133 9377
"1773_at" 1644 752 6261
"177_at" 7740 18369 18935
"179_at" 3647 21517 8463
"1861_at" 2931 994 2485
"200000_s_at" 873 290 4031
"200001_at" 2668 2078 8542
"200002_at" 6824 5887 19752
"200003_s_at" 7847 9256 19323
"200004_at" 4060 2789 2151
"200005_at" 2678 5171 8752
"200006_at" 6777 7659 8190
"200007_at" 17134 10328 5173
"200008_s_at" 810 70 4169
"200009_at" 4654 4863 6175
"200010_at" 4412 4287 9416
"200011_s_at" 7710 6600 5095
"200012_x_at" 18937 18354 21363
"200013_at" 3855 6996 10233
"200014_s_at" 18596 10239 6550
"200015_s_at" 19777 18858 2836
"200016_x_at" 18188 18279 9388
"200017_at" 7759 18488 9221
"200018_at" 4246 8599 9031
"200019_s_at" 6655 18678 19689
"200020_at" 18095 17773 9289
"200021_at" 12109 18630 20609
"200022_at" 3674 2032 19246
"200023_s_at" 7477 4932 8242
"200024_at" 3419 6514 19353
"200025_s_at" 17222 19226 9625
"200026_at" 17718 18044 10257
"200027_at" 18059 9876 4628
"200028_s_at" 6447 17912 9381
"200029_at" 16584 18293 10273
"200030_s_at" 6700 4131 3405
"200031_s_at" 11526 14107 9740
"200032_s_at" 6026 9267 19829
"200033_at" 15437 3325 3348
"200034_s_at" 4178 7875 20101
"200035_at" 17305 20761 20717
"200036_s_at" 2367 7056 19373
"200037_s_at" 18547 10418 4934
"200038_s_at" 6864 6126 9994
"200039_s_at" 7552 8645 7988
"200040_at" 15459 6301 4129
"200041_s_at" 6972 5611 8526
"200042_at" 15441 5813 4445
"200043_at" 19407 21275 3034
"200044_at" 4122 6518 4591
"200045_at" 7971 4383 7783
"200046_at" 15990 7044 6671
"200047_s_at" 19664 19362 7132
"200048_s_at" 15663 6947 10409
"200049_at" 16413 6811 5762
"200050_at" 5273 5585 3873
"200051_at" 3012 18661 21265
"200052_s_at" 3006 2178 7567
"200053_at" 6276 700 19621
"200054_at" 19368 17961 5457
"200055_at" 6930 19958 20235
"200056_s_at" 16733 4610 1001
"200057_s_at" 16350 9704 6330
"200058_s_at" 4569 4405 4656
"200059_s_at" 5466 1062 3537
"200060_s_at" 18005 8098 8337
"200061_s_at" 11519 14105 20032
"200062_s_at" 11144 13737 14509
"200063_s_at" 11781 19060 19880
"200064_at" 2824 1935 9280
"200065_s_at" 2482 1002 7872
"200066_at" 7068 7846 7320
"200067_x_at" 19544 4253 2114
"200068_s_at" 17181 18418 6763
"200069_at" 17918 9418 2553
"200070_at" 17578 6967 3662
"200071_at" 21963 8182 2545
"200072_s_at" 16613 7250 6464
"200073_s_at" 6104 8906 5397
"200074_s_at" 6280 5433 9996
"200075_s_at" 648 2707 8108
"200076_s_at" 18733 7509 20507
"200077_s_at" 4669 18533 19605
"200078_s_at" 5192 7194 6965
"200079_s_at" 4021 3699 6253
"200080_s_at" 17673 18478 8175
"200081_s_at" 5552 6765 9125
"200082_s_at" 4879 6277 8315
"200083_at" 6281 6137 5115
"200084_at" 19526 7013 2643
"200085_s_at" 4404 17784 20373
"200086_s_at" 17784 9726 19653
