"inst_2371" "inst_5504" "inst_7403"
"1007_s_at" 1236 17717 19360
"1053_at" 19113 20476 18396
"117_at" 1595 8273 13162
"121_at" 15360 14578 4253
"1255_g_at" 5061 8739 9435
"1294_at" 1496 1101 11478
"1316_at" 17774 19758 294
"1320_at" 6218 9982 9028
"1405_i_at" 14926 2622 7843
"1431_at" 2468 2149 13567
"1438_at" 8731 10591 11088
"1487_at" 17161 18878 18900
"1494_f_at" 2436 3370 7757
"1598_g_at" 19349 22218 19366
"160020_at" 14528 13570 14942
"1729_at" 21451 13644 21254
"1773_at" 16735 16298 16638
"177_at" 13010 3552 12652
"179_at" 21175 20941 18677
"1861_at" 18702 3874 3341
"200000_s_at" 3353 14328 21328
"200001_at" 4761 19020 6168
"200002_at" 4423 4990 15424
"200003_s_at" 6868 14085 18119
"200004_at" 16370 16248 16793
"200005_at" 15180 14709 15497
"200006_at" 12469 14331 5724
"200007_at" 19186 4164 6158
"200008_s_at" 12998 19772 3742
"200009_at" 13949 14275 5925
"200010_at" 3778 15849 15969
"200011_s_at" 17766 12862 15581
"200012_x_at" 3772 4122 5154
"200013_at" 13947 12532 17178
"200014_s_at" 16251 15110 2619
"200015_s_at" 17222 15601 17808
"200016_x_at" 13469 4889 5249
"200017_at" 7001 12170 5230
"200018_at" 6881 14875 17881
"200019_s_at" 3118 4202 20041
"200020_at" 12871 2887 3783
"200021_at" 19443 7085 4043
"200022_at" 4699 4778 15278
"200023_s_at" 17421 16787 3013
"200024_at" 4148 17546 4635
"200025_s_at" 12462 4081 16506
"200026_at" 6831 3371 16493
"200027_at" 14154 15181 5122
"200028_s_at" 18782 14558 5192
"200029_at" 6959 4454 5038
"200030_s_at" 13525 4653 16260
"200031_s_at" 7011 12576 17516
"200032_s_at" 7033 14126 16445
"200033_at" 15018 14557 15370
"200034_s_at" 12943 13068 16955
"200035_at" 16572 3730 19251
"200036_s_at" 3599 4762 17567
"200037_s_at" 18081 15143 15658
"200038_s_at" 7020 13890 3401
"200039_s_at" 2681 12845 6028
"200040_at" 12264 15739 15688
"200041_s_at" 4115 12504 6200
"200042_at" 13723 20352 5774
"200043_at" 14140 3215 3530
"200044_at" 13441 16253 5321
"200045_at" 13761 12166 4632
"200046_at" 17570 16991 17741
"200047_s_at" 14210 15511 5293
"200048_s_at" 16308 12646 5654
"200049_at" 18309 18123 1545
"200050_at" 15848 13696 2605
"200051_at" 16059 17369 20231
"200052_s_at" 14291 12843 5014
"200053_at" 15056 4576 1866
"200054_at" 18050 14320 17400
"200055_at" 3652 4747 15965
"200056_s_at" 19680 18580 18645
"200057_s_at" 13127 13619 4185
"200058_s_at" 15796 15405 18207
"200059_s_at" 3562 14495 4058
"200060_s_at" 15842 3659 16236
"200061_s_at" 7009 4124 15947
"200062_s_at" 6999 5222 16841
"200063_s_at" 7044 3726 16603
"200064_at" 4310 15866 5526
"200065_s_at" 17478 14827 5103
"200066_at" 3513 12381 21038
"200067_x_at" 12781 12701 4110
"200068_s_at" 17347 12840 5809
"200069_at" 16143 13050 4118
"200070_at" 12916 16905 19491
"200071_at" 14911 17711 5035
"200072_s_at" 4709 15072 16159
"200073_s_at" 4259 17087 17551
"200074_s_at" 14714 12181 18723
"200075_s_at" 13311 16793 16139
"200076_s_at" 21469 12723 4174
"200077_s_at" 3956 12337 5598
"200078_s_at" 16330 13466 5940
"200079_s_at" 16181 13169 15441
"200080_s_at" 13959 15574 5187
"200081_s_at" 4166 12197 15333
"200082_s_at" 3893 15711 6183
"200083_at" 17362 2324 18543
"200084_at" 12616 16342 5328
"200085_s_at" 12812 13015 6163
"200086_s_at" 18407 14711 4915
"200087_s_at" 17890 16279 15173
"200088_x_at" 6873 12290 6099
"200089_s_at" 12826 12221 4619
"200090_at" 18661 15922 15272
"200091_s_at" 12279 12748 18137
"200092_s_at" 2880 2591 5588
"200093_s_at" 3139 14003 5354
"200094_s_at" 12752 17166 4297
"200095_x_at" 6930 4746 16766
"200096_s_at" 17018 18014 810
"200097_s_at" 12883 19456 5299
"200098_s_at" 17476 12428 18689
"200099_s_at" 6956 13563 18236
"200593_s_at" 12636 12450 4962
"200594_x_at" 15323 12994 5751
"200595_s_at" 17219 18676 16082
"200596_s_at" 13021 14631 18699
"200597_at" 12574 18940 15823
"200598_s_at" 19045 15032 18128
"200599_s_at" 19050 17195 18753
"200600_at" 13005 11915 11243
"200601_at" 16772 15824 1555
"200602_at" 15532 1768 20391
"200603_at" 15026 18457 17902
"200604_s_at" 2683 17969 6134
"200605_s_at" 14471 15811 5867
"200606_at" 750 4597 3096
"200607_s_at" 17978 16945 17151
"200608_s_at" 16243 16354 16703
"200609_s_at" 19894 3879 5020
"200610_s_at" 13460 3456 1417
"200611_s_at" 13934 5150 18139
"200612_s_at" 12664 3054 20993
"200613_at" 17835 4989 16268
"200614_at" 13283 13748 17219
"200615_s_at" 13932 4189 3021
"200616_s_at" 18732 13363 4000
"200617_at" 4490 14082 3350
"200618_at" 14638 17270 19904
"200619_at" 4707 14700 19741
"200620_at" 14066 17068 17735
"200621_at" 18988 15540 20097
"200622_x_at" 16936 19086 4919
"200623_s_at" 20485 15033 20452
"200624_s_at" 13140 12923 5009
"200625_s_at" 17141 16685 17729
"200626_s_at" 19611 18165 17814
"200627_at" 14424 16679 16384
"200628_s_at" 3064 19001 5792
"200629_at" 17970 2708 17427
"200630_x_at" 15579 12614 3578
"200631_s_at" 3504 2881 16367
