"inst_865" "inst_973"
"1007_s_at" 5304 3211
"1053_at" 19260 18369
"117_at" 10637 8787
"121_at" 3787 2169
"1255_g_at" 7813 6815
"1294_at" 829 6624
"1316_at" 11688 7529
"1320_at" 11845 8668
"1405_i_at" 5159 11196
"1431_at" 11687 7023
"1438_at" 19238 883
"1487_at" 15863 16660
"1494_f_at" 10617 5476
"1598_g_at" 5446 1539
"160020_at" 1560 10472
"1729_at" 4076 13863
"1773_at" 4678 21406
"177_at" 11840 5975
"179_at" 20234 14360
"1861_at" 19639 19115
"200000_s_at" 5847 3126
"200001_at" 5084 2059
"200002_at" 5078 15747
"200003_s_at" 10024 2901
"200004_at" 16326 15964
"200005_at" 6445 15039
"200006_at" 16228 16304
"200007_at" 3795 13825
"200008_s_at" 16927 20657
"200009_at" 16759 15515
"200010_at" 5785 14043
"200011_s_at" 5730 17114
"200012_x_at" 6277 3650
"200013_at" 17193 15644
"200014_s_at" 17875 16097
"200015_s_at" 16815 17259
"200016_x_at" 6339 13747
"200017_at" 10454 14807
"200018_at" 5829 13840
"200019_s_at" 15493 14188
"200020_at" 20347 19563
"200021_at" 10354 2529
"200022_at" 15291 16555
"200023_s_at" 4665 14764
"200024_at" 6047 4388
"200025_s_at" 5746 18099
"200026_at" 16226 4415
"200027_at" 6233 16467
"200028_s_at" 17946 16395
"200029_at" 15387 4238
"200030_s_at" 5177 14710
"200031_s_at" 10476 3647
"200032_s_at" 10231 3326
"200033_at" 18053 19327
"200034_s_at" 17081 4426
"200035_at" 6371 2637
"200036_s_at" 6242 15584
"200037_s_at" 6097 17485
"200038_s_at" 10501 13880
"200039_s_at" 17636 15805
"200040_at" 3898 14514
"200041_s_at" 16260 4025
"200042_at" 17349 17890
"200043_at" 15765 18578
"200044_at" 5427 16098
"200045_at" 18853 4020
"200046_at" 15676 17960
"200047_s_at" 5420 4383
"200048_s_at" 17166 15808
"200049_at" 2497 3815
"200050_at" 18998 20631
"200051_at" 19611 15236
"200052_s_at" 18420 18459
"200053_at" 5006 14676
"200054_at" 18276 18779
"200055_at" 6565 1735
"200056_s_at" 18156 20229
"200057_s_at" 5490 14605
"200058_s_at" 6414 14415
"200059_s_at" 16230 18221
"200060_s_at" 19058 4626
"200061_s_at" 10405 3649
"200062_s_at" 9912 8029
"200063_s_at" 10177 3476
"200064_at" 18396 16562
"200065_s_at" 15815 15496
"200066_at" 2864 14924
"200067_x_at" 5803 15461
"200068_s_at" 5017 16423
"200069_at" 20915 18846
"200070_at" 5052 14281
"200071_at" 19847 21602
"200072_s_at" 16903 16081
"200073_s_at" 15170 16767
"200074_s_at" 15431 14581
"200075_s_at" 17197 15276
"200076_s_at" 19499 17714
"200077_s_at" 4811 14396
"200078_s_at" 18852 20955
"200079_s_at" 16249 14056
"200080_s_at" 4084 13908
"200081_s_at" 15208 14385
"200082_s_at" 16677 14697
"200083_at" 18240 14860
"200084_at" 5662 19099
"200085_s_at" 16656 14358
"200086_s_at" 16436 14766
"200087_s_at" 6447 14380
"200088_x_at" 10140 8196
"200089_s_at" 6314 4054
"200090_at" 3118 17548
"200091_s_at" 5618 15136
"200092_s_at" 16588 14606
"200093_s_at" 5896 18015
"200094_s_at" 2508 2067
"200095_x_at" 10163 3752
"200096_s_at" 21308 17177
"200097_s_at" 16274 16923
"200098_s_at" 19480 14823
"200099_s_at" 10069 4475
"200593_s_at" 19510 20075
"200594_x_at" 16284 14892
"200595_s_at" 15255 17783
"200596_s_at" 4505 15527
"200597_at" 16926 14614
"200598_s_at" 15663 17556
"200599_s_at" 5863 4651
"200600_at" 8521 12473
"200601_at" 2731 19300
"200602_at" 2769 14266
"200603_at" 5031 18542
"200604_s_at" 16514 21484
"200605_s_at" 17517 21783
"200606_at" 3298 3861
"200607_s_at" 5631 18482
"200608_s_at" 5879 16412
"200609_s_at" 3295 18318
"200610_s_at" 18686 17845
"200611_s_at" 6340 3887
"200612_s_at" 3286 2337
"200613_at" 5324 2986
"200614_at" 15472 15211
"200615_s_at" 3193 3246
"200616_s_at" 17420 13848
"200617_at" 18969 17243
"200618_at" 5116 19646
"200619_at" 4875 1744
"200620_at" 3205 4537
"200621_at" 6001 14742
"200622_x_at" 17404 17029
"200623_s_at" 2156 3935
"200624_s_at" 6068 20313
"200625_s_at" 4590 15119
"200626_s_at" 3363 16806
"200627_at" 16679 16871
"200628_s_at" 20268 21263
"200629_at" 5033 2322
"200630_x_at" 6244 4219
"200631_s_at" 5071 17046
"200632_s_at" 940 545
"200633_at" 9948 4011
"200634_at" 6147 16125
"200635_s_at" 3875 2878
"200636_s_at" 3166 15694
"200637_s_at" 15500 14927
"200638_s_at" 17296 18850
"200639_s_at" 4681 17078
"200640_at" 16405 15873
"200641_s_at" 19488 21850
"200642_at" 5106 14167
"200643_at" 6017 327
"200644_at" 16612 16853
"200645_at" 4199 4401
"200646_s_at" 2395 2321
"200647_x_at" 5183 2717
"200648_s_at" 1699 21567
"200649_at" 4187 1018
"200650_s_at" 17445 15432
"200651_at" 6485 3753
"200652_at" 5045 18183
"200653_s_at" 17019 19149
"200654_at" 3800 13838
"200655_s_at" 17754 4587
"200656_s_at" 16579 15329
"200657_at" 5253 4568
"200658_s_at" 18212 17073
"200659_s_at" 18045 18600
"200660_at" 5590 13786
"200661_at" 3102 736
"200662_s_at" 5430 18594
"200663_at" 18607 15869
"200664_s_at" 21060 21702
"200665_s_at" 14963 11738
"200666_s_at" 20839 21713
"200667_at" 17902 16934
"200668_s_at" 15913 19444
"200669_s_at" 17618 20838
"200670_at" 4822 15473
"200671_s_at" 15624 1686
"200672_x_at" 6432 17358
"200673_at" 3528 17084
"200674_s_at" 6163 2532
"200675_at" 15225 4352
"200676_s_at" 16757 2319
"200677_at" 15781 4437
"200678_x_at" 1639 397
"200679_x_at" 17803 17069
"200680_x_at" 5240 14007
"200681_at" 4726 15372
"200682_s_at" 18371 19449
"200683_s_at" 18656 19408
"200684_s_at" 17985 21331
"200685_at" 1885 18375
"200686_s_at" 20642 17652
"200687_s_at" 4515 4380
"200688_at" 17283 2440
"200689_x_at" 4769 3365
"200690_at" 22249 20942
"200691_s_at" 20357 20938
"200692_s_at" 21891 21806
"200693_at" 16060 18675
"200694_s_at" 19662 15990
"200695_at" 5368 14130
"200696_s_at" 1441 15228
"200697_at" 3620 13941
"200698_at" 18782 20186
"200699_at" 15759 16102
"200700_s_at" 16768 16359
"200701_at" 5999 3580
"200702_s_at" 20451 16927
"200703_at" 21276 20490
"200704_at" 5880 2871
"200705_s_at" 16752 3693
"200706_s_at" 17225 14421
"200707_at" 3766 4253
"200708_at" 5650 3769
"200709_at" 4961 14104
"200710_at" 3427 2227
"200711_s_at" 6046 17618
"200712_s_at" 20305 22215
"200713_s_at" 16723 18915
"200714_x_at" 2746 2309
"200715_x_at" 4160 3891
"200716_x_at" 5966 2374
"200717_x_at" 10380 8201
"200718_s_at" 5222 15300
"200719_at" 17427 18612
"200720_s_at" 17931 17190
"200721_s_at" 18358 17147
"200722_s_at" 3697 21852
"200723_s_at" 16619 20205
"200724_at" 2517 6193
"200725_x_at" 6391 3013
"200726_at" 16319 19749
"200727_s_at" 18029 21256
"200728_at" 4122 18075
"200729_s_at" 17617 19753
"200730_s_at" 18653 21822
"200731_s_at" 20327 22063
"200732_s_at" 18241 19840
"200733_s_at" 20487 21820
"200734_s_at" 18075 3595
"200735_x_at" 10415 3342
"200736_s_at" 10579 8074
"200737_at" 5083 20348
"200738_s_at" 15412 14197
"200739_s_at" 20031 19187
"200740_s_at" 5636 17940
"200741_s_at" 10455 14578
"200742_s_at" 1343 4572
"200743_s_at" 1100 3145
"200744_s_at" 15846 15521
"200745_s_at" 5023 16422
"200746_s_at" 3656 18604
"200747_s_at" 1124 153
"200748_s_at" 6469 2869
"200749_at" 19511 19943
"200750_s_at" 16895 17298
"200751_s_at" 6153 21059
"200752_s_at" 3240 413
"200753_x_at" 20845 21796
"200754_x_at" 20459 17062
"200755_s_at" 18449 18371
"200756_x_at" 21832 21409
"200757_s_at" 16098 18032
"200758_s_at" 4844 13798
"200759_x_at" 2196 940
"200760_s_at" 20282 18153
"200761_s_at" 5284 16382
"200762_at" 3002 3436
"200763_s_at" 6014 3805
"200764_s_at" 6255 16385
"200765_x_at" 5386 3243
"200766_at" 3829 15350
"200767_s_at" 15739 2239
"200768_s_at" 21610 21219
"200769_s_at" 21340 21762
"200770_s_at" 2875 1096
"200771_at" 15578 17457
"200772_x_at" 3569 3725
"200773_x_at" 16366 14068
"200774_at" 6248 15932
"200775_s_at" 16309 15889
"200776_s_at" 16995 21645
"200777_s_at" 17827 17511
"200778_s_at" 6118 18078
"200779_at" 21279 19895
"200780_x_at" 5511 2243
"200781_s_at" 5872 2599
"200782_at" 4904 17296
"200783_s_at" 17089 19118
"200784_s_at" 7216 10025
"200785_s_at" 7581 10501
"200786_at" 17920 16851
"200787_s_at" 20019 20070
"200788_s_at" 18659 21490
"200789_at" 712 2163
"200790_at" 20131 21378
"200791_s_at" 16778 4487
"200792_at" 17499 14950
"200793_s_at" 3178 4616
"200794_x_at" 15966 20179
"200795_at" 11333 657
"200796_s_at" 3836 21986
"200797_s_at" 17907 17564
"200798_x_at" 16325 18838
"200799_at" 21070 20243
"200800_s_at" 22130 20986
"200801_x_at" 10262 8169
"200802_at" 6550 13867
"200803_s_at" 4771 16537
"200804_at" 5632 14571
"200805_at" 15728 14731
"200806_s_at" 18766 20381
"200807_s_at" 18200 15102
"200808_s_at" 2132 13912
"200809_x_at" 6148 3642
"200810_s_at" 2482 2516
"200811_at" 5082 15685
"200812_at" 17047 17555
"200813_s_at" 20791 19985
"200814_at" 5357 14838
"200815_s_at" 16766 17250
"200816_s_at" 20502 17503
"200817_x_at" 10063 8467
"200818_at" 19140 14875
"200819_s_at" 10068 4097
"200820_at" 19041 14186
"200821_at" 17433 16155
"200822_x_at" 3256 3586
"200823_x_at" 5139 2039
"200824_at" 564 3757
"200825_s_at" 17298 14199
"200826_at" 16418 14470
"200827_at" 4926 264
"200828_s_at" 20996 21478
"200829_x_at" 19102 18658
"200830_at" 3868 14887
"200831_s_at" 5687 18384
"200832_s_at" 4265 4477
"200833_s_at" 17831 18345
"200834_s_at" 15831 3952
"200835_s_at" 20101 1021
"200836_s_at" 21735 2961
"200837_at" 4149 4318
"200838_at" 17342 4166
"200839_s_at" 4121 3743
"200840_at" 5733 14592
"200841_s_at" 20150 21229
"200842_s_at" 5334 16256
"200843_s_at" 4129 4084
"200844_s_at" 5969 4393
"200845_s_at" 17108 17332
"200846_s_at" 6585 15683
"200847_s_at" 6213 15518
"200848_at" 3808 2929
"200849_s_at" 1646 1911
"200850_s_at" 6021 14751
"200851_s_at" 5066 18635
"200852_x_at" 19618 4112
"200853_at" 19176 17415
"200854_at" 16380 2566
"200855_at" 18104 18560
"200856_x_at" 5811 3920
"200857_s_at" 18493 15034
"200858_s_at" 15556 15010
"200859_x_at" 1924 867
"200860_s_at" 15671 16041
"200861_at" 4851 15109
"200862_at" 15487 3641
"200863_s_at" 4995 17184
"200864_s_at" 3600 17042
"200865_at" 11683 3791
"200866_s_at" 1992 13725
"200867_at" 19438 19657
"200868_s_at" 19993 20581
"200869_at" 16149 3986
"200870_at" 17121 18374
"200871_s_at" 1710 2825
"200872_at" 4521 4535
"200873_s_at" 15740 18190
"200874_s_at" 21670 20086
"200875_s_at" 21676 18131
"200876_s_at" 4833 16263
"200877_at" 18883 14091
"200878_at" 2491 16792
"200879_s_at" 1493 5333
"200880_at" 22206 22196
"200881_s_at" 22195 21927
"200882_s_at" 16624 15274
"200883_at" 16497 17505
"200884_at" 3360 15194
"200885_at" 2257 19736
"200886_s_at" 16432 15603
"200887_s_at" 5820 14696
"200888_s_at" 15384 15746
"200889_s_at" 21145 21656
"200890_s_at" 18526 21973
"200891_s_at" 19076 4472
"200892_s_at" 19485 21589
"200893_at" 18438 19799
"200894_s_at" 21503 19746
"200895_s_at" 19307 20032
"200896_x_at" 4074 2129
"200897_s_at" 4550 16771
"200898_s_at" 19054 19085
"200899_s_at" 21299 19591
"200900_s_at" 18698 20963
"200901_s_at" 18048 16101
"200902_at" 15597 20925
"200903_s_at" 6389 3019
"200904_at" 1228 773
"200905_x_at" 6034 2807
"200906_s_at" 4518 2761
"200907_s_at" 6011 19504
"200908_s_at" 18970 3266
"200909_s_at" 15763 4007
"200910_at" 17263 17459
"200911_s_at" 3406 3271
"200912_s_at" 3267 14423
"200913_at" 17858 14778
"200914_x_at" 4649 16572
"200915_x_at" 15906 14193
"200916_at" 16244 16943
"200917_s_at" 16410 22236
"200918_s_at" 5830 18080
"200919_at" 5943 16996
"200920_s_at" 220 315
"200921_s_at" 309 927
"200922_at" 15940 3772
"200923_at" 20232 569
"200924_s_at" 18460 3918
"200925_at" 4233 13779
"200926_at" 9980 8260
"200927_s_at" 15269 20338
"200928_s_at" 14822 10144
"200929_at" 5838 17188
"200930_s_at" 13279 5740
"200931_s_at" 1901 14265
"200932_s_at" 16495 1530
"200933_x_at" 10040 4038
"200934_at" 16442 18297
"200935_at" 4406 21396
"200936_at" 9997 4308
"200937_s_at" 17114 17818
"200938_s_at" 8395 13366
"200939_s_at" 1380 11850
"200940_s_at" 2249 1865
"200941_at" 17503 16287
"200942_s_at" 15923 16647
"200943_at" 5009 16492
"200944_s_at" 16782 14775
"200945_s_at" 5234 3627
"200946_x_at" 16015 20695
"200947_s_at" 5241 20153
"200948_at" 18338 16542
"200949_x_at" 15483 14037
"200950_at" 15495 21002
"200951_s_at" 12208 10848
"200952_s_at" 14097 10393
"200953_s_at" 11078 12372
"200954_at" 18149 17916
"200955_at" 21827 17816
"200956_s_at" 19637 14136
"200957_s_at" 18170 15294
"200958_s_at" 2211 17254
"200959_at" 18444 19602
"200960_x_at" 17241 13826
"200961_at" 18624 16034
"200962_at" 17650 18123
"200963_x_at" 9993 8319
"200964_at" 16864 2150
"200965_s_at" 3675 2777
"200966_x_at" 5414 3394
"200967_at" 6105 16627
"200968_s_at" 18777 15992
"200969_at" 17846 17957
"200970_s_at" 19416 19907
"200971_s_at" 17323 18211
"200972_at" 15319 19325
"200973_s_at" 18270 21860
"200974_at" 913 17656
"200975_at" 2944 14899
"200976_s_at" 4611 14210
"200977_s_at" 4838 14250
"200978_at" 5499 16605
"200979_at" 20444 20009
"200980_s_at" 16406 17327
"200981_x_at" 5046 3487
"200982_s_at" 18740 18009
"200983_x_at" 5975 18509
"200984_s_at" 5722 17733
"200985_s_at" 16086 19096
"200986_at" 9386 5899
"200987_x_at" 19167 21473
"200988_s_at" 4929 21849
"200989_at" 5367 17011
"200990_at" 17759 2436
"200991_s_at" 5848 16620
"200992_at" 5485 16799
"200993_at" 4546 17371
"200994_at" 5225 15307
"200995_at" 16618 19208
"200996_at" 15736 16460
"200997_at" 17483 17773
"200998_s_at" 17438 14464
"200999_s_at" 18747 16636
"201000_at" 15986 4198
"201001_s_at" 16863 17324
"201002_s_at" 16751 16973
"201003_x_at" 3327 3185
"201004_at" 16116 4449
"201005_at" 15820 17621
"201006_at" 8674 6958
"201007_at" 4944 18418
"201008_s_at" 22102 22270
"201009_s_at" 21598 21719
"201010_s_at" 22133 20193
"201011_at" 19742 15540
"201012_at" 113 1080
"201013_s_at" 5961 17696
"201014_s_at" 19292 20440
"201015_s_at" 5115 2876
"201016_at" 20924 21452
"201017_at" 20964 22029
"201018_at" 22181 21937
"201019_s_at" 18768 19846
"201020_at" 20376 21304
"201021_s_at" 4415 19380
"201022_s_at" 15273 15078
"201023_at" 16364 20610
"201024_x_at" 20648 16419
"201025_at" 16189 18298
"201026_at" 4793 17574
"201027_s_at" 5312 18103
"201028_s_at" 16637 16465
"201029_s_at" 3523 14904
"201030_x_at" 1236 12753
"201031_s_at" 6336 18333
"201032_at" 19198 20254
"201033_x_at" 10027 3318
"201034_at" 3904 17172
"201035_s_at" 6075 18306
"201036_s_at" 6407 15706
"201037_at" 15383 14143
"201038_s_at" 18488 22003
"201039_s_at" 18295 3768
"201040_at" 15726 14952
"201041_s_at" 1051 711
"201042_at" 2016 3077
"201043_s_at" 21881 22176
"201044_x_at" 9167 12947
"201045_s_at" 14268 13231
"201046_s_at" 15605 2481
"201047_x_at" 5316 14183
"201048_x_at" 2290 22260
"201049_s_at" 10195 3067
"201050_at" 15365 2755
"201051_at" 19559 19511
"201052_s_at" 18482 16862
"201053_s_at" 19558 20355
"201054_at" 15894 18435
"201055_s_at" 20435 16940
"201056_at" 17055 13944
"201057_s_at" 1207 3430
"201058_s_at" 14162 10806
"201059_at" 15450 18917
"201060_x_at" 6564 21128
"201061_s_at" 16156 18648
"201062_at" 126 10040
"201063_at" 15102 8908
"201064_s_at" 4013 4209
"201065_s_at" 5995 14545
"201066_at" 16601 17812
"201067_at" 18439 20411
"201068_s_at" 18323 18117
"201069_at" 7964 9828
"201070_x_at" 5415 14459
"201071_x_at" 5626 17826
"201072_s_at" 1884 434
"201073_s_at" 2328 4327
"201074_at" 2372 4406
"201075_s_at" 4820 14309
"201076_at" 20772 19100
"201077_s_at" 16876 17174
"201078_at" 15579 18157
"201079_at" 18246 17202
"201080_at" 21277 21919
"201081_s_at" 22105 1981
"201082_s_at" 1953 351
"201083_s_at" 3639 16969
"201084_s_at" 4490 15707
"201085_s_at" 18467 21361
"201086_x_at" 18976 20795
"201087_at" 2852 1888
"201088_at" 16215 15980
"201089_at" 5070 16913
"201090_x_at" 10035 2993
"201091_s_at" 6419 20318
"201092_at" 17782 15830
"201093_x_at" 18638 14914
"201094_at" 6066 3683
"201095_at" 16930 16762
"201096_s_at" 16769 20735
"201097_s_at" 6266 19559
"201098_at" 17027 16222
"201099_at" 3876 16449
"201100_s_at" 4026 14573
"201101_s_at" 5090 17979
"201102_s_at" 3440 606
"201103_x_at" 6261 3360
"201104_x_at" 15220 17563
"201105_at" 15158 4650
"201106_at" 19046 14212
"201107_s_at" 12852 12292
"201108_s_at" 20571 22065
"201109_s_at" 16742 22104
"201110_s_at" 19010 20620
"201111_at" 16807 16837
"201112_s_at" 18889 18002
"201113_at" 6000 13823
"201114_x_at" 15585 14272
"201115_at" 21606 4474
"201116_s_at" 3640 19162
"201117_s_at" 18548 21788
"201118_at" 6188 16863
"201119_s_at" 6018 14153
"201120_s_at" 20233 21867
"201121_s_at" 16236 19109
"201122_x_at" 17080 19623
"201123_s_at" 19348 20808
"201124_at" 16654 3783
"201125_s_at" 4902 14572
"201126_s_at" 22277 2000
"201127_s_at" 18943 20117
"201128_s_at" 6180 16623
"201129_at" 21298 4138
"201130_s_at" 5349 22057
"201131_s_at" 3817 16485
"201132_at" 5067 17596
"201133_s_at" 3092 16497
"201134_x_at" 5676 4282
"201135_at" 15580 15215
"201136_at" 17731 19984
"201137_s_at" 13722 13174
"201138_s_at" 18139 18356
"201139_s_at" 19315 19894
"201140_s_at" 19926 16431
"201141_at" 14632 6149
"201142_at" 21694 21871
"201143_s_at" 21748 21909
"201144_s_at" 20410 19166
"201145_at" 19927 18642
"201146_at" 15180 19914
"201147_s_at" 11102 2165
"201148_s_at" 13529 2043
"201149_s_at" 7953 13604
"201150_s_at" 10933 9280
"201151_s_at" 3128 21974
"201152_s_at" 15561 18007
"201153_s_at" 15287 15343
"201154_x_at" 5198 3594
"201155_s_at" 4730 18597
"201156_s_at" 20683 19716
"201157_s_at" 15462 16633
"201158_at" 4703 15277
"201159_s_at" 5021 17950
"201160_s_at" 5330 14589
"201161_s_at" 6552 17144
"201162_at" 10907 9309
"201163_s_at" 12462 10474
"201164_s_at" 3375 14387
"201165_s_at" 4147 16094
"201166_s_at" 3764 3673
"201167_x_at" 22230 16358
"201168_x_at" 18840 4617
"201169_s_at" 74 1836
"201170_s_at" 6056 16518
"201171_at" 15498 14646
"201172_x_at" 4840 17168
"201173_x_at" 19053 14110
"201174_s_at" 3677 14797
"201175_at" 21278 19068
"201176_s_at" 18440 17494
"201177_s_at" 3885 19122
"201178_at" 5580 3840
"201179_s_at" 18114 21028
"201180_s_at" 16219 15538
"201181_at" 18813 20054
"201182_s_at" 18292 14831
"201183_s_at" 5302 2307
"201184_s_at" 6367 1608
"201185_at" 19045 16186
"201186_at" 20032 4591
"201187_s_at" 7979 9300
"201188_s_at" 6274 2092
"201189_s_at" 2085 4276
"201190_s_at" 21800 20819
"201191_at" 20495 20524
"201192_s_at" 18000 2947
"201193_at" 17765 15135
"201194_at" 20892 16143
"201195_s_at" 3187 15819
"201196_s_at" 22056 22075
"201197_at" 22172 22227
"201198_s_at" 17852 18483
"201199_s_at" 19895 15614
"201200_at" 16263 3103
"201201_at" 15717 14262
"201202_at" 19647 19692
"201203_s_at" 20153 17447
"201204_s_at" 5836 19280
"201205_at" 12151 11741
"201206_s_at" 5620 20614
"201207_at" 6312 14748
"201208_s_at" 4817 20312
"201209_at" 15550 18022
"201210_at" 19040 19735
"201211_s_at" 21868 22257
"201212_at" 15848 19975
"201213_at" 20433 16861
"201214_s_at" 15622 14214
"201215_at" 15696 18834
"201216_at" 18173 14900
"201217_x_at" 10061 3307
"201218_at" 16422 18296
"201219_at" 16731 16608
"201220_x_at" 5377 14081
"201221_s_at" 21649 16439
"201222_s_at" 16093 19345
"201223_s_at" 16196 17770
"201224_s_at" 17938 16944
"201225_s_at" 17274 14675
"201226_at" 5529 3170
"201227_s_at" 17030 13947
"201228_s_at" 760 21662
"201229_s_at" 18141 14311
"201230_s_at" 16161 16607
"201231_s_at" 17426 15205
"201232_s_at" 19674 15979
"201233_at" 21785 17769
"201234_at" 5751 16293
"201235_s_at" 8261 5996
"201236_s_at" 239 34
"201237_at" 5955 17488
"201238_s_at" 5449 20914
"201239_s_at" 17505 20699
"201240_s_at" 18176 15269
"201241_at" 16756 15973
"201242_s_at" 21352 16486
"201243_s_at" 19328 18790
"201244_s_at" 19681 15087
"201245_s_at" 15829 18036
"201246_s_at" 2600 3554
"201247_at" 17727 644
"201248_s_at" 3281 3026
"201249_at" 12882 13646
"201250_s_at" 22267 15675
"201251_at" 15347 3213
"201252_at" 4261 15563
"201253_s_at" 5510 16278
"201254_x_at" 10419 3988
"201255_x_at" 2379 1306
"201256_at" 16175 17207
"201257_x_at" 10015 8299
"201258_at" 4311 3788
"201259_s_at" 17817 21588
"201260_s_at" 6411 18679
"201261_x_at" 15005 4189
"201262_s_at" 9783 13432
"201263_at" 21828 19260
"201264_at" 4652 4580
"201265_at" 13544 6892
"201266_at" 5064 19858
"201267_s_at" 20015 17484
"201268_at" 4712 2543
"201269_s_at" 7710 7138
"201270_x_at" 18076 2097
"201271_s_at" 18305 14911
"201272_at" 13848 6827
"201273_s_at" 16911 19487
"201274_at" 6401 16826
"201275_at" 18080 14017
"201276_at" 2977 3718
"201277_s_at" 19294 18305
"201278_at" 10975 3231
"201279_s_at" 6767 5755
"201280_s_at" 8861 9021
"201281_at" 19691 15493
"201282_at" 6186 19732
"201283_s_at" 21 11132
"201284_s_at" 2846 3559
"201285_at" 900 1982
"201286_at" 21534 598
"201287_s_at" 16262 2460
"201288_at" 21635 707
"201289_at" 999 21954
"201290_at" 17394 16424
"201291_s_at" 4475 13732
"201292_at" 3136 3164
"201293_x_at" 10443 4315
"201294_s_at" 14783 237
"201295_s_at" 8514 5877
"201296_s_at" 3221 2667
"201297_s_at" 17127 18706
"201298_s_at" 16964 20894
"201299_s_at" 21444 22242
"201300_s_at" 20156 20711
"201301_s_at" 5317 16202
"201302_at" 4587 4171
"201303_at" 17794 16480
"201304_at" 18281 19429
"201305_x_at" 18929 15508
"201306_s_at" 15312 4218
"201307_at" 17666 19550
"201308_s_at" 2201 21658
"201309_x_at" 1692 18875
"201310_s_at" 6462 14784
"201311_s_at" 1311 18174
"201312_s_at" 2752 17439
"201313_at" 5483 1370
"201314_at" 19593 17362
"201315_x_at" 15639 19061
"201316_at" 5291 21508
"201317_s_at" 18252 18731
"201318_s_at" 6217 13967
"201319_at" 683 15546
"201320_at" 18771 2930
"201321_s_at" 3903 1371
"201322_at" 17671 16783
"201323_at" 17716 17837
"201324_at" 6140 2367
"201325_s_at" 7320 6609
"201326_at" 19868 20863
"201327_s_at" 20748 20522
"201328_at" 22245 22185
"201329_s_at" 21310 20460
"201330_at" 20589 19831
"201331_s_at" 2770 2685
"201332_s_at" 2058 12380
"201333_s_at" 21436 756
"201334_s_at" 3760 17012
"201335_s_at" 17815 335
"201336_at" 18643 14854
"201337_s_at" 19965 21967
"201338_x_at" 5438 14792
"201339_s_at" 3884 20388
"201340_s_at" 7462 1013
"201341_at" 1914 15728
"201342_at" 19788 15245
"201343_at" 18047 21923
"201344_at" 22190 18605
"201345_s_at" 19402 19695
"201346_at" 16010 18440
"201347_x_at" 6509 15376
"201348_at" 3335 14020
"201349_at" 4578 14724
"201350_at" 6471 3216
"201351_s_at" 6246 15223
"201352_at" 5376 18028
"201353_s_at" 3401 2588
"201354_s_at" 6220 2673
"201355_s_at" 11878 8962
"201356_at" 20757 18339
"201357_s_at" 2859 15152
"201358_s_at" 15296 16316
"201359_at" 6224 19072
"201360_at" 4297 2301
"201361_at" 21439 18511
"201362_at" 2920 4350
"201363_s_at" 4561 4273
"201364_s_at" 15680 21232
