"inst_832" "inst_948"
"1007_s_at" 15693 15807
"1053_at" 4116 4726
"117_at" 10486 6334
"121_at" 2276 19939
"1255_g_at" 7326 9768
"1294_at" 6564 8042
"1316_at" 6199 13271
"1320_at" 4757 12265
"1405_i_at" 452 12631
"1431_at" 6471 10733
"1438_at" 19328 1878
"1487_at" 16620 20988
"1494_f_at" 5569 8058
"1598_g_at" 18445 1538
"160020_at" 11423 1147
"1729_at" 20020 15593
"1773_at" 21843 22269
"177_at" 7846 4229
"179_at" 3222 16674
"1861_at" 18102 18153
"200000_s_at" 1787 3945
"200001_at" 3853 18305
"200002_at" 2880 5480
"200003_s_at" 7251 18811
"200004_at" 14591 16196
"200005_at" 15124 15531
"200006_at" 15153 16262
"200007_at" 14778 17485
"200008_s_at" 17956 4088
"200009_at" 16045 6147
"200010_at" 14772 15979
"200011_s_at" 14580 5417
"200012_x_at" 3836 4364
"200013_at" 13970 4976
"200014_s_at" 16432 5851
"200015_s_at" 17156 15581
"200016_x_at" 4143 15370
"200017_at" 7548 15232
"200018_at" 15403 5582
"200019_s_at" 14403 6042
"200020_at" 15892 17468
"200021_at" 7180 2061
"200022_at" 7051 3771
"200023_s_at" 17569 17320
"200024_at" 15434 5630
"200025_s_at" 14205 15946
"200026_at" 3486 4346
"200027_at" 17255 16420
"200028_s_at" 14969 18982
"200029_at" 13718 17224
"200030_s_at" 14921 17100
"200031_s_at" 7520 5400
"200032_s_at" 7400 3649
"200033_at" 17427 6079
"200034_s_at" 16996 5919
"200035_at" 3578 17828
"200036_s_at" 2384 3961
"200037_s_at" 15886 18500
"200038_s_at" 7094 15797
"200039_s_at" 16590 16303
"200040_at" 13676 19786
"200041_s_at" 2835 15843
"200042_at" 15009 17076
"200043_at" 15734 17573
"200044_at" 14548 4292
"200045_at" 16743 16067
"200046_at" 21158 18381
"200047_s_at" 17983 18043
"200048_s_at" 4040 5802
"200049_at" 19309 17273
"200050_at" 2288 20408
"200051_at" 3156 16264
"200052_s_at" 15753 19150
"200053_at" 19391 20095
"200054_at" 20204 21427
"200055_at" 15388 16136
"200056_s_at" 17087 20485
"200057_s_at" 14732 4539
"200058_s_at" 16397 17094
"200059_s_at" 2063 15789
"200060_s_at" 18189 16043
"200061_s_at" 7492 17318
"200062_s_at" 7452 9898
"200063_s_at" 7148 19919
"200064_at" 2784 4708
"200065_s_at" 18220 15690
"200066_at" 14967 17862
"200067_x_at" 4290 20602
"200068_s_at" 3274 3525
"200069_at" 1128 16212
"200070_at" 16456 4187
"200071_at" 13935 19426
"200072_s_at" 4242 6065
"200073_s_at" 13824 6116
"200074_s_at" 14263 18808
"200075_s_at" 15447 17660
"200076_s_at" 17030 4434
"200077_s_at" 15250 16301
"200078_s_at" 19095 18660
"200079_s_at" 14458 5256
"200080_s_at" 2017 16020
"200081_s_at" 3964 15483
"200082_s_at" 14461 5201
"200083_at" 3277 15522
"200084_at" 13881 18419
"200085_s_at" 4034 15810
"200086_s_at" 4004 3919
"200087_s_at" 16275 15317
"200088_x_at" 7504 9711
"200089_s_at" 14929 16777
"200090_at" 20970 1849
"200091_s_at" 3333 4488
"200092_s_at" 14216 18060
"200093_s_at" 4015 16490
"200094_s_at" 14653 5820
"200095_x_at" 7072 5083
"200096_s_at" 22258 4471
"200097_s_at" 17090 21158
"200098_s_at" 14592 17718
"200099_s_at" 7085 15450
"200593_s_at" 15552 5353
"200594_x_at" 4295 15985
"200595_s_at" 3267 17696
"200596_s_at" 14176 15505
"200597_at" 16960 2909
"200598_s_at" 3813 16461
"200599_s_at" 18811 18218
"200600_at" 11332 13935
"200601_at" 21631 17398
"200602_at" 4431 15632
"200603_at" 17277 19233
"200604_s_at" 19752 5388
"200605_s_at" 21658 16884
"200606_at" 16751 16977
"200607_s_at" 17593 16991
"200608_s_at" 15307 4158
"200609_s_at" 17838 4144
"200610_s_at" 15880 4525
"200611_s_at" 2097 15407
"200612_s_at" 2566 238
"200613_at" 16151 15425
"200614_at" 3422 18594
"200615_s_at" 17771 15767
"200616_s_at" 17434 18309
"200617_at" 14087 4680
"200618_at" 19030 17019
"200619_at" 3230 5599
"200620_at" 16821 4530
"200621_at" 16361 4433
"200622_x_at" 13984 19484
"200623_s_at" 1830 20288
"200624_s_at" 14423 19078
"200625_s_at" 19304 16390
"200626_s_at" 18390 17722
"200627_at" 17374 4796
"200628_s_at" 20495 18474
"200629_at" 4059 4232
"200630_x_at" 13684 4799
"200631_s_at" 4047 5768
"200632_s_at" 2586 19394
"200633_at" 7390 6122
"200634_at" 4222 17431
"200635_s_at" 20530 1979
"200636_s_at" 2172 16440
"200637_s_at" 15728 3236
"200638_s_at" 15450 16799
"200639_s_at" 1515 15887
"200640_at" 13737 3610
"200641_s_at" 18304 4598
"200642_at" 4224 16766
"200643_at" 2562 3474
"200644_at" 17385 17902
"200645_at" 18378 16191
"200646_s_at" 18350 22217
"200647_x_at" 3941 17504
"200648_s_at" 20590 16776
"200649_at" 14792 15349
"200650_s_at" 14368 15400
"200651_at" 4414 3185
"200652_at" 14352 18669
"200653_s_at" 20146 18016
"200654_at" 15629 19353
"200655_s_at" 17270 17356
"200656_s_at" 17137 19766
"200657_at" 14171 5661
"200658_s_at" 18502 18699
"200659_s_at" 19235 21694
"200660_at" 14401 18370
"200661_at" 13642 3111
"200662_s_at" 15195 3418
"200663_at" 16748 15352
"200664_s_at" 19534 5210
"200665_s_at" 12562 13608
"200666_s_at" 17336 15255
"200667_at" 14601 16731
"200668_s_at" 15107 4988
"200669_s_at" 20529 19754
"200670_at" 16818 5961
"200671_s_at" 3389 20618
"200672_x_at" 18183 3225
"200673_at" 3115 16280
"200674_s_at" 3907 15418
"200675_at" 19110 16453
"200676_s_at" 13699 4850
"200677_at" 17986 20003
"200678_x_at" 17253 5535
