"inst_266" "inst_606" "inst_1411" "inst_2095" "inst_2258" "inst_5990" "inst_7288"
"200778_s_at" 8093 15216 16945 18218 4690 5318 12858
"200779_at" 7256 19439 4683 12631 14312 14463 14325
"200780_x_at" 6439 6736 17618 11107 5561 3847 3937
"200781_s_at" 14757 9270 3149 1336 7626 4711 12876
"200782_at" 6478 14777 17836 12242 12170 18322 12441
"200783_s_at" 21512 1757 19756 18972 15643 3567 14732
"200784_s_at" 12141 12661 7525 1576 10744 6306 591
"200785_s_at" 21537 19076 14384 10490 10566 9535 5783
"200786_at" 5083 15017 16384 14377 5301 13353 15643
"200787_s_at" 15378 16598 19448 16178 17387 17981 2668
"200788_s_at" 7102 20425 4329 1271 4729 3542 17790
"200789_at" 4719 8842 15650 13739 20225 20473 12203
"200790_at" 2911 7127 16966 11863 15035 17139 12402
"200791_s_at" 1261 20519 15746 16271 4314 20511 12819
"200792_at" 13469 15208 4061 11623 3828 13030 3701
"200793_s_at" 2674 15110 19144 19763 2655 15834 21171
"200794_x_at" 7581 6716 21188 20390 11825 12636 3675
"200795_at" 19229 6689 12408 10254 2399 12186 196
"200796_s_at" 1535 14967 21550 13148 16732 20544 968
"200797_s_at" 2233 6664 17858 15021 5030 20516 16586
"200798_x_at" 13098 6032 20043 12939 15144 15666 2003
"200799_at" 1739 20274 5634 2229 12929 15849 2780
"200800_s_at" 2311 15439 4177 11767 1604 2782 1477
"200801_x_at" 15696 8808 16248 1586 7408 7555 2310
"200802_at" 1572 7363 3919 14046 5196 13183 13385
"200803_s_at" 4859 15955 19620 16458 11944 4134 16232
"200804_at" 5613 8765 18841 15260 4489 16451 13993
"200805_at" 2855 3718 1025 12076 15004 16266 12042
"200806_s_at" 2829 17915 18697 18421 12731 5747 2662
"200807_s_at" 7133 15433 17164 11359 7582 5397 2652
"200808_s_at" 7675 6534 16547 451 16260 15033 12580
"200809_x_at" 12959 5318 15635 1897 12141 14133 12159
"200810_s_at" 4699 19937 18849 13474 5551 18172 19705
"200811_at" 15448 7512 19378 17581 12258 18299 16755
"200812_at" 1366 17905 16089 14780 13403 5309 17012
"200813_s_at" 6655 17342 20729 20085 4167 14308 21584
"200814_at" 13487 9084 16748 14456 16268 18286 17491
"200815_s_at" 4451 19260 2942 12136 4684 2643 13409
"200816_s_at" 6492 8442 18141 13532 13304 20477 16844
"200817_x_at" 13318 17047 2371 2184 7355 7564 3363
"200818_at" 7978 16887 18390 13900 2903 4211 14224
"200819_s_at" 6602 17111 15570 11079 7374 4943 14272
"200820_at" 4025 16961 17522 12929 4867 15027 18546
"200821_at" 5733 21973 21123 17233 21268 18844 19562
"200822_x_at" 5878 15071 18334 10974 16497 19158 13179
"200823_x_at" 3947 18692 16343 1744 4513 3920 3887
"200824_at" 20085 1801 1909 13959 17396 3188 13687
"200825_s_at" 5417 2549 19440 1682 4664 5139 17966
"200826_at" 16015 20045 16942 11854 4219 13038 15707
"200827_at" 2733 4193 21004 15132 18484 18482 18259
"200828_s_at" 1347 16037 20702 20478 3143 15724 1928
"200829_x_at" 5044 5713 4166 14436 15216 15685 13862
"200830_at" 775 15890 4327 14085 12875 13663 14718
"200831_s_at" 2356 8007 727 17085 4265 5611 13016
"200832_s_at" 1578 18454 19940 20148 13590 5267 20804
"200833_s_at" 6545 17076 785 17375 18139 16306 19555
"200834_s_at" 17387 7399 4551 1108 7495 7594 2880
"200835_s_at" 11039 12031 2306 21372 22170 672 14606
"200836_s_at" 14165 2166 17331 12327 73 1030 18780
"200837_at" 4366 4868 19577 14056 2513 17573 13972
"200838_at" 3413 18302 16733 19192 18230 19766 20536
"200839_s_at" 2225 6787 16905 16490 12148 14143 14370
"200840_at" 4490 16775 4201 12109 4019 4053 13459
"200841_s_at" 2873 20107 19346 16734 21203 5393 14093
"200842_s_at" 2443 21428 4513 1876 22080 12217 2164
"200843_s_at" 1587 8601 4043 11227 16160 16116 12177
"200844_s_at" 5041 17361 16492 10916 4768 5718 12539
"200845_s_at" 7799 17998 4386 11166 17221 15061 12413
"200846_s_at" 5425 16951 17421 15318 16071 17367 16427
"200847_s_at" 2091 15581 2720 12592 5553 18410 13666
"200848_at" 16371 3719 19064 18497 4553 20049 17871
"200849_s_at" 6406 17621 16435 13808 17970 16061 17261
"200850_s_at" 15888 17960 18659 11480 16094 14413 3676
"200851_s_at" 4927 19659 3771 16238 12746 14282 2644
"200852_x_at" 6528 7576 1855 14219 14158 14017 15744
"200853_at" 16139 7078 17023 14231 16051 15249 1593
"200854_at" 7132 15044 19776 17637 17172 19935 17297
"200855_at" 17337 6019 20665 18840 19104 22272 16470
"200856_x_at" 14949 3446 2908 18212 14529 18403 20762
"200857_s_at" 4943 16721 3346 19338 14048 3191 19689
"200858_s_at" 14253 7505 4227 12777 16411 19583 18098
"200859_x_at" 4675 7799 4973 11701 13744 14097 16449
"200860_s_at" 2604 8543 18044 16844 15732 16735 12950
"200861_at" 3611 5467 2596 11417 19477 3053 16162
"200862_at" 4796 19788 18089 13297 3836 17381 3351
"200863_s_at" 7771 17591 16135 13667 13133 5426 14174
"200864_s_at" 12955 4546 20004 17146 12088 19713 14175
"200865_at" 10535 10106 9122 8795 9097 10056 11639
"200866_s_at" 5356 15878 16222 17626 3500 13223 15455
"200867_at" 1459 8740 19361 13482 19562 17459 14530
"200868_s_at" 4495 18090 2641 20473 5335 12212 17882
"200869_at" 7435 7916 3196 1940 7608 4540 3277
"200870_at" 12954 16884 19613 16466 15578 16383 12447
"200871_s_at" 7753 18010 19481 12449 15137 17555 3789
"200872_at" 13580 6791 4334 10848 15936 5740 12989
"200873_s_at" 2820 14474 16234 12609 15393 14092 13889
"200874_s_at" 3957 14900 17489 13483 16532 20342 21145
"200875_s_at" 15066 6650 4657 13112 3337 4013 16951
"200876_s_at" 7817 18228 16004 11700 14741 13574 12543
"200877_at" 5175 16098 16113 12613 11875 12868 12868
"200878_at" 2035 1141 7141 12849 15099 17075 18552
"200879_s_at" 15563 20417 15159 15023 938 10647 231
"200880_at" 2619 7936 2274 20224 14582 16550 16343
"200881_s_at" 5609 14626 4558 17760 4896 17182 13572
"200882_s_at" 5213 14759 4442 16619 12516 16168 17393
"200883_at" 4272 18466 20785 20690 13630 16443 14552
"200884_at" 6869 3056 15513 15933 16285 20596 17981
"200885_at" 6322 17229 729 19395 13399 20522 20872
"200886_s_at" 2050 18768 4096 11780 14953 16927 2403
"200887_s_at" 17295 6113 15593 12454 15859 20108 13620
"200888_s_at" 7463 15095 3717 14106 13622 18507 16870
"200889_s_at" 7695 8277 18539 18632 13027 17150 13525
"200890_s_at" 18754 18857 19743 21696 13101 17883 13406
"200891_s_at" 4848 19563 21611 13869 12540 19666 2571
"200892_s_at" 6752 16958 16968 19490 17309 18151 3181
"200893_at" 3709 16404 4568 12985 14104 13583 13542
"200894_s_at" 7055 6134 20795 12989 3703 19718 16532
"200895_s_at" 19217 7511 16914 18144 11968 19100 12225
"200896_x_at" 13016 5626 1823 15261 14568 13697 17077
"200897_s_at" 2253 16487 5885 16679 1345 12779 3041
"200898_s_at" 6802 21063 1461 21589 1918 18856 271
"200899_s_at" 7127 17145 17314 21034 1523 16906 17913
"200900_s_at" 17419 6564 21892 21915 2322 16370 1123
"200901_s_at" 15767 14556 18683 16128 20272 13217 19656
"200902_at" 7959 15892 3961 15556 11805 17274 14445
"200903_s_at" 6536 5864 2135 14915 1801 5640 16457
"200904_at" 22083 21480 15617 11069 21722 1949 21582
"200905_x_at" 2718 8995 417 15755 12563 18083 12882
"200906_s_at" 5196 2698 9917 19674 21219 19191 20030
"200907_s_at" 6538 14723 7479 20065 18006 12281 20254
"200908_s_at" 18985 18132 13282 10994 20822 19382 14617
"200909_s_at" 7445 15121 16668 13301 12573 4810 14708
"200910_at" 14289 9257 16357 13664 3618 13780 14488
"200911_s_at" 4956 19797 4477 14885 4922 17851 12672
"200912_s_at" 3319 20366 15267 12751 12606 14318 12192
"200913_at" 7485 6717 21473 15378 5225 16203 3283
"200914_x_at" 20939 16812 19228 11100 19423 18188 18931
"200915_x_at" 3495 19927 2469 11891 16975 15026 14799
"200916_at" 1175 17050 15432 10825 12119 13853 3089
"200917_s_at" 4752 3935 20632 22255 20118 16530 766
"200918_s_at" 6557 4590 15572 11537 12209 18932 14594
"200919_at" 16132 14982 3642 16965 16205 4637 20190
"200920_s_at" 6899 3651 19311 18036 3247 17038 17063
"200921_s_at" 18834 3679 2976 13561 1870 5019 15394
"200922_at" 15388 15967 20831 13168 18849 3956 1942
"200923_at" 6210 7332 16467 18740 5501 4488 18346
"200924_s_at" 18255 6002 19202 17650 4474 20184 21392
"200925_at" 4147 18972 15223 10731 4951 12453 2905
"200926_at" 15707 15445 4719 1541 7563 7692 1964
"200927_s_at" 3326 6808 18895 16386 1610 14043 16754
"200928_s_at" 7449 2484 6715 7202 21825 15856 4598
"200929_at" 4416 19642 4283 13922 17429 15364 13142
"200930_s_at" 10811 417 10940 9071 10129 623 11918
"200931_s_at" 14753 20953 2294 11124 15179 12905 13401
"200932_s_at" 2545 22244 317 10754 2312 5716 18569
"200933_x_at" 6838 16092 16697 1359 7536 7673 12150
"200934_at" 19495 7772 16117 11306 19612 12232 16864
"200935_at" 16699 6686 21137 17761 17668 4920 21596
"200936_at" 5385 14822 1614 1194 7358 12704 1726
"200937_s_at" 14589 15112 2375 14237 5475 5517 12930
"200938_s_at" 10602 11967 12982 3086 7145 11526 8328
"200939_s_at" 20829 10871 7046 10665 98 3901 9001
"200940_s_at" 6246 3945 17826 17804 3318 20678 18869
"200941_at" 13070 16650 3686 17608 16903 14057 17452
"200942_s_at" 5802 7923 5022 16748 3218 4819 2879
"200943_at" 6093 6992 19987 12138 4916 18115 1925
"200944_s_at" 5130 15101 18005 12386 3765 5064 14809
"200945_s_at" 5990 16555 2979 11755 16261 16034 14049
"200946_x_at" 2351 16792 4230 19618 13819 16285 3055
"200947_s_at" 16609 4288 2067 17730 16803 13842 15152
"200948_at" 18234 6143 15450 14034 4873 16782 18815
"200949_x_at" 14895 17907 2414 10522 4463 5482 13743
