"inst_490" "inst_494" "inst_1017" "inst_1075" "inst_1178" "inst_1237" "inst_1577" "inst_1662" "inst_2697" "inst_3194" "inst_4461" "inst_5234" "inst_5597" "inst_5880" "inst_6196" "inst_6954" "inst_6996" "inst_7234"
"217057_s_at" 17891 14564 11194 5477 15582 4859 11818 4946 11755 21192 20125 4372 20183 6043 11375 11329 18011 3770
"217058_at" 7843 10360 14814 5791 13373 12785 4967 5420 11827 10252 7883 12925 7136 11440 12310 8570 10920 13071
"217059_at" 8904 9443 11430 10212 12213 10269 12176 6999 15827 12591 21828 17611 10516 14495 10403 7976 13453 10599
"217060_at" 19756 19765 13986 6762 12309 13242 14430 9797 2286 10903 9676 12530 9472 12416 9970 11473 15023 13589
"217061_s_at" 1687 6420 8777 10251 8417 21751 13043 11577 15217 12943 11524 12332 9740 9232 11719 10590 11311 13861
"217062_at" 12681 11546 9529 10095 10493 14048 10360 6979 12116 12685 10022 12692 7536 10632 2697 9966 14044 11050
"217063_x_at" 20822 13978 8249 5320 9575 9677 13860 11366 2195 9845 2392 17721 7215 12364 7856 9083 16794 8957
"217065_at" 20140 2037 9732 9924 7673 8842 10197 6962 13215 9631 8099 15578 9159 12431 9403 10475 14578 11419
"217066_s_at" 12621 9163 12076 14505 14658 9052 13458 5670 15046 1903 21773 2187 19704 1266 7470 9292 16676 582
"217067_s_at" 12318 10141 6297 12818 4554 10398 13906 1958 750 12577 1897 17821 216 13963 21862 12804 17194 9560
"217068_at" 11550 8200 9089 12969 8233 8378 7335 6696 10791 10580 881 15372 9834 14223 8981 10205 14310 13735
"217069_at" 13056 9521 10474 9748 10988 13545 13360 9802 13653 12938 6060 17915 9987 12411 7949 12129 15119 12017
"217070_at" 8654 7711 9883 15039 6 758 14596 6519 9615 21003 483 1465 12426 114 17434 5531 21779 20393
"217071_s_at" 9962 8711 13826 9554 7876 9639 10650 9936 20057 12941 7163 17198 11544 14278 21723 2349 18831 9671
"217072_at" 3613 10043 13575 5134 13300 2913 2861 7910 2675 5378 2601 3141 4935 3258 2369 8939 19025 9373
"217073_x_at" 7832 8468 11773 6763 7763 9385 7730 7077 11588 4113 10220 14620 9905 8188 2473 14074 12216 10370
"217074_at" 9491 9838 10560 7456 14560 10997 12849 8241 15091 12356 9142 13189 10962 13520 12176 11769 14635 12780
"217075_x_at" 12933 9976 12718 4692 8235 15327 9588 9467 11842 3500 6001 17049 10834 8025 3215 10223 10921 11246
"217076_s_at" 8670 7830 10828 13567 14966 9374 5919 5320 2354 5070 2393 16625 12516 8543 13255 2336 11974 15735
"217077_s_at" 2099 2790 14818 6366 16054 163 14997 11083 10953 3698 798 20820 914 3346 1081 15602 19156 139
"217078_s_at" 10644 11058 9169 9376 5080 10852 15825 7223 4209 10762 7442 13617 8625 9796 20906 9524 13636 10728
"217079_at" 9945 11700 6124 13058 13617 15140 5695 10151 11414 17755 7364 17828 1785 12812 14894 13055 15973 14033
"217080_s_at" 2829 4631 2162 2769 15233 22110 14700 1338 15458 8795 20903 3675 18751 2956 853 20187 8931 5534
"217081_at" 12189 7445 14323 11406 15851 8797 7621 11022 12755 13777 7767 15959 9568 11301 662 12487 17130 14195
"217082_at" 1645 15936 6709 5685 8158 8920 12266 12115 19700 12694 6797 12725 7383 14296 1445 15063 12953 5677
"217083_at" 8559 10103 9063 9273 11711 10948 8678 7080 14751 9837 9198 13741 9435 10310 9874 11192 15270 11953
"217084_at" 10691 12103 13252 5679 9651 14798 9817 6864 628 14408 3700 14033 7067 1420 13376 7435 17634 8822
"217085_at" 13370 8347 7610 10581 16322 14635 14128 9684 8940 11116 6211 15717 9938 10566 12291 10457 14567 14271
"217086_at" 12711 10185 12409 14291 16108 9909 8542 5547 5381 11940 6274 16663 4855 9430 19791 7908 15527 9478
"217087_at" 11801 497 6780 9364 16017 11806 10496 8142 18887 11265 6889 16809 9153 10666 262 14963 18760 10058
"217088_s_at" 7466 12180 13535 6718 14872 9963 14362 11180 15204 13367 10879 17420 7201 11066 11785 12829 14489 12249
"217090_at" 8733 15704 13900 6616 14171 8515 12910 12614 12442 10230 6778 11204 11685 13282 9571 11998 16815 14106
"217091_at" 13321 10764 13665 13582 14440 13405 12752 10308 14733 10629 8102 12757 7315 9260 2283 10269 16368 11280
"217092_x_at" 691 1817 1479 1267 16800 15842 22208 3265 4983 16225 4859 6157 17502 15516 15996 16071 7353 5272
"217093_at" 8617 13451 12366 9750 7939 11001 13459 10884 14093 9670 7351 17356 10818 9281 12753 8154 14549 12079
"217094_s_at" 14629 15071 2196 4324 19135 2086 15616 3442 3454 8609 2666 868 1805 3394 16965 2214 732 2791
"217095_x_at" 11524 12002 11629 9270 13046 8317 14377 7069 12255 12917 9069 12868 10381 9695 11911 5774 15558 13407
"217096_at" 16785 4214 9473 10527 15106 8897 10984 7524 13557 12104 9141 14919 10789 5447 9506 12465 16485 13571
"217097_s_at" 18488 1938 22212 22007 4336 3735 10415 9226 4 1518 22047 22048 3486 14494 18031 14053 21277 18287
"217098_s_at" 10633 10962 10528 10588 11563 10835 9077 7252 13212 12335 7526 13152 8741 12457 12436 10060 14151 11115
"217099_s_at" 14260 14734 22169 21139 19922 22250 506 21630 8076 17486 21494 4649 18652 7532 2001 19118 21998 17954
"217100_s_at" 5195 1704 4858 16098 18640 1440 17393 1089 8794 15958 3167 7294 14476 3697 2628 20147 2632 18019
"217101_at" 7382 11870 7005 10108 12271 13818 14651 11082 15693 11492 2856 18238 7530 9951 11381 7630 11267 13300
"217102_at" 3763 19948 6484 14804 16164 17876 8109 8707 15926 21685 19067 20819 15486 18593 12507 9009 17287 18989
"217103_at" 10598 8129 7518 9460 12658 12836 8768 4584 16143 12474 8995 16321 7935 555 8252 8530 12830 12753
"217104_at" 9597 3563 2086 12372 4570 570 7227 14917 2626 890 5118 657 19315 21662 14185 20918 7757 5043
"217105_at" 8082 7494 12345 5820 13519 12234 12778 9145 5954 14461 8188 16282 8861 11177 12385 12291 14822 11609
"217106_x_at" 14933 3868 19616 3709 21550 16432 16723 13172 9849 18999 20003 11178 18077 17092 18364 5895 9702 19116
"217107_at" 8389 22080 7873 690 2105 18051 621 8017 663 21616 4234 21270 4480 19243 282 2997 22278 3250
"217108_at" 10094 12352 7374 10528 9845 10955 11537 7525 11519 13113 6814 14426 8670 12796 10000 9711 15908 10860
"217109_at" 9006 10183 11934 12366 8490 14665 12180 9880 14592 7595 7729 16501 3006 7897 9775 15110 11874 14583
"217110_s_at" 8775 13198 4029 13376 15477 10715 10527 6004 1314 2061 7016 18791 7934 13943 4017 438 19164 14078
"217111_at" 11226 9324 10894 7833 9233 13633 14965 6635 21745 304 1349 15555 9444 18939 14815 1486 19268 12559
"217112_at" 7659 12602 11235 10454 10513 12592 14028 9700 12348 10825 6084 12085 11795 10645 10549 10783 13316 11634
"217113_at" 12300 7650 8950 14961 8358 10443 10719 430 151 20978 1941 265 438 5567 21334 191 18880 13937
"217114_at" 20343 489 12401 13315 8531 13370 3091 11658 15422 13628 12599 11200 11042 11604 9020 9831 12255 9226
"217115_at" 10090 8984 6111 10939 11322 10426 12577 7515 12370 11119 6102 14767 8193 11792 10301 10852 14932 11682
"217117_x_at" 6081 2165 10943 5881 5305 21041 21152 16472 4963 22218 18119 21771 1510 15002 107 14406 746 3593
"217118_s_at" 14802 1595 18845 21627 3658 6032 3170 19228 3125 5887 16936 20448 17643 3527 16174 21100 21704 7629
"217119_s_at" 13026 7785 11143 13747 2438 13206 5756 11983 16092 13816 9068 18636 7126 14292 163 291 15271 11954
"217120_s_at" 1981 873 11637 8354 10712 2811 13006 11037 21686 478 3550 21052 12487 2867 19814 13696 11380 15200
"217121_at" 1052 1553 13083 13030 11778 15160 5107 4435 11666 12173 9740 18646 12342 14152 13193 8290 17184 8988
"217122_s_at" 16007 2041 2131 19402 5262 6073 2169 14121 8554 18178 11377 2022 13497 6406 3985 3323 1719 6291
"217123_x_at" 13605 11271 14671 13329 12730 284 5681 5878 2108 505 145 1539 703 21651 8801 4194 17360 10152
"217124_at" 21118 571 18783 16762 15192 17440 6427 1636 20217 21399 2991 5636 13971 22158 663 176 21461 18479
"217125_at" 13053 3185 8270 13102 21284 2732 10064 19106 17673 22070 14311 20688 1162 19689 19926 1281 1210 20811
"217126_at" 9864 10550 12472 12363 15799 9706 11844 4425 15024 14320 8283 12985 12252 12175 12504 8476 11811 12147
"217127_at" 3447 3359 20323 8597 1622 763 2228 768 21438 17150 482 5449 230 226 21855 551 2088 16351
"217128_s_at" 4700 17014 12025 11045 9624 12912 12420 10702 14859 13655 9278 16722 7146 12609 11409 7813 11352 11702
"217129_at" 21451 13068 14955 7258 3178 1998 11266 21291 15514 19896 1275 6956 18428 3395 2014 22003 6733 1017
"217130_at" 5802 20243 6933 7716 10224 7175 7698 12351 5492 14700 4975 18829 8000 19533 13589 5523 11365 13837
"217131_at" 7686 7659 13163 4562 15202 8687 6952 11020 10545 1123 9843 19051 9795 12635 12820 1216 15342 8884
"217132_at" 8156 7607 8052 10573 8299 9584 10929 10467 15198 1093 6566 17858 12191 13506 9585 11738 18374 8818
"217133_x_at" 7129 10708 14142 10144 9540 12047 13274 4800 11425 12016 2850 18121 10003 9222 13409 12621 11962 9137
"217134_at" 7979 8706 10756 7728 8002 10165 5081 9913 59 11907 7916 12194 11100 9345 13208 11469 17728 8693
"217135_x_at" 2483 1656 2634 541 2461 22162 1751 19772 1203 5206 12751 20886 6211 1132 21235 813 1085 959
"217136_at" 7810 3443 14248 7216 13120 665 8398 4487 1166 850 4028 4504 11729 684 11520 14606 16724 4034
"217137_x_at" 3749 7961 3637 14474 14904 13593 1402 4678 1212 1391 124 21727 9030 17246 364 9139 12076 12000
"217138_x_at" 9680 9329 12912 11121 13372 9458 8694 3977 15647 14611 6827 14766 10220 13532 9170 7671 17605 11676
"217139_at" 1388 112 13800 2043 11681 15423 19735 379 8210 20291 1737 20755 19881 3761 20984 406 19313 20339
"217140_s_at" 18463 18588 17561 19243 21078 4841 16748 3742 7493 8417 15565 10584 16376 17189 16915 16577 4500 8509
"217141_at" 11743 8280 450 8641 718 18254 12704 20056 1528 21178 4770 20313 13938 6862 14246 6121 10145 2347
"217142_at" 844 3827 940 14826 9472 10160 15538 12735 741 9364 18 6 15530 9465 8686 14527 19228 2306
"217143_s_at" 10330 9556 10769 11981 22184 14486 22097 5401 7228 17843 22049 17888 10758 524 15192 12277 18981 15924
"217144_at" 2722 1133 2772 767 7256 17658 17826 2192 3514 18691 5910 8510 4618 5494 5326 16005 9120 18150
"217145_at" 10220 12808 14391 13075 15946 9465 8315 8728 5153 114 6804 12716 11417 13328 8736 4468 16230 5925
"217146_at" 12491 10889 13046 5422 16353 2129 9473 5170 474 10197 10206 11383 20850 10485 7724 14586 17589 9495
"217147_s_at" 10994 11277 6492 12176 14754 10698 9531 5761 14594 11056 10389 15010 11938 13539 3335 7355 14934 11683
"217148_x_at" 11201 8952 11903 8360 4204 1048 14895 5540 2991 10456 6115 14217 12042 13153 17228 8054 11270 9402
"217149_x_at" 3373 3232 19685 607 3335 22170 1957 953 1262 4416 4556 585 3424 3069 4840 3308 362 19686
"217150_s_at" 18412 1606 20717 16462 19361 18230 15216 14710 2100 9274 16629 6778 15492 20258 21332 19185 20258 5802
"217151_at" 10664 11268 8377 4569 7976 13817 7673 3842 11699 12417 9881 12237 7271 10710 8363 10155 14268 13498
"217152_at" 6472 12545 1166 2101 2818 3250 20703 3022 4735 4396 3226 1653 2336 22060 18297 2375 1600 21103
"217153_at" 10202 9878 13393 11133 4330 14081 5108 8145 14081 14246 4344 13099 9668 13384 12395 10070 12766 9519
"217154_s_at" 11833 9618 7798 11762 8183 10515 8711 11161 380 11356 6517 1929 3347 8340 12443 11981 15573 10261
"217155_at" 4643 1812 14163 12901 11734 12993 12869 6804 14099 12308 564 15795 1918 9475 8330 104 18607 14638
"217156_at" 731 22106 13618 13186 8627 12531 9619 11030 16160 11377 6356 15896 9985 8678 21067 11786 13216 12924
"217157_x_at" 12772 14356 7062 9809 12008 13507 14447 3813 3398 1232 3571 15480 9305 7976 11604 14370 18986 9466
"217158_at" 92 449 13366 6710 8362 8255 3783 11443 645 3162 6855 16945 12523 14316 6722 13647 14300 8933
"217159_x_at" 10256 8915 6125 14129 17164 13522 7558 10715 20766 12699 9514 17942 7313 10617 20391 10419 12007 14524
"217160_at" 8217 8540 14795 5051 11434 14632 9262 7645 16610 11819 8661 6142 10636 13823 8533 8269 14012 12532
"217161_x_at" 5032 527 8654 13566 68 12423 11376 12220 15336 19060 4510 10200 5195 12191 1840 10508 15950 15513
"217162_at" 10179 13403 6056 7125 14789 9858 10533 9803 15491 9944 8683 17012 7073 8364 9614 13603 11349 12426
"217163_at" 12818 7818 11255 13590 16387 9605 11009 12483 11667 13624 465 13201 11245 9018 12719 14348 18110 12078
"217164_at" 16493 17614 213 2403 2965 1423 17731 13821 6724 15507 3648 7033 19468 20899 7292 22189 22027 17717
"217165_x_at" 18005 8761 914 12092 2163 1106 779 22032 22180 19073 22188 2972 3776 1212 4639 195 1988 17076
"217166_at" 14880 10457 19709 2681 22067 14055 21306 15808 10015 3466 12151 4263 13589 2570 14921 61 21982 53
"217167_x_at" 8616 1961 21633 8739 274 190 15116 568 3489 10015 608 297 2149 14892 2853 2338 17863 9125
"217168_s_at" 5648 16299 627 78 2194 53 3030 2749 17716 4707 1083 534 2521 3 19279 612 646 2003
"217169_at" 8049 12872 8605 12520 15755 13998 13775 4059 16446 10059 7978 17355 12249 8303 1427 10416 14516 12049
"217170_at" 8135 9764 10622 5723 14081 14712 5388 11050 21825 18103 5713 18126 809 19360 768 8185 18925 3415
"217171_at" 3102 2223 7158 5659 8232 14373 13428 8564 12396 11894 8174 17284 8445 8191 12414 7305 12666 10749
"217172_at" 7674 9048 7239 12180 15717 12660 9738 5198 11531 6525 9047 12763 12598 10674 8659 10904 14987 9119
"217173_s_at" 4622 51 38 58 3305 563 863 25 4450 18683 18739 5224 606 621 6395 19720 431 786
"217174_s_at" 11419 11556 12946 12346 10789 9851 13219 5525 15865 21845 9064 13008 8198 13571 12840 7787 17832 10075
"217175_at" 10701 13491 8381 6868 12127 7798 13935 5280 20486 5482 89 8163 15417 21817 732 7514 12990 9712
"217176_s_at" 11156 8721 19777 11861 10361 18074 14472 5898 3012 2859 18313 22120 4633 6908 3240 11804 12200 20286
"217177_s_at" 13119 8283 11132 9851 14710 10334 13615 11654 16392 19140 20849 18510 8200 14163 19688 13232 13395 11587
"217178_at" 8312 10310 11893 9175 11504 11018 14561 7143 14539 12186 8496 13850 8646 8018 11538 9585 17081 12302
"217179_x_at" 6994 21416 2391 4988 15748 249 10662 4748 22064 13393 7310 9500 9091 269 19254 14233 18281 4926
"217180_at" 5397 14476 9054 5156 15813 8351 13862 4307 11633 14268 12269 18645 1787 14011 13236 9803 13908 14405
"217181_at" 12637 12311 9111 9267 11439 10781 8623 7050 11976 10166 7429 14327 8598 10893 9226 9372 13171 10620
"217182_at" 13742 3253 13557 12420 8947 13547 14026 10959 11532 14409 5090 16571 7628 8985 11524 9408 13516 8703
"217183_at" 12665 4994 11467 10058 7722 14897 7122 10019 14556 9651 16840 14999 7666 7688 11243 9218 15362 9551
"217184_s_at" 21372 1624 12522 5801 8191 11905 12327 6430 16252 14520 8495 12807 8340 8357 12723 11962 15414 171
"217185_s_at" 21768 21677 4625 19397 18795 5381 20292 20237 5693 3326 17450 7092 17684 20756 20228 19359 19955 21066
"217186_at" 11130 7965 11679 5823 15013 10401 13155 11967 12673 11373 10343 15385 12120 7922 8762 11928 16344 12798
"217187_at" 1569 4830 11265 4908 16114 11717 22045 11148 5375 12225 12378 90 346 14302 11220 12201 5374 14202
"217188_s_at" 6144 3638 3894 2072 1373 15677 151 2097 8075 7579 14988 7764 3752 1556 4151 3658 2738 1950
"217189_s_at" 14770 14392 1617 3942 1537 18850 20746 19564 2400 21067 20830 8549 22115 17088 7399 2513 3453 2195
"217190_x_at" 3506 8795 10687 246 7785 11903 7887 8672 16211 1513 3698 21986 1881 11511 11956 6397 20749 1435
"217191_x_at" 3532 14956 21072 3458 2091 40 20543 558 21610 20058 3416 2588 14925 17188 22047 20437 21040 3611
"217192_s_at" 13079 10445 13609 5056 440 1200 12716 11752 21843 12555 17230 2416 14997 4388 19051 8961 12184 8710
"217193_x_at" 11648 20988 14384 13209 2804 15469 17565 5958 665 1678 11153 15995 1629 11504 18804 13187 11173 15843
"217194_at" 10554 10629 6791 12070 13721 8697 6207 4818 19908 14485 10663 18643 6660 11163 6103 3510 19202 1013
"217195_at" 20300 7092 12723 5767 14993 10152 9015 10205 16750 11988 6906 15968 788 8056 14129 13378 17490 8808
"217196_s_at" 21865 19359 19686 21763 2103 18795 12069 21637 21683 18251 19403 10436 20637 6074 21398 17093 4398 20607
"217197_x_at" 17182 14497 6518 14179 5129 8586 3516 4937 7897 14447 9350 17716 12031 96 6469 8749 1347 13691
"217198_x_at" 9718 12150 9776 10423 9955 8290 6045 6157 13693 12922 9412 15245 7902 7800 12792 10422 16010 11379
"217199_s_at" 12871 11887 12597 12710 14101 10104 11486 10593 631 5430 11348 17893 17434 14397 20959 6461 13109 13995
"217200_x_at" 4913 5034 17709 19124 16737 4564 20444 16235 2420 3795 18373 5824 4296 4484 15470 5633 8554 17706
"217201_at" 8414 9328 13434 6583 6789 11932 9652 9389 4717 17265 6723 18792 7479 12911 10412 7669 11041 8309
"217202_s_at" 17106 2421 18049 21861 19244 20789 2899 2699 4859 2680 14125 5679 2010 17602 2500 15767 2073 2116
"217203_at" 13120 12361 7491 913 77 794 5657 9832 1610 19381 13260 12688 19415 9700 2446 14629 383 1436
"217204_at" 12134 7606 12102 2488 14428 9243 6044 8062 19699 20140 10392 13930 118 9355 8101 2650 9053 10267
"217205_at" 4964 1514 21916 8156 22133 3263 22172 3127 2929 5244 3002 21392 581 4158 19951 452 4210 21561
"217206_at" 13648 8365 7563 6819 16421 10395 8817 6152 18455 21432 6895 14149 14991 10164 17816 4639 17889 663
"217207_s_at" 14656 1127 10246 5578 17882 11615 17823 12673 21105 1256 5406 18181 11167 2334 879 14882 18992 9997
"217208_s_at" 16716 14533 20818 18806 3045 19465 20357 20297 4255 7423 5520 10502 16546 20238 2029 16444 10725 16866
"217209_at" 782 939 10596 4574 9191 8594 12589 9335 11969 1848 7378 16439 9589 8233 11147 11800 12933 11864
"217210_at" 22009 19890 18510 573 775 5511 14078 673 7782 1588 13945 9295 4161 3468 1062 9639 21968 2286
"217211_at" 16436 810 20086 14413 14049 5054 20419 17334 21447 3360 22184 2892 17972 15382 21070 8870 20812 22161
"217212_s_at" 3879 4777 7059 12135 11697 640 2588 9871 21228 21929 5017 16530 242 18663 19284 14892 5957 3076
"217213_at" 8748 10285 12624 9348 12639 11475 6645 5248 14367 4827 8197 16022 9264 11602 11250 11012 15087 11819
"217214_s_at" 5532 6799 10251 4743 16067 9750 13970 4359 13000 2031 8426 18209 5570 9024 86 14425 13330 9502
"217215_s_at" 8179 9553 9034 9208 15587 12536 5337 7775 15675 11982 7516 14502 8721 11306 11878 9964 14041 12687
"217216_x_at" 20724 15350 19180 3300 12100 21694 21206 2427 7738 6746 22043 9759 18632 15074 2682 5692 3445 21975
"217217_at" 8908 9022 6701 10997 14679 13937 9204 11591 16825 1196 9470 15357 5809 8606 3820 7782 17894 14655
"217218_at" 1974 9983 15918 8964 6799 3401 8491 6231 527 1507 8373 13821 21559 18575 9 3890 11988 10043
"217219_at" 12476 10283 13699 6603 9484 15143 11405 9328 883 4447 11022 16458 11605 11124 2103 11307 10917 9036
"217220_at" 8218 9376 6681 5905 9309 13714 5783 11585 15310 10519 7046 15015 12246 8858 5100 6918 19182 8919
"217221_x_at" 22100 21477 4873 3517 20349 20245 22063 21442 20692 8456 21583 9300 16007 18788 7069 16227 19909 17381
"217222_at" 9711 7897 11277 8267 13656 8870 11517 7685 13603 13852 6155 14938 9798 10912 10196 11617 12112 14591
"217223_s_at" 7062 378 20732 21572 484 3182 15492 21745 5793 4666 17607 9090 13609 18081 7068 3348 1248 20224
"217224_at" 1364 20387 8147 8437 8530 14909 8335 5298 16870 10421 7895 2472 12349 8660 10158 13507 11550 15400
"217225_x_at" 15264 14402 5877 18483 20703 6017 16435 17243 4835 19432 17155 8300 15452 7356 16043 16877 9241 16904
"217226_s_at" 21331 20583 498 603 19688 21303 20824 3197 5096 20056 18556 3844 1276 21873 19594 979 7065 224
"217227_x_at" 850 1391 7002 6553 9203 9745 6525 7909 13701 9945 8062 18253 12359 14345 9105 10394 18754 9286
"217228_s_at" 1618 5548 9109 9322 13494 12796 12703 10171 14987 1520 7878 16814 9473 10027 10607 13010 13680 13913
"217229_at" 10692 10815 7289 5256 9989 12968 8877 9807 14247 13680 6357 17965 8057 13535 10828 12366 17755 11576
"217230_at" 13275 12655 22132 8222 21747 470 11397 685 19714 17483 14749 8230 20826 3072 5978 7887 18160 4077
"217231_s_at" 7703 11436 9256 5040 13165 13699 6690 3789 13284 13187 7905 12998 10915 1053 10673 10751 14839 10015
"217232_x_at" 6919 15061 11907 12418 14546 13503 15786 7309 15543 12189 8497 18075 7128 10634 2209 11739 17385 12866
"217233_at" 8767 9883 11510 4441 16392 15384 9343 6878 16049 11682 20968 98 21761 9515 1863 103 13003 15762
"217234_s_at" 18630 5262 5893 21874 5375 3198 474 19097 3238 5586 4445 11523 4531 6269 5470 17390 10161 2466
"217235_x_at" 633 18946 14254 14448 3013 14761 13546 3140 1685 15805 5479 126 2581 10849 21683 1485 19135 5693
"217236_x_at" 18747 11117 12881 8219 15866 14427 14944 4344 9798 19916 6258 8978 12730 12276 12890 10088 16719 5422
"217237_at" 11931 12732 8587 11545 12130 12448 5311 8340 14687 12372 8983 15119 9167 11241 9969 1481 15743 9135
"217238_s_at" 7259 8448 13277 5061 11643 13952 6420 7302 13845 13401 7061 14803 8899 12268 9460 10969 15050 9277
"217239_x_at" 7302 13716 8628 10416 16064 14071 5464 8257 13023 18874 7735 8285 18203 14124 7894 8329 19245 9380
"217240_at" 11283 7927 6338 5149 652 352 8087 9645 19035 18501 295 1495 8415 13516 18519 8781 18349 15451
"217242_at" 12662 18395 14223 13077 9289 13761 7446 4226 14616 11391 9601 15654 9617 285 9875 11002 16484 11808
"217244_at" 18935 1381 6092 12109 13541 12693 11589 11483 15316 13849 8345 13624 10122 13325 12455 11939 11458 14845
"217245_at" 1626 15084 14622 7609 449 9596 8021 6114 1234 2909 12622 165 68 18562 20890 109 12986 15550
"217246_s_at" 9971 7521 11298 8882 9332 9989 7205 3850 4161 14496 8536 17736 4817 6570 100 13747 12313 15772
"217247_at" 8051 12120 10845 11954 13972 10381 10027 2502 13133 12404 10786 1454 10957 2569 18288 14534 1454 9657
"217248_s_at" 9789 6858 6464 11199 11103 14628 6252 11805 11142 14428 6603 17771 12632 10986 13296 10600 14698 11516
"217249_x_at" 1666 17373 3796 21010 7100 19017 3009 15579 17587 8319 5021 19590 13227 17048 18051 22054 5350 18695
"217250_s_at" 6850 2587 6079 10309 13236 11255 6210 3909 15773 11798 7209 12764 11543 10664 11171 11496 16074 9332
"217251_x_at" 9449 11354 9827 10938 4933 13250 5720 7418 14045 11133 9226 16983 7774 11127 8924 9871 13965 10981
"217252_at" 2391 1122 6984 9879 13783 9364 11786 10514 13053 9673 6618 17473 7168 2575 11311 11465 7034 12388
"217253_at" 1448 4311 1037 7238 2853 724 19875 58 1196 906 1462 795 19148 4531 1257 669 108 6365
"217254_s_at" 4597 19760 7407 11458 13726 11356 6362 6345 14334 11254 10014 16860 8505 9998 8184 13445 10897 10250
"217255_at" 10386 5180 10926 9673 12690 13423 9231 7251 15781 10466 6747 14746 7292 10081 13033 8535 11351 11626
"217256_x_at" 6742 4478 2862 22281 5479 6462 19580 15342 7757 16388 4064 5912 5420 18654 14524 3715 5986 16186
"217257_at" 7732 9969 9819 13238 2042 16553 13062 8455 18090 19812 11546 4608 19461 3733 16933 3021 11926 12445
"217258_x_at" 9109 11903 13614 9317 14102 13014 10771 10299 14822 11534 10136 16107 7828 8881 8837 8674 11696 11303
"217259_at" 9780 9673 13973 6314 80 12795 14027 6644 16970 12727 10748 18607 254 8060 369 14150 15960 8771
"217260_x_at" 10417 12448 6517 5539 15418 9139 8700 10017 13839 12452 4155 16815 11963 8258 7652 13395 16931 9471
"217261_at" 16808 21181 12502 7132 13147 5190 3978 5203 3588 533 8075 5594 18760 3216 13284 8263 17041 12262
"217262_s_at" 12697 12220 11369 10033 11292 9946 11977 7642 13490 11378 8878 16692 8712 10829 9309 9935 16155 13584
"217263_x_at" 18757 12410 8436 7224 10063 667 13675 12279 17837 12725 1403 17245 5883 14471 110 494 11798 9310
"217264_s_at" 16139 2682 14326 6951 14214 9789 6857 4254 21392 14525 1228 3383 9961 8551 349 14198 18893 15528
"217265_at" 10880 10930 9504 4876 11323 11110 8531 9776 11467 10036 9970 14513 7119 11617 9321 10002 14085 11078
"217266_at" 16621 20694 1699 16041 4326 4427 20411 14630 17566 7759 5433 7168 2087 20716 17410 3062 7986 18350
"217267_s_at" 13148 11278 11305 10286 13029 11091 13420 7565 8050 9875 6222 15406 10182 11404 9468 11022 15102 11830
"217268_at" 11143 12668 12167 6892 13360 13425 5481 8483 308 6520 6059 16343 7898 11213 9617 2189 12257 15032
"217269_s_at" 14398 20735 9785 11297 12813 3204 20730 3222 6481 21218 221 20356 20881 10621 4032 15007 13320 862
"217270_s_at" 14571 11447 12933 14586 15992 668 13344 5163 1115 10684 15873 15083 11320 14353 14399 8803 10658 362
"217271_at" 7906 12225 6058 11938 13932 11009 6535 7463 12358 12638 7634 14799 8093 9209 10901 10937 15018 11756
"217272_s_at" 20632 239 7048 6321 12569 9144 7956 5916 1740 10179 10900 18741 12658 14102 9864 9019 11110 9776
"217273_at" 12934 12576 14418 13933 8394 5185 7051 6834 4999 10702 855 16446 4489 9649 4334 14726 15740 14756
"217274_x_at" 6494 1138 8083 4951 10689 848 15608 2230 1072 325 2846 1492 1791 5791 520 15100 12590 15057
"217275_at" 9325 9441 12516 7359 8366 8927 13976 3927 15337 11972 8348 13913 3963 11387 7816 9509 17414 10717
"217276_x_at" 11048 11131 10701 6230 10804 19432 12756 1769 850 4086 1541 12657 19406 14606 4421 2648 17163 16606
"217277_at" 8349 9352 6301 6803 13321 12901 15282 4044 14985 14736 9192 14809 7956 13366 11010 9077 18044 7374
"217278_x_at" 9020 9970 9029 5438 11146 10877 9045 7112 13473 11761 7753 12204 7011 12543 7988 9809 13915 10938
"217279_x_at" 8194 5997 10317 5878 7981 359 8509 12000 21486 12362 21932 17342 9917 4747 9001 2927 17379 12253
"217280_x_at" 216 14483 7483 5163 14074 1766 14227 8808 14783 11425 10743 17261 7508 13409 2331 14251 12521 8937
"217281_x_at" 9688 12474 9467 10979 11451 10949 8506 7865 12240 11818 6553 14600 8184 9251 11388 12236 14378 11285
"217282_at" 11583 7796 11108 8079 9580 9950 5861 5953 6824 18481 10631 236 13886 2620 758 14304 15713 3750
"217283_at" 12183 9078 6510 10379 12948 12803 9041 11222 1613 2347 2609 15326 10245 11398 8387 13607 16444 15768
"217284_x_at" 21984 12374 7923 6334 14034 258 6188 982 222 4403 20923 3663 1800 19474 2831 265 633 15622
"217285_at" 9925 7835 13409 11169 11884 9248 12757 9243 13418 10860 9018 12776 7528 12180 795 12808 10396 13381
"217286_s_at" 15806 245 3185 1382 3534 3905 1292 3628 3859 4451 13685 9967 3658 17138 3082 18637 3898 18945
"217287_s_at" 15499 1201 13636 5902 12393 10507 11715 10477 16748 11124 10025 16101 3645 8718 13251 7273 11425 11441
"217288_at" 14500 8601 13003 11498 11243 1290 5913 8809 16645 11783 18868 13289 11212 8991 13349 7223 13586 14327
