"inst_2329" "inst_2369" "inst_3786" "inst_3867" "inst_3978" "inst_4343"
"1007_s_at" 5598 21736 6629 15686 18102 6737
"1053_at" 20619 15872 3894 5667 9104 7666
"117_at" 16605 16096 973 8588 13852 18978
"121_at" 8037 19641 10589 3754 18723 13710
"1255_g_at" 14383 9701 16629 8735 13414 14826
"1294_at" 2383 1822 20774 302 19101 1713
"1316_at" 20078 21807 9550 19900 9499 35
"1320_at" 13072 10917 609 20219 19982 19893
"1405_i_at" 11752 17902 15705 8224 15173 17840
"1431_at" 21267 127 19778 1612 1393 6848
"1438_at" 20098 6505 1742 1009 18087 10462
"1487_at" 2794 14295 1539 18528 1790 10153
"1494_f_at" 4695 11095 21560 1433 1036 12597
"1598_g_at" 20893 18312 2569 2907 2695 10435
"160020_at" 1727 357 14216 17503 2930 21806
"1729_at" 3224 1978 8659 7436 18748 3631
"1773_at" 3904 15382 10466 13934 2468 20487
"177_at" 19233 1974 22022 17630 2381 20401
"179_at" 18547 38 22208 19454 1954 11743
"1861_at" 5406 4049 11633 3417 10563 5282
"200000_s_at" 19835 17292 3550 4057 9850 8087
"200001_at" 9417 3625 10647 6421 10205 10433
"200002_at" 18715 18592 14158 5914 11623 12647
"200003_s_at" 12660 17026 15935 9402 14004 15623
"200004_at" 9060 15123 9903 4858 10787 12462
"200005_at" 5082 4704 10308 6308 9955 8645
"200006_at" 9649 17312 19496 13907 11699 10844
"200007_at" 10407 15702 20390 16766 18415 12187
"200008_s_at" 9845 3769 8357 18569 9911 19760
"200009_at" 8775 14509 12220 14817 9493 9237
"200010_at" 10129 14291 11426 4582 11973 12753
"200011_s_at" 17827 4354 8098 5696 10504 11323
"200012_x_at" 17841 14157 20920 6578 19772 19493
"200013_at" 8448 15779 13233 13840 17518 19675
"200014_s_at" 19194 16276 11077 6762 17853 8199
"200015_s_at" 17736 20507 9457 14289 19117 10042
"200016_x_at" 17737 4610 15881 7131 13928 13164
"200017_at" 12683 16139 16010 9514 14125 15705
"200018_at" 12681 14608 16002 14247 14115 15695
"200019_s_at" 17946 16766 13992 4825 17701 11151
"200020_at" 4141 5235 10031 15081 8642 11048
"200021_at" 12779 3066 16083 9624 14252 21026
"200022_at" 18070 16811 12775 7326 14023 11619
"200023_s_at" 10070 17937 12889 3688 12287 5812
"200024_at" 17211 14937 20105 15079 17730 13447
"200025_s_at" 18838 15377 14149 5614 14113 8972
"200026_at" 12602 8130 16085 5985 14254 13508
"200027_at" 7763 17738 13562 13855 8546 7838
"200028_s_at" 9531 15561 12805 17588 11879 11308
"200029_at" 9816 14591 19538 6247 18302 13889
"200030_s_at" 16762 16264 19540 7320 17749 19377
"200031_s_at" 12516 8187 15997 9493 14105 15687
"200032_s_at" 12756 8163 19595 9517 14130 19672
"200033_at" 10140 18663 12520 16096 12239 19188
"200034_s_at" 18514 15857 13763 14205 14011 20109
"200035_at" 2158 20430 11829 4626 18407 8093
"200036_s_at" 18431 16560 13359 4026 18323 8612
"200037_s_at" 10175 18739 12122 7467 10273 10489
"200038_s_at" 10337 8125 19601 9602 14226 13018
"200039_s_at" 19070 18925 14253 5214 10837 10343
"200040_at" 9749 17648 12542 7393 17942 10742
"200041_s_at" 18613 18577 10388 5648 17581 19125
"200042_at" 9835 16833 9971 5395 4942 8619
"200043_at" 8299 17419 20302 20939 11889 13038
"200044_at" 16718 15410 10155 14679 17908 10818
"200045_at" 17220 16161 10798 6896 8691 9473
"200046_at" 19698 18583 12445 7058 8683 7480
"200047_s_at" 17039 20132 12981 18859 17540 6100
"200048_s_at" 10555 19090 13940 6535 10152 11037
"200049_at" 10432 16304 5270 20910 5855 2785
"200050_at" 18794 2828 12275 3115 8497 8804
"200051_at" 5111 4214 5964 3806 12218 8227
"200052_s_at" 7938 16534 10549 7196 10387 13505
