"inst_2311" "inst_2349" "inst_3621" "inst_3724" "inst_4282" "inst_4746"
"1007_s_at" 14171 22070 5342 7758 10578 11301
"1053_at" 14087 18469 19257 6870 17153 20164
"117_at" 683 19933 12692 11121 5266 5771
"121_at" 3146 20245 4003 7683 20012 14888
"1255_g_at" 3551 12970 12235 10260 8091 8541
"1294_at" 20509 4469 2411 790 21083 1222
"1316_at" 600 21410 21116 21624 19185 16807
"1320_at" 9014 14450 7825 913 15504 18794
"1405_i_at" 4293 2733 13844 13531 4387 7668
"1431_at" 13507 567 1333 2174 3639 373
"1438_at" 20955 14675 1891 4991 17035 22037
"1487_at" 13572 17806 3021 18565 13223 13152
"1494_f_at" 12225 10396 20097 19173 19075 2645
"1598_g_at" 3130 6772 16958 879 14635 4164
"160020_at" 12434 17351 21813 3833 14798 18584
"1729_at" 14132 2433 19205 19990 14768 21121
"1773_at" 10859 2059 19550 1577 19822 21814
"177_at" 11683 220 189 2081 1052 18550
"179_at" 11980 230 7156 2687 13600 876
"1861_at" 2478 21244 21213 2176 10416 11550
"200000_s_at" 2430 506 16206 6943 16916 15453
"200001_at" 13686 4485 15944 5657 10875 11572
"200002_at" 11891 17505 8420 16141 4321 11828
"200003_s_at" 5072 8600 10294 11538 5913 6930
"200004_at" 12784 5323 7287 9750 12238 3688
"200005_at" 11040 2692 15230 8285 10408 13035
"200006_at" 12660 8581 15494 6819 10833 12354
"200007_at" 10510 3433 7614 7972 11755 4155
"200008_s_at" 13532 17484 8570 20831 13454 18579
"200009_at" 12163 7516 8537 19758 16788 14259
"200010_at" 3090 4889 15328 16698 11351 11417
"200011_s_at" 14995 4811 5805 9199 12751 11898
"200012_x_at" 2421 17524 7260 15614 3420 3536
"200013_at" 10728 17361 17393 15378 10999 14196
"200014_s_at" 12115 8360 15863 9589 15734 12666
"200015_s_at" 17619 5640 6808 6003 14780 13489
"200016_x_at" 10684 17272 15767 9498 2737 12084
"200017_at" 5212 18571 10393 11639 6023 7058
"200018_at" 5293 7918 10384 11631 6014 12857
"200019_s_at" 10931 5648 16754 9170 3072 4799
"200020_at" 2486 21830 6758 18994 19643 4666
"200021_at" 5202 5192 10497 11733 6147 7193
"200022_at" 9952 4733 10308 4600 2733 11371
"200023_s_at" 12072 6987 8657 8538 11573 14564
"200024_at" 11152 17448 15832 7078 2660 4979
"200025_s_at" 10232 18231 10382 7763 3693 4429
"200026_at" 5191 11227 10501 8695 2295 4252
"200027_at" 15622 8466 4876 8328 11740 14110
"200028_s_at" 14497 4613 16891 5380 11000 4467
"200029_at" 10217 18790 8181 9206 10418 13264
"200030_s_at" 3062 7427 8594 9289 4189 4275
"200031_s_at" 5286 11399 10378 11619 6001 7032
"200032_s_at" 5095 18071 10396 9207 2994 11927
"200033_at" 11692 6236 6655 7600 12070 4332
"200034_s_at" 11071 17683 10297 16633 13126 11682
"200035_at" 11506 19936 3906 17450 17412 2291
"200036_s_at" 12210 8674 18242 8246 13683 15654
"200037_s_at" 10239 7053 8569 7660 16946 13212
"200038_s_at" 9731 17517 10475 8819 4157 12554
"200039_s_at" 15487 17858 8609 9312 11356 11908
"200040_at" 13613 7407 8467 7808 14318 13261
"200041_s_at" 13194 7388 8418 17261 11515 3321
"200042_at" 15429 6688 8427 6309 13984 16300
"200043_at" 14439 4011 17333 5277 4009 3786
"200044_at" 15376 5685 8725 17421 12233 11674
"200045_at" 14453 17624 16914 9754 15679 13388
"200046_at" 2449 3153 7362 6007 14904 18146
"200047_s_at" 10157 7548 6806 8327 12702 13079
"200048_s_at" 12472 4724 7229 7278 12597 12234
"200049_at" 17958 20879 8745 9593 17465 12522
"200050_at" 2691 5566 3982 2516 12761 17842
"200051_at" 17208 2252 8583 15764 11269 20545
"200052_s_at" 15754 8170 16610 9889 12288 16458
"200053_at" 2300 20632 1614 17539 21059 2498
"200054_at" 14783 7692 15034 19596 15274 15526
"200055_at" 12835 6877 6347 15669 11987 18756
"200056_s_at" 16651 7376 17362 5452 16190 14530
"200057_s_at" 3004 5608 8670 6549 3662 4894
"200058_s_at" 19166 7486 14906 8730 14300 11746
"200059_s_at" 13006 18468 7411 17361 10492 13771
"200060_s_at" 11174 18516 5467 9915 15451 11853
"200061_s_at" 5213 18473 10376 11618 6000 7031
"200062_s_at" 5179 17494 10279 11525 5893 6918
"200063_s_at" 5280 19517 10425 11670 6060 7103
"200064_at" 12491 6985 3972 9398 3090 12662
"200065_s_at" 15308 4131 4159 9689 2065 14994
"200066_at" 10077 1378 16436 3578 10114 3314
"200067_x_at" 11861 18033 14595 7283 13536 15980
"200068_s_at" 11410 5064 6530 18077 14481 4326
"200069_at" 10154 8091 16611 4378 12659 20031
"200070_at" 3199 20100 19209 1814 18736 4868
"200071_at" 18703 18057 14783 3783 20292 13382
"200072_s_at" 12502 4266 15120 17673 12903 12703
"200073_s_at" 14409 6330 7322 9850 13783 15038
"200074_s_at" 11497 18752 15903 16225 3692 14336
"200075_s_at" 14035 6838 18526 4323 3786 18691
"200076_s_at" 12035 6880 8712 3753 10404 15957
"200077_s_at" 2831 7367 14370 7555 4297 4603
"200078_s_at" 11572 4904 4618 5972 13545 14168
"200079_s_at" 13377 5671 14490 9374 2253 13714
"200080_s_at" 10674 18349 15680 6804 12633 4044
"200081_s_at" 9778 6462 6581 18405 4170 12160
"200082_s_at" 2882 17830 10415 9470 2774 11881
