"inst_263" "inst_444"
"1007_s_at" 15267 3091
"1053_at" 19447 4185
"117_at" 13447 6144
"121_at" 11509 8171
"1255_g_at" 19469 9736
"1294_at" 16069 19166
"1316_at" 14787 1562
"1320_at" 790 20863
"1405_i_at" 10608 10584
"1431_at" 2556 13234
"1438_at" 17406 2516
"1487_at" 16391 2015
"1494_f_at" 3552 6022
"1598_g_at" 3358 2886
"160020_at" 3924 4122
"1729_at" 20782 2500
"1773_at" 4324 17609
"177_at" 10075 17540
"179_at" 14411 8441
"1861_at" 20758 1088
"200000_s_at" 15644 8406
"200001_at" 4970 7410
"200002_at" 14820 17511
"200003_s_at" 14351 7153
"200004_at" 19135 16456
"200005_at" 11779 18112
"200006_at" 14582 6138
"200007_at" 16044 17001
"200008_s_at" 12651 18109
"200009_at" 5875 16962
"200010_at" 18105 2421
"200011_s_at" 13020 4332
"200012_x_at" 2574 7306
"200013_at" 11433 6815
"200014_s_at" 18539 8048
"200015_s_at" 18033 6356
"200016_x_at" 16415 4271
"200017_at" 14433 2855
"200018_at" 13788 18385
"200019_s_at" 16628 6443
"200020_at" 17392 17211
"200021_at" 2187 16156
"200022_at" 19521 4456
"200023_s_at" 19188 16004
"200024_at" 2763 3581
"200025_s_at" 12194 7169
"200026_at" 14167 19644
"200027_at" 15770 6361
"200028_s_at" 4305 6290
"200029_at" 5652 8262
"200030_s_at" 5495 8091
"200031_s_at" 12295 5423
"200032_s_at" 12887 6620
"200033_at" 14160 17681
"200034_s_at" 14176 17077
"200035_at" 892 8457
"200036_s_at" 14942 16123
"200037_s_at" 16514 6108
"200038_s_at" 16068 16198
"200039_s_at" 11614 16428
"200040_at" 15334 7559
"200041_s_at" 12995 6102
"200042_at" 12307 17455
"200043_at" 12556 5687
"200044_at" 13110 5853
"200045_at" 13127 6475
"200046_at" 12201 19597
"200047_s_at" 18331 16382
"200048_s_at" 12032 8075
"200049_at" 5285 20316
"200050_at" 20563 4693
"200051_at" 12799 2935
"200052_s_at" 16281 6385
"200053_at" 13873 17506
"200054_at" 6758 7173
"200055_at" 2359 6464
"200056_s_at" 21413 5278
"200057_s_at" 11672 6784
"200058_s_at" 12847 17286
"200059_s_at" 14940 6792
"200060_s_at" 19692 2983
"200061_s_at" 5811 6036
"200062_s_at" 12079 6673
"200063_s_at" 13343 17075
"200064_at" 4994 4136
"200065_s_at" 11722 6712
"200066_at" 15093 4820
"200067_x_at" 11457 18739
"200068_s_at" 11216 17396
"200069_at" 18339 3063
"200070_at" 14376 16872
"200071_at" 20257 18263
"200072_s_at" 18010 17898
"200073_s_at" 20818 18731
"200074_s_at" 14991 7189
"200075_s_at" 13589 3390
"200076_s_at" 13635 8554
"200077_s_at" 13680 7849
"200078_s_at" 15599 15906
"200079_s_at" 11701 16122
"200080_s_at" 16532 18459
"200081_s_at" 12555 5095
"200082_s_at" 16073 5414
"200083_at" 15380 8435
"200084_at" 13316 7387
"200085_s_at" 15355 6743
"200086_s_at" 15481 7046
"200087_s_at" 20068 6299
"200088_x_at" 12789 15791
"200089_s_at" 16599 6766
"200090_at" 16030 16050
"200091_s_at" 18479 5261
"200092_s_at" 13263 4755
"200093_s_at" 17295 7829
"200094_s_at" 6452 15874
"200095_x_at" 5828 16386
"200096_s_at" 18469 5616
"200097_s_at" 16892 16228
"200098_s_at" 16212 7864
"200099_s_at" 16660 8083
"200593_s_at" 11924 19159
"200594_x_at" 6500 7395
"200595_s_at" 20247 4712
"200596_s_at" 14967 18563
"200597_at" 19396 18832
"200598_s_at" 15791 7258
"200599_s_at" 15964 5540
"200600_at" 8663 13068
"200601_at" 22052 20445
"200602_at" 22036 1799
"200603_at" 19819 7101
"200604_s_at" 3219 19384
"200605_s_at" 11784 3703
"200606_at" 13688 6956
"200607_s_at" 16536 7961
"200608_s_at" 14133 6229
"200609_s_at" 12305 20304
"200610_s_at" 12899 7883
"200611_s_at" 12958 7965
"200612_s_at" 1736 7016
"200613_at" 14630 1918
"200614_at" 11290 8155
"200615_s_at" 2868 16935
"200616_s_at" 14128 6502
"200617_at" 14510 21866
"200618_at" 15426 2481
"200619_at" 11393 18835
"200620_at" 15233 7230
"200621_at" 12236 5736
"200622_x_at" 11918 6665
"200623_s_at" 780 8407
"200624_s_at" 3694 6127
"200625_s_at" 20180 18359
"200626_s_at" 19267 17253
"200627_at" 11374 6338
"200628_s_at" 2163 18501
"200629_at" 20079 5448
"200630_x_at" 3669 7673
"200631_s_at" 18317 5376
"200632_s_at" 18193 4100
"200633_at" 11063 16934
"200634_at" 12062 5213
"200635_s_at" 3194 18726
"200636_s_at" 12628 2873
"200637_s_at" 12325 4851
"200638_s_at" 12837 16885
"200639_s_at" 2490 8390
"200640_at" 3645 3346
"200641_s_at" 11086 7623
"200642_at" 12405 6298
"200643_at" 4378 3389
"200644_at" 15432 3477
"200645_at" 15100 17910
"200646_s_at" 5195 18394
"200647_x_at" 12163 8135
"200648_s_at" 18431 4490
"200649_at" 4054 19966
"200650_s_at" 6426 7107
"200651_at" 12339 5097
"200652_at" 19162 8112
"200653_s_at" 20654 6961
"200654_at" 12340 5738
"200655_s_at" 15415 5680
"200656_s_at" 11326 7072
"200657_at" 4899 8417
"200658_s_at" 19873 7361
"200659_s_at" 18099 19784
"200660_at" 11935 15913
"200661_at" 11624 15701
"200662_s_at" 20003 18400
"200663_at" 5661 7908
"200664_s_at" 5525 19639
"200665_s_at" 7156 9195
"200666_s_at" 2420 16646
"200667_at" 19784 8565
"200668_s_at" 11304 4481
"200669_s_at" 15211 16157
"200670_at" 11999 2961
"200671_s_at" 546 20131
"200672_x_at" 14784 21645
"200673_at" 5432 18071
"200674_s_at" 12387 6246
"200675_at" 5516 4024
"200676_s_at" 12893 7663
"200677_at" 15972 16755
"200678_x_at" 6320 20016
"200679_x_at" 17046 4807
"200680_x_at" 4750 8280
"200681_at" 11955 16883
"200682_s_at" 13699 16261
"200683_s_at" 17962 2467
"200684_s_at" 13460 19961
"200685_at" 21734 9247
"200686_s_at" 19185 7837
"200687_s_at" 12011 6630
"200688_at" 19212 8446
"200689_x_at" 4693 6506
"200690_at" 4671 19297
"200691_s_at" 19097 6288
"200692_s_at" 16692 6047
"200693_at" 15024 15958
"200694_s_at" 16698 5267
