"inst_203" "inst_415" "inst_524" "inst_1003" "inst_1061" "inst_1164" "inst_1223" "inst_1648" "inst_2683" "inst_4447" "inst_5220" "inst_5583" "inst_6182" "inst_6942" "inst_6983"
"207490_at" 14890 19476 18814 9261 14307 3695 21983 12627 17031 20056 730 1682 3948 14307 760
"207491_at" 4306 32 21267 7113 6936 5400 13396 12321 11417 974 9926 1360 12872 6786 7423
"207492_at" 135 1932 15169 21073 3857 16188 10332 2464 20247 3223 18648 20351 2395 411 22135
"207493_x_at" 7474 12299 4123 12118 17054 6551 11671 6472 1468 9036 8972 15300 20653 7541 263
"207494_s_at" 10138 9227 8752 861 13588 13302 52 13656 18537 2613 2119 12971 445 1728 12062
"207495_at" 12388 13456 4675 649 52 3326 1048 21180 5314 1309 2686 21867 21184 2800 21347
"207496_at" 13355 13032 9842 10378 10429 5170 13383 8249 2431 6590 4290 13108 15902 9189 13776
"207497_s_at" 18649 20589 3386 12924 9446 13656 17523 11686 11369 6626 5314 13329 15157 11230 13318
"207498_s_at" 4853 21664 22188 9381 13151 7745 14000 7349 20498 900 11193 19408 2039 13072 7100
"207499_x_at" 19492 19901 20034 3124 20717 22105 4477 773 1239 5124 1715 3358 2110 444 17219
"207500_at" 7041 7328 4413 540 8942 7268 13411 10270 22012 10784 7802 10714 13426 293 623
"207501_s_at" 1282 17048 13580 6056 16410 13508 18200 7461 11615 21123 672 18167 21215 197 8253
"207502_at" 6211 10418 6834 12025 15997 13271 15109 10088 2034 11034 10550 13220 12385 4308 9643
"207503_at" 18718 15352 7801 4142 7582 5815 1106 2452 12059 21114 14253 20860 865 13338 11310
"207504_at" 19369 21249 1874 11741 11124 12368 17333 12484 1148 10308 9481 12405 16628 13086 10894
"207505_at" 1460 4750 20788 5799 16216 1665 19020 13883 1147 22139 10871 2253 12932 12030 11654
"207506_at" 155 1534 359 21918 15835 272 13907 8413 159 6000 930 18245 21227 20307 18974
"207507_s_at" 16520 6406 1996 4736 5601 17338 8275 19760 13837 18576 11936 16678 11024 17940 16269
"207508_at" 4064 5360 1585 14191 2984 17831 4380 4735 14421 6073 13324 15830 8594 17016 15359
"207509_s_at" 15023 703 20865 6430 13491 18771 13941 14246 2587 8459 13286 19234 20810 14154 2178
"207510_at" 6058 364 15539 5944 15718 12892 18515 7276 21420 6997 10561 12045 14848 138 13990
"207511_s_at" 15014 20926 1701 15464 46 20163 521 973 20549 5012 21705 1266 22162 450 5014
"207513_s_at" 682 4286 20112 1773 3962 16127 2752 21171 18835 13661 20228 20425 4860 17279 1495
"207514_s_at" 11099 8769 7092 6554 8748 7617 17096 13601 11189 10199 10502 10570 11927 12619 12844
"207515_s_at" 2106 5772 15900 2781 377 18654 11101 21337 5792 14314 19535 5433 21148 2036 16035
"207516_at" 21010 6849 12367 11265 12462 9284 15690 6355 8785 7761 6074 11029 11595 9796 11317
"207517_at" 16219 9670 5978 10080 16552 9380 5201 7465 8796 2377 13704 11562 21126 6581 7986
"207518_at" 5947 3390 8646 22085 15609 1406 11361 8080 3324 524 16483 16122 18883 7540 18143
"207519_at" 11892 4970 18395 9552 11009 11665 13950 5667 8987 10042 4131 14694 12207 12974 13049
"207520_at" 9920 9882 7669 101 17277 17422 13378 11108 20301 4657 21971 1403 21933 7817 7829
"207521_s_at" 17568 161 3004 4629 2845 16202 18110 994 17644 6933 287 3608 19290 21348 4682
"207522_s_at" 19603 19380 19958 16671 1193 16118 18638 19888 5165 6642 20564 21398 11388 2127 4878
"207523_at" 10175 9558 7101 9096 13045 4316 10731 13585 19589 56 1382 13425 1116 6159 12187
"207524_at" 741 1097 14294 15466 14464 21713 5970 1007 21726 13657 2351 22052 21298 1374 11277
"207525_s_at" 14888 20069 16383 14913 5785 2566 19668 4072 4494 12222 19918 20233 1877 16391 16377
"207526_s_at" 11496 3996 9344 10718 14498 6911 1524 12956 12092 14335 5194 15423 16192 13361 10738
"207527_at" 4605 17916 16172 7019 7519 7877 17365 9608 20828 9386 10568 15009 82 6591 6566
"207528_s_at" 18578 1412 12222 746 302 7218 394 2453 22138 4597 3472 3761 2097 2302 685
"207529_at" 14267 1148 13589 11930 6727 6434 18025 11460 10197 9974 5612 10903 15734 10896 10787
"207530_s_at" 21085 8080 4429 7736 11330 8306 11552 9308 9425 9668 6516 12539 12605 9397 9418
"207531_at" 3261 8372 9548 6469 17152 7383 14913 8293 21139 13174 13658 19970 21451 11886 21579
"207532_at" 21303 3038 2600 13612 14317 12817 18345 12471 9746 9430 14584 10655 17188 14024 10315
"207533_at" 11119 9847 7532 8071 11909 8082 16057 9280 9103 6806 6683 11494 16630 10038 10848
"207534_at" 6852 11408 5197 7921 10953 7468 14315 12422 11530 10773 8859 12759 6029 12077 13859
"207535_s_at" 18344 20436 12748 3046 390 18098 7322 582 2890 3649 826 20232 8021 18308 22278
"207536_s_at" 19515 16445 12129 11275 7257 5981 16398 3479 733 1481 238 11577 1885 8334 13541
"207537_at" 1825 2051 641 11797 9515 9776 18662 12514 8532 2866 4181 11174 12293 11903 13202
"207538_at" 6398 8714 5270 11783 13552 6291 18741 9198 11736 6417 4208 10797 15606 9573 9576
"207539_s_at" 13109 7968 10344 7952 12267 11027 11519 10087 7332 6201 6493 14978 15099 9333 9351
"207540_s_at" 12212 12002 8783 3559 19821 17472 20658 19686 15687 4772 14888 22048 9022 20613 1876
"207541_s_at" 5975 7405 16578 18930 1674 20397 9965 19363 12576 20935 18940 19568 5456 5490 18388
"207542_s_at" 15135 6057 14718 8722 10978 7627 18577 5812 11751 10529 8397 9594 18015 9187 6041
"207543_s_at" 14028 422 17609 3164 3123 14697 332 18238 19203 3352 18109 5824 3043 21607 1881
"207544_s_at" 7922 9924 11373 7451 10736 12613 13544 5343 10379 9480 10826 12703 12574 11235 8681
"207545_s_at" 6251 10738 8586 21720 51 14564 4908 19935 21354 11505 21648 5004 21276 21262 21058
"207546_at" 6408 19778 13170 9844 12943 5059 15531 6564 9094 8595 5790 10641 12046 10367 10640
"207547_s_at" 784 8104 9406 5746 12263 5715 18386 12318 10636 1424 10839 10467 17037 6566 337
"207548_at" 6270 11962 9171 6819 8433 11642 18261 11868 10810 9031 2747 1248 12989 5372 14467
"207549_x_at" 15104 2897 1381 2299 4736 2659 4117 1011 18545 5600 2679 2175 7630 1118 2905
"207550_at" 6373 9064 9950 8736 8540 12786 15452 2865 11681 8262 573 349 16768 1899 7925
"207551_s_at" 5088 16290 15056 1099 19831 2360 5704 20731 14764 14252 3660 8599 17961 3479 18624
"207552_at" 1015 11217 416 10473 12709 5259 16395 11903 11437 8372 9403 10830 21049 7054 6816
"207553_at" 12642 18821 1911 13141 15278 6030 16989 5404 6965 3326 449 13880 17322 11900 6952
"207554_x_at" 13989 825 20033 13436 13346 5843 15070 9921 9649 22208 4933 238 14895 7369 10984
"207555_s_at" 13488 21939 15630 8539 11159 8631 17000 12343 7984 9984 5590 2202 12310 11790 10973
"207556_s_at" 20680 3573 16996 4338 4770 20594 9910 19475 15412 11587 15365 20012 20006 4978 18924
"207557_s_at" 7280 11542 9296 6130 12136 6582 16916 8156 9636 10470 7984 6731 14951 10287 6560
"207558_s_at" 10130 11985 9053 384 9304 9426 13037 15391 2444 21161 16658 3976 21106 1095 12296
"207559_s_at" 14442 19489 11353 15637 21990 21704 7879 1028 5045 14309 13296 7760 4465 21726 3786
"207560_at" 22037 1840 22131 9490 16295 3428 12311 6991 4881 9426 10096 15503 13462 12548 6121
"207561_s_at" 21720 16617 1299 11381 16903 7618 1776 9868 17774 17381 970 2402 88 11746 10737
"207562_at" 11747 11147 6390 13223 17002 9764 18137 7970 12025 9817 10778 18990 12477 836 12452
"207563_s_at" 18709 5526 18068 1267 17721 853 8652 19002 18124 6067 14382 20490 5515 21060 5220
"207564_x_at" 20396 1371 14288 2247 1204 499 19590 17074 19053 19659 18040 16917 21678 17267 20763
"207565_s_at" 1509 20957 13012 17152 2311 3616 2174 4248 20912 3412 15594 5939 9010 4327 20635
"207566_at" 11499 3527 12568 11521 7474 15403 273 9412 1748 7129 12361 21567 7191 12160 7759
"207567_at" 12913 11240 5421 10228 7962 7086 16253 10236 11846 7322 1003 14970 15320 13169 6402
"207568_at" 791 15771 17674 12425 13379 6774 15145 7687 4309 2094 4492 20911 17062 3122 1241
"207569_at" 2407 1524 13179 7622 12429 5802 18610 8559 7636 7519 8220 14652 14948 9664 10698
"207570_at" 8323 10765 9649 11775 6591 11902 14639 11331 11242 9516 7516 10945 14110 9494 9501
"207571_x_at" 12881 4947 14247 12907 9861 15484 20773 6847 18347 342 149 10315 18789 1726 8839
"207572_at" 20223 9485 5963 8587 9489 7707 13992 11209 21696 8193 6057 10954 19753 7021 12339
"207573_x_at" 4555 4011 813 16528 2655 15362 11267 15752 14565 13429 11246 15973 10554 5350 15593
"207574_s_at" 16011 3504 12156 14686 316 17960 3161 21566 17568 13265 19757 8119 4362 18048 16719
"207575_at" 15022 8740 11148 7619 9355 6516 20665 8514 7450 1854 9157 17181 11447 8167 14511
"207576_x_at" 11590 15330 9954 11545 12452 9751 17221 13401 8975 7050 7808 10742 15854 9994 11128
"207577_at" 9721 15229 13858 7041 8196 13864 18181 12527 3773 10384 4218 9652 16012 13588 12820
"207578_s_at" 13825 485 19 8750 17031 954 21769 9406 19921 938 432 21565 6855 14764 20664
"207579_at" 13245 8011 9904 5908 10666 12250 18883 6771 10482 9603 10305 14235 5249 11342 11942
"207580_at" 6460 12672 4255 9178 13994 6687 18479 5308 2226 1019 8295 14948 14406 9916 6636
"207581_s_at" 7668 11106 10834 9295 11137 3426 17607 9852 12376 10676 7597 9884 16376 1094 12656
"207582_at" 11041 9548 8170 13429 9088 13863 13144 12846 108 4874 8178 19122 13022 1463 7041
"207583_at" 6739 9539 8398 11160 16445 5631 18041 10623 4441 10557 9710 10571 11727 6285 11422
"207584_at" 13210 9631 9459 6499 15288 9680 13792 6882 7743 2764 5159 10332 12784 13964 11440
"207585_s_at" 15102 14298 372 18370 2100 16296 7763 3853 4935 16885 14368 7793 9854 4262 3334
"207586_at" 6632 11086 11680 5036 8342 11569 18299 8261 9890 2374 4727 13990 5131 7986 11287
"207587_at" 17513 8555 14994 9618 10981 8563 11950 11939 10228 1602 7704 13381 15028 9085 11678
"207588_at" 7841 9966 5096 11183 8726 10781 15065 7163 9849 229 5683 10310 12028 12888 9194
"207589_at" 12997 7831 10868 13611 15340 12871 16824 11273 11034 7356 4104 71 13427 9271 8332
"207590_s_at" 1804 2060 11718 360 19516 20545 4096 4449 13758 18807 19281 5226 6550 2783 17816
"207591_s_at" 10500 15073 6180 15194 16763 7629 5012 3412 2549 3042 15713 4222 713 11611 14272
"207592_s_at" 16683 16403 848 7552 16124 10809 17514 11836 9256 9263 1172 5080 14964 1985 14014
"207593_at" 20952 7276 13320 10720 11232 13516 17063 10285 11567 4125 10749 12672 15794 10010 13700
"207594_s_at" 18221 17915 11676 12402 9464 2044 19631 7990 1105 1661 243 21922 3383 6303 6801
"207595_s_at" 21179 20542 13122 20351 129 868 10538 1307 22233 14332 20313 15788 4810 20638 2728
"207596_at" 8714 12070 6062 13297 15651 6043 13579 7725 12227 15339 6191 13463 17111 12963 6499
"207597_at" 3658 17331 7388 12364 11873 9037 12235 7316 8572 8356 10208 14538 14417 10934 14526
"207598_x_at" 20707 17355 17137 17844 19293 18252 20290 16906 20121 5850 18099 9180 17353 20854 20561
"207599_at" 9501 13015 3991 7162 10245 12940 16402 12857 12203 6651 9946 13305 13988 10969 13553
"207600_at" 1342 15402 13968 8690 11315 11096 16665 5362 9736 10326 8944 10735 11506 10269 10901
"207601_at" 158 22165 17476 5607 8507 699 1334 11535 17591 19739 14840 21605 8776 17765 16244
"207602_at" 21966 16050 19013 13247 10157 7188 13299 7772 10698 137 5199 15271 18598 14041 14392
"207603_at" 8683 12716 5831 12700 15503 11098 12212 7563 7383 1140 9978 170 16754 9517 11429
"207604_s_at" 1835 2126 16865 13879 17646 19740 8142 1623 18446 1582 12538 1272 11108 3070 21280
"207605_x_at" 4833 4272 20167 2274 21296 17229 21124 21778 12488 14243 21043 6242 8330 3986 2878
"207606_s_at" 16607 16539 15252 17847 18435 20524 19681 20690 19819 12014 16730 7917 2504 3266 15012
"207607_at" 9447 10468 6825 6248 16266 7963 14309 5817 9623 6233 4345 11980 15156 7764 13640
"207608_x_at" 13519 18710 3585 17410 14221 21049 20717 3847 12752 5337 13085 22110 20765 21368 22127
"207609_s_at" 8151 12620 5552 10592 14107 12319 16841 8547 6998 9838 4034 14240 13707 12016 7561
"207610_s_at" 11465 2879 8405 10765 15942 17087 7502 5598 3223 1871 8694 11800 7490 11880 14062
"207611_at" 11208 13022 10147 10498 11515 10636 12872 12904 8648 9833 8812 14399 11599 13772 12090
"207612_at" 8706 11314 7506 2529 10100 9673 11507 7356 115 6819 10316 2583 11571 6379 13137
"207613_s_at" 8279 15568 3935 12019 13892 10384 17086 13713 7143 6743 9124 12051 14874 10662 6583
"207614_s_at" 15580 6858 1954 4453 1916 4248 6127 16391 21287 15431 11682 8555 19556 5160 18681
"207615_s_at" 13064 2620 9277 10312 12140 13118 15764 8756 7368 9509 6415 12543 14126 10963 9099
"207616_s_at" 17778 4071 15993 19162 2408 1605 5154 17152 3680 5885 833 859 6664 17338 5074
"207617_at" 7507 7558 4311 10923 16664 7254 8397 12630 16213 16631 1921 21655 1477 2490 13709
"207618_s_at" 13707 15611 13874 2385 21722 19692 10921 16649 17006 14033 2997 6318 20123 18751 18015
"207619_at" 7765 8591 7985 7702 16566 10252 15691 8658 6766 3084 7550 13484 16223 8023 6086
"207620_s_at" 5326 13544 15222 20236 1379 11708 5049 16512 20305 11807 2429 5869 21039 1053 21538
"207621_s_at" 19568 6778 11347 4511 1514 15107 19120 16871 14168 16403 13706 15578 18028 17911 5995
"207622_s_at" 15379 1241 18435 18177 19320 3160 7140 16359 5163 12186 12120 1847 10884 3381 2491
"207623_at" 7694 13227 7965 616 9731 20821 9479 7795 3759 20934 5210 13106 18979 12934 14698
"207624_s_at" 4410 11453 20873 16393 162 3338 7008 22029 13065 3890 3420 21680 9751 14255 21049
"207625_s_at" 21564 4035 14856 21748 755 17387 11073 2034 816 4750 20408 19134 20708 20041 4835
"207626_s_at" 21173 26 4733 13740 500 6164 16605 6475 20759 7102 2003 1312 19616 7656 8168
"207627_s_at" 8134 9949 5656 8151 11528 2305 3327 9815 13550 20625 4097 10880 9891 12721 6830
"207628_s_at" 6183 13743 12555 16210 19353 14178 2716 16501 13861 14275 16388 4774 17256 2940 5462
"207629_s_at" 5618 20484 256 6374 8937 1084 6080 1065 4957 2144 20331 17930 18391 5673 803
"207630_s_at" 20864 6724 13363 17889 905 21721 4587 16398 20244 14705 198 3135 8347 15636 21896
"207631_at" 7689 8884 9735 13395 17147 4983 15858 13993 13589 9460 9395 7325 1540 6879 9297
"207632_at" 7557 7868 7134 7830 12364 8094 14368 7196 9304 8134 6348 13250 13421 8841 6494
"207633_s_at" 9918 2721 8757 6368 15240 11714 18353 7599 10615 11160 10419 11149 6940 8045 13846
"207634_at" 20036 5312 20762 9114 9337 6461 15550 7311 7087 6675 9375 13301 12068 10129 7153
"207635_s_at" 9455 7643 4343 9085 15102 13124 17892 10331 5057 7229 469 13512 804 12111 10390
"207636_at" 5439 7025 21200 10735 14430 284 13363 14078 3003 4075 6207 20317 8350 14398 7218
"207637_at" 12393 12593 6392 8849 9857 8878 14895 6904 5695 8711 7126 13209 12985 9473 9486
"207638_at" 7261 7807 4398 12232 11606 4904 11583 6003 6778 9136 8287 14654 16994 10344 12899
"207639_at" 8250 10076 8468 5366 16145 6263 17449 5498 897 6787 7876 10165 12006 1995 11669
"207640_x_at" 8948 9850 5850 12763 8588 12721 17885 6262 18158 10466 7825 3548 20818 4304 7718
"207641_at" 22186 1898 14542 5940 16092 15588 13564 9538 1200 2103 10524 2885 1549 12236 20183
"207642_at" 20308 19583 19903 9611 14989 10978 11930 5530 19826 9229 6002 11585 2482 6134 13536
"207643_s_at" 2905 18097 15640 1970 1058 16028 11122 2696 17557 1934 13491 9413 5907 412 2406
"207644_at" 20553 8902 1718 6845 15980 12401 16386 7105 12418 8242 4443 15089 396 12782 13733
"207645_s_at" 21678 366 16681 1743 18189 19497 6777 5018 15050 3966 1854 5697 10813 2635 21228
"207646_s_at" 5857 4952 1429 5415 6657 10163 17850 8392 10759 2206 4621 12646 16108 9792 6856
"207647_at" 6647 12011 4324 2834 6502 10141 14728 7019 9791 7008 6808 13754 11614 10666 2314
"207648_at" 183 4813 8862 12176 10988 9382 17794 9354 9993 9933 9576 11831 14695 13456 8005
"207649_at" 20927 16889 15014 5623 12506 9616 20640 13061 10105 20293 10751 8740 13050 6347 13884
"207650_x_at" 10579 11991 8749 5664 10298 6151 16272 8539 12157 9192 9667 11870 14548 8165 8845
"207651_at" 8499 11950 10869 6055 12385 5311 15980 12711 6066 8504 9050 12090 14426 6526 13032
"207652_s_at" 22105 11243 4726 8181 10411 9535 15028 7116 10341 8461 4620 10869 11912 9864 9818
"207653_at" 1820 13239 12375 12181 16135 13779 14375 13578 3336 2548 10410 15004 21698 7572 10807
"207654_x_at" 2216 2656 15573 16298 2212 16633 7310 15343 12526 19422 12937 5894 8937 4747 17691
"207655_s_at" 8357 21017 19437 6308 12485 7294 11803 8287 10391 1480 16247 9322 14529 14416 10809
"207656_s_at" 8230 12923 7566 10968 10904 9490 15435 12064 8102 8502 5201 9934 12667 8676 8742
"207657_x_at" 5388 14093 12575 18295 5498 3223 11413 16052 5171 4656 15881 5515 17280 15613 5959
"207658_s_at" 11706 9436 9881 6712 12892 899 2828 10200 319 20309 20264 2684 20701 19044 21470
"207659_s_at" 15979 5249 7720 10083 15261 7157 12834 6867 4034 3333 11040 15349 22010 6928 13211
"207660_at" 1921 18708 2656 10738 14926 10669 13904 12847 9729 10735 5643 14540 11468 13713 13152
"207661_s_at" 7641 9444 10607 5503 12295 8698 17504 6629 21926 10729 4359 3252 18932 13378 12651
"207662_at" 12091 15574 8344 9181 16406 12005 16147 13806 11621 8939 598 10787 3624 6246 12522
"207663_x_at" 21430 7877 9598 10353 8072 8069 12587 10183 10118 9515 4318 13439 15058 8955 7118
"207664_at" 10049 12108 4669 169 12717 11940 12950 8179 21307 6826 360 1617 17841 3630 7430
"207665_at" 3175 4491 19167 9255 8767 3010 20202 11548 948 3173 1088 6335 4080 6378 4613
"207666_x_at" 6506 19816 12987 5580 7035 9878 14949 6764 10819 6927 13149 9974 12237 12219 14478
"207667_s_at" 16829 13846 3521 18178 19212 4673 7641 873 18665 15620 20196 19831 17615 21571 1889
"207668_x_at" 14792 3776 18736 3608 3344 15276 3989 4870 5780 12552 11770 7303 5206 3927 3128
"207669_at" 14702 11726 14243 1778 17375 11224 17079 6734 10553 6623 1128 20321 11667 8718 10866
"207670_at" 14104 21810 11500 8180 8958 13934 18771 11658 2667 9487 9103 12318 229 6145 12964
"207671_s_at" 12374 21174 4878 7317 16263 7622 12734 7506 2112 11045 4439 11908 4921 6515 10797
"207672_at" 10053 10108 5086 10914 16863 6839 13504 13069 7340 16223 10360 5582 12468 6924 8853
"207673_at" 8999 8277 8039 6268 16932 5744 11600 14047 7391 8570 8162 13526 13544 16177 7866
"207674_at" 6473 11402 4407 9517 6666 50 15749 9009 21031 8052 7180 14693 7667 9837 10344
"207675_x_at" 16627 18354 12895 21690 8768 930 1873 5180 21616 21749 1213 4539 21143 2390 20357
"207676_at" 19691 20895 536 84 8048 13011 15194 2183 18052 17960 2319 22257 14819 20979 16983
"207677_s_at" 11325 8394 4492 8945 11948 17064 14264 8739 15988 8191 5704 11469 11118 8250 9846
"207678_s_at" 9738 13362 4327 11141 16008 6044 12259 8405 8689 20987 3857 19919 12942 11355 12701
"207679_at" 19060 7973 791 11416 15334 1663 16151 10296 11329 4332 8912 19882 14136 1399 8986
"207680_x_at" 15600 4297 3245 5853 16518 12790 12741 11587 1537 8033 10918 13294 16264 14559 10813
"207681_at" 9027 1750 4368 10787 11682 18024 18751 10675 4320 6258 4360 13104 18413 8685 8747
"207682_s_at" 12010 9072 8335 5961 9455 4815 15872 6442 10215 8641 9990 9921 15859 12728 13782
"207683_at" 11067 12030 6480 9708 11751 8453 14459 8627 8291 8227 6601 10652 12352 9739 7015
"207684_at" 4189 19766 11587 1802 14533 19455 15332 13425 19657 18662 17536 14311 21487 14856 14719
"207685_at" 10693 10148 7189 10144 12426 10338 14223 9302 1516 7508 6460 13519 12067 9226 9247
"207686_s_at" 21077 333 11566 22138 719 719 2344 15910 2604 22245 298 802 5937 8135 15201
"207687_at" 4967 13986 19654 8850 7946 7099 13288 10732 12288 18676 7186 737 10132 13311 13849
"207688_s_at" 17877 17727 12094 4014 6232 2225 2154 14924 15450 11568 15381 9000 5628 21400 21668
"207689_at" 3430 21394 45 7735 13027 20196 19949 4389 21870 16015 1916 21913 9524 15301 244
"207690_at" 12936 615 2301 8891 11236 7167 17098 12955 11985 10155 4536 14939 15142 10199 11451
"207691_x_at" 700 18459 20911 7592 7198 17432 13612 14161 21034 1175 13872 20547 6535 7515 10578
"207692_s_at" 15153 18128 3346 11940 15676 6534 12864 7884 11872 19002 10105 11038 11307 9490 12484
"207693_at" 7079 8077 7668 8402 6607 13470 15626 11937 659 9842 7097 9927 19515 11644 14627
"207694_at" 1879 9709 7563 11163 14122 10312 18183 5307 6697 10565 8149 5587 21133 10379 10285
"207695_s_at" 19602 13759 311 18329 2238 10120 14528 20712 1956 6879 20293 19603 14024 5382 21898
"207696_at" 12496 9659 6599 11385 10105 5724 12512 11805 10568 9587 7248 14257 14906 7966 7899
"207697_x_at" 6864 9268 4064 6754 16302 11592 16340 13738 2567 10001 9957 14189 3540 10549 11636
"207698_at" 1805 2310 7389 8616 7319 12717 16747 11305 6723 1849 7349 10104 13786 7326 11018
"207699_at" 21315 20279 14840 13724 14364 15939 7759 1408 17218 2225 3805 22158 5809 6592 261
"207700_s_at" 15603 16013 16629 16343 18363 3750 10033 16024 13293 11345 12757 4547 9526 17817 17306
"207701_at" 4746 16309 19954 8715 7168 13175 16416 13285 12211 18139 6005 15026 14203 12015 13416
"207702_s_at" 9613 10044 6686 10509 11624 7203 14836 9180 11769 7509 4442 13972 12948 12542 9580
"207703_at" 9759 11504 10663 6168 11858 8201 14121 8953 9320 6531 8467 11966 11719 9924 9865
"207704_s_at" 6222 11495 2092 12837 7859 1975 19090 11631 3999 19725 9913 2290 5958 10594 13307
"207705_s_at" 14443 14159 17900 15508 2187 10882 7220 3148 11863 2465 2341 18821 1432 20561 15854
"207706_at" 12161 12850 10508 12070 12151 9656 17021 5966 7645 11023 10969 10314 12193 6596 12143
"207707_s_at" 14504 16867 3742 15914 2846 15094 9855 3725 3596 13239 3835 3248 4518 3710 18488
"207708_at" 21543 17935 12552 7475 16819 6447 11242 1353 14164 14673 11275 6253 21828 14140 14126
"207709_at" 11074 18049 10143 12984 7112 147 1751 6844 7292 3059 11095 66 671 7436 7992
"207710_at" 8421 11585 8819 11441 11684 10293 11690 13820 8470 10440 7323 12836 16466 9842 9805
"207711_at" 21849 17630 11548 21646 2600 14663 22086 20782 19974 4550 18903 18300 18791 2727 1025
"207712_at" 4005 22229 13955 21801 529 7116 15224 1511 6170 7585 17545 857 11975 625 4437
"207713_s_at" 2626 16610 18676 1070 9803 95 5820 1182 15721 3763 1891 7719 9357 21730 5393
"207714_s_at" 14319 14600 2115 14894 3478 9876 855 1531 7870 3920 12108 17373 16478 4751 4854
"207715_at" 1077 2878 7372 7169 12871 11554 16264 11116 11403 7261 5798 12963 16610 8854 10994
"207716_at" 1586 4870 21991 13518 16012 6908 12341 14158 12274 8780 8644 12247 20618 6976 14395
"207717_s_at" 15315 4239 20929 18547 21533 5835 2720 19595 12216 20467 18994 3541 14219 22136 21089
"207718_x_at" 29 13758 14073 9621 11859 5649 18591 12505 11972 8039 7974 976 12693 7743 9508
"207719_x_at" 17970 5795 14847 19349 20563 14796 3774 4617 16779 16675 18011 7961 5091 16078 2793
"207720_at" 8727 11448 10426 8438 10624 8609 14180 7438 7897 6255 6410 12403 14127 9058 9091
"207721_x_at" 4840 2459 2377 4036 3215 19908 10818 19072 13747 15768 16066 16617 8800 4379 14947
"207722_s_at" 18553 22051 20296 21796 20465 1242 22018 14932 12709 5504 20274 16778 3296 2142 3861
"207723_s_at" 9761 13341 7209 7804 10799 6299 14846 9515 10369 10543 5703 14842 16040 9737 11637
"207724_s_at" 15221 6772 14615 16792 21781 17117 2971 987 6055 16140 17247 4597 4321 20658 15039
"207725_at" 1494 4226 12774 10372 13000 12672 12563 14103 730 714 15081 18882 16822 12935 13934
"207726_at" 10791 8788 9912 10680 15267 12288 15978 6841 9057 9849 8029 12098 15805 9104 11314
"207727_s_at" 17010 17189 13318 21346 4705 17792 10778 19904 4925 3677 2916 20786 10611 19105 4579
"207728_at" 11953 1249 11060 7472 9966 7883 6536 9899 19197 3159 11439 1320 1993 12177 7402
"207729_at" 11610 11503 10703 11329 14052 8287 11689 11484 2503 6219 4733 14507 14019 9902 6212
"207730_x_at" 20382 19033 3049 20321 20632 16174 8115 1591 21045 946 12560 4675 1163 1077 489
"207731_at" 6636 6707 9885 7185 12252 8186 16947 5751 10580 8652 8461 10861 15126 14258 9220
"207732_s_at" 4534 5170 13131 18037 1852 12847 19083 3063 8806 12749 21532 17473 13936 19552 18070
"207733_x_at" 22180 4721 13121 1788 553 10040 4689 1319 10782 488 15842 6158 16872 7089 19668
"207734_at" 21100 5731 10963 9754 16094 16089 15172 7234 20743 2440 8547 21071 19241 5375 20348
"207735_at" 2006 13245 3906 11405 16330 14378 1863 9704 17075 22213 14460 22119 11424 7451 2070
"207736_s_at" 9861 9172 7354 9235 13791 8560 15010 8749 12769 1826 8667 14699 13612 11590 7684
"207737_at" 12680 7660 10659 1884 12678 9635 13327 15183 2119 1543 13925 16420 20023 7259 14323
"207738_s_at" 21526 20789 21678 20000 21989 13041 645 4598 10745 21800 19041 18726 11940 2380 22005
"207739_s_at" 6422 9908 7839 12452 15439 10927 17297 6979 895 1031 5545 18443 5871 7994 6924
"207740_s_at" 13721 7247 18727 19625 2484 15205 3488 2149 12897 1903 12144 6489 17496 18455 18702
"207741_x_at" 809 326 9278 7770 12146 8370 16234 10154 9440 9625 9670 5759 16911 10298 10211
"207742_s_at" 2454 222 19517 5435 6912 5022 17322 6846 7256 7058 8179 13293 20493 6855 5281
"207743_at" 7952 10543 4601 10671 6984 5948 11560 6224 462 10154 6587 683 13055 9701 9686
"207744_at" 9595 7812 4932 12562 6873 9421 16753 9748 105 7387 8317 15132 16840 6306 6896
"207745_at" 7880 9531 6741 13380 14791 597 2777 4752 21743 834 7719 194 5 2542 11785
"207746_at" 19052 20124 19585 22043 3212 16846 21366 21795 18820 5772 21714 6878 10803 19670 19114
"207747_s_at" 5286 20417 8842 7038 8685 7592 18636 12644 8830 2820 10960 16604 13774 4866 14369
"207748_at" 8823 12663 5558 10662 6563 8888 14629 13606 2859 10553 10946 13157 3889 1181 805
"207749_s_at" 18584 3494 18446 4708 1896 8823 8605 16 7226 13803 2102 997 12527 3097 22102
"207750_at" 9488 8762 7356 11571 7220 5264 3847 13648 9380 7554 4671 12470 11791 10079 10017
"207751_at" 1499 19593 17819 10429 6467 5550 18915 7525 12146 8147 7824 13454 15962 10510 9040
"207752_x_at" 291 11993 9352 4991 15415 13281 11920 10630 4277 10038 1911 10167 14137 10970 10567
"207753_at" 6267 13357 7757 1203 9692 21328 8564 14182 2152 4446 1755 22187 4796 7879 7892
"207754_at" 2893 8373 10906 13451 9614 12853 5349 10872 845 21117 21804 8855 577 14899 15041
"207755_at" 15024 21501 15417 13524 17234 7787 14663 7137 953 2219 7318 18428 1386 7198 8322
