"inst_1533" "inst_1949" "inst_2033" "inst_4672" "inst_5267" "inst_5632"
"1007_s_at" 5325 5214 19037 2847 1728 16784
"1053_at" 18313 19372 21753 20694 18339 8061
"117_at" 10172 16484 4091 225 292 3131
"121_at" 15269 1847 2956 17720 20161 18545
"1255_g_at" 7531 12686 14471 14402 13349 11169
"1294_at" 8647 19138 19571 21635 21655 4976
"1316_at" 19112 13285 21731 21433 9739 3122
"1320_at" 2373 11022 9612 18958 2880 1069
"1405_i_at" 6016 7852 17361 808 1491 8697
"1431_at" 9977 12664 16096 21619 20390 19160
"1438_at" 18487 4332 13671 17250 19814 16481
"1487_at" 16642 3953 17695 6747 5774 2931
"1494_f_at" 19371 21207 20729 2576 18400 15880
"1598_g_at" 15684 6342 1892 20359 3244 20287
"160020_at" 17461 1436 2499 2241 1323 20135
"1729_at" 21204 21046 6595 18419 20723 20833
"1773_at" 4946 2184 18569 16295 22005 5994
"177_at" 10827 13778 1496 21494 18347 7631
"179_at" 2601 3795 16956 21905 1300 21480
"1861_at" 14253 20694 13631 8572 5879 18152
"200000_s_at" 19424 20964 19024 4078 16702 15762
"200001_at" 13286 17488 19321 6519 6246 15325
"200002_at" 16214 16907 20051 8023 16454 14566
"200003_s_at" 13935 17031 3135 12166 11977 9781
"200004_at" 17237 1932 5922 16769 18226 18062
"200005_at" 16251 19836 17457 16870 15978 17370
"200006_at" 15721 4766 17310 9396 16971 7692
"200007_at" 14715 19306 18823 18189 6529 6083
"200008_s_at" 16436 18911 19703 17529 7816 4798
"200009_at" 16245 20739 4584 17392 9883 16395
"200010_at" 16901 3641 18301 5801 16932 8115
"200011_s_at" 17634 17082 17307 10281 16756 18798
"200012_x_at" 13656 19436 19013 9817 8121 7222
"200013_at" 15602 6518 18115 8136 18423 6529
"200014_s_at" 17867 18205 18758 17665 17114 14563
"200015_s_at" 13188 4347 21727 7831 9548 4623
"200016_x_at" 5269 17033 21025 17799 16110 8040
"200017_at" 14263 5064 19392 16137 12133 9879
"200018_at" 3505 17829 17198 12253 16254 9875
"200019_s_at" 14722 18765 5812 7874 19330 16009
"200020_at" 19514 20058 1775 16603 9698 18772
"200021_at" 8347 18718 18872 12364 12292 10010
"200022_at" 13853 17666 6420 7664 18116 9800
"200023_s_at" 17009 18293 17220 9856 8611 15318
"200024_at" 4288 19342 16907 9642 7140 6239
"200025_s_at" 15971 4774 16810 16754 17361 13888
"200026_at" 4676 22206 1900 9226 16368 10013
"200027_at" 15954 17940 18094 6099 7329 5550
"200028_s_at" 15501 4372 17373 17572 17347 19439
"200029_at" 4398 18422 6440 17292 6087 3646
"200030_s_at" 5862 17882 5682 17381 8788 14803
"200031_s_at" 8277 19364 5978 12239 12100 9868
"200032_s_at" 4409 19408 5678 7568 12139 9885
"200033_at" 14707 4927 5938 16123 18344 17406
"200034_s_at" 4953 3276 4304 9778 17237 6795
"200035_at" 5328 22276 1692 2394 5156 7908
"200036_s_at" 16048 20378 5540 7178 17148 5794
"200037_s_at" 15833 20556 4121 19468 18669 15006
"200038_s_at" 14516 17732 18621 9938 16785 9987
