"inst_2558" "inst_3419" "inst_3762" "inst_3844" "inst_3938" "inst_4319"
"1007_s_at" 14280 18436 12441 3911 11818 7907
"1053_at" 1839 20534 16691 18728 17560 10577
"117_at" 20614 11979 6228 9262 6599 1490
"121_at" 15757 1803 3744 19377 13440 18788
"1255_g_at" 12525 11148 6699 9764 6096 13589
"1294_at" 18104 10327 12495 8373 13007 4343
"1316_at" 20848 4395 1504 18058 18269 22147
"1320_at" 8081 11940 634 1438 17897 640
"1405_i_at" 2633 7229 6558 9757 8619 16337
"1431_at" 18751 10003 21492 1461 11587 11311
"1438_at" 11072 20323 2776 3597 3514 2369
"1487_at" 13951 2118 14513 4945 3022 1351
"1494_f_at" 22120 15479 3591 18812 21957 21416
"1598_g_at" 21804 14977 16411 20784 4414 19437
"160020_at" 6491 11738 2189 257 947 21755
"1729_at" 20744 20930 19442 19515 21629 7789
"1773_at" 1493 3020 20224 5725 14857 2578
"177_at" 2129 7691 11593 2614 12362 20059
"179_at" 19116 21548 10435 3518 13349 21194
"1861_at" 14547 21357 17175 7458 4374 18806
"200000_s_at" 14262 21028 10325 20875 16230 5240
"200001_at" 6334 14993 16540 18099 15821 7678
"200002_at" 14238 17288 4061 17219 3063 9933
"200003_s_at" 9053 15317 5917 11530 6944 13330
"200004_at" 15643 15167 11482 19489 16545 9698
"200005_at" 5224 17652 12419 7426 15843 7499
"200006_at" 5971 19407 11421 16903 12371 10315
"200007_at" 3311 6238 2361 17508 11233 9379
"200008_s_at" 6530 15457 18531 3897 15835 683
"200009_at" 5790 4856 16275 9603 13508 6208
"200010_at" 7016 16589 13049 16284 4446 9981
"200011_s_at" 17256 15840 14208 6384 13501 7106
"200012_x_at" 14065 3403 3252 9308 11442 17804
"200013_at" 5099 16700 3940 18415 4533 17558
"200014_s_at" 5896 14922 17454 19298 15789 7860
"200015_s_at" 16831 17884 4162 17118 13339 11121
"200016_x_at" 8986 15592 5858 17001 6853 11416
"200017_at" 9156 15570 6000 11639 7058 13432
"200018_at" 9146 18075 5995 15720 7048 13420
"200019_s_at" 6654 19639 3745 18784 12136 10501
"200020_at" 16470 19674 12788 8320 20379 4916
"200021_at" 9266 2616 6077 11756 7195 19749
"200022_at" 9067 4030 10319 9430 6963 8586
"200023_s_at" 17172 16032 10472 18710 11734 9254
"200024_at" 4718 5291 4284 17513 3298 17968
"200025_s_at" 9145 4415 3344 16571 7046 11247
"200026_at" 9272 6218 6080 6640 7198 11318
"200027_at" 15298 5258 12472 18248 11258 8126
"200028_s_at" 7432 15580 3579 7775 11566 10112
"200029_at" 9106 2844 3602 7060 11136 10919
"200030_s_at" 6714 5877 2979 15832 4202 17604
"200031_s_at" 9137 15151 5988 11614 7036 13410
"200032_s_at" 9158 15483 11404 11642 7064 18723
"200033_at" 6614 5210 4034 18786 3908 8735
"200034_s_at" 5384 5588 10312 9545 6949 18651
"200035_at" 20524 21600 16569 4105 12112 11401
"200036_s_at" 4030 6164 4170 18088 4854 10592
"200037_s_at" 16429 4251 13794 18928 12032 11459
"200038_s_at" 9246 16171 10599 11736 7170 9250
"200039_s_at" 4233 19150 11922 17849 14444 7870
"200040_at" 7254 16880 16641 18233 13664 7394
"200041_s_at" 15768 3891 16756 17221 17764 6623
"200042_at" 16287 18016 13240 8897 16830 6625
"200043_at" 13975 6207 2933 6106 3449 18847
"200044_at" 16818 15461 9935 18317 12163 9469
"200045_at" 16518 15643 18776 18910 14084 6820
"200046_at" 2883 5187 11163 5464 4888 5337
"200047_s_at" 2780 17457 13601 5836 10868 10115
"200048_s_at" 15484 14965 4141 18511 15518 9464
"200049_at" 6755 1960 17839 4488 20819 5886
"200050_at" 6347 19953 16795 17625 16006 10504
"200051_at" 3784 17687 17179 16813 16937 5708
"200052_s_at" 2637 4283 14410 8678 13279 5727
"200053_at" 15047 15931 11823 5550 21499 5432
"200054_at" 6247 2072 13771 21312 12444 3988
"200055_at" 7107 2309 10874 18862 4472 8538
"200056_s_at" 5461 1144 12172 7059 13182 7910
"200057_s_at" 16454 5095 3404 7873 14228 9886
"200058_s_at" 6221 16187 14341 15750 10828 4779
"200059_s_at" 5928 3273 4212 7505 11953 5828
"200060_s_at" 16797 18346 3317 18404 11593 5389
"200061_s_at" 9135 15523 5987 11612 7034 18794
"200062_s_at" 9041 14644 5904 11513 6927 13318
"200063_s_at" 9187 4967 6024 11677 7102 18209
"200064_at" 5658 15651 13165 8980 5069 8016
"200065_s_at" 5446 16072 10988 8688 11182 7146
"200066_at" 15127 19366 21590 18727 2489 4348
"200067_x_at" 14281 4563 10253 7432 13554 7815
"200068_s_at" 13945 5200 12219 9289 5003 10092
"200069_at" 4220 3593 15028 5530 14718 7333
"200070_at" 17199 21678 13387 19474 15767 19388
"200071_at" 5148 4577 19880 16192 14181 6939
"200072_s_at" 4997 19835 15536 15777 13040 6061
"200073_s_at" 17267 14739 4038 9113 19984 10723
"200074_s_at" 14011 15331 12245 8567 14532 11594
"200075_s_at" 7064 16656 16325 16393 13004 7283
"200076_s_at" 17126 18546 16971 7966 16889 2108
"200077_s_at" 14058 3687 3401 8505 14329 18546
"200078_s_at" 5851 16431 13228 19637 5336 5929
"200079_s_at" 14234 15293 18047 8806 11630 5167
"200080_s_at" 17552 1943 3578 6352 17276 19671
"200081_s_at" 4762 17163 11461 15738 3597 11103
"200082_s_at" 9176 15465 10882 16357 7090 11370
"200083_at" 18653 3034 17433 18706 12898 10148
"200084_at" 6623 6100 12080 9130 4480 4417
"200085_s_at" 3759 6115 4130 18210 11181 10604
"200086_s_at" 6312 17577 12638 19329 3682 5466
