"inst_370" "inst_431" "inst_462" "inst_504" "inst_1012" "inst_1070" "inst_1173" "inst_1232" "inst_1657" "inst_2692" "inst_4456" "inst_5229" "inst_5592" "inst_6191" "inst_6949" "inst_6991"
"205148_s_at" 706 19719 19507 10275 14124 14648 1731 21556 14350 18608 21924 3351 6189 21916 10255 14670
"205149_s_at" 13030 312 17361 11801 9881 10866 11512 12198 10057 13030 22232 10164 9838 7986 11518 10452
"205150_s_at" 3339 15493 2951 2688 181 9124 9839 11558 8229 14388 18561 10905 428 13033 13177 8731
"205151_s_at" 2721 20857 183 934 7166 7495 15040 10806 9110 16893 5777 12554 10715 13024 9776 7455
"205152_at" 15355 13060 16358 7486 11080 9893 11140 13489 10021 14017 9416 11410 9686 12192 12375 11239
"205153_s_at" 7521 11758 16988 9475 10237 5413 11880 2150 11297 14354 10410 11173 9547 8493 11613 10526
"205154_at" 10862 9659 12251 10043 11077 6845 11999 12836 14561 15288 10216 14350 10755 10525 4868 13076
"205155_s_at" 6630 5413 20315 20353 6347 9066 16312 11568 5572 17576 3768 21674 21549 327 195 9102
"205156_s_at" 12946 1790 18303 18887 16806 13400 21468 13464 518 5581 22061 1553 6230 15610 435 12176
"205157_s_at" 12152 16681 14277 13103 6343 15165 14192 16400 15058 14613 1104 22029 22189 10220 13728 15511
"205158_at" 6266 15718 10530 2872 7345 14380 13375 5607 13093 16886 3323 8852 8421 11427 13116 8528
"205159_at" 18880 4148 753 3522 8518 13315 20510 9935 7573 8126 379 10813 2005 18919 13396 14945
"205160_at" 6756 15910 17 12093 20868 17766 19542 4004 21702 10733 1452 16148 6516 8693 21770 16380
"205161_s_at" 12101 10179 14951 11564 14825 4243 12717 318 3847 14154 4291 818 663 10384 22228 22032
"205162_at" 538 1636 2051 70 968 3562 20180 4905 16174 18916 17226 3186 17738 20245 19187 7170
"205163_at" 7686 19785 18010 12842 6155 15685 15651 10276 13530 16027 6179 15322 8301 21536 16137 3286
"205164_at" 18147 12140 17482 12159 20545 21930 359 5877 17719 1223 13026 1642 15970 6394 20333 5217
"205165_at" 6068 10356 16040 17114 5274 53 13107 14165 386 20295 9408 21106 7188 1798 20104 21447
"205166_at" 19556 5537 20722 16126 21538 13198 1031 17676 17273 22052 18486 19991 21234 18826 20315 3435
"205167_s_at" 14381 14414 20496 17907 2974 2547 643 16224 5622 254 18068 17364 3219 3361 2315 15952
"205168_at" 8164 8783 9339 21102 11939 14679 11040 10473 11444 1043 7224 12200 12869 11834 8518 11758
"205169_at" 5436 6381 6658 19115 15292 19523 20344 6985 2759 10527 15188 2957 14413 18737 19530 16135
"205170_at" 15945 14668 8618 2045 936 14660 12787 20778 10987 291 22155 1233 16701 21088 14735 9677
"205171_at" 19380 1153 1754 20958 14979 19837 4027 427 5419 2425 152 6138 3583 17645 18723 20221
"205172_x_at" 5163 21770 5193 15756 680 18392 18428 21098 16391 9017 19888 4103 2378 18360 20225 17309
"205173_x_at" 20280 5145 4988 18657 19590 2213 20699 4667 3722 7141 3353 6907 18371 3388 18775 4474
"205174_s_at" 8205 13083 16691 3712 4946 8626 1971 10671 11141 9279 7734 21986 2892 20545 13565 20116
"205175_s_at" 8300 12056 16281 10266 210 13162 11108 10653 10959 14717 171 14232 5894 9296 16583 15558
"205176_s_at" 14808 19654 9299 5658 15406 16431 6706 19181 20880 6499 19699 6434 15629 15219 18609 17223
"205177_at" 11111 8809 15573 10835 9415 7365 8522 11707 9559 16971 9514 11053 10078 10389 11206 12924
"205178_s_at" 21249 20931 19712 19056 16203 4832 3829 4739 2069 8551 13637 16791 18762 18468 20637 18072
"205179_s_at" 13932 21043 20159 507 14203 15423 10765 16789 10540 211 2915 12291 10824 18724 16375 14189
"205180_s_at" 8776 22049 20585 12437 16250 5519 21627 18259 11319 3553 944 12907 21050 912 220 13489
"205181_at" 15880 20830 2194 2917 713 497 21569 19678 2951 7116 16441 18521 14459 3296 18394 2517
"205182_s_at" 782 15969 22262 11158 21624 13256 20947 21474 4734 8441 15866 2822 2712 22176 22215 22104
"205183_at" 8457 11187 14556 9155 11731 7460 11036 15401 8932 20231 18541 1354 10934 9306 17024 13784
"205184_at" 17423 1305 1539 2163 636 6902 3476 1325 19872 19703 4834 21980 21217 3411 1489 1628
"205185_at" 8719 6355 17057 8587 13049 13453 13953 10480 19810 13958 21833 4507 16989 10383 10643 422
"205186_at" 11373 8666 12900 9717 12223 8109 11580 11491 8551 2426 6759 2139 7993 11230 4878 15615
"205187_at" 8161 5798 2960 6637 176 17273 94 3562 3608 19193 1083 805 1618 3286 3896 19380
"205188_s_at" 6495 3581 957 21303 20461 981 3102 3484 976 20494 1361 1958 3215 5209 5251 16880
"205189_s_at" 14825 5799 9488 1845 18588 12848 20584 19342 18737 21710 19023 5215 21199 1333 22271 19146
"205190_at" 18918 14709 3825 3283 16084 17289 7135 6151 16514 2154 3560 4188 19442 863 6286 19671
"205191_at" 17965 9768 21305 8760 22061 16065 4615 5331 5835 1994 16294 4163 1654 17696 884 19418
"205192_at" 10221 3522 22231 18539 21566 16566 17378 21743 21112 21535 22100 4193 2872 13645 19295 1625
"205193_at" 5269 19678 8719 2155 162 6658 4986 6716 20162 4820 20743 12148 6220 21348 3460 1958
"205194_at" 8592 16796 4727 15308 3181 2378 20951 4901 19028 20702 17451 763 5987 21823 8217 19858
"205195_at" 10732 21148 22010 16672 4623 3143 370 283 171 11094 18110 19547 4574 17079 19369 20949
"205196_s_at" 2417 943 20029 16529 1345 4354 1061 1148 13 2400 15563 16608 1068 4647 19147 19400
"205197_s_at" 2779 15653 5671 14172 20861 12554 20240 18284 21681 18639 4120 21667 21394 2321 1866 20452
"205198_s_at" 17205 4191 1934 21785 21388 12333 15485 18782 16449 5632 21052 3944 5822 102 4772 21146
"205199_at" 21148 18877 1688 5026 13971 13132 14429 6205 8281 15341 21438 10104 8042 8182 13117 7648
"205200_at" 6758 8954 15974 7928 14644 13031 12290 10134 13242 17311 873 10541 7567 1195 14931 4563
"205201_at" 11091 14532 9948 19185 127 12188 16189 2848 19003 12275 19504 18389 15904 19428 33 1092
"205202_at" 13674 3779 11355 20581 16615 1852 16813 17761 15886 7270 16214 16293 6087 14130 3849 18325
"205203_at" 14848 3279 21692 6007 10826 11135 2053 15892 8564 7277 19902 11759 2556 4708 9972 14594
"205204_at" 21801 169 3659 13787 2980 1024 7232 2963 2347 3445 15395 5485 2886 1607 21282 3236
"205205_at" 9582 1884 964 7002 13240 5824 21381 947 315 8527 6035 8086 21994 22158 242 1730
"205206_at" 10165 17903 3537 10087 12881 9997 11767 2421 13285 14403 16217 8692 13024 2760 8933 13724
"205207_at" 18236 21483 4224 19480 12327 9260 7036 2173 7636 14929 2890 15173 2733 11824 11601 10514
"205208_at" 2451 8977 12031 2207 5983 5514 15360 8836 15307 16223 9075 11680 19972 19623 15085 8597
"205209_at" 18075 16626 10059 17640 337 12680 22192 14974 9400 21582 519 2191 21069 21636 17929 22233
"205210_at" 5314 1265 320 21628 19919 17524 21138 1122 20238 11006 1514 21680 13897 14866 1633 21835
"205211_s_at" 461 20607 3467 5174 9525 16005 4977 727 20085 435 5312 22082 1742 19912 20543 719
"205212_s_at" 20034 21764 16041 21907 11843 7562 20970 10866 8676 3664 6042 14385 18747 4475 10576 8551
"205213_at" 645 11719 13327 11211 8723 13503 5532 11277 10029 5870 11332 12127 10604 4071 11758 11957
"205214_at" 18841 16739 209 17503 22253 12987 2470 157 17220 2932 84 936 843 3975 3248 22063
"205215_at" 7611 10522 15583 7843 19169 11791 5218 1661 208 1592 984 2145 19584 17877 19038 20627
"205216_s_at" 11858 10050 15360 14607 6165 15559 9659 10582 12853 21749 1054 10140 10105 946 16812 9634
"205217_at" 2247 726 5826 5229 20294 20868 19436 3881 19787 3407 2884 21111 20963 4990 6023 16364
"205218_at" 19966 251 7737 22149 20761 18513 21454 1977 20558 21225 1260 1599 18055 2008 21341 21895
"205219_s_at" 16897 2675 10126 6767 17238 4530 596 6186 15456 6518 14729 4484 1759 21126 6947 3396
"205220_at" 19675 2727 13401 21911 11458 11687 22253 8896 9087 22251 4310 18693 261 6033 16429 281
"205221_at" 10656 10612 13101 8470 12772 13592 13333 11373 7010 13124 10908 15943 10625 1317 15469 15717
"205222_at" 9186 12784 18803 7438 1290 572 16305 19394 3303 6387 13083 1593 829 17675 408 1990
"205223_at" 10389 12694 14999 8574 20813 14186 293 11431 10648 11297 18948 12481 21208 1727 15082 13781
"205224_at" 12093 13817 2355 20464 19208 16966 21836 1250 5619 7208 15530 19232 19445 14959 4908 5961
"205225_at" 21958 18566 1750 4454 18928 17787 16549 6539 5799 12350 13581 8518 14063 9192 5002 4405
"205226_at" 9155 13532 18834 19796 55 1290 12912 21973 20832 277 20957 7557 20249 7049 21728 2241
"205227_at" 2342 12037 18024 17103 6918 13056 1172 22198 7605 18737 22211 477 12563 20528 16750 15496
"205228_at" 198 19391 252 17589 7198 14935 10432 14348 13658 14629 22144 12326 10141 7584 14555 8983
"205229_s_at" 17511 21469 11003 20767 15441 1297 18365 20219 5627 18959 18476 18516 16739 14778 22260 4544
"205230_at" 12205 13698 17790 21774 9804 11442 12457 10876 455 354 15451 18106 1662 643 13427 8715
"205231_s_at" 19327 11732 11462 2642 17190 12312 6432 21345 19060 11640 2499 6672 3985 2941 21666 3651
"205232_s_at" 17230 17616 966 5645 2786 2703 2472 8259 1169 7735 21689 5190 17494 18590 21882 6638
"205233_s_at" 6799 11555 8295 15363 21790 12497 2228 3897 19790 11289 2330 2215 1804 16765 2269 21445
"205234_at" 8872 11293 16304 20955 10258 6737 17799 11996 13473 373 8311 5319 21087 2426 15409 15296
"205235_s_at" 18914 5232 21583 19453 18906 22147 18114 19377 17583 1532 15693 4659 19368 14060 5291 19489
"205236_x_at" 19194 14715 11503 5678 9661 14829 16374 1764 12662 16773 17865 14192 9854 1928 14240 15119
"205237_at" 385 17060 11673 7295 7116 12836 14892 9116 6646 20593 1635 8080 6160 108 13340 9208
"205238_at" 3226 16881 6264 4220 18963 19001 21113 17863 1798 3834 14828 18466 13940 3092 17750 17507
"205239_at" 6598 3308 1439 6463 17074 17715 3667 3773 2879 12557 1090 938 3217 21811 5669 6203
"205240_at" 21167 18366 5118 21763 3742 18256 1126 7021 4426 1055 19849 8163 18728 5452 6655 6377
"205241_at" 15172 560 20789 16472 19998 17505 3590 5868 18445 5656 4118 18511 17139 13711 19518 17211
"205242_at" 10413 8355 18029 8226 14309 6020 13880 14785 7773 15746 7644 14887 11482 10272 10479 14229
"205243_at" 20748 13131 5989 9986 6667 12444 14833 13724 10989 16545 11009 15579 9313 11043 13754 9433
"205244_s_at" 9822 10065 17140 9388 13380 8578 7911 14209 12053 15432 1426 13650 13484 7631 15997 9286
"205245_at" 22191 6886 20236 20332 21275 1076 13408 2958 17777 72 12067 21478 1825 308 55 16675
"205246_at" 21387 15616 1140 20889 14939 639 2508 18107 17961 4834 3187 8622 17644 18181 18907 18923
"205247_at" 8237 7609 4670 73 8217 16186 12367 2332 1325 326 20061 10317 401 1087 10192 12183
"205248_at" 17017 18162 4276 1895 2000 701 4842 1218 19434 17562 5521 3106 2989 3256 8237 2818
"205249_at" 21688 8793 21505 11182 9611 9413 21896 1202 10822 7722 876 10472 12178 5800 8947 10731
"205250_s_at" 15258 20858 20739 7180 16579 3891 3338 1131 21817 2474 18403 16587 1367 3658 481 21054
"205251_at" 2400 4855 5463 3170 17841 17348 6206 17354 2714 10446 11879 18038 19443 18165 18325 18339
"205252_at" 643 15073 9489 20517 4438 20139 2932 16016 19114 17742 21091 3624 7167 6382 19797 21610
"205253_at" 9549 10947 16803 10491 15759 177 8209 14370 4795 17008 21611 17970 6965 10126 6578 4578
"205254_x_at" 10026 20395 12144 14971 7568 10882 10169 13866 10366 14421 8315 11629 11601 10979 11521 15451
"205255_x_at" 15855 7540 6512 1759 1476 3100 2028 4358 1262 18929 11919 21849 18189 22265 5297 7246
"205256_at" 22174 18270 5344 15649 21544 17740 19439 19868 5510 5659 12419 20870 987 3681 20525 1378
"205257_s_at" 8215 17445 20421 14725 13040 6442 15898 14768 10598 11309 7280 5166 2516 443 15278 1516
"205258_at" 12764 21380 22073 9654 21253 4093 9625 22023 4724 11729 22107 16549 18715 7622 19020 20946
"205259_at" 8840 21255 4548 12157 9278 10023 14692 22255 14376 17456 22140 13190 1763 2660 9152 13129
"205260_s_at" 21107 7632 7748 13521 17831 17041 18130 6078 2536 3740 4727 2606 4041 3971 3516 2929
"205261_at" 20991 20864 1003 18654 9584 10681 11575 10424 10773 13161 9289 12100 11133 10475 11426 10370
"205262_at" 9835 12131 14976 8224 11393 15933 9392 13644 3784 16277 8476 3748 8659 3601 15452 14833
"205263_at" 4715 1989 5687 15139 15708 21485 18854 17077 6224 4933 2386 5105 2536 6543 748 4209
"205264_at" 4434 2094 4158 14001 21973 22152 17813 1556 16002 7881 3114 3917 15436 16694 21246 22106
"205265_s_at" 12137 4395 11227 12110 12329 11471 14387 19402 15090 14755 13157 13736 16348 8325 13364 15480
"205266_at" 9081 6157 10166 14586 9304 5938 9023 20833 11078 11817 15726 7873 865 3057 9184 15613
"205267_at" 3456 5872 17891 3505 5697 6128 8115 8702 12384 12934 9449 13115 8313 9937 11027 8851
"205268_s_at" 6825 5267 6815 4504 10528 6368 8231 14754 14603 1452 15150 15818 13440 11851 13859 9876
"205269_at" 19306 13932 13539 12985 12103 10307 6064 14539 8744 10145 9129 9886 11406 16835 12416 11279
"205270_s_at" 3782 9410 14932 16905 10096 7136 19391 13312 6797 19698 11313 9905 11598 14922 8688 11783
"205271_s_at" 19260 20997 673 17170 937 12268 206 10604 20430 564 799 186 20987 14032 731 20694
"205272_s_at" 8957 13171 16156 8272 10472 8310 15417 13922 10846 13228 9690 14085 11138 11406 11988 10902
"205273_s_at" 20608 4260 9976 7330 16073 2169 17395 4600 2100 7549 13192 16364 16894 6997 4373 5297
"205274_at" 12854 8423 14461 11117 7762 6429 8184 13658 10519 15079 9592 9653 888 10396 11520 7620
"205275_at" 11920 9229 15221 12960 8293 5668 8205 14391 8803 19243 296 9836 10873 14469 10715 14030
"205276_s_at" 21614 18742 20380 22174 7314 5640 14473 9320 12489 20083 8949 13259 12765 15768 3455 8643
"205277_at" 20932 4702 2483 1647 2994 16132 3680 19022 881 1802 21327 1178 20771 21010 6057 7762
"205278_at" 10945 13501 14977 3036 9908 14043 14497 2279 13699 8608 21758 4827 13325 12499 8802 8396
"205279_s_at" 14288 18086 3046 20532 13691 6154 9180 19703 13438 833 21322 10181 11198 2546 15487 8549
"205280_at" 9245 14271 13601 10395 12497 9693 15261 18704 10325 16975 19064 11979 11489 11054 11489 10425
"205281_s_at" 15549 1013 9463 18794 18133 4278 19512 4862 2645 18139 14755 1016 16354 21337 19291 5810
"205282_at" 15876 2494 2955 6082 17981 5102 18521 470 4918 916 4225 7338 14508 5371 2185 18151
"205283_at" 19760 1262 385 5350 4918 18934 17233 15965 19624 6934 3378 4289 15248 18214 21169 16661
"205284_at" 16106 1247 5128 14874 20626 16595 6418 1645 18957 7728 4178 4551 5974 16856 21848 1616
"205285_s_at" 15084 19395 13959 15950 14484 6893 1515 3333 7640 4227 20 20380 6603 21625 157 15390
"205286_at" 4212 14904 5995 19062 15745 16848 13138 21924 17512 14248 20912 7297 6034 8179 8290 21049
"205287_s_at" 10414 21299 19790 8485 5243 1215 11314 21310 19404 12539 22092 7467 4031 10917 7528 22208
"205288_at" 12982 13212 12854 12983 3208 13927 19369 3013 21433 2296 15370 2849 14542 21093 807 17182
"205289_at" 7333 12580 18316 8627 9789 10039 3246 146 14024 765 228 14526 13594 5695 15921 10481
"205290_s_at" 21964 15628 7079 4115 7222 9603 1094 353 9855 16316 8760 11251 12440 21723 11852 10757
"205291_at" 19381 16906 3760 5663 7073 13228 8406 9497 11676 15076 11580 9485 383 2404 9262 12706
"205292_s_at" 3424 16198 7121 16917 3321 5192 17056 6545 17152 7403 12509 4629 5428 18355 6018 16487
"205293_x_at" 12036 17771 5892 9686 3462 128 7939 6922 17556 5550 21755 17954 19495 9384 20521 19154
"205294_at" 18553 7895 4350 19271 15090 11571 16211 2833 200 1857 21287 585 18680 1410 21564 18946
"205295_at" 6897 737 8260 17035 9440 11613 3275 15824 6920 11493 9018 13170 4122 8731 14051 15039
"205296_at" 16893 7723 17356 4247 3567 14787 16881 21116 22036 8876 17665 17935 3552 5354 22179 22275
"205297_s_at" 6876 11928 14359 9260 6498 5829 10968 20000 1208 6233 16606 12311 20609 444 20229 9652
"205298_s_at" 19221 5885 7313 5967 19881 12290 17012 21059 1426 2407 21814 18901 19461 2908 335 819
"205299_s_at" 10433 14259 15966 19237 1573 5790 3034 16106 13267 21932 17345 7547 21494 9654 16247 12528
"205300_s_at" 14482 21916 21238 21324 19772 3182 17597 18764 19601 6949 17592 18140 16209 6147 17651 5042
"205301_s_at" 9570 8590 17837 5946 1640 814 3005 21160 22125 10375 4964 21423 1217 20615 17338 2453
"205302_at" 6703 9963 17222 12184 11548 11205 14832 18471 6556 16269 7800 14862 6497 10617 6832 9989
"205303_at" 21933 20201 407 3308 10639 15687 8048 666 14409 16530 1742 10570 13722 10460 8989 12302
"205304_s_at" 11640 11734 12774 11554 12550 15522 7035 5109 7356 2491 13423 14394 12592 12170 16051 8133
"205305_at" 2829 468 1902 1096 10655 6765 11982 11819 8108 6626 21584 1766 593 21737 15399 16140
"205306_x_at" 5066 21339 4237 14180 11353 9506 1690 18556 11938 12179 20576 11080 13112 2509 11271 10224
"205307_s_at" 10611 6829 8128 14981 1518 12753 11004 1723 10715 18297 12198 4001 10469 20968 10651 9379
"205308_at" 21069 20811 20398 20573 19177 291 18109 8106 18593 3650 3335 6480 18738 5482 7996 19284
"205309_at" 9487 9044 16922 11488 21801 919 12322 22057 19391 4626 17735 2387 22159 9370 6311 17847
"205310_at" 13818 4766 3639 16277 3193 977 1178 22265 1914 6788 2547 5646 2195 20232 110 18056
"205311_at" 8585 9401 15259 11025 11168 6649 13567 10284 9998 15319 6722 12209 8582 7407 11268 10223
"205312_at" 2037 9789 16883 12236 10726 6037 18933 9032 13245 19170 6997 12986 9561 20717 14008 10597
"205313_at" 21929 19542 8531 1535 7877 5798 649 21647 12023 20787 18194 19866 16916 9454 16837 15911
"205314_x_at" 9010 11218 16278 10393 9847 13546 15732 13574 9267 12666 9356 13566 12624 7757 15060 14007
"205315_s_at" 12580 20910 19557 2938 20258 19079 16517 20406 19334 4899 19089 19620 17858 63 20474 20662
"205316_at" 2300 9194 18230 19488 4386 22263 22086 15851 21011 18635 175 4014 2877 20353 7916 18085
"205317_s_at" 802 7264 17595 3137 616 9007 2495 9503 3481 8633 13041 4915 779 19322 1182 1103
"205318_at" 14454 20687 2905 22094 13353 12980 12907 11823 1184 17442 20088 5943 21513 9582 14509 15107
"205319_at" 6913 8223 18267 9418 5535 6813 15210 10138 11003 8617 10060 2376 10239 13082 9226 9552
"205320_at" 9983 8474 19976 13167 13126 12844 10003 13000 7593 1801 9886 9892 8139 9559 4003 5644
"205321_at" 1680 7537 20303 15013 2625 2284 1064 16422 1444 18328 12117 16564 5853 4501 19650 4117
"205322_s_at" 18176 334 162 14710 1961 4531 19128 6112 20441 5802 2025 6583 16879 21134 4236 5906
"205323_s_at" 4679 14966 4293 21554 19637 2510 2903 2594 1992 19139 14176 6884 19938 20640 3151 21788
"205324_s_at" 19700 5506 2751 5152 17891 4681 19092 4526 4754 5538 14626 4119 4071 15959 21156 17646
"205325_at" 6931 12829 12991 6845 14049 12067 10508 2144 14714 926 3365 15564 17108 20995 16631 5975
"205326_at" 1883 3025 288 7217 13651 8458 13732 8850 7552 15218 8931 14329 11331 11926 835 7980
"205327_s_at" 18618 4279 6818 4343 21320 1202 261 20773 22254 21143 13904 21147 17410 6507 17671 703
"205328_at" 15058 15861 4904 5978 7295 15408 4800 11369 7691 4549 3041 11946 241 8832 8807 11889
"205329_s_at" 20871 20908 8171 17737 19941 3710 6508 17726 18064 7791 18113 16175 19426 14416 21821 16489
"205330_at" 6994 906 167 19415 12876 14671 15821 15790 11440 18395 20324 9284 4814 10768 16815 12779
"205331_s_at" 11075 10673 16030 8166 6075 13109 7835 14839 10845 12296 10246 10055 17973 1145 16241 14114
"205332_at" 7419 8309 15715 12085 10953 12990 9788 13197 13165 9884 6523 14527 2303 9363 15636 12137
"205333_s_at" 14397 5668 1662 20707 21378 3270 16851 2615 602 10824 5349 5316 6047 3552 18933 3311
"205334_at" 11546 11083 22191 6718 6973 14625 10331 4497 14042 14456 615 13561 15630 4309 3296 9186
"205335_s_at" 5513 6102 9973 19005 18033 3675 19608 2001 15930 7957 5094 8301 18713 7260 19419 7378
"205336_at" 10283 10368 15233 20824 7445 8295 11323 14385 10409 12287 8241 13803 12414 7794 13660 12351
"205337_at" 6447 13828 16345 6775 9780 7279 14836 11945 10703 9357 19395 10789 10342 14397 14330 9858
"205338_s_at" 19542 5427 1874 14195 6980 13454 13256 4393 6738 20405 11592 2937 216 19098 16122 12748
"205339_at" 20725 16171 8418 2698 4538 3197 17890 21083 19425 2373 17643 7623 2634 5223 17571 18266
"205340_at" 20052 15835 20836 2632 16387 21277 18304 3378 2994 6556 4345 6531 19253 5152 19468 21096
"205341_at" 12433 9188 17148 8563 5780 15876 8960 12106 11300 12334 6749 9519 10113 12216 12491 14074
"205342_s_at" 12245 9920 18167 1652 12944 6896 12699 11548 6749 15280 10884 15073 12065 726 9136 13640
"205343_at" 19987 12186 18053 18835 10897 15041 8574 6488 7448 16422 11648 15771 14239 12256 13914 15058
"205344_at" 12405 13307 13513 11110 11708 9285 16116 14374 8468 50 6679 14858 8321 342 14383 7872
"205345_at" 14403 16786 21998 7237 16416 20096 17660 7906 5960 20627 20289 3196 19040 4554 21019 6881
"205346_at" 6442 8905 6546 2247 13013 10583 16687 9831 6890 9938 5586 14084 12059 21156 10886 9860
"205347_s_at" 16530 5889 20667 1687 2909 12668 12038 20197 21894 13297 5627 16598 21005 9809 18040 581
"205348_s_at" 16618 6681 20853 14453 10858 9782 10651 5454 6532 12829 21009 12283 13168 10571 8888 11252
"205349_at" 4879 4971 14088 11086 14251 15681 20403 9650 9034 11672 10328 10250 19429 18877 16819 14784
"205350_at" 8047 7566 21718 1416 22156 8982 2099 12945 1280 14164 1556 21429 5684 12935 2300 21969
"205351_at" 614 20993 8393 5403 15156 3543 1752 5856 2703 4827 19245 17141 18583 5240 18286 17836
"205352_at" 8969 20307 3714 17932 8574 9456 10970 12775 12002 14120 20341 1561 2519 4963 2480 9671
"205353_s_at" 15685 7783 19421 18248 5139 19912 6689 18302 5466 5984 16670 19301 14863 16231 17409 5084
"205354_at" 7661 21998 9393 195 9655 12381 14252 3540 21504 21291 19884 18090 14440 21438 366 5942
"205355_at" 10828 12629 13328 12731 4626 16225 10201 16472 22151 2287 15655 292 19847 196 1394 18907
"205356_at" 18547 17135 9330 5937 15525 16706 18198 6045 6061 19736 18688 18584 18312 15302 7905 3940
"205357_s_at" 21177 10893 7692 16742 14219 5292 9416 12016 7190 13731 664 2065 12513 13467 13361 14921
"205358_at" 8898 11145 16714 10544 8840 9502 11446 11163 9777 11955 7649 11136 9522 8283 11465 10403
"205359_at" 15102 16875 4609 1994 6732 11548 10271 8626 9170 896 1506 16755 10303 8746 8443 15544
"205360_at" 20152 18473 15139 518 2175 710 10329 15528 21977 5743 309 3812 6795 302 4804 17286
"205361_s_at" 15772 6051 5479 14901 17041 2908 5600 7383 4625 4247 5159 3728 3397 14320 4379 6052
"205362_s_at" 17179 7337 21736 623 2524 18777 20375 16347 5335 535 2353 4312 15453 19618 17914 16994
"205363_at" 12379 14256 13384 9767 8559 13900 12733 10672 13975 17706 11680 15859 11995 9194 14828 12127
"205364_at" 21071 14728 8062 6304 9929 15316 6002 21674 7603 1326 16779 9928 2116 19778 261 14134
"205365_at" 20614 14627 2065 21207 13475 6237 15018 10737 13636 20683 3163 2617 11091 519 10496 12404
"205366_s_at" 9145 12760 20338 7455 7779 15716 12803 21400 7630 13101 20847 10596 21491 12949 9983 13034
"205367_at" 14337 19245 19998 15854 2020 4864 18042 16934 17008 4624 15317 21935 20602 5504 4072 19136
"205368_at" 11718 17591 21776 12529 10360 11575 14734 15078 7046 12538 13977 13842 10922 10300 9871 13061
"205369_x_at" 1062 14707 21382 10102 20903 22241 2436 20077 21647 7790 5040 3044 7380 2510 6230 20326
"205370_x_at" 2660 18460 5582 17380 20621 21096 17512 19359 4893 9041 6165 20099 16066 6171 7396 5036
"205371_s_at" 6438 19862 7900 15110 3226 7563 19747 20765 15744 1851 1691 2858 2084 20218 21004 19165
"205372_at" 20084 8385 11183 8945 10754 5869 18008 11975 6701 3535 3472 14917 12469 21015 10119 15154
"205373_at" 8878 9284 17684 13394 10244 12418 15832 15571 10493 16825 6648 11591 10835 8704 16850 13925
"205374_at" 18207 16907 7642 17960 8380 14320 16721 2979 5562 226 2575 6851 637 19213 9817 11900
"205375_at" 6046 20030 15397 814 14144 5896 12360 3250 10923 15154 21677 10594 20449 18110 6851 15863
"205376_at" 11203 17823 21089 6930 18899 18271 20692 21040 17794 5987 21235 7008 17128 14600 18244 19397
"205377_s_at" 13092 610 12620 8630 12183 5617 14608 9743 7825 4251 16898 9192 11734 11160 2736 12675
"205378_s_at" 18884 13842 18387 11915 12710 10390 8169 11754 10074 15170 7237 11205 12150 8416 11702 10621
"205379_at" 10850 7259 19627 7036 1699 747 16562 6547 1500 18600 16329 5402 1607 1579 965 1204
"205380_at" 4302 3997 3250 11011 5166 4393 9008 643 16319 17066 1027 1241 13934 10593 8173 19163
"205381_at" 7040 12114 7798 3894 7366 11960 8746 1430 9145 14132 18838 14276 13390 5996 13044 9371
"205382_s_at" 21367 4131 3289 7739 15659 2382 7197 6477 21626 6460 5722 6872 21144 18345 264 2976
"205383_s_at" 16423 5550 5373 19134 11775 10419 12105 2266 11504 20505 21491 14341 8016 19164 11846 8491
"205384_at" 6259 3946 12950 12651 8996 10215 8097 15085 12490 12999 6976 8967 8064 1413 14939 13845
"205385_at" 11403 8402 18331 12289 13361 13360 4697 9118 10740 15868 10501 10635 9811 8584 11104 12842
"205386_s_at" 18524 6476 12902 18237 1056 14469 9103 9898 12315 13146 8671 1085 330 11731 10907 2109
"205387_s_at" 9148 11975 17263 8367 12851 14968 16431 9892 14070 13272 12204 11214 12694 12171 9757 11854
"205388_at" 6358 13543 12348 18777 12045 7529 14234 14468 11024 17409 6763 15955 11318 8705 9288 13509
"205389_s_at" 12384 13289 6306 9198 9946 7000 13158 11555 14182 11880 9498 14764 11162 11900 9787 14191
"205390_s_at" 9713 10158 13950 7921 11255 10711 13757 8594 13120 15497 9099 15468 9905 8842 13222 11093
"205391_x_at" 12421 10510 14795 8387 10923 11009 11463 11193 9551 13539 9255 10912 9836 10393 15402 13815
"205392_s_at" 21970 22243 16946 2827 7401 15115 15813 6911 2232 15442 1271 21596 1663 3120 14643 6695
"205393_s_at" 14547 19757 18913 2288 4299 727 2027 5183 20524 5576 19051 6110 329 6903 17590 6850
"205394_at" 5500 6753 8598 19785 21985 19960 1687 21454 1858 17673 19353 16813 14150 18439 2256 18275
"205395_s_at" 1424 16029 18559 18553 15900 17680 6984 16857 4714 11372 15315 3638 6618 15328 3221 7204
"205396_at" 16281 14972 453 19753 10904 8731 15422 3093 1330 7668 2237 749 20271 795 9350 15855
"205397_x_at" 10940 14860 21209 11440 5470 1338 13458 19887 13152 18423 16944 22146 5472 4190 1586 18103
"205398_s_at" 2098 6375 8653 2427 21945 17933 2023 17543 1582 7757 17546 6115 18869 3024 3530 1029
"205399_at" 7271 11577 15232 21313 11697 10523 14747 11285 11233 13493 10585 8724 11809 10878 11923 11828
