"inst_334" "inst_667"
"1007_s_at" 14151 15299
"1053_at" 737 3590
"117_at" 20228 397
"121_at" 3409 3800
"1255_g_at" 7737 9627
"1294_at" 19659 18030
"1316_at" 16025 15356
"1320_at" 20508 19452
"1405_i_at" 8677 8349
"1431_at" 13369 18181
"1438_at" 21071 3273
"1487_at" 17757 13780
"1494_f_at" 4917 1889
"1598_g_at" 11799 6599
"160020_at" 17473 539
"1729_at" 20740 17817
"1773_at" 16345 20265
"177_at" 8924 6950
"179_at" 861 19808
"1861_at" 2767 5579
"200000_s_at" 14469 15937
"200001_at" 15305 18563
"200002_at" 3011 6832
"200003_s_at" 12015 6473
"200004_at" 13233 6424
"200005_at" 12571 2888
"200006_at" 14644 6631
"200007_at" 11833 15612
"200008_s_at" 12196 15949
"200009_at" 12849 16004
"200010_at" 3375 3932
"200011_s_at" 17887 16110
"200012_x_at" 1379 16468
"200013_at" 2928 6409
"200014_s_at" 13968 17767
"200015_s_at" 12703 18260
"200016_x_at" 2808 20603
"200017_at" 3923 5855
"200018_at" 4584 4173
"200019_s_at" 15291 5143
"200020_at" 16733 2485
"200021_at" 12904 5158
"200022_at" 4896 4984
"200023_s_at" 2699 15743
"200024_at" 4363 14956
"200025_s_at" 12625 14382
"200026_at" 19485 5976
"200027_at" 14264 4767
"200028_s_at" 21249 20964
"200029_at" 11877 14684
"200030_s_at" 3301 13798
"200031_s_at" 11911 6300
"200032_s_at" 14251 3170
"200033_at" 17025 16385
"200034_s_at" 15956 4317
"200035_at" 15126 19507
"200036_s_at" 11748 3319
"200037_s_at" 18418 6090
"200038_s_at" 11754 5523
"200039_s_at" 4028 6783
"200040_at" 3836 3247
"200041_s_at" 5135 15284
"200042_at" 14451 6208
"200043_at" 3503 18542
"200044_at" 15255 6659
"200045_at" 18359 18324
"200046_at" 17371 15463
"200047_s_at" 11702 5673
"200048_s_at" 12258 5943
"200049_at" 16995 5453
"200050_at" 20566 14469
"200051_at" 15407 17872
"200052_s_at" 12565 14980
"200053_at" 2043 2214
"200054_at" 13354 14168
"200055_at" 3234 16070
"200056_s_at" 1431 17123
"200057_s_at" 13031 14585
"200058_s_at" 3947 13756
"200059_s_at" 12912 17949
"200060_s_at" 5189 7049
"200061_s_at" 12851 4771
"200062_s_at" 15796 3239
"200063_s_at" 3418 6215
"200064_at" 3906 14392
"200065_s_at" 15075 14541
"200066_at" 3349 4735
"200067_x_at" 5455 16230
"200068_s_at" 1201 15013
"200069_at" 20187 18771
"200070_at" 17170 2644
"200071_at" 18978 4805
"200072_s_at" 15159 19178
"200073_s_at" 18760 15700
"200074_s_at" 4951 6879
"200075_s_at" 11572 5649
"200076_s_at" 16068 3743
"200077_s_at" 4793 14255
"200078_s_at" 12438 13916
"200079_s_at" 12777 3325
"200080_s_at" 16780 15694
