"inst_3525" "inst_7023" "inst_7263"
"1007_s_at" 16641 18621 18613
"1053_at" 14699 16917 17517
"117_at" 12154 8151 1216
"121_at" 2224 3220 5411
"1255_g_at" 11171 12433 10409
"1294_at" 9163 7571 8640
"1316_at" 17335 10103 20570
"1320_at" 11875 13121 15210
"1405_i_at" 9934 6490 16036
"1431_at" 562 7342 6342
"1438_at" 21863 9696 7133
"1487_at" 20480 20899 1868
"1494_f_at" 13228 11043 12079
"1598_g_at" 21672 21096 20946
"160020_at" 259 3248 20457
"1729_at" 14520 21177 5147
"1773_at" 21888 19801 468
"177_at" 3492 10715 4888
"179_at" 284 17243 18592
"1861_at" 3796 20750 6306
"200000_s_at" 18858 16802 1413
"200001_at" 6539 17337 3732
"200002_at" 15759 3850 6197
"200003_s_at" 15115 15818 16980
"200004_at" 14241 15547 6444
"200005_at" 6072 17831 6126
"200006_at" 7045 5180 18006
"200007_at" 5670 15414 3269
"200008_s_at" 4100 14857 17160
"200009_at" 6924 16731 6110
"200010_at" 14919 14726 6767
"200011_s_at" 15982 18840 1976
"200012_x_at" 6123 14753 7013
"200013_at" 14204 2586 17598
"200014_s_at" 14743 17205 17823
"200015_s_at" 5434 2849 18688
"200016_x_at" 14868 4735 6247
"200017_at" 15097 4550 7283
"200018_at" 5405 5300 4814
"200019_s_at" 16501 4095 6145
"200020_at" 7368 15038 21387
"200021_at" 17878 15519 17818
"200022_at" 7337 4955 6154
"200023_s_at" 4219 4612 5021
"200024_at" 6110 4924 6417
"200025_s_at" 6654 4019 6688
"200026_at" 16614 14533 5574
"200027_at" 4839 14828 17565
"200028_s_at" 18105 18164 6609
"200029_at" 19239 16313 16669
"200030_s_at" 4610 14929 5624
"200031_s_at" 15477 4806 6103
"200032_s_at" 5265 4364 7396
"200033_at" 6675 3286 3221
"200034_s_at" 7419 3145 4751
"200035_at" 18949 3906 6036
"200036_s_at" 18127 4279 16459
"200037_s_at" 7008 3070 4592
"200038_s_at" 6634 16477 19057
"200039_s_at" 13964 14727 5905
"200040_at" 5362 17546 5616
"200041_s_at" 15098 16650 4163
"200042_at" 7340 4138 18159
"200043_at" 1871 2585 2677
"200044_at" 5672 4992 4007
"200045_at" 18059 17871 16549
"200046_at" 19728 14368 2310
"200047_s_at" 17349 3774 6327
"200048_s_at" 5579 4926 6272
"200049_at" 20468 17536 4514
"200050_at" 6649 2093 4867
"200051_at" 16961 1543 18615
"200052_s_at" 18856 5164 18012
"200053_at" 16395 3567 20674
"200054_at" 18462 17339 20036
"200055_at" 20101 16382 18879
"200056_s_at" 5139 18774 1861
"200057_s_at" 6399 5106 4205
"200058_s_at" 20102 15927 17521
"200059_s_at" 14232 4471 7344
"200060_s_at" 18456 16817 6596
"200061_s_at" 7426 15264 17049
"200062_s_at" 9307 15642 18241
"200063_s_at" 14024 4921 17158
"200064_at" 6948 15574 6769
"200065_s_at" 16084 16764 6260
"200066_at" 19083 2997 18258
"200067_x_at" 6217 17310 7464
"200068_s_at" 21000 15030 16696
"200069_at" 14147 18927 2788
"200070_at" 19058 19323 19740
"200071_at" 17585 4845 5777
"200072_s_at" 5037 15713 18469
"200073_s_at" 4995 5054 19508
"200074_s_at" 14843 3762 16789
"200075_s_at" 18677 18354 4409
"200076_s_at" 16249 18578 4360
"200077_s_at" 5547 14969 7001
"200078_s_at" 14901 17056 18544
"200079_s_at" 4701 16297 6228
"200080_s_at" 2680 4881 5367
"200081_s_at" 6803 15409 5302
"200082_s_at" 5562 14739 5495
"200083_at" 19082 16094 16837
"200084_at" 5478 4063 18125
"200085_s_at" 18495 15916 17228
"200086_s_at" 17743 16986 17367
"200087_s_at" 3680 16907 5157
"200088_x_at" 9313 15106 16288
"200089_s_at" 15821 15525 19170
"200090_at" 15903 2801 6304
"200091_s_at" 5949 2734 5650
"200092_s_at" 18341 3033 18499
"200093_s_at" 15761 3811 16344
"200094_s_at" 18384 15143 18522
"200095_x_at" 9433 15048 16967
"200096_s_at" 5805 14440 19710
"200097_s_at" 6431 14740 16737
"200098_s_at" 17242 5404 18651
"200099_s_at" 15417 4392 17912
"200593_s_at" 3777 17402 2703
"200594_x_at" 14523 4658 4261
"200595_s_at" 7437 15085 18989
"200596_s_at" 17604 3309 6791
"200597_at" 5741 21962 21880
"200598_s_at" 2772 17577 3158
"200599_s_at" 14488 15478 7031
"200600_at" 17897 7381 6779
"200601_at" 17867 19536 20176
"200602_at" 14977 20543 6543
"200603_at" 5110 2763 7172
"200604_s_at" 6476 4954 2272
"200605_s_at" 17566 14788 5673
"200606_at" 3524 14395 3172
"200607_s_at" 14546 4091 3652
"200608_s_at" 5215 14494 6281
