"inst_1370" "inst_2054" "inst_2216" "inst_4476" "inst_6812"
"1007_s_at" 21159 17812 6955 14445 6613
"1053_at" 3699 18340 4322 19585 17167
"117_at" 13334 7184 11531 6982 14719
"121_at" 20604 1479 7695 21840 6835
"1255_g_at" 8795 10673 12648 5256 9887
"1294_at" 4915 16948 15881 1059 2407
"1316_at" 21746 9920 15191 21017 19071
"1320_at" 7323 11829 497 18443 748
"1405_i_at" 1758 13725 11493 7059 11353
"1431_at" 12507 19818 21848 9526 18361
"1438_at" 16501 18075 1746 17484 21952
"1487_at" 3728 16404 4986 12128 3784
"1494_f_at" 19393 11928 20693 1765 16176
"1598_g_at" 21859 5470 21097 20812 21795
"160020_at" 4340 20079 22033 13482 17789
"1729_at" 5353 19980 1461 10435 1982
"1773_at" 8800 2075 15711 12574 6630
"177_at" 735 13689 11602 9945 3698
"179_at" 6459 11942 1734 1539 2443
"1861_at" 18789 18121 2807 12275 15860
"200000_s_at" 18536 20115 3574 19798 16192
"200001_at" 5370 18304 7026 12168 5676
"200002_at" 4066 16329 14572 10240 8179
"200003_s_at" 6051 4949 9868 4130 10374
"200004_at" 3296 3953 5426 9512 6219
"200005_at" 4975 17615 6632 14089 6735
"200006_at" 5013 16235 6723 13046 6375
"200007_at" 1689 15580 15886 10020 16079
"200008_s_at" 19163 20083 4323 16663 7000
"200009_at" 19697 3430 3588 11312 6953
"200010_at" 6128 4399 5888 11452 15188
"200011_s_at" 18087 14995 15114 12174 5905
"200012_x_at" 18918 5536 7694 2118 17212
"200013_at" 4023 4569 5042 8997 6403
"200014_s_at" 3529 18039 5818 13277 3756
"200015_s_at" 2477 4790 16935 17792 2138
"200016_x_at" 1443 16172 17713 9016 5921
"200017_at" 1169 4589 10049 4255 10517
"200018_at" 6386 15318 9910 4243 10507
"200019_s_at" 17799 15631 5197 9942 15346
"200020_at" 21476 19802 5890 17022 6171
"200021_at" 2109 15695 9964 4386 10683
"200022_at" 4296 19645 10217 9846 10393
"200023_s_at" 3657 4451 15838 14575 6212
"200024_at" 5341 3725 15169 2142 7448
"200025_s_at" 3880 16344 15725 10446 15808
"200026_at" 17743 5923 10000 1972 10695
"200027_at" 2908 5441 15724 16273 15402
"200028_s_at" 6029 18182 17531 13773 4737
"200029_at" 6603 14950 15769 9345 18399
"200030_s_at" 6921 4810 14898 9118 7939
"200031_s_at" 6923 5820 10030 4226 10497
"200032_s_at" 4247 3778 10159 2053 10525
"200033_at" 2590 14481 6157 9446 5029
"200034_s_at" 2116 17132 5083 8861 7510
"200035_at" 20916 18049 18980 9504 4001
"200036_s_at" 1848 4951 14415 11026 8209
