"inst_267" "inst_268" "inst_382" "inst_638" "inst_703" "inst_1015" "inst_1073" "inst_1176" "inst_1235" "inst_1660" "inst_2695" "inst_4459" "inst_5232" "inst_5595" "inst_6194" "inst_6952" "inst_6994"
"212113_at" 6648 3679 20997 19696 21843 13296 6608 1533 6292 2219 18320 21457 1783 7780 17319 4354 19740
"212114_at" 7185 8983 14743 5445 19737 17078 4721 19473 6692 8281 18897 10982 7724 13398 15852 1926 20368
"212115_at" 13706 3115 2278 20528 20904 19037 5055 7073 18244 7077 18464 18905 17716 12090 16599 9355 20741
"212116_at" 6086 6924 13009 5346 6241 1867 20126 9793 14843 7142 21041 19134 3852 11759 19945 5414 20023
"212117_at" 5833 16582 19068 1809 20115 14913 19516 4272 19015 3194 7883 8593 18627 7988 13737 8112 8730
"212118_at" 19039 4018 18133 2626 21496 20083 3867 20228 6262 19361 20673 8647 18462 10204 19925 1807 21678
"212119_at" 5696 5156 12626 5040 5094 2972 2010 5055 17610 1734 7737 4016 6451 6548 4183 8455 7204
"212120_at" 14870 3979 2754 4546 870 17185 1728 2571 6219 2586 4227 5008 18800 4453 12277 4167 2835
"212121_at" 14269 5286 15143 17343 2734 16353 6521 20026 2248 7288 20998 7692 20992 7260 16742 3514 6834
"212122_at" 15116 17515 10892 12284 12599 21296 13759 4249 6065 1921 6720 824 21315 2808 20018 10106 510
"212123_at" 13176 6205 14776 5669 2677 15140 19306 1400 15409 21286 4844 7694 6686 1401 14725 4175 2839
"212124_at" 16253 7186 17934 6943 2569 16966 21100 19680 20017 20584 19424 18044 17612 13356 13577 19566 20073
"212125_at" 14802 4225 17949 19815 18462 19958 1232 7504 5305 9684 20318 20426 21094 7934 11678 22020 21023
"212126_at" 13571 7525 16482 5409 18328 13397 2779 800 16111 7704 1745 20023 4906 10906 12064 6633 19246
"212127_at" 5273 4012 11976 16321 21316 18779 6202 22274 22022 22132 22205 18747 6388 13988 22282 21567 5518
"212128_s_at" 15347 20125 14391 17665 20643 19174 20023 17073 16864 19046 2330 21430 18407 11875 13641 22071 21020
"212129_at" 14855 5610 4163 3410 4807 20008 3356 21164 7007 4235 19012 5258 16699 10441 19460 5671 9022
"212130_x_at" 4938 8840 1748 8657 16947 2303 19281 9860 17981 2889 11087 8337 7678 6408 16530 2503 5252
"212131_at" 3168 4377 13049 7285 20910 15984 6774 8820 19396 5755 9737 7554 5854 9056 15164 8653 3828
"212132_at" 781 1283 14702 8717 16897 20989 3987 6956 17470 21318 10761 10459 2819 4366 21068 3182 21300
"212133_at" 915 9769 2587 17177 20580 15389 680 20706 17718 5103 12324 8817 16865 5371 15873 3703 1894
"212134_at" 19110 6175 2085 6058 18457 17634 17914 10597 20476 21822 9003 9100 1366 13003 18375 1930 552
"212135_s_at" 21856 15705 18168 8445 18612 16008 21430 19886 3488 9161 10176 16724 4593 6339 18095 21490 9027
"212136_at" 14742 18492 15860 20053 18959 20633 19849 4180 19800 20444 6682 17270 16050 5268 21551 1383 290
"212137_at" 7976 3566 5189 20137 4236 12996 4718 21292 20043 5315 19628 6540 3418 9970 19226 6569 7799
"212138_at" 2855 1456 4498 20371 17442 13755 2279 8605 17667 6533 10958 10523 19962 10578 18480 5795 6896
"212139_at" 4249 3124 13176 17970 5489 1608 5002 10012 4462 4294 18466 16925 2074 11155 18002 7119 19820
"212140_at" 1258 3156 3693 18062 4865 18600 5130 8359 20204 6170 11008 11137 3548 5594 20263 2255 4092
"212141_at" 13372 18224 11585 21852 20965 13673 20523 8788 6002 7414 9680 18730 21792 9529 3068 9310 6309
"212142_at" 13211 9315 13113 21375 18813 19735 4854 4168 14607 4658 12233 21327 22226 3817 12024 10488 2330
"212143_s_at" 4059 3830 9740 10140 20173 7838 8893 16616 19737 9527 17781 21151 508 13156 9652 17729 12334
"212144_at" 19469 18932 5245 20046 18348 1287 20045 21674 22113 22199 20295 19075 3515 21410 4019 8853 21539
"212145_at" 14943 7739 4157 6825 16659 21063 2154 9441 6517 6643 11998 10991 15529 4958 15751 4441 8002
"212146_at" 560 537 20336 21168 4471 1059 2369 10004 22203 22173 2486 7037 16466 474 21919 22271 18332
"212147_at" 20038 18085 4648 443 1696 22204 22258 21114 3930 21858 7552 21499 3314 12904 16704 10007 175
"212148_at" 17057 10431 16709 4853 22202 16842 2322 14036 6367 5947 15997 18665 7179 6269 5503 3585 7039
"212149_at" 1925 677 12095 1534 20404 15394 3310 8563 17749 5913 10557 6874 18461 4696 17722 2126 7155
"212150_at" 13325 2748 13151 210 21020 15556 20821 1085 19819 7572 2277 9678 17719 7920 13545 10345 3024
"212151_at" 5292 5067 18555 3723 6093 15431 4043 18270 17764 3739 15601 20299 6477 6451 2358 6566 7533
"212152_x_at" 17205 10121 21629 4701 21441 20458 21676 8650 3900 8983 12357 19693 2536 11747 21518 20579 6812
"212153_at" 14075 6951 4792 3368 17693 19396 19634 8604 2163 9157 10773 18063 6779 13116 4529 7681 7008
"212154_at" 18747 17608 21339 21789 5241 19640 10048 114 18740 3642 3411 4707 17703 4778 2616 242 2848
"212155_at" 6346 8087 19087 22114 4992 17249 1034 4548 15845 19147 19786 8638 7932 20589 18548 8318 7515
"212156_at" 239 70 4141 17697 7 18969 21703 4833 21067 196 4037 17011 6666 13544 4101 22090 158
"212157_at" 17960 8808 22259 697 19434 2306 15626 211 18778 12482 2039 1012 2025 20250 11696 16091 14185
"212158_at" 15443 6082 18751 902 5005 21238 7473 20 1567 2440 438 1732 3355 8533 10723 5554 5650
"212159_x_at" 13791 5002 5378 20590 5838 1577 18769 7858 3227 6744 21246 18749 3278 20189 12963 19885 7637
"212160_at" 16154 7728 13796 5774 4114 15087 20174 8752 17807 8225 20361 8935 4973 8598 19423 6997 7401
"212161_at" 14112 20221 16847 4638 2200 2206 8935 12407 11626 12382 21403 9907 12169 21520 12426 18321 11859
"212162_at" 16176 16108 11489 3869 20609 13333 21074 19387 22009 21446 5189 20378 4626 3940 17754 4033 930
"212163_at" 5486 5246 17390 17306 3255 19439 410 5653 16047 1937 4950 4389 17142 4848 13879 3209 18432
"212164_at" 1184 1982 4909 3040 3682 12999 5526 2896 1472 581 3981 7506 618 11775 20152 21767 5179
"212165_at" 7383 10161 13084 8551 3865 14184 4258 8297 16769 9011 18921 18353 19667 11702 17035 8909 6680
"212166_at" 2577 2081 20388 7949 17857 17139 5394 8701 15753 1911 9297 17982 20939 9999 19954 19615 19000
"212167_s_at" 3472 2954 15878 5966 5429 19238 6219 5166 21486 20357 7566 8412 16494 12594 15536 8903 22010
"212168_at" 17319 9905 11450 18443 2549 20424 1197 5463 19583 5677 5245 9493 18486 5774 18103 1645 3692
"212169_at" 5321 8222 21555 5342 19325 15988 6310 10077 5235 5587 21779 6090 3979 8656 695 4900 19742
"212170_at" 3197 5496 868 963 14232 1404 20608 2116 2372 230 10043 2793 17267 20623 17107 205 1156
"212171_x_at" 14168 19918 14227 6029 21123 993 1909 19401 3048 2761 10998 21978 17210 6855 15754 1189 1281
"212172_at" 13761 21362 15265 21848 13163 15895 10806 22137 6447 5737 12066 19276 20710 21732 12037 22042 379
"212173_at" 970 18189 9003 16634 18887 14516 4813 21557 5899 21894 21432 18428 17332 7460 19715 21450 5369
"212174_at" 15064 9394 5233 16076 5917 21303 852 19866 17716 4804 19589 20260 20671 9077 19627 9111 20391
"212175_s_at" 5214 7101 5104 6588 17244 15124 4539 9856 14696 19452 20116 9275 19818 8174 19961 5726 6630
"212176_at" 7905 3728 19697 7661 4091 20636 1490 3141 19430 6831 5216 11234 2766 4600 13597 10801 5461
"212177_at" 4254 8468 1516 16156 2493 18373 5923 1895 19861 1517 2493 1227 1933 11547 11713 8313 885
"212178_s_at" 20984 20774 21546 4039 20782 16550 21134 20545 16449 3699 7617 16920 1718 8504 19662 3506 9641
"212179_at" 1854 980 20263 18122 14390 2325 5665 3515 5910 2829 5508 18616 7396 6181 20052 2868 1534
"212180_at" 6238 7810 1829 4488 19525 3662 1452 8686 19051 7420 10246 4165 5156 3435 13486 3529 20957
"212181_s_at" 7795 8785 12269 18342 16326 20400 6467 8764 16813 7555 6330 9408 4882 6545 13603 7742 6393
"212182_at" 8232 11695 5760 12974 11777 6148 14012 8549 10232 17174 12830 11116 14487 17279 5818 16591 15822
"212183_at" 912 110 1579 17220 6957 13548 19535 20036 21576 6662 7794 1581 6993 2444 20054 4312 5605
"212184_s_at" 4834 1678 16760 4617 17562 18188 6296 2564 17884 6445 5119 6057 4982 8395 15626 6420 9532
"212185_x_at" 2627 15939 1842 16316 5506 1993 4299 153 4973 3761 169 4857 3913 7034 1907 2992 5115
"212186_at" 1631 1004 439 8470 22280 14558 2490 20088 15795 5094 21489 18879 8220 13956 21346 711 21042
"212187_x_at" 69 9966 22169 12870 15285 9228 17665 15715 13188 16658 19574 680 17161 20274 602 9931 15678
"212188_at" 10287 13954 10167 9628 22066 7670 10012 19421 15392 5742 10815 5880 1015 3582 14788 7717 15037
"212189_s_at" 4748 4133 1808 16675 19128 20887 22034 703 2371 933 19376 5933 4671 6663 4461 9153 18390
"212190_at" 17582 17419 18453 5630 1872 390 9426 1011 4986 5892 658 9342 1688 2488 14519 12910 14596
"212191_x_at" 6046 15708 2292 16112 5370 6891 19808 9028 6912 20008 9791 9197 6876 20548 12878 10567 18898
"212192_at" 8256 10671 11342 9353 9955 8726 17165 5125 20333 11533 5441 4335 14290 19931 19327 14102 14023
"212193_s_at" 21124 6119 21093 18789 15 14120 21172 22125 5141 19545 21199 21366 16535 11926 21584 8538 20058
"212194_s_at" 17012 6631 14058 18506 19370 18298 19379 3052 16026 20111 21512 16744 20169 3916 12364 3915 19778
"212195_at" 2709 2118 1957 1265 4480 2141 1118 1283 6998 2382 4736 11516 6579 3273 15948 2223 3225
"212196_at" 1338 829 18652 353 19257 16857 5081 366 19822 2040 2755 8209 19213 5888 15773 7133 1729
"212197_x_at" 4088 8547 11616 19633 18919 16665 4690 19087 6991 6806 18375 18139 2815 20568 11619 4856 6240
"212198_s_at" 2182 6657 14139 4781 18069 3033 21925 22232 238 21484 21476 19056 18998 12575 10642 3657 20286
"212199_at" 17630 18407 2786 19554 4698 20021 7172 6896 16215 9740 7327 17681 8092 9372 13558 9203 18104
"212200_at" 18287 9353 20832 5834 13853 14452 7382 1127 20478 3075 11980 7969 4450 7454 11869 10051 2726
"212201_at" 4759 1223 17868 21014 21273 20369 5980 5962 18098 1132 9864 19310 16453 11239 16678 20906 1687
"212202_s_at" 14908 17229 19422 2281 16318 15364 5353 19270 17032 3622 21260 17255 7137 11946 11169 6171 3258
"212203_x_at" 2677 5684 3483 6409 4938 14238 20814 19631 5786 19032 18231 18062 18896 12321 20370 7542 7189
"212204_at" 4359 5065 17923 4197 16468 16147 6119 6557 15251 4606 19699 5610 17017 9925 19227 5196 19526
"212205_at" 14316 4891 1693 16601 20682 17363 1589 1861 5929 5364 5603 5607 8112 3662 14407 820 2477
"212206_s_at" 592 1055 5333 2423 17759 17107 3330 3780 2735 7981 6331 9221 20268 7763 14698 5658 1775
"212207_at" 14222 3550 446 6164 10710 3375 1103 7700 21115 1920 18680 1616 903 1496 18868 1331 2009
"212208_at" 12838 6084 14737 6599 22128 13777 6645 8295 18845 1550 10774 8196 15544 2800 13541 5054 5170
"212209_at" 1209 2589 16141 16368 5764 20752 4785 4788 21309 2836 5776 3433 2944 3680 13895 7406 18930
"212210_at" 21574 20753 10791 14277 15437 4140 11168 18068 11701 11465 1685 1962 12585 17662 141 12039 15116
"212211_at" 17031 10290 19079 7780 18587 18165 4868 19096 14890 8191 19521 11343 16417 5830 17411 6631 19964
"212212_s_at" 7411 10284 20583 15992 20990 15868 5941 20570 19782 8536 11246 20980 198 20546 18732 10278 22070
"212213_x_at" 5104 3049 20432 2741 6079 18079 1365 4793 17996 1898 8769 2222 17378 1596 18028 3023 2803
"212214_at" 19013 10110 12869 5004 296 20723 7723 4222 16037 1611 5385 7655 20174 2216 18457 5327 20149
"212215_at" 6193 3628 3775 5273 18013 17974 397 3324 16573 2318 5509 10998 18178 2903 17559 1004 3099
"212216_at" 13172 3981 5080 7552 5408 17202 3592 2694 1591 6471 5176 8366 20229 3388 13365 4997 9188
"212217_at" 14141 5357 12530 18978 17461 13201 2937 4823 3184 4102 6234 10582 20136 872 11316 3398 20399
"212218_s_at" 22035 21324 22001 1654 20905 15456 2153 21563 15464 2163 19941 8291 1845 7120 14850 3777 20830
"212219_at" 3012 3701 3805 5819 19528 15824 2045 6564 4889 8046 19741 20182 7638 9306 13014 4386 9467
"212220_at" 14045 2285 17644 18031 19242 16699 2817 7993 15259 7510 6512 6946 1294 1380 16163 2496 20428
"212221_x_at" 19429 9354 839 19029 4013 17838 5514 2736 20391 1629 1325 2608 5213 6065 14128 4210 3623
"212222_at" 6427 1816 11436 17167 19838 13013 4918 19872 21057 4187 21427 3584 3619 9844 20307 1739 19980
"212223_at" 19112 10485 13096 16538 20914 15045 19136 265 5115 1881 1590 11215 17771 3141 21721 1865 1957
"212224_at" 9375 12366 6742 15299 9772 11384 12440 15975 10620 13301 16845 14533 10964 14606 10245 14790 13510
"212225_at" 17337 19212 7694 15863 12983 3872 12686 44 12770 14061 20523 12447 10896 18875 18336 14587 13319
"212226_s_at" 18480 18328 11470 6538 19971 16070 20534 13221 17967 20780 16853 5192 6462 3406 5142 21660 6173
"212227_x_at" 5826 9280 816 5284 5386 2135 18910 10144 17196 7017 11689 9588 15844 9324 16110 3853 5365
"212228_s_at" 5369 7538 15104 6980 1340 14849 6076 6970 289 2685 7674 20277 15479 11757 11063 6489 20343
"212229_s_at" 14553 5867 5288 16707 5997 20451 2202 3122 18140 4336 2196 3868 18778 2252 18271 5056 3871
"212230_at" 2063 1094 4760 4369 2988 22191 2742 16848 4846 19280 84 2982 20468 10845 20393 21955 2460
"212231_at" 14854 10619 2055 7118 4646 19452 5806 5779 4758 7081 7631 5301 16244 8326 3789 6734 7078
"212232_at" 14162 7646 4137 18545 6237 14110 5039 21357 18650 18904 11540 10559 18485 8197 18794 10299 20643
"212233_at" 19666 20359 17333 18582 5559 19254 4030 14500 6840 1210 9632 4950 2726 20075 14932 706 1549
"212234_at" 3843 382 4942 3065 5325 13776 21664 9917 19932 5067 11375 4498 6741 10015 11891 6924 21965
"212235_at" 16378 671 5780 19403 8571 286 18762 20878 14425 2655 20317 22127 4111 12852 22007 22267 3301
"212236_x_at" 2882 16467 751 16427 16877 5307 8658 319 20395 5118 18271 21596 16110 10792 12744 402 5301
"212237_at" 20289 19113 15317 17481 18114 17051 4433 22025 22013 5386 9284 20312 19156 4005 14742 1364 18453
"212238_at" 13655 8301 16874 7377 1602 16530 19323 19621 18040 20198 18169 20904 6615 21717 21146 9860 19739
"212239_at" 5590 3047 3883 17316 11502 15035 2328 815 3380 5881 3932 2647 7741 8053 14937 7951 5630
"212240_s_at" 14883 5732 14977 6841 9996 19348 19695 7732 19539 423 9886 5113 6159 1308 17591 10276 20362
"212241_at" 15367 2349 20371 5404 20678 18421 3839 590 15581 2697 4262 19429 20124 11198 13457 3689 21456
"212242_at" 2854 7906 14657 19208 3486 13835 21620 7291 6985 1820 7169 5844 5902 13546 4184 5291 4738
"212243_at" 14232 9827 21871 6061 18451 1943 2497 1602 18315 6792 9368 17068 6815 4279 16360 22128 4857
"212244_at" 20816 9200 15971 20095 20924 18861 5765 4398 6105 4184 6115 6546 18954 9567 14838 1031 19913
"212245_at" 17616 10666 1744 1766 2529 16815 265 681 19066 1691 4284 3309 3250 1711 18198 798 3511
"212246_at" 4344 2995 2225 8123 4500 14526 5684 19184 16592 6319 10880 6528 4218 2993 16115 6508 2940
"212247_at" 15413 5601 3725 4292 19537 19027 19346 20130 15250 9372 18560 17352 16392 10170 18107 3700 18308
"212248_at" 14797 7058 2187 8074 19708 19491 2733 5565 15419 3093 18227 6481 5038 6551 18279 2506 3534
"212249_at" 19647 9620 12490 17727 16101 20828 4912 387 10651 1199 1989 501 4792 132 15126 7546 9216
"212250_at" 14588 7224 12328 6372 16550 17144 2952 6852 6235 1622 10172 6530 6022 5398 19553 1946 5893
"212251_at" 13789 9938 13323 5592 17331 14644 3308 19578 6454 4971 11041 7101 2630 8371 17773 2824 7173
"212252_at" 15549 6833 20960 17313 19858 16716 548 21722 2086 22061 19585 3609 3005 11885 20328 21581 22100
"212253_x_at" 523 160 18194 15 18703 2859 19633 18114 22215 4867 241 17572 18898 12687 5648 5976 21997
"212254_s_at" 6255 2974 12575 19856 19786 20363 6864 5512 16912 19236 9666 6807 8013 4960 21587 4052 19355
"212255_s_at" 17170 4222 13956 17283 18795 13924 21451 1324 940 20978 4279 2084 4916 6177 12553 3056 4192
"212256_at" 18419 17556 18698 21247 601 19987 2103 21981 2478 21205 4307 6592 6739 21125 866 20144 8326
"212257_s_at" 19999 16712 18331 8693 22144 21875 19676 6189 1323 954 20718 20288 18276 3305 12435 6258 22176
"212258_s_at" 9389 12788 10497 15440 15937 8750 7882 18777 8844 15246 17430 14531 14116 18591 11421 11208 12525
"212259_s_at" 11388 13170 9945 14145 18772 9339 11070 2708 1635 12169 8270 22236 14069 2404 3024 18971 10833
"212260_at" 2095 5619 12822 7380 1041 14657 19291 21410 16401 13520 21639 20494 19890 9129 13481 21801 2995
"212261_at" 18225 15892 14346 16589 17578 13595 7544 8258 17271 19708 5033 16692 6332 10557 12657 7112 18488
"212262_at" 19817 8060 21805 569 3792 21447 20378 3578 16036 6287 8970 5331 17441 3235 13396 2905 6313
"212263_at" 3276 2503 18999 7686 21204 20763 19526 7537 20788 8980 9905 4773 4192 2566 15977 9391 18526
"212264_s_at" 2652 1359 3681 18742 18390 19260 18736 7112 19667 4975 18483 6541 6588 9934 16520 7602 19918
"212265_at" 6694 4774 12105 16742 4899 20735 2699 6502 20460 19138 7930 6626 6455 4879 15027 1391 6854
"212266_s_at" 3541 10356 17553 7875 16954 19897 21229 8001 17099 7905 5766 7032 21369 11085 10590 10430 21244
"212267_at" 5280 2585 3485 15991 18460 21591 18783 7452 17623 3849 5277 16953 5566 3739 15125 9784 6472
"212268_at" 15640 18029 13413 3942 16833 19335 759 1306 14675 3204 3968 4484 7340 8167 3343 7002 8178
"212269_s_at" 4986 2007 1898 16866 21991 18562 2102 20041 17863 20654 5929 20135 1272 12681 16294 20664 20756
"212270_x_at" 3897 15443 1242 18344 2880 6967 20121 20194 6168 19552 19039 17319 16137 21691 6245 20119 19123
"212271_at" 12944 5592 13155 5000 16629 17221 2829 2023 16714 3634 10522 11034 17998 4844 11228 9763 18215
"212272_at" 19229 15857 21889 3052 4039 33 16212 2290 565 1067 21713 18087 20660 8286 2484 9936 18026
"212273_x_at" 7832 7725 12036 16407 20393 15205 19211 20020 5858 18958 18617 17551 8137 21084 14950 10594 9283
"212274_at" 18422 3661 15198 290 22277 450 2831 5275 15556 2633 6272 7592 19138 5649 10579 9427 7698
"212275_s_at" 2304 2080 21072 1697 16495 18570 5337 1444 23 21906 8014 305 18922 2256 20517 20290 1682
"212276_at" 14653 18920 17073 3936 19915 1357 159 3623 14542 7870 4732 1818 4954 10250 11706 1248 1081
"212277_at" 5864 3400 11814 16710 4172 19846 2169 20975 5050 2911 1223 10262 19604 7580 14643 2237 20582
"212278_x_at" 9416 11390 9334 14328 10655 11018 10851 12206 14230 15297 7436 11394 14408 20128 594 10736 17102
"212279_at" 15886 16233 13621 4590 1203 21406 7602 7924 14745 1292 20734 7156 7658 8382 15546 8216 3543
"212280_x_at" 5052 3128 11535 8740 18837 17486 4045 5807 21464 8085 4970 10442 15800 11306 10727 5643 20267
"212281_s_at" 5616 4310 4001 4702 2885 17267 4193 19393 15198 3748 19430 5344 16008 7380 15203 4075 5780
"212282_at" 3985 3787 12398 7621 5124 18533 6575 19189 5973 8143 18127 8312 17029 9956 15599 4505 8970
"212283_at" 22103 22130 9576 10180 6046 5123 12196 15326 7135 13962 17009 11115 8631 17129 6574 17060 11396
"212284_x_at" 18053 19392 12749 18119 4844 7266 6552 10240 5422 9336 14239 13050 10678 16497 6053 20584 18219
"212285_s_at" 21599 20103 19636 8596 6254 15114 19119 21762 3052 21397 7684 9666 6069 13959 11750 6087 3676
"212286_at" 4280 3447 8067 22205 13111 15383 20824 4324 19290 8563 5705 19342 6482 8250 14140 10460 21361
"212287_at" 17881 10264 14216 3330 6465 18781 5403 5550 19239 4741 7365 4755 6519 2215 17243 4619 4624
"212288_at" 2115 201 21608 3210 21702 20051 19364 7403 21873 19712 20638 18617 16762 12770 10567 10510 20270
"212289_at" 2040 877 15646 4472 14398 18603 567 3640 6589 442 5021 3062 4128 584 20097 5177 1309
"212290_at" 5996 5655 17600 20957 21921 1657 21450 20776 19472 416 20583 6444 3959 5849 21198 1553 5645
"212291_at" 14731 8130 17495 5102 20653 15004 4318 20745 4364 2602 18838 5924 18267 9086 16373 7838 6176
"212292_at" 5480 5181 20095 21146 22175 3202 18819 21330 14399 1458 4020 1339 21645 8224 22194 1571 19810
"212293_at" 13337 3310 4058 6301 2401 13368 1422 21050 20451 2693 10374 1563 4831 5140 21601 2079 7183
"212294_at" 5270 5726 3244 7725 3202 21801 5553 6152 4572 5887 17419 10639 6879 4466 3958 2774 4761
"212295_s_at" 6174 5757 3373 19082 17060 14016 3489 21212 15355 2665 20928 5315 16134 10144 20077 4456 5717
"212296_at" 4402 2786 4811 19200 4342 17494 19184 10208 14836 8578 12362 10162 18634 12125 13992 9409 18406
"212297_at" 7019 970 11478 6975 1134 17815 5807 2702 16831 2472 6001 1454 1741 910 19973 2365 889
"212298_at" 19168 6200 14805 2765 19124 18980 20518 6756 14539 4869 7509 19025 20584 8444 3208 8312 18256
"212299_at" 168 12116 5846 3274 21244 19033 14596 3944 20112 966 6972 18766 21267 176 12345 2375 11646
"212300_at" 1411 4234 12432 3358 17044 13900 20921 20192 18125 7423 11010 17811 2038 11328 14202 1550 6524
"212301_at" 2613 2668 17996 1988 20186 19980 21774 3277 22199 1897 19265 8087 6823 5204 14198 8128 18940
"212302_at" 18200 21142 19155 8897 21266 13724 3582 2672 1231 19926 9989 21246 5399 12144 13078 2422 9262
"212303_x_at" 21797 21614 13384 8133 18650 20139 4077 7618 570 21721 21730 20461 47 21685 17853 4299 20969
"212305_s_at" 17391 10041 5267 19373 1222 1455 3566 7236 4184 19760 10010 16780 6673 4670 3197 3465 7836
"212306_at" 5120 623 5260 2011 22187 21558 5302 3338 15940 3469 8840 10092 20858 6242 13982 3047 7544
"212307_s_at" 4559 1991 15613 499 3558 13904 19489 8640 19281 797 7484 17225 5130 3322 12597 1511 20377
"212308_at" 15710 9692 2948 17400 8177 1174 4278 19586 21908 1050 11630 4482 20113 1979 13753 723 21219
"212309_at" 170 11 15242 1899 21685 17380 817 8190 14662 4048 18042 4819 5485 7455 15803 7976 5099
"212310_at" 16528 4798 16628 1074 17773 9997 11187 5629 20061 14220 4419 4105 1295 605 11531 152 17748
"212311_at" 14258 18273 16827 20553 3880 13618 18879 2935 3979 5202 5020 17877 19721 4773 2206 6467 19722
"212312_at" 19158 2941 12487 5088 18581 17390 5456 6046 18356 21598 1122 19203 17121 20843 2025 9332 22162
"212313_at" 3298 4978 15452 5501 6327 989 3038 21274 3570 19936 7536 9320 6324 2198 21769 893 4435
"212314_at" 4985 3838 18576 1828 18388 17552 3765 771 2481 3930 4572 16759 20646 10151 3160 2009 18222
"212315_s_at" 15044 5491 11051 16464 15648 1334 21802 21297 3849 5346 21766 19545 3752 20757 22136 4391 19830
"212316_at" 13523 1873 19573 16033 18274 16057 6861 20552 21007 8829 19918 19388 19925 11485 12912 8569 21977
"212317_at" 16423 15838 15088 3304 4497 14385 20820 21548 4159 21369 11073 9181 215 13266 18933 4632 1383
"212318_at" 3278 2178 21663 17830 20016 18218 20537 20605 14657 20356 12374 11332 1730 12708 17103 8329 8014
"212319_at" 18821 9750 16180 21285 21766 1069 21561 6617 1772 21964 11322 6292 568 12161 21172 21648 1032
"212320_at" 18296 15802 11586 5681 1367 18856 4507 21058 20280 21030 8794 19804 4812 14194 13919 8334 4661
"212321_at" 14322 7065 16376 6125 19135 21130 3376 19330 17943 9004 9981 2609 5322 7083 16491 20330 7954
"212322_at" 13946 6182 18173 3971 2147 19080 20067 2942 4687 5155 6157 7857 18774 9553 12429 3482 19584
"212323_s_at" 13837 4428 11980 1662 3561 13518 3219 19689 4762 1981 22088 4774 760 20407 12120 20734 21144
"212324_s_at" 15936 1164 20208 1437 4372 3233 752 7715 20409 9640 3070 17996 19307 12488 11313 20924 19704
"212325_at" 18686 4734 18564 10741 12616 3133 9989 15401 22101 4848 13238 2763 16490 7571 9448 614 880
"212326_at" 12969 21184 11444 1010 10534 6663 18623 7321 1521 19947 5526 2836 21022 8026 17151 3682 13242
"212327_at" 18478 20735 19874 17985 2081 7568 10141 16433 21027 19912 476 7381 18050 21395 11094 12688 9074
"212328_at" 8119 10976 10198 15668 14629 7625 15891 10545 18877 15976 13118 16717 10088 17150 4629 17398 15917
"212329_at" 13001 2602 11561 15957 4598 12874 20745 20792 17052 8678 20102 7473 1369 10568 13566 1201 20778
"212330_at" 14998 9949 15611 18586 17364 16020 18970 20762 16917 7718 19420 18374 18979 12366 15772 9244 18876
"212331_at" 18299 21848 4 4771 4662 14822 2316 3773 14744 9036 3773 1323 16739 4881 19326 2624 20217
"212332_at" 1237 3276 4109 5112 21389 21036 1448 1251 1349 19824 7714 2577 1056 13294 4129 4303 21943
"212333_at" 2076 2650 1111 5059 1762 2056 4624 19263 15064 6461 6722 7562 5977 8500 14855 5099 6560
"212334_at" 19415 5962 4059 870 19352 18768 4838 6629 6574 4172 10147 5218 6797 5828 12749 2654 6614
"212335_at" 17826 6919 4509 3607 4695 16678 689 3065 6194 6276 8552 10601 20928 3173 16396 4925 3912
"212336_at" 21972 19444 20328 2214 2323 3515 2342 10318 22036 8459 15004 2158 2827 20612 5659 4481 21912
"212337_at" 18005 9068 21140 17247 18143 16697 20272 2600 20102 5938 11748 9072 20837 10111 14548 19910 9497
"212338_at" 21328 19016 21087 18270 12911 19681 3687 5673 16946 8441 6856 9763 2277 21126 6204 8669 21265
"212339_at" 19295 17311 19834 7472 875 15189 2914 11944 21787 425 17823 7722 2325 20086 11006 19534 18573
"212340_at" 17961 20338 14479 19880 4904 16861 6908 4470 6799 5596 5831 2873 19365 11245 3163 5161 4070
"212341_at" 2084 6437 467 6786 5962 14905 3965 2994 5553 20789 7055 6228 18069 5391 3584 10199 7597
"212342_at" 360 417 13719 859 3286 20455 19576 3054 18359 3365 6016 10320 2788 6793 20252 1890 19657
"212343_at" 9256 44 475 6258 12874 14364 440 7368 4332 9295 8904 17240 15334 2178 16802 1244 3888
"212344_at" 4627 1547 17424 21353 15548 19018 21810 11942 12727 895 4387 67 21198 12408 5798 21696 21938
"212345_s_at" 15100 4345 4797 687 5335 1995 417 4342 3557 655 4994 1536 3301 1062 3098 212 1338
"212346_s_at" 21193 20880 22218 18335 549 12283 9793 15762 14003 18444 199 8450 2169 3100 1440 15972 17255
"212347_x_at" 719 770 21924 17775 364 19180 20328 8868 21597 6627 9213 19866 17472 14339 18341 8874 2023
"212348_s_at" 1289 2104 14257 6183 6336 15821 21063 20005 21318 9228 19557 18066 3115 12485 14823 4743 8028
"212349_at" 1097 6866 12466 19466 21625 1280 15815 22207 21872 19 7046 21757 124 5813 22275 7122 5144
"212350_at" 16618 7629 19234 5725 20930 1914 2078 20801 4198 6438 19057 3806 4770 6444 18342 7493 3662
"212351_at" 3359 4695 16942 16046 17890 17915 20978 20245 18568 4608 18306 7810 2920 11272 19241 8351 18868
"212352_s_at" 6692 5303 1472 17158 4587 3334 1972 5970 4692 6307 10414 8834 15646 9410 18169 3015 4120
"212353_at" 13841 6052 1596 20834 12831 22082 6380 13242 8211 19240 1346 11410 20717 9995 20522 4742 19330
