"inst_223" "inst_451"
"1007_s_at" 15261 17360
"1053_at" 4117 7975
"117_at" 15671 3613
"121_at" 8193 4583
"1255_g_at" 6956 13151
"1294_at" 4762 5174
"1316_at" 17042 6987
"1320_at" 3052 2741
"1405_i_at" 9024 13005
"1431_at" 19793 14723
"1438_at" 20861 129
"1487_at" 4140 7628
"1494_f_at" 19026 19140
"1598_g_at" 16929 2005
"160020_at" 7181 20653
"1729_at" 19752 21333
"1773_at" 15491 19204
"177_at" 20850 15195
"179_at" 21086 3591
"1861_at" 4406 16852
"200000_s_at" 15354 8232
"200001_at" 13869 9035
"200002_at" 5050 5370
"200003_s_at" 5882 16663
"200004_at" 4734 8592
"200005_at" 14558 16718
"200006_at" 5179 4964
"200007_at" 14032 4607
"200008_s_at" 14201 16828
"200009_at" 15137 18986
"200010_at" 4546 1063
"200011_s_at" 14697 5600
"200012_x_at" 8261 16780
"200013_at" 13496 8317
"200014_s_at" 3531 8280
"200015_s_at" 5286 5811
"200016_x_at" 3201 5512
"200017_at" 6593 18067
"200018_at" 8256 17614
"200019_s_at" 13449 17197
"200020_at" 17265 17615
"200021_at" 6418 16390
"200022_at" 7675 18005
"200023_s_at" 13500 8256
"200024_at" 17430 16598
"200025_s_at" 7047 7193
"200026_at" 15457 18481
"200027_at" 5045 7977
"200028_s_at" 15800 7527
"200029_at" 4934 6749
"200030_s_at" 13283 17198
"200031_s_at" 5896 19691
"200032_s_at" 8257 8155
"200033_at" 6819 5530
"200034_s_at" 4814 8700
"200035_at" 19325 17043
"200036_s_at" 5830 16277
"200037_s_at" 15989 7546
"200038_s_at" 6281 18527
"200039_s_at" 5982 7644
"200040_at" 7288 5485
"200041_s_at" 14571 5700
"200042_at" 14169 20834
"200043_at" 4555 7105
"200044_at" 4921 16331
"200045_at" 4431 18455
"200046_at" 7619 8125
"200047_s_at" 7728 8599
"200048_s_at" 7983 5302
"200049_at" 14464 16611
"200050_at" 4837 6034
"200051_at" 7423 18604
"200052_s_at" 5774 5930
"200053_at" 5951 19969
"200054_at" 16467 2472
"200055_at" 13721 7298
"200056_s_at" 2169 1086
"200057_s_at" 13443 5642
"200058_s_at" 4942 17097
"200059_s_at" 1517 2796
"200060_s_at" 15763 7761
"200061_s_at" 7230 17399
"200062_s_at" 13641 8862
"200063_s_at" 5048 8150
"200064_at" 18452 8009
"200065_s_at" 15107 2415
"200066_at" 4092 7941
"200067_x_at" 5615 7342
"200068_s_at" 7143 5942
"200069_at" 14007 4930
"200070_at" 14067 2101
"200071_at" 14604 752
"200072_s_at" 15330 18488
"200073_s_at" 2754 7829
"200074_s_at" 8217 6579
"200075_s_at" 14846 4125
"200076_s_at" 16564 19812
"200077_s_at" 5904 7914
"200078_s_at" 13656 8151
"200079_s_at" 6896 8633
"200080_s_at" 1929 8113
"200081_s_at" 5823 8445
"200082_s_at" 8163 7521
"200083_at" 13588 6813
"200084_at" 6425 2699
"200085_s_at" 16208 19113
"200086_s_at" 5757 4697
"200087_s_at" 5162 7117
"200088_x_at" 17703 17170
"200089_s_at" 5559 8197
"200090_at" 4494 6306
"200091_s_at" 4111 3723
"200092_s_at" 4834 18774
"200093_s_at" 4068 3383
"200094_s_at" 20890 16882
"200095_x_at" 15031 18008
"200096_s_at" 6314 8026
"200097_s_at" 14732 8264
"200098_s_at" 8244 2261
"200099_s_at" 8200 18121
"200593_s_at" 14396 17175
"200594_x_at" 5166 2239
"200595_s_at" 14337 4352
"200596_s_at" 19920 4492
"200597_at" 18187 487
"200598_s_at" 21027 9293
"200599_s_at" 13402 1239
"200600_at" 11334 4593
"200601_at" 3456 561
"200602_at" 4840 2487
"200603_at" 4672 6036
"200604_s_at" 15706 5153
"200605_s_at" 14379 4102
"200606_at" 13717 16673
"200607_s_at" 17484 18960
"200608_s_at" 3268 1355
"200609_s_at" 6876 3815
"200610_s_at" 5616 5448
"200611_s_at" 6066 8106
"200612_s_at" 917 9052
"200613_at" 16260 19128
"200614_at" 13197 9453
"200615_s_at" 3367 4464
"200616_s_at" 21619 21252
"200617_at" 19870 16784
"200618_at" 3039 1210
"200619_at" 18857 3221
"200620_at" 7503 4080
"200621_at" 13703 2218
"200622_x_at" 8208 18599
"200623_s_at" 19664 5873
"200624_s_at" 5410 8613
"200625_s_at" 5535 1630
"200626_s_at" 17709 4483
"200627_at" 5328 7865
"200628_s_at" 16125 2885
"200629_at" 16664 20513
"200630_x_at" 18792 17099
"200631_s_at" 5057 16606
"200632_s_at" 7603 7814
"200633_at" 14607 16361
"200634_at" 2984 7968
"200635_s_at" 20509 20218
"200636_s_at" 6632 8637
"200637_s_at" 18921 17809
"200638_s_at" 3521 7355
"200639_s_at" 4637 2676
"200640_at" 6550 3044
"200641_s_at" 8212 3738
"200642_at" 8145 6279
"200643_at" 4697 5659
"200644_at" 7575 7438
"200645_at" 5935 16351
"200646_s_at" 15503 9222
"200647_x_at" 15352 8183
"200648_s_at" 3110 4128
"200649_at" 13471 9123
"200650_s_at" 14282 8024
"200651_at" 16061 3122
"200652_at" 15497 7415
"200653_s_at" 4731 4807
"200654_at" 7072 6729
"200655_s_at" 5577 8528
"200656_s_at" 3874 3396
"200657_at" 15438 6901
"200658_s_at" 15608 18357
"200659_s_at" 6113 20315
"200660_at" 4633 20332
"200661_at" 1559 18987
"200662_s_at" 3216 5446
"200663_at" 14878 7144
"200664_s_at" 2546 6717
"200665_s_at" 12781 19712
"200666_s_at" 2719 5989
"200667_at" 4648 17269
"200668_s_at" 15678 2508
"200669_s_at" 6330 833
"200670_at" 1812 8278
"200671_s_at" 744 22
"200672_x_at" 4351 1505
"200673_at" 3924 7802
"200674_s_at" 8309 4682
"200675_at" 4957 363
"200676_s_at" 14502 7101
"200677_at" 13581 8066
"200678_x_at" 17512 17613
"200679_x_at" 16410 16141
"200680_x_at" 14533 3007
"200681_at" 13276 6937
"200682_s_at" 6191 16122
"200683_s_at" 4917 6544
"200684_s_at" 18293 18287
"200685_at" 11710 14092
"200686_s_at" 7830 18161
"200687_s_at" 16248 4338
"200688_at" 19057 18773
"200689_x_at" 13585 9219
"200690_at" 3151 18313
"200691_s_at" 15444 6718
"200692_s_at" 17110 7502
"200693_at" 4013 6069
"200694_s_at" 4674 5123
"200695_at" 13416 8287
"200696_s_at" 7045 20109
"200697_at" 20243 1810
"200698_at" 7513 2774
"200699_at" 14404 16768
"200700_s_at" 8315 2158
"200701_at" 5983 7366
"200702_s_at" 21025 4840
"200703_at" 14504 6403
"200704_at" 17747 4898
"200705_s_at" 7803 7051
"200706_s_at" 1129 8650
"200707_at" 14214 20910
"200708_at" 18768 3285
"200709_at" 7229 16696
"200710_at" 3442 9173
"200711_s_at" 14896 7316
"200712_s_at" 15279 16470
"200713_s_at" 13685 18967
"200714_x_at" 16342 7851
"200715_x_at" 5219 16755
"200716_x_at" 7340 16715
"200717_x_at" 6902 6926
"200718_s_at" 16015 4751
"200719_at" 3592 3690
"200720_s_at" 6277 6590
"200721_s_at" 16994 8516
"200722_s_at" 7487 6941
"200723_s_at" 6893 17498
"200724_at" 16888 5829
"200725_x_at" 14731 18694
"200726_at" 1388 918
"200727_s_at" 18406 20424
"200728_at" 16978 17906
"200729_s_at" 3586 3679
"200730_s_at" 17984 2536
"200731_s_at" 15535 1788
"200732_s_at" 21239 7684
"200733_s_at" 7065 6413
"200734_s_at" 15863 8988
"200735_x_at" 5599 9193
"200736_s_at" 9902 16586
"200737_at" 4764 6614
"200738_s_at" 2006 5152
"200739_s_at" 2598 6414
"200740_s_at" 14580 3331
"200741_s_at" 4855 4989
"200742_s_at" 16127 8834
"200743_s_at" 8164 4215
"200744_s_at" 7690 5944
"200745_s_at" 16775 3849
"200746_s_at" 18010 5803
"200747_s_at" 18303 4843
"200748_s_at" 8061 6460
"200749_at" 2694 1259
"200750_s_at" 7147 6055
"200751_s_at" 4314 5000
"200752_s_at" 14611 3578
"200753_x_at" 7922 16850
"200754_x_at" 18226 6594
"200755_s_at" 15862 16285
"200756_x_at" 13661 7939
"200757_s_at" 15338 16986
"200758_s_at" 4294 6118
"200759_x_at" 2744 20715
"200760_s_at" 17917 6172
"200761_s_at" 16388 21300
"200762_at" 17896 1217
"200763_s_at" 8206 6021
"200764_s_at" 8039 10742
"200765_x_at" 15723 10531
"200766_at" 15136 8179
"200767_s_at" 21627 17352
"200768_s_at" 6084 4104
"200769_s_at" 16804 8366
"200770_s_at" 1404 3448
"200771_at" 4849 16697
"200772_x_at" 18407 19528
"200773_x_at" 14937 8557
"200774_at" 18895 6956
"200775_s_at" 14637 17008
"200776_s_at" 1500 7270
"200777_s_at" 2337 5137
"200778_s_at" 5485 6361
"200779_at" 6110 4604
"200780_x_at" 15356 17850
"200781_s_at" 7250 17079
"200782_at" 7454 8132
"200783_s_at" 4346 3330
"200784_s_at" 11354 12121
"200785_s_at" 21754 177
"200786_at" 13635 7086
"200787_s_at" 17162 8433
"200788_s_at" 7652 18658
"200789_at" 3749 8077
"200790_at" 17691 16990
"200791_s_at" 5041 5821
"200792_at" 13396 6115
"200793_s_at" 6224 7934
"200794_x_at" 6166 5520
"200795_at" 19871 4569
"200796_s_at" 20391 7833
"200797_s_at" 14178 19169
"200798_x_at" 13594 4837
"200799_at" 15626 9153
"200800_s_at" 18807 4661
"200801_x_at" 14670 16752
"200802_at" 15532 7994
"200803_s_at" 6572 8754
"200804_at" 17207 2737
"200805_at" 4352 19976
"200806_s_at" 5665 5130
"200807_s_at" 7541 6359
"200808_s_at" 19823 5054
"200809_x_at" 14983 17254
"200810_s_at" 7733 6330
"200811_at" 16097 16707
"200812_at" 16065 5224
"200813_s_at" 20562 18700
"200814_at" 5025 4328
"200815_s_at" 18830 3839
"200816_s_at" 20569 8694
"200817_x_at" 15507 18644
"200818_at" 8040 16787
"200819_s_at" 7647 8076
"200820_at" 5492 4195
"200821_at" 1236 41
"200822_x_at" 6574 2657
"200823_x_at" 6108 3991
"200824_at" 19108 7582
"200825_s_at" 14946 980
"200826_at" 6821 17095
"200827_at" 4254 6960
"200828_s_at" 18288 8572
"200829_x_at" 5284 5927
"200830_at" 7271 8968
"200831_s_at" 14835 7503
"200832_s_at" 13494 17142
"200833_s_at" 5504 6491
"200834_s_at" 7182 17218
"200835_s_at" 21471 21851
"200836_s_at" 19333 5249
"200837_at" 13602 6018
"200838_at" 5683 7905
"200839_s_at" 5831 6112
"200840_at" 6435 5073
"200841_s_at" 5441 668
"200842_s_at" 7543 2355
"200843_s_at" 8176 3646
"200844_s_at" 14730 18182
"200845_s_at" 5533 7363
"200846_s_at" 15256 4286
"200847_s_at" 1349 22092
"200848_at" 628 6291
"200849_s_at" 1341 8138
"200850_s_at" 4528 7614
"200851_s_at" 13900 4700
"200852_x_at" 14585 18460
"200853_at" 4587 8986
"200854_at" 5727 1143
"200855_at" 17997 8795
"200856_x_at" 8267 1834
"200857_s_at" 14866 4167
"200858_s_at" 4453 4971
"200859_x_at" 17732 17370
"200860_s_at" 7413 7685
"200861_at" 16223 17688
"200862_at" 2849 19514
"200863_s_at" 5704 5357
"200864_s_at" 14102 507
"200865_at" 10685 9724
"200866_s_at" 6064 4828
"200867_at" 8150 3879
"200868_s_at" 7475 6145
"200869_at" 7545 17691
"200870_at" 13593 7925
"200871_s_at" 3243 3180
"200872_at" 14454 8531
"200873_s_at" 5389 3399
"200874_s_at" 19278 16130
"200875_s_at" 7843 17102
"200876_s_at" 6466 4126
"200877_at" 13715 8621
"200878_at" 172 8083
"200879_s_at" 267 6121
"200880_at" 14531 3354
"200881_s_at" 14490 6412
"200882_s_at" 13194 8635
"200883_at" 3028 19541
"200884_at" 16209 8401
"200885_at" 14563 17988
"200886_s_at" 8226 7035
"200887_s_at" 7144 4864
"200888_s_at" 13764 16652
"200889_s_at" 3361 3907
"200890_s_at" 4096 1676
"200891_s_at" 4451 380
"200892_s_at" 6432 2581
"200893_at" 6578 8759
"200894_s_at" 19267 17201
"200895_s_at" 19650 7019
"200896_x_at" 7150 6863
"200897_s_at" 20659 2984
"200898_s_at" 20369 17472
"200899_s_at" 17904 18895
"200900_s_at" 19529 3328
"200901_s_at" 6022 6566
"200902_at" 627 4374
"200903_s_at" 6461 5127
"200904_at" 18061 1032
"200905_x_at" 19196 20092
"200906_s_at" 15118 20251
"200907_s_at" 20519 7855
"200908_s_at" 319 298
"200909_s_at" 7798 16961
"200910_at" 6625 17896
"200911_s_at" 20060 17010
"200912_s_at" 4091 962
"200913_at" 1068 5525
"200914_x_at" 653 590
"200915_x_at" 7333 132
"200916_at" 14179 6535
"200917_s_at" 19857 1647
"200918_s_at" 13535 16970
"200919_at" 5816 8676
"200920_s_at" 19075 17200
"200921_s_at" 5007 2238
"200922_at" 7686 5513
"200923_at" 6631 4985
"200924_s_at" 15715 2800
"200925_at" 4783 18044
"200926_at" 7557 7564
"200927_s_at" 4191 5849
"200928_s_at" 5806 17639
"200929_at" 3058 6640
"200930_s_at" 8963 7469
"200931_s_at" 18609 3981
"200932_s_at" 17081 7171
"200933_x_at" 4947 8835
"200934_at" 13539 2263
"200935_at" 20157 6667
"200936_at" 6579 7613
"200937_s_at" 13826 6641
"200938_s_at" 12301 15648
"200939_s_at" 19844 12310
"200940_s_at" 16036 17190
"200941_at" 16302 16766
"200942_s_at" 18147 7763
"200943_at" 7206 17027
"200944_s_at" 6849 8757
"200945_s_at" 5252 1393
"200946_x_at" 6674 16143
"200947_s_at" 15195 1764
