"inst_2171" "inst_3750" "inst_3831" "inst_3925" "inst_4306" "inst_6026"
"1007_s_at" 136 12370 6907 4029 12226 4183
"1053_at" 18665 16070 5986 19369 18553 7143
"117_at" 21039 5511 12922 5963 308 9417
"121_at" 3104 1641 13699 13411 18514 13727
"1255_g_at" 12289 7319 8652 7662 4819 8473
"1294_at" 20308 20234 17561 3728 14875 21005
"1316_at" 16347 16553 21935 10912 13955 2651
"1320_at" 8923 12183 3487 22021 13891 76
"1405_i_at" 6414 7267 9217 8498 5885 12287
"1431_at" 16207 12887 4903 4573 11359 19927
"1438_at" 11299 12835 6311 12609 12537 13882
"1487_at" 7876 11558 4975 3209 12432 2537
"1494_f_at" 1843 12165 18906 3377 16258 5675
"1598_g_at" 22213 16530 15632 3072 11604 16893
"160020_at" 16853 11883 18185 1574 2714 15470
"1729_at" 1688 2494 3295 984 9479 7203
"1773_at" 21793 19287 4239 17100 12461 20263
"177_at" 19668 18444 567 19295 13196 11606
"179_at" 19316 782 21096 20204 10237 6005
"1861_at" 15193 20877 16953 17192 10824 17194
"200000_s_at" 15458 12225 5859 12556 14454 13965
"200001_at" 4261 9849 15004 10107 12670 5284
"200002_at" 7131 3565 7060 3599 9413 6372
"200003_s_at" 10017 5065 9174 6118 4207 9004
"200004_at" 15562 10604 15084 11704 8742 5795
"200005_at" 6979 11457 15368 13089 13188 13590
"200006_at" 6431 3496 14803 3545 12436 4604
"200007_at" 8134 1850 14452 12721 11130 5225
"200008_s_at" 15974 17480 3911 20380 11395 16657
"200009_at" 6701 14253 6110 12715 12467 7021
"200010_at" 10433 10305 5699 10889 8676 6757
"200011_s_at" 4579 9299 4490 4508 10554 5924
"200012_x_at" 17717 3218 5411 4348 2241 13814
"200013_at" 6014 3247 16006 10575 9858 14071
"200014_s_at" 7088 3473 6393 3529 12883 6149
"200015_s_at" 15111 9105 15335 13596 14051 13433
"200016_x_at" 10335 4999 13750 6036 9585 6728
"200017_at" 10297 5147 9306 6232 4302 9095
"200018_at" 10033 5140 9293 6222 4291 9089
"200019_s_at" 15889 2637 17220 4423 10033 6366
"200020_at" 3025 12279 6899 15003 14054 6471
"200021_at" 5075 5242 9430 6370 4408 9186
"200022_at" 10101 2320 7138 6137 10513 9018
"200023_s_at" 15745 3490 14580 13201 17684 5232
"200024_at" 8068 2694 6544 3566 2469 13444
"200025_s_at" 10426 3010 15585 6219 13027 6636
"200026_at" 10163 5244 7010 12713 1940 9189
"200027_at" 16044 3674 17174 10698 16283 6063
"200028_s_at" 6260 11996 14182 3907 16616 4571
"200029_at" 10190 3271 15057 4191 2397 5851
"200030_s_at" 7135 9472 16646 11062 9085 7360
"200031_s_at" 10308 5134 9283 6212 4283 9081
"200032_s_at" 10238 5149 9309 6238 2191 9097
"200033_at" 7947 3649 14630 10734 8766 5582
"200034_s_at" 15322 3549 7336 6124 1744 14508
"200035_at" 1883 15968 14367 18353 10866 3699
"200036_s_at" 16763 3484 14279 10089 10133 5769
"200037_s_at" 5060 10388 5567 2574 13097 4831
"200038_s_at" 10283 10838 9408 6343 2325 9167
"200039_s_at" 7008 9900 7156 13671 11690 4630
"200040_at" 7012 13416 18370 12996 16941 13479
"200041_s_at" 5015 10215 5160 4503 8956 7271
"200042_at" 16484 15668 18872 16378 13769 7030
"200043_at" 4296 2225 18232 20810 10202 13987
"200044_at" 7002 2569 17222 17015 11494 6711
"200045_at" 4366 11431 18718 4451 13224 6182
"200046_at" 15267 2979 13638 12051 15146 3541
"200047_s_at" 4710 11354 15786 3469 15661 13671
"200048_s_at" 2916 2961 14144 2256 13591 4966
"200049_at" 15451 12963 15460 12147 16441 14127
"200050_at" 19664 17475 3817 18491 16685 3254
"200051_at" 5216 12569 15895 13067 16166 5406
"200052_s_at" 4643 9650 4634 12076 12305 13580
"200053_at" 16837 3479 19237 21728 17038 13631
"200054_at" 15376 9135 19992 14878 16484 17275
"200055_at" 5098 3219 19197 15296 11970 3172
"200056_s_at" 6974 10564 15962 4346 18759 4214
"200057_s_at" 4650 2552 6224 9947 10534 4989
"200058_s_at" 3934 10776 16443 11535 12604 5650
"200059_s_at" 7404 3412 5372 10310 9578 13980
"200060_s_at" 14845 10751 15112 11880 10781 15650
"200061_s_at" 10088 5133 9281 6210 4282 9079
"200062_s_at" 10334 5050 9156 6098 4196 8991
"200063_s_at" 10349 5176 9351 6277 4330 9121
"200064_at" 3946 3326 4443 3525 2072 13730
"200065_s_at" 2746 2723 5469 10100 8431 5475
"200066_at" 16580 20073 2525 17759 10937 17387
"200067_x_at" 6305 9681 16863 10389 15341 5667
"200068_s_at" 6241 9791 14029 2687 14510 4693
"200069_at" 14802 12097 16168 12894 19042 16343
"200070_at" 6654 16166 19166 15454 14052 15901
"200071_at" 6449 10025 3254 12348 21366 5922
"200072_s_at" 7859 13274 6463 15727 10775 13185
"200073_s_at" 7805 2261 5800 12136 9619 15479
"200074_s_at" 7091 10488 6113 10733 8815 13634
"200075_s_at" 17415 9974 17331 13668 11231 15304
"200076_s_at" 17354 13770 14940 17343 12420 7263
"200077_s_at" 7247 2932 14915 3274 10212 7139
"200078_s_at" 2986 14650 14743 15271 16531 13239
"200079_s_at" 5129 15179 6547 13636 15376 6705
"200080_s_at" 7755 9208 14291 6273 2313 6723
"200081_s_at" 17166 11445 6867 10903 9095 6616
"200082_s_at" 10192 9224 14686 6263 1979 14979
"200083_at" 3408 12715 17763 11725 19102 2442
"200084_at" 5423 11612 14384 13515 14406 6861
"200085_s_at" 5436 10804 15998 11972 11797 6709
"200086_s_at" 5782 11968 14584 10124 11434 14275
"200087_s_at" 17264 13268 13877 15445 11125 14589
"200088_x_at" 10041 5060 9167 6112 10498 9001
"200089_s_at" 14876 3648 6869 3607 14646 5495
"200090_at" 6477 10192 18946 15187 20559 2700
"200091_s_at" 16117 2509 7322 6155 1792 15441
"200092_s_at" 10132 2855 9359 6285 9075 7221
"200093_s_at" 8137 2615 18378 12433 14733 3165
"200094_s_at" 7313 10833 2780 3671 12484 6584
"200095_x_at" 10145 5234 9418 6355 4396 9175
"200096_s_at" 7269 3221 14935 11097 15122 4046
"200097_s_at" 5807 3179 4704 3887 10336 5632
"200098_s_at" 4910 13177 17685 12512 17062 13815
"200099_s_at" 10395 5189 9364 6290 8881 9131
"200593_s_at" 18840 9766 13687 17549 16987 18531
"200594_x_at" 4698 10715 15568 3247 13447 4869
"200595_s_at" 5307 12930 20802 16672 17938 14921
"200596_s_at" 6750 11370 5762 17441 12082 6333
"200597_at" 15103 19389 17967 20092 19406 3042
"200598_s_at" 18949 13921 2622 14766 21304 15926
"200599_s_at" 4467 13957 18486 11155 8746 18039
"200600_at" 5582 3425 13317 5812 9365 5165
"200601_at" 2320 1980 16440 4359 19708 1238
"200602_at" 19609 9613 7333 2225 12620 2615
"200603_at" 5130 10577 14725 10676 11513 13391
"200604_s_at" 15988 11922 2728 18577 17636 7408
"200605_s_at" 17549 15613 18986 18635 14108 14700
"200606_at" 21336 12377 4351 2141 15285 2567
"200607_s_at" 20229 18513 707 16661 20558 15973
"200608_s_at" 5241 2839 16316 3054 10552 15763
"200609_s_at" 7334 13370 15366 4501 15962 13681
"200610_s_at" 15266 9904 7204 4313 12696 3921
"200611_s_at" 3719 13200 7148 10000 14983 5933
"200612_s_at" 7336 21808 638 21837 17526 2122
"200613_at" 5819 12395 5417 10886 2257 4186
"200614_at" 15293 10479 16971 10433 10173 14036
"200615_s_at" 18698 19636 18586 20236 16756 14142
"200616_s_at" 15415 18581 2466 18323 21804 7367
"200617_at" 3322 11146 18641 15911 12867 14771
"200618_at" 5759 3039 16558 15497 12666 13773
"200619_at" 17981 19193 4936 4395 13733 1721
"200620_at" 6819 13747 13548 17513 9036 14235
"200621_at" 2045 13923 15872 12851 14321 4146
"200622_x_at" 15086 11634 6566 13835 9930 17534
"200623_s_at" 708 15773 18263 21232 438 18368
"200624_s_at" 18353 10565 4247 19425 12539 14241
"200625_s_at" 18615 10820 20176 14016 2368 6794
"200626_s_at" 18598 14961 15262 17259 11960 4844
"200627_at" 16229 11245 6158 14033 9109 13582
"200628_s_at" 4519 18893 2104 14573 11706 17625
"200629_at" 4705 3217 4723 3288 12803 16601
"200630_x_at" 17809 3363 14481 4157 13162 6061
"200631_s_at" 7389 3691 19151 10225 13832 5915
"200632_s_at" 4188 3361 13973 11660 12472 17226
"200633_at" 7222 5132 9280 6209 8481 9078
"200634_at" 5235 3081 18292 14101 9026 6796
"200635_s_at" 15309 19723 1855 14418 20791 2449
"200636_s_at" 9717 3559 18935 16961 17068 5728
"200637_s_at" 10312 11516 1911 3578 18299 1474
"200638_s_at" 16923 10042 6684 13103 9019 6759
"200639_s_at" 6932 3545 3909 2719 10130 6336
"200640_at" 6451 3317 19132 4187 8653 7392
"200641_s_at" 19287 15434 3780 19292 11470 18317
"200642_at" 7569 2851 14139 11283 8889 13388
"200643_at" 6119 9356 15966 3814 12078 1361
"200644_at" 16659 11689 14840 13818 10225 7308
"200645_at" 3378 10592 6200 14688 14610 6811
"200646_s_at" 20472 16704 19061 20873 1625 21073
"200647_x_at" 4443 3463 17722 10246 16719 4086
"200648_s_at" 5925 18677 3684 20126 10245 20471
"200649_at" 2731 21537 15561 18766 554 17350
"200650_s_at" 10321 5016 14112 10721 4162 6393
"200651_at" 10070 3408 6751 6332 8540 7181
"200652_at" 4337 2704 15948 3078 19243 4032
"200653_s_at" 7666 11623 4551 1726 1705 1967
"200654_at" 3297 10296 13523 12483 9761 4416
"200655_s_at" 16525 12092 17962 10607 12759 4469
"200656_s_at" 3231 15568 3297 12264 10316 6532
"200657_at" 4828 3181 5707 2790 9425 6442
"200658_s_at" 7092 13007 13810 11902 12974 15707
"200659_s_at" 1533 13805 13857 17122 12263 5361
"200660_at" 17837 2989 4729 10773 8860 4246
"200661_at" 2697 13746 4145 16324 9976 14728
"200662_s_at" 4870 14979 14194 4586 16819 14501
"200663_at" 1808 9844 6138 2100 8475 3177
"200664_s_at" 18387 10663 3032 18004 13830 19643
"200665_s_at" 10188 5308 9994 10154 21027 7632
"200666_s_at" 19580 2074 16369 4493 11682 3806
"200667_at" 6513 14371 18770 12839 18134 3890
"200668_s_at" 7104 12199 14904 14672 13009 15146
"200669_s_at" 7813 14953 5107 17453 14269 7194
"200670_at" 2357 9543 13767 4059 11849 2876
"200671_s_at" 6159 20221 6572 2857 20434 22050
"200672_x_at" 16700 20761 15373 16471 20587 6396
"200673_at" 6440 12448 6339 3942 11162 5878
"200674_s_at" 10385 5193 9368 6294 1533 9134
"200675_at" 4156 9154 19275 4472 12133 5617
"200676_s_at" 2158 16020 18249 17864 9222 17131
"200677_at" 7322 10848 13723 4426 10350 3255
"200678_x_at" 5032 9693 5751 13180 11247 5026
"200679_x_at" 7100 11387 7025 12070 16492 16238
"200680_x_at" 5179 5236 6960 6361 1827 9179
"200681_at" 7762 10376 15496 11066 10059 13644
"200682_s_at" 7738 11456 4282 14443 15020 14652
"200683_s_at" 3962 17052 17328 13771 12902 16942
"200684_s_at" 20253 14795 5898 11382 14599 2411
"200685_at" 18954 14137 18202 12362 21145 17201
"200686_s_at" 4615 13935 14469 3385 20365 4181
"200687_s_at" 15625 18503 15019 17196 10450 6839
"200688_at" 7881 20091 20768 3722 20450 2042
"200689_x_at" 8121 3201 5956 4576 2662 7413
"200690_at" 19358 13667 2823 14587 19124 4917
"200691_s_at" 16315 11605 7117 13028 17123 5453
"200692_s_at" 20360 14875 3484 14355 19230 5458
"200693_at" 6327 3580 6023 3390 9439 5084
"200694_s_at" 4771 15137 17801 11016 17296 6639
"200695_at" 17931 12650 1876 16931 553 3737
"200696_s_at" 15282 20171 19173 19537 16345 3279
"200697_at" 2412 10492 13970 9926 10049 13821
"200698_at" 6248 13407 16962 17336 10802 1619
"200699_at" 17039 14747 21158 12634 14102 7197
"200700_s_at" 16116 9413 16946 14408 12144 13500
"200701_at" 6894 10521 17939 19550 12993 16119
"200702_s_at" 7770 18786 3058 4360 21580 15307
"200703_at" 7698 3497 5548 3490 11373 3808
"200704_at" 7134 10381 20582 16027 10762 7033
"200705_s_at" 10162 2898 17758 2929 9803 13452
"200706_s_at" 5488 19198 6388 19055 15007 3293
"200707_at" 2480 17076 4522 18390 1143 3355
"200708_at" 4566 10912 14286 12873 15543 4540
"200709_at" 15936 2300 14601 17471 2354 2947
"200710_at" 7197 11591 2176 10398 10123 2785
"200711_s_at" 20138 15349 16998 13540 16340 15264
"200712_s_at" 6192 17001 3526 19255 12081 15620
"200713_s_at" 17755 10209 14577 3246 16852 13431
"200714_x_at" 2416 12740 19143 14500 9273 2415
"200715_x_at" 5124 3071 7245 3901 10172 3428
"200716_x_at" 10411 5229 9409 6344 2518 9168
"200717_x_at" 10060 5130 9278 6205 4281 9075
"200718_s_at" 4150 3243 13584 3136 10823 7001
"200719_at" 15243 16030 5900 15620 19592 15486
"200720_s_at" 18882 9439 3326 18453 9118 17335
"200721_s_at" 2639 18434 18166 4373 10217 4094
"200722_s_at" 6010 18424 2686 19590 8814 3730
"200723_s_at" 16382 16790 4559 17499 11871 15518
"200724_at" 787 5054 19946 612 14850 18356
"200725_x_at" 15542 3278 5618 3093 2029 14273
"200726_at" 5615 9448 6666 14546 15927 6431
"200727_s_at" 20049 21630 3738 13414 22247 20247
"200728_at" 18196 13995 2477 16755 14575 16265
"200729_s_at" 17479 15835 2612 13545 15381 14221
"200730_s_at" 21702 21474 2130 21417 13353 16455
"200731_s_at" 4551 14883 4085 19798 18056 18697
"200732_s_at" 4533 11111 15876 18836 14680 6770
"200733_s_at" 16524 3354 14104 11013 19982 20784
"200734_s_at" 19397 13178 16748 18682 15317 16112
"200735_x_at" 10167 5184 9357 6283 8970 9126
"200736_s_at" 4399 10375 11741 9011 16651 10505
"200737_at" 6043 2699 15516 14458 11939 16248
"200738_s_at" 7181 2564 14219 10234 2363 4193
"200739_s_at" 3328 11044 3184 16974 1484 17140
"200740_s_at" 14928 3620 14031 3557 11414 5059
"200741_s_at" 10029 5051 9157 6100 4197 8992
"200742_s_at" 5362 14060 5670 10041 9597 2502
"200743_s_at" 5186 14255 17160 12438 10193 18930
"200744_s_at" 17678 3529 3857 16304 14804 4545
"200745_s_at" 7500 13639 3289 15751 19701 14955
"200746_s_at" 3202 11831 16380 4310 2705 1702
"200747_s_at" 17547 17994 15961 15938 1935 3636
"200748_s_at" 17458 9899 17877 13640 8935 4602
"200749_at" 7038 15114 7318 16264 19487 5302
"200750_s_at" 7604 5107 13963 9933 2335 7343
"200751_s_at" 7237 18411 3608 16655 11875 18023
"200752_s_at" 3491 17013 6626 11970 2133 4037
"200753_x_at" 18212 14441 3862 14881 11319 16819
"200754_x_at" 6691 11100 13644 14126 9882 15150
"200755_s_at" 18282 19771 4953 11321 11701 13323
"200756_x_at" 4721 18666 920 22019 9258 21122
"200757_s_at" 19030 14853 16513 21158 9868 6969
"200758_s_at" 4739 11871 16791 18611 12893 18285
"200759_x_at" 2561 18678 5190 17606 11602 7484
"200760_s_at" 16197 21054 3844 14671 20004 15529
"200761_s_at" 3133 16666 17313 4596 17693 13847
