"inst_3823" "inst_3826" "inst_3906" "inst_3909" "inst_4380" "inst_4383" "inst_4558" "inst_4561"
"1007_s_at" 20914 19650 19577 16708 21062 16632 20875 12892
"1053_at" 17327 4413 14785 5773 19066 9884 19352 8314
"117_at" 20061 3249 11536 10593 899 2351 913 16337
"121_at" 18181 18172 2529 15257 4625 4516 20165 5515
"1255_g_at" 13786 13443 9239 9295 13573 11594 10979 16949
"1294_at" 7368 18122 18788 1530 10913 808 1230 21933
"1316_at" 7679 7700 1357 1198 1843 18181 18982 18925
"1320_at" 1112 7303 1982 2860 21039 4259 2237 16318
"1405_i_at" 5852 3630 8391 9691 83 14607 12465 16120
"1431_at" 2126 4209 2881 653 8022 21723 1221 11846
"1438_at" 760 2108 18359 16058 1189 3991 2926 3223
"1487_at" 20014 11992 15372 5801 9219 16774 19770 18932
"1494_f_at" 21609 322 1790 2169 1156 1192 19342 21192
"1598_g_at" 9134 12401 15983 5795 2637 2359 7832 6655
"160020_at" 17752 18523 19308 21576 18581 21063 14613 19476
"1729_at" 10986 19584 17550 15155 4423 7995 17021 2889
"1773_at" 9812 10788 20464 3166 1755 1391 7187 2780
"177_at" 559 247 20115 1616 5673 9493 2196 3020
"179_at" 5308 10026 20467 15873 4510 18853 18568 21897
"1861_at" 8024 20384 18133 6750 11009 6227 4881 7064
"200000_s_at" 17545 12284 16007 6370 12421 7752 3869 9167
"200001_at" 7782 12976 5844 15294 9660 9386 14590 19253
"200002_at" 7563 12847 4477 6656 18884 16758 16258 10697
"200003_s_at" 13180 14468 7647 8607 14346 12268 10704 14733
"200004_at" 9940 9617 12890 15467 11596 8640 7164 10404
"200005_at" 10451 10537 16258 15176 10973 10171 16279 8159
"200006_at" 10668 12802 5150 15123 12317 16065 8165 11081
"200007_at" 7448 7616 2475 5179 11112 7768 16724 9891
"200008_s_at" 7906 4973 16865 19483 4697 3942 17981 5913
"200009_at" 17770 7581 12125 14367 12129 8960 8261 11906
"200010_at" 11205 11086 4633 13616 17703 8931 17748 6408
"200011_s_at" 11071 10976 12081 14044 11937 17639 15527 11778
"200012_x_at" 16852 13032 5305 4462 14305 12222 16538 20335
"200013_at" 17088 12052 5775 13270 14266 12176 16702 12435
"200014_s_at" 8404 11373 5790 19255 11678 9618 15184 10076
"200015_s_at" 9685 8356 12171 6620 11489 16485 15078 7235
"200016_x_at" 13106 14399 14991 15359 18268 12173 17710 12174
"200017_at" 13279 14565 7761 8705 14472 12396 10792 14832
"200018_at" 13268 14552 7747 8692 14463 12386 16041 10976
"200019_s_at" 17138 12582 3729 5008 14426 12345 15998 19297
"200020_at" 19700 7119 16730 16678 20557 9199 19601 19232
"200021_at" 13385 14663 7870 8806 14596 12523 10870 19066
"200022_at" 11137 19591 7660 8619 14365 12288 16247 11965
"200023_s_at" 8232 10216 2401 3828 10824 8173 14846 9293
"200024_at" 17185 19434 4548 4082 12171 9684 15632 12389
"200025_s_at" 10465 11313 5764 6608 14461 12384 15504 12583
"200026_at" 13389 14670 12913 13086 14600 12525 8618 12918
"200027_at" 10550 12196 13339 16397 7901 17141 8797 10229
"200028_s_at" 8045 4678 16584 19721 10305 17554 14585 10273
"200029_at" 11573 12836 7695 8651 12610 10463 6702 20228
"200030_s_at" 11112 12546 5035 13699 11515 9292 8781 18935
"200031_s_at" 13259 14545 7739 8686 14453 12371 10777 14810
"200032_s_at" 13285 14568 7765 8708 14475 12399 15930 12705
"200033_at" 16619 10321 16308 14543 19853 9528 15578 7680
"200034_s_at" 16742 18078 5078 12689 19172 10560 18220 12836
"200035_at" 19366 6619 16106 5325 18264 4843 20920 19109
"200036_s_at" 9295 12931 2415 2577 11935 17780 8501 9806
"200037_s_at" 16623 18213 5031 16657 11671 17841 16834 9828
"200038_s_at" 10797 12864 7852 8786 14566 12495 7426 12302
"200039_s_at" 10531 10147 5192 6795 12050 10059 16030 6844
"200040_at" 18975 12807 2467 14599 18375 17429 18372 9959
"200041_s_at" 16831 6913 4710 14189 10765 9080 15676 11679
"200042_at" 6161 7805 4335 4084 8354 4401 8073 12136
"200043_at" 11365 8499 12103 14623 10968 3404 18140 8930
"200044_at" 17794 9307 4409 16028 17992 18679 16447 8092
"200045_at" 11469 7226 12537 5007 11423 16163 15393 8898
"200046_at" 5569 10833 2361 3408 9628 6945 7778 6183
"200047_s_at" 11187 18089 5113 18119 18618 18409 7321 9060
"200048_s_at" 9912 11149 14266 13920 12032 16366 15843 10975
"200049_at" 9417 1731 5516 17322 6475 6667 15557 8284
"200050_at" 17706 9795 17324 19781 19379 19459 18793 5099
"200051_at" 19740 10246 14597 12937 9884 16897 16218 6804
"200052_s_at" 9057 12770 14824 14234 11400 9481 17238 10679
"200053_at" 4521 10117 15090 16070 4363 4781 17728 4710
"200054_at" 10911 5339 15712 14434 20738 20429 20304 19500
"200055_at" 6221 12587 2035 2609 5326 5762 4967 8553
"200056_s_at" 10047 7162 12632 19232 9265 9370 16546 5963
"200057_s_at" 16829 12211 5107 14170 12232 16376 15794 19339
"200058_s_at" 9979 7774 17186 15597 10098 10141 15247 8095
"200059_s_at" 9615 11352 4642 13047 8223 7069 8334 9633
"200060_s_at" 8015 9141 5217 14456 10080 10567 6166 7186
"200061_s_at" 13258 14544 7737 8684 14451 12369 10776 14809
"200062_s_at" 13166 14455 7634 8597 14330 12250 10692 14720
"200063_s_at" 13314 14593 7797 8738 14509 12433 10816 14860
"200064_at" 17147 10702 12854 13190 10716 9898 18205 11693
"200065_s_at" 17179 12393 13066 14620 9817 9514 14845 12080
"200066_at" 7225 9248 1949 6144 10999 4156 19280 8430
"200067_x_at" 6683 10818 4580 13326 7786 7884 6668 9553
"200068_s_at" 16991 6689 4264 16811 12148 16769 7815 9794
"200069_at" 18220 10396 21035 21327 11079 19622 15895 5414
"200070_at" 10838 7111 13976 6347 12641 2734 19490 4441
"200071_at" 8828 7776 4994 20620 9153 16115 19966 6761
"200072_s_at" 18058 9123 14190 12977 9316 6178 19460 12751
"200073_s_at" 17931 10386 14237 6532 19816 18693 19051 9621
"200074_s_at" 11611 12973 14872 6259 18365 18032 16146 12256
"200075_s_at" 8120 12273 12198 5702 7307 8343 14687 8740
"200076_s_at" 7397 8006 18173 15825 10605 4336 14957 11657
"200077_s_at" 11263 18355 12296 4666 12182 10595 16200 18933
"200078_s_at" 8482 18510 4706 4519 18433 10638 8513 9294
"200079_s_at" 11010 18223 13036 4557 18040 17065 15342 9489
"200080_s_at" 17257 18337 3954 13536 17723 10300 17577 19542
"200081_s_at" 9705 8392 3921 6239 8915 8652 7509 11822
"200082_s_at" 13306 14583 7786 8724 14498 12421 17376 19585
"200083_at" 19317 11465 4609 15236 6693 18002 18949 8886
"200084_at" 8679 7861 12249 18370 10442 9076 15170 7279
"200085_s_at" 5251 10720 5779 13079 9398 16134 16059 11445
"200086_s_at" 8143 12021 13571 14335 17823 16022 17151 9874
"200087_s_at" 18443 7837 3045 17972 17793 9146 15524 6338
"200088_x_at" 13174 14464 7641 8603 14341 12263 10702 19436
"200089_s_at" 11130 18018 4361 6708 9803 7764 8796 10862
"200090_at" 3773 4417 14493 2855 5453 6285 3715 5857
"200091_s_at" 10493 11628 1837 2274 11007 6682 19328 8267
"200092_s_at" 16944 18354 7803 8745 14516 12441 8371 21096
"200093_s_at" 4783 8329 4798 4564 7349 5170 18174 8290
"200094_s_at" 8562 11737 16891 16807 12514 17900 8128 10248
"200095_x_at" 13377 14653 7861 8796 14579 12507 10862 14918
"200096_s_at" 9921 10877 15561 16551 9698 8497 15817 8173
"200097_s_at" 17567 8742 15850 19207 19225 18676 8218 8011
"200098_s_at" 8769 11981 12202 13221 9747 17789 8828 8279
"200099_s_at" 13324 14605 7807 8747 14519 12444 15141 12559
"200593_s_at" 19636 9101 12721 13193 7143 8334 17804 9811
"200594_x_at" 18537 8102 3323 17108 19405 17068 19487 19131
"200595_s_at" 8377 3203 1957 13776 7772 5576 18315 7270
"200596_s_at" 19349 8486 17712 17350 9393 8265 18334 10494
"200597_at" 19092 10749 17867 21891 21737 18082 14524 20839
"200598_s_at" 2956 12508 20462 3473 6773 10203 2850 5946
"200599_s_at" 8012 11912 2768 6570 8873 8552 6023 9716
"200600_at" 16787 6095 6746 12269 13263 13294 18091 8795
"200601_at" 6940 6262 4629 21094 7130 15972 21207 4845
"200602_at" 4390 9658 15270 19470 19963 16342 8063 6878
"200603_at" 17255 10072 4043 17482 8367 6863 15116 11038
"200604_s_at" 17596 8674 12716 13336 8031 8319 7864 3712
"200605_s_at" 11668 6454 13312 19055 6287 17265 3928 10505
"200606_at" 8616 19640 5119 16367 11509 17168 17446 6004
"200607_s_at" 9121 7936 21932 16219 4875 4502 4628 7916
"200608_s_at" 8939 8216 5189 14483 9036 7792 15604 9810
"200609_s_at" 16970 10936 5255 14295 17852 18086 17647 7554
"200610_s_at" 16895 10466 2562 12726 12068 17634 15066 10158
