"inst_993" "inst_1051" "inst_1154" "inst_1213" "inst_1638" "inst_2673" "inst_4437" "inst_5210" "inst_5573" "inst_6172" "inst_6933" "inst_6973"
"221796_at" 815 11867 9697 10086 7721 14501 14233 11455 10466 8078 9998 10888
"221797_at" 18418 19553 493 15732 19721 19969 19926 20405 19739 19465 17710 20476
"221798_x_at" 7838 14045 20041 2350 15641 11873 10878 16000 11735 4423 14905 3643
"221799_at" 1645 77 10861 1871 16376 3298 2596 16073 7133 14734 1445 21667
"221800_s_at" 2170 18137 22276 2874 4140 21585 463 18453 21421 17821 21340 13278
"221801_x_at" 7075 12149 13578 21704 9391 16260 1927 7429 15528 4687 12078 8821
"221802_s_at" 16930 19138 20248 18228 15370 16885 16245 4561 6747 19172 15032 14332
"221803_s_at" 16756 15809 4587 19149 5098 1812 17725 17652 8218 19583 4465 20020
"221804_s_at" 16381 14552 6212 14651 17110 5064 7860 16881 16735 15768 16440 17586
"221805_at" 3960 9674 15935 20379 9844 8351 16071 8854 12783 8431 6505 5702
"221806_s_at" 15226 496 3561 13958 16716 5577 5114 6096 5082 12567 4911 16104
"221807_s_at" 1751 16197 20590 355 19803 21118 6564 18801 8320 12531 2119 19377
"221808_at" 20219 18733 4709 17331 19281 2824 18555 19536 21352 18952 21687 20566
"221809_at" 14129 20093 6225 825 22060 17532 8584 18503 16878 11551 16481 13274
"221810_at" 21814 21442 12929 17926 20924 14595 19917 22007 15977 6746 21941 21842
"221811_at" 6493 9614 16109 6038 10969 2465 535 7125 14072 11513 11785 10582
"221812_at" 20681 14377 21215 21794 21039 8942 20467 19863 7463 21127 19064 331
"221813_at" 19041 19211 18664 21573 17553 6328 3816 21737 18399 19553 18899 19670
"221814_at" 1326 10048 22073 4604 8030 19052 1329 18545 3166 20035 5566 6344
"221815_at" 18493 17952 2877 17488 21546 7776 9309 4711 4572 10667 20823 22112
"221816_s_at" 15057 18066 17707 12110 15102 4539 5345 15064 8049 12498 15336 17060
"221817_at" 2995 560 1714 12880 3776 19685 2017 2397 2076 22130 16157 1666
"221818_at" 18780 20224 910 13851 21207 18434 8516 6057 18147 21709 20955 21996
"221819_at" 2140 15025 21561 21678 18145 6367 3702 2004 17568 11059 20044 4041
"221820_s_at" 16544 14294 986 18215 14091 3770 5062 19531 9811 18291 17066 16831
"221821_s_at" 4034 19140 4937 15557 4729 6777 7358 15509 2944 16870 15481 14998
"221822_at" 4559 18507 3652 14260 4343 20947 16866 16591 20274 11543 14919 19151
"221823_at" 3943 19153 21105 1307 18827 9598 2321 19549 16766 21874 17061 20755
"221824_s_at" 17478 16283 21861 14628 21419 2516 6495 3412 7336 12530 19337 1267
"221825_at" 19159 17432 3971 17810 20537 16748 19423 17622 9238 13804 19476 20519
"221826_at" 20761 19082 4637 13872 22111 2601 16445 19719 7153 14354 3088 20767
"221827_at" 20165 18687 5992 16961 18831 20002 17122 6458 7516 20576 2197 14274
"221828_s_at" 1802 13214 13855 5253 11364 14682 12039 7157 15516 5565 13404 11324
"221829_s_at" 14415 16882 6086 14085 3364 7035 9116 3580 7223 16801 5173 13246
"221830_at" 3981 20484 20407 16888 18069 17309 17342 15832 9369 14854 16941 18887
"221831_at" 1755 10796 20464 13101 497 19761 2813 19892 3781 20335 197 18551
"221832_s_at" 20898 17941 5457 16430 21475 19517 19240 17343 8535 18341 3136 21929
"221833_at" 18988 10152 17332 19969 16725 8181 21093 22028 19952 11419 18341 689
"221834_at" 13252 14880 1242 11578 19549 7037 16477 6392 7058 9482 885 15378
"221835_at" 8442 3786 12484 6788 11026 13017 6813 9137 13526 8324 7757 10326
"221836_s_at" 4111 14392 20295 20014 16369 7907 2981 15492 5055 21854 4826 1424
"221837_at" 14725 14059 8306 11070 10004 21897 15910 12450 20979 3168 457 12761
"221838_at" 20466 13282 13435 5336 21703 13076 21962 16982 22009 3303 4416 14404
"221839_s_at" 18940 20000 21691 18563 14257 19975 6044 18927 16077 21456 17613 15127
"221840_at" 2547 11067 7382 18435 22125 3782 20497 19550 9509 11642 2650 9862
"221841_s_at" 21791 18780 18572 21815 21721 20306 20375 19224 18184 16737 17289 18943
"221842_s_at" 20687 1308 5472 16239 18150 5234 4611 18174 4881 17679 19174 18359
"221843_s_at" 18867 18019 8719 19343 18283 4133 20510 20824 18521 5327 17093 21589
"221844_x_at" 15221 1868 2973 20770 17571 5144 15948 6038 5454 14395 2749 15036
"221845_s_at" 1872 14849 1389 1087 2639 5401 2678 1846 3958 11891 1933 2023
"221846_s_at" 14010 15081 11463 15540 832 11213 20260 16374 19373 3033 16594 20601
"221847_at" 3763 742 2168 11489 1389 4376 3660 2925 2431 16841 16382 13047
"221848_at" 13948 1530 21324 2560 2845 8344 4520 2643 20140 20208 2267 15241
"221849_s_at" 2803 14801 20330 19036 1691 8261 6654 17740 7576 20183 19311 17059
"221850_x_at" 20333 1850 17022 3432 17786 6487 4906 6686 5212 17757 17446 18135
"221851_at" 473 14348 16741 9678 14597 1613 2705 20108 8503 22091 17666 14337
"221852_at" 7438 4439 12671 5599 12123 7063 12417 12570 14338 5197 7703 644
"221853_s_at" 17618 16686 5483 14882 19381 17837 16714 18982 16151 18415 16944 18918
"221854_at" 5486 2512 10989 14513 11627 11774 16411 12370 14748 3661 8904 10559
"221855_at" 4355 2325 20723 15766 16530 20604 20609 20063 20496 15001 21604 17038
"221856_s_at" 22221 1299 1904 3032 18466 2656 21325 6044 19987 19266 1486 22082
"221857_s_at" 9869 4418 20357 5342 13973 19821 2326 20536 1028 20630 3789 494
"221858_at" 17358 20689 11701 21677 3068 4069 14585 6381 2540 8769 1652 2582
"221859_at" 10355 12247 7677 11254 6910 18715 1430 10344 17335 150 7791 6374
"221860_at" 17939 19269 18557 2208 4631 4392 20022 3614 6222 11188 19380 19292
"221861_at" 18425 17808 16774 21133 21950 20185 21623 6200 18387 11463 20151 1825
"221862_at" 4900 12316 15529 6668 1664 17752 11209 3400 15053 12874 2525 11212
"221863_at" 4409 13543 14177 6251 13483 13518 9553 5180 14967 5828 14273 12738
"221864_at" 21971 16506 19609 20168 18707 4216 2124 3578 19990 9241 19017 20271
"221865_at" 15844 14938 2343 17090 19959 3643 7325 15627 18288 18362 15891 21239
"221866_at" 10811 3995 18563 14485 7867 20336 19342 11552 18691 12727 11392 3727
"221867_at" 14394 13664 21645 15035 4196 2571 21337 21591 18608 22275 20015 19538
"221868_at" 17080 12507 8623 557 17792 1106 2494 2465 18604 9280 2971 3286
"221869_at" 20016 19016 21700 20436 22224 19931 18854 20883 20199 22250 21193 4011
"221870_at" 11160 3417 11495 6387 7775 11118 10488 8340 602 4725 1423 5565
"221871_s_at" 2941 19146 2084 19071 1118 19973 4668 18713 16561 10811 7544 17550
"221872_at" 6088 7644 11899 10459 9122 11880 11617 8346 11747 5060 8956 7177
"221873_at" 19240 17749 17755 21773 4288 1585 7661 4324 2928 19300 2555 18600
"221874_at" 1914 3044 8889 4244 6663 15672 11476 10147 17353 902 12376 6266
"221875_x_at" 17683 599 4301 12333 1063 4827 3866 18918 3790 18450 18658 17115
"221876_at" 2712 13707 868 2974 19930 17043 2963 19885 17246 1808 20049 10880
"221877_at" 19306 21381 21784 15749 21955 20677 17419 19166 20346 16329 20174 21484
"221878_at" 18153 7756 4002 20819 20818 18304 7099 19361 21694 22188 21538 21229
"221879_at" 20804 20401 1722 1672 17506 18557 21650 21599 20631 18363 21300 21242
"221880_s_at" 13903 21745 15675 282 19859 14201 21125 21634 21612 782 22054 21534
"221881_s_at" 3885 15463 1672 12222 4015 17518 16380 6826 5738 13619 16183 1320
"221882_s_at" 16413 21847 21620 14207 19998 3487 3999 19432 3258 19838 17571 16136
"221883_at" 183 19094 708 19954 271 10028 1541 1102 929 2488 545 451
"221884_at" 21142 13855 15594 16335 17969 523 5374 20479 16719 5749 5231 14625
"221885_at" 9224 6852 12945 19147 7497 12655 5690 9123 10310 4718 8248 8733
"221886_at" 9538 7021 12607 19963 6229 9041 228 8132 13255 3383 8429 6720
"221887_s_at" 12659 12968 16235 531 3213 20484 55 5283 12113 6115 12266 618
"221888_at" 13246 17700 733 20919 4838 19835 1165 6537 19194 20103 1224 16255
"221889_at" 22118 20534 21421 20713 22204 16774 22255 21993 18692 19515 18277 21549
"221890_at" 15463 13972 1356 1639 16580 4572 5746 20061 20715 16480 17566 16692
"221891_x_at" 3697 92 487 410 1730 696 7517 2810 7423 1623 2117 1084
"221892_at" 14732 4719 10586 878 4929 578 18068 1200 20667 9404 10455 11172
"221893_s_at" 20269 2244 12934 142 19802 18761 2330 2624 7855 20751 1932 15860
"221894_at" 21051 13677 16318 17479 20332 11732 15228 5938 17763 3016 20172 1554
"221895_at" 15022 19863 3317 15477 16566 5154 15754 6542 8519 14920 2756 17029
"221896_s_at" 15668 15635 3242 15111 2693 6164 9004 19350 3881 15497 3620 18236
"221897_at" 19387 20714 19463 2441 20073 9934 21645 21002 20399 14061 22083 19841
"221898_at" 7345 6560 5443 9879 3143 4072 4796 7499 2993 5250 9546 9340
"221899_at" 14578 1790 5996 12528 15162 1372 3770 1406 1401 16001 1333 1373
"221900_at" 8382 6981 14372 8962 11241 9047 14260 9327 12299 7143 8882 8377
"221901_at" 7670 11360 7849 252 10146 14192 4583 10035 10330 3751 9121 9546
"221902_at" 9299 8446 10012 14637 21395 10989 7039 18491 18943 5998 861 13166
"221903_s_at" 21848 5225 2743 18926 1582 2479 3587 2136 19726 2404 4605 2804
"221904_at" 903 5375 5359 18535 15338 9232 2894 423 3937 21449 16022 1957
"221905_at" 12296 13198 6837 2940 11757 305 6450 68 2072 19633 14319 10342
"221906_at" 14712 19344 8844 621 20942 11654 3333 18747 6188 10205 17048 15047
"221907_at" 21858 21989 21524 860 15655 19289 21613 21076 21245 22220 21827 14360
"221908_at" 15502 14800 11746 17803 223 15193 5196 14688 5153 6204 20970 15212
"221909_at" 4248 2338 14641 920 15417 15996 17566 1953 17172 5174 1400 18924
"221910_at" 5750 9190 14774 19233 5519 12267 14588 10050 14610 8100 9391 5628
"221911_at" 8601 5812 8427 19897 9855 10638 17235 9270 11697 5004 8689 6937
"221912_s_at" 750 11344 14113 12473 14737 10438 21222 2174 18199 16160 14508 14617
"221913_at" 15025 5570 12663 2009 18811 9413 19148 6453 8046 9500 14559 9812
"221914_at" 6423 3068 9744 6201 6989 13942 13061 12387 10327 7817 8814 7058
"221915_s_at" 1090 1768 21074 22007 1284 19057 5068 20417 6921 9590 205 507
"221916_at" 2631 4415 7921 16355 8232 1349 5596 4810 15659 5641 6495 376
"221917_s_at" 1159 1140 4422 12933 763 8346 19750 1471 3808 18847 2028 3844
"221918_at" 12970 21137 713 3525 1332 1171 1735 1786 1431 2818 4314 2285
"221919_at" 13897 17724 2889 19491 750 584 869 1028 928 15997 15883 2282
"221920_s_at" 2804 19899 20250 19316 21863 17246 2485 2259 20115 17680 72 444
"221921_s_at" 11773 3436 12365 10947 12768 19209 13129 1604 12469 4918 13177 10344
"221922_at" 18121 753 3125 20745 1851 920 15681 3930 4563 13817 1278 13310
"221923_s_at" 14645 15460 19875 12362 15687 17347 16559 15362 17423 15083 17548 16149
"221924_at" 3056 7887 16078 11173 9509 11464 17417 9804 14370 3526 2734 7787
"221925_s_at" 18862 8055 20021 22008 3524 3485 20409 3244 3186 18421 13996 4147
"221926_s_at" 10269 10842 10618 1697 5546 13284 4633 8508 14012 4443 8182 6256
"221927_s_at" 18016 15998 18785 16247 19714 20084 18074 17047 18688 12058 17534 17476
"221928_at" 6347 10101 20403 20596 11394 7030 1299 16207 15554 1360 7037 5800
"221929_at" 11067 4713 11627 627 5830 21575 11593 13184 2179 6492 10401 5521
"221930_at" 5982 7231 1464 11056 8163 13505 12012 7227 14378 11853 9808 7947
"221931_s_at" 20524 934 4112 18212 15284 6645 16763 15969 2385 20104 4818 13369
"221932_s_at" 16681 1675 19567 18778 4194 16810 15562 17429 8934 20619 5647 13854
"221933_at" 9221 2558 9077 6997 10988 15481 13092 8853 9990 6673 12576 10237
"221934_s_at" 18797 21094 3790 11746 17388 8864 18409 18399 17411 21334 16729 20229
"221935_s_at" 19237 15893 19678 20277 18803 17728 6923 20705 16523 10922 22064 20690
"221936_x_at" 3795 13372 8727 10599 17036 21311 231 488 5360 6510 3035 993
"221937_at" 2454 13845 5753 997 209 6420 7271 531 1347 17280 1623 2178
"221938_x_at" 2065 574 6106 1764 1539 17732 19938 2044 7587 11058 5383 19655
"221939_at" 15096 19420 2393 20706 17550 17479 5334 16989 21162 11621 20208 17307
"221940_at" 21458 20373 19635 16375 20767 21102 16171 21708 19460 18263 21966 21411
"221941_at" 2652 11304 658 18371 16699 18903 21853 19841 21662 10696 15294 17867
"221942_s_at" 9888 2821 14420 21262 6692 11233 20926 8590 14576 2419 14034 4842
"221943_x_at" 3973 1020 2536 20549 1914 3955 3002 3114 8012 2151 3497 2164
"221944_at" 882 8460 16276 4376 2131 436 21507 17244 4905 21776 14975 18054
"221945_at" 6286 4225 17244 7956 6917 18081 21414 8239 2962 11567 12233 10504
"221946_at" 17940 14343 14929 21679 20717 15966 19521 4781 20371 5615 20247 20504
"221947_at" 10674 8159 13446 10800 6711 1146 21616 15466 20557 10101 13644 6028
"221948_s_at" 8581 7419 11509 6332 8164 12204 10288 9706 13669 4130 10227 8306
"221949_at" 1113 8705 211 19965 16384 16326 3170 21525 3601 14117 16497 9132
"221950_at" 9877 7097 11885 6401 5431 12596 12203 9514 11076 5892 9523 7723
"221951_at" 3277 17832 3491 21290 1016 20328 8045 17628 2537 20851 16515 2131
"221952_x_at" 14970 18985 5277 15713 3326 6232 14973 14426 8544 12082 15059 13131
"221953_s_at" 1346 20147 19007 14858 17881 8537 18875 2841 17262 10541 20944 2634
"221954_at" 15473 1905 1360 1768 14372 455 17511 14741 2713 11154 16004 18368
"221955_at" 5959 4827 8048 9894 6076 15873 1745 8278 11355 8222 7199 9142
"221956_at" 6112 11378 8902 4198 10132 11625 19284 17269 17749 6014 15227 5997
"221957_at" 15335 2087 679 19582 2810 5292 19714 5348 16471 10180 4023 13699
"221958_s_at" 682 13385 20060 1677 14464 10672 8053 15795 20668 1792 15043 13082
"221959_at" 1503 10940 11664 960 9863 20554 4372 21834 21515 8950 3564 1100
"221960_s_at" 14778 216 5643 20348 15571 4239 18738 18289 2371 13240 15093 14589
"221961_at" 10692 9829 11736 5939 13970 20434 1153 21012 16269 21791 18454 12631
"221962_s_at" 3312 17177 2235 404 3837 2123 3928 17581 8224 12308 5906 1420
"221963_x_at" 16318 18743 6393 17143 21785 17155 19381 20047 19824 21388 21551 16542
"221964_at" 18889 20356 17585 19722 14906 1903 18599 18530 8907 21778 22153 1835
"221965_at" 18085 17411 19673 14427 19270 3901 17319 3940 8420 16860 14991 18278
"221966_at" 12935 4173 14500 9597 18730 16349 20556 3485 22275 10629 11551 8690
"221967_at" 15178 5361 7077 20786 10211 21133 18428 19614 18879 16604 520 14308
"221968_s_at" 9758 7615 10927 7303 9144 13848 12021 9306 12260 5913 8826 5862
"221969_at" 15782 10852 14794 9929 4696 16077 12349 141 21165 8574 13349 10824
"221970_s_at" 17482 15176 20483 15807 17994 17842 7252 6566 7275 20398 18030 15424
"221971_x_at" 17833 15931 19951 12679 2383 7263 6894 18828 6741 12720 618 21587
"221972_s_at" 4706 17899 21850 16773 4184 7989 5474 14157 8642 15823 19574 17836
"221973_at" 21715 12845 18199 19914 21467 19395 18356 22276 21513 17771 20815 12811
"221974_at" 7794 7241 6552 22001 8973 5286 17734 9810 11986 9519 9963 8083
"221975_s_at" 5922 11257 8481 10061 6338 2653 12505 13224 15550 7002 6839 9566
"221976_s_at" 13107 701 14318 12352 20728 15972 20543 1427 2769 5038 7859 16573
"221977_at" 6120 10151 9009 4646 11578 18109 431 11516 1589 4022 7093 4739
"221978_at" 4939 9626 16448 5133 7680 11591 19565 13034 8567 8057 12491 10684
"221979_at" 19014 9480 20496 309 15523 21958 19910 5177 19862 19396 19777 14029
"221980_at" 8485 5348 18214 9101 5854 323 9900 12410 13767 9081 9814 7951
"221981_s_at" 18468 422 748 634 2784 16950 21249 4024 1788 1190 4332 14229
"221982_x_at" 21963 2211 21896 2615 640 9710 21765 21115 7205 410 1364 605
"221983_at" 18084 15524 3832 14976 3924 3172 6967 3928 2824 20322 5497 15359
"221984_s_at" 15637 21959 17975 17038 2302 8799 15947 2215 3274 11822 4580 14452
"221985_at" 20280 16629 2566 16134 18829 4717 15644 14342 20833 16270 22127 2457
"221986_s_at" 11598 13739 1054 16583 1920 7309 21567 20810 20778 14837 2797 1981
"221987_s_at" 18807 20038 21759 19218 21530 20085 15825 17931 18896 21197 21472 14227
"221988_at" 21862 16828 19079 20645 14421 3590 2907 1535 6388 12904 3184 18443
"221989_at" 1040 2464 2671 859 107 900 298 591 297 15062 4921 976
"221990_at" 10454 5594 14204 10096 12559 10624 8842 12112 15000 8856 13654 4743
"221991_at" 5563 6291 9022 5243 13276 15079 1019 13873 15080 2555 11761 11890
"221992_at" 18261 12467 20293 9606 20653 16499 4192 19072 18635 21848 21740 18855
"221993_s_at" 10464 3092 9811 10703 13015 20994 3115 7475 10402 1235 13055 657
"221994_at" 7144 11220 13170 10616 6581 11680 13243 7640 12017 9965 12746 10056
"221995_s_at" 2790 15689 22050 13706 2709 10160 21952 16466 5061 20808 20793 21241
"221996_s_at" 12310 4766 13396 308 8146 19678 2539 9840 21265 3413 12363 11496
"221997_s_at" 656 5064 19105 2936 4011 20921 4418 373 1284 2068 15877 13440
"221998_s_at" 12979 992 3601 14799 21028 2289 6434 3856 17773 13557 17415 16543
"221999_at" 14568 16901 197 11565 18830 2122 3946 15459 8918 10826 20566 21339
"222000_at" 18854 22167 19493 21870 18802 9680 16688 17421 8658 21357 18903 20670
"222001_x_at" 21672 1013 6984 17882 14238 9912 7701 18382 18595 15354 16174 15994
"222002_at" 9556 13443 13911 5959 9779 15020 12383 12829 10619 2946 6897 9551
"222003_s_at" 15772 10486 13644 195 18601 13992 16116 748 17316 3629 13320 15701
"222004_s_at" 4759 8215 14857 6993 9062 12148 9736 6900 14599 4529 11856 7813
"222005_s_at" 11578 9281 2328 337 1420 13365 15992 893 1791 17321 11802 14149
"222006_at" 14257 15027 17825 16893 21353 20577 20655 6625 7024 21362 20735 1733
"222007_s_at" 7878 6111 11898 8482 9276 13914 10096 9149 11632 4076 12731 6671
"222008_at" 5170 6035 9762 5023 9674 12476 13002 8490 13999 7256 6929 5362
"222009_at" 8765 13187 15986 11229 2365 21950 8514 5386 17429 8429 106 4389
"222010_at" 1597 409 2896 11540 2158 1793 1594 1157 2222 9171 1884 906
"222011_s_at" 13793 14623 2209 12171 1863 2694 3373 2399 3215 12694 3549 1327
"222012_at" 5321 13111 14831 11093 12405 11726 11865 12128 12266 9009 7532 9892
"222013_x_at" 17903 16029 256 16490 20371 21822 4185 20934 1907 20699 1728 20721
"222014_x_at" 17133 15301 4865 14704 5268 8986 5525 14414 3638 21512 2950 13547
"222015_at" 811 14212 1445 19442 976 20590 1758 14650 18343 2740 5205 2211
"222016_s_at" 1903 332 18722 12359 17503 17533 17002 6819 7417 1205 17389 204
"222017_x_at" 5648 7155 15628 8790 11068 6636 11693 12248 15625 22108 13049 1927
"222018_at" 2315 1117 5236 577 138 1648 808 2999 199 13653 994 871
"222019_at" 14941 9383 1463 1254 21599 5014 5273 16165 2669 18486 17704 388
"222020_s_at" 9431 12722 9995 10919 12764 12353 10193 1136 1544 7754 10499 11308
"222021_x_at" 15546 17460 19708 15072 16375 19078 18221 17265 18301 11826 17608 3750
"222022_at" 4322 10113 14580 9080 11639 20776 12559 7007 15089 6826 10970 5867
"222023_at" 11413 11526 4875 5732 13295 21677 2777 8524 10682 9897 12656 6305
"222024_s_at" 2008 16236 6107 12148 14888 1074 2469 17270 3104 11029 17565 15334
"222025_s_at" 12803 13501 12931 1482 8523 17101 6966 1991 11324 9700 13419 11691
"222026_at" 16857 8120 2292 16954 17841 5050 6169 18722 18702 17401 2792 13256
"222027_at" 15016 18232 1366 19301 874 4561 6859 1912 3070 15693 3443 13810
"222028_at" 2304 16608 6568 14131 441 5447 15423 18694 1886 14149 469 1671
"222029_x_at" 21059 17502 17212 13403 20825 18361 19730 16708 16942 15539 17697 21021
"222030_at" 14249 13672 6525 951 19762 20634 20253 1842 21378 21037 2946 11432
"222031_at" 575 9931 21661 2147 16802 1690 7589 18306 6877 681 14157 12828
"222032_s_at" 15781 10261 7581 539 19532 18157 1920 2065 5655 18575 9934 9732
"222033_s_at" 6695 7042 9530 4656 9462 18887 12009 8057 14905 2190 6129 10612
"222034_at" 19391 14745 18730 19151 19206 7122 3633 16740 5691 21606 18519 2309
"222035_s_at" 2043 774 1212 1496 629 1153 1238 1467 778 11112 1691 1349
"222036_s_at" 19544 2474 7268 20808 18795 9148 20069 6619 8449 17344 17705 20565
"222037_at" 18199 17550 6667 20812 19651 21151 21917 19114 20760 21431 19991 21935
"222038_s_at" 4560 20857 18069 21723 16911 9891 8151 22080 16374 17225 13265 16566
"222039_at" 21597 2258 17482 18393 5179 6039 6421 3506 5739 15763 5490 12968
"222040_at" 15659 20439 19714 1695 2403 7167 2629 2679 3931 19715 2060 17171
"222041_at" 855 15522 18967 2264 2581 6422 14546 5309 2801 2340 17269 3326
"222042_x_at" 11161 5944 8113 8108 6303 11338 12597 11743 13086 8492 8891 11850
"222043_at" 14300 892 8955 17986 1877 1880 3622 589 1209 8285 1768 1185
"222044_at" 14906 13982 21126 20308 17714 19950 8422 2954 3707 22192 17522 13488
"222045_s_at" 18601 13831 21714 12848 14638 8528 3652 4338 7564 15341 18037 4045
"222046_at" 15422 10450 20694 5638 13184 16216 1551 3132 6233 418 7976 2404
"222047_s_at" 19667 19822 19304 15398 18231 9439 19329 17718 18505 18807 18622 19251
"222048_at" 15574 4485 5982 17378 20398 19885 2146 16223 618 11798 14275 6467
"222049_s_at" 11398 7390 7812 6706 10021 13824 11156 9147 10165 4731 8368 6664
"222050_at" 1845 3232 16039 10687 16092 9459 5761 19572 21938 450 984 9365
"222051_s_at" 931 12386 14317 8617 10109 15846 16934 8955 17409 1482 12073 11347
"222052_at" 4376 18119 19536 14964 2607 2404 3813 994 5094 15959 1684 14915
"222053_at" 2162 10992 15249 9328 7703 13123 9908 8135 4058 3051 9775 11340
"222054_at" 4956 9292 4700 6549 6991 9694 11033 9416 10361 20981 6631 8700
"222055_at" 11504 8715 12182 9356 13824 2335 598 16348 20624 75 9179 12671
"222056_s_at" 15027 18606 2137 19544 14880 6910 6347 5262 18358 17625 4371 2527
"222057_at" 477 5300 6735 19920 2661 4450 15726 4214 21316 10931 12639 5605
"222058_at" 5001 12878 1003 4151 6857 710 9931 8587 230 2202 3159 10853
"222059_at" 8551 5718 12248 9715 9684 13643 9906 12327 13493 5990 12287 8419
"222060_at" 22259 20698 16275 1334 18280 17502 18767 15548 22073 13638 22271 14224
"222061_at" 6108 13042 3198 48 9957 943 21251 4390 3606 12724 14339 3161
"222062_at" 3084 19898 184 19248 21165 21011 18131 6643 8379 11668 3875 20863
"222063_s_at" 10726 9511 13004 5877 8584 12313 13366 9412 15240 8571 9157 10885
"222064_s_at" 13700 16811 3862 12820 15798 19014 4918 16011 9442 14878 19746 13729
"222065_s_at" 19229 18857 4849 2703 20193 1849 3243 5904 19683 20416 16077 19781
"222066_at" 304 12624 11101 9551 3491 14650 52 10055 693 4863 10466 8656
"222067_x_at" 20729 17944 5177 17697 2406 17133 19391 21814 21276 12945 21312 19581
"222068_s_at" 14773 8933 213 6884 14078 21141 19057 21546 8513 205 16401 14814
"222069_s_at" 9871 9431 12573 4060 11038 14347 728 13002 10890 6559 11015 4991
"222070_at" 17985 16388 19336 19295 2335 3306 19685 17229 3257 11837 16509 13341
"222071_s_at" 11507 2566 4870 6340 506 1249 9807 4709 21621 1446 1299 11869
"222072_at" 6560 8286 9320 10254 3610 11755 12585 11593 6821 8190 12612 11861
"222073_at" 5902 9309 9422 9725 12531 16134 13479 10504 15398 2593 6605 11093
"222074_at" 13830 12963 16703 12795 7441 8615 1287 9728 18260 14167 1873 6278
"222075_s_at" 15383 15129 8950 17388 1646 16143 543 4299 4979 8997 17056 17071
"222076_at" 7200 5747 11388 7518 9308 10615 11197 9413 13415 4467 9159 7376
"222077_s_at" 16953 19688 3833 20471 3317 19306 14950 3228 2310 14532 2427 2661
"222078_at" 8784 4948 8099 5812 12120 21703 13338 1638 16182 413 11777 8999
"222079_at" 5715 8741 9865 10000 7112 7390 12035 766 18149 904 13960 14768
"222080_s_at" 12097 9436 9366 10528 9423 11202 11399 11704 12353 5469 6459 2615
"222081_at" 11615 7780 11092 4513 2026 13197 10253 21147 19367 6377 12847 13203
"222082_at" 12625 13472 14099 3647 7938 2604 3375 18050 16055 4275 12185 6090
"222083_at" 6164 9033 11340 10634 8703 11944 13590 12912 10501 3876 7849 4980
"222084_s_at" 10913 6077 11226 7787 5778 14255 10567 9329 12185 3412 8889 7125
"222085_at" 12799 12108 11467 10946 13133 12631 10089 14346 22094 5601 14336 10929
"222086_s_at" 5153 2925 11709 6060 9086 14831 12528 8697 12384 8282 9561 4513
"222087_at" 16216 19715 10774 5499 21755 928 16524 18417 20527 21817 21854 21893
"222088_s_at" 5376 10662 4507 11017 6356 4776 13064 12543 10873 16335 10356 10158
"222089_s_at" 5066 5991 12113 7805 9660 15719 13347 11019 13334 3879 6490 4486
"222090_at" 2496 10392 6926 9450 11524 922 17088 13912 21563 5895 12132 12008
"222091_at" 3958 3826 9549 7888 6765 1328 11137 11625 14794 7537 12235 9503
"222092_at" 10077 2805 8033 5985 10310 19994 1652 12204 12702 1757 905 6739
"222093_s_at" 14463 19012 1290 7600 20158 20810 17575 16298 4427 13076 19312 21692
"222094_at" 345 2994 10557 11417 14299 21295 21866 8834 1270 14527 7549 5918
"222095_s_at" 7303 10736 21299 3540 10244 3785 14219 11445 16339 221 180 11602
"222096_x_at" 6681 9042 8751 18911 12398 17095 21409 9842 20784 3829 933 589
"222097_at" 5362 2514 8157 10363 11109 1631 13693 6591 2110 6952 12427 10130
"222098_s_at" 5017 7891 16166 4072 9124 10495 13188 6980 11274 7611 9002 7219
"222099_s_at" 14633 19638 21734 12776 15549 8542 3810 22236 16366 22077 5744 14251
"222100_at" 10133 10621 9171 8689 9827 14787 13145 11369 14487 4252 11271 4881
"222101_s_at" 10125 12193 6931 4427 11516 1288 14056 7996 10280 8839 6549 6713
"222102_at" 5441 3654 9822 16127 5792 21306 12331 12093 18693 3817 10891 3566
"222103_at" 14918 15478 3594 17612 4682 5229 6655 15521 5076 17846 14920 16720
"222104_x_at" 16290 19721 18502 682 18180 18115 14900 5704 20159 18227 5594 829
"222105_s_at" 2425 17931 19383 2432 4008 6330 15346 4710 4606 14006 15273 17992
"222106_at" 10282 7246 9637 3809 12927 10456 14238 7324 6942 8077 7348 11719
"222107_x_at" 5557 9268 15908 9037 13353 12212 10696 8714 14786 4245 6539 9651
"222108_at" 17131 896 465 20826 15484 1688 15067 16178 15903 18928 3705 13579
"222109_at" 13368 17987 1090 16576 20189 21570 21943 16952 2666 17570 20182 17822
"222110_at" 1388 17050 327 2863 19650 20539 2914 21335 1341 21881 3529 450
"222111_at" 19232 12641 17106 20795 19343 2223 17309 18016 19700 18672 20787 18653
"222112_at" 1311 5573 13923 3074 10892 2756 6943 10415 21035 8411 12541 5332
"222113_s_at" 4585 19105 1374 318 19636 3592 646 6290 4989 13330 5263 13746
"222114_x_at" 12753 13407 9846 11420 7982 136 2451 19756 21444 12184 7719 5189
"222115_x_at" 19962 12611 1444 22025 13994 1684 7805 17744 51 11330 12518 9322
"222116_s_at" 20701 16428 16461 3665 5134 20838 19044 5327 17654 5059 1491 17780
"222117_s_at" 11886 13128 16013 5221 13862 108 12005 13406 19813 270 13558 136
