"inst_3138" "inst_6517" "inst_7272"
"1007_s_at" 19011 6500 4959
"1053_at" 12096 3237 20926
"117_at" 19393 12511 3610
"121_at" 14486 20991 3287
"1255_g_at" 8723 8598 11919
"1294_at" 19857 2533 11134
"1316_at" 21401 6698 7546
"1320_at" 5761 5532 10348
"1405_i_at" 14498 12422 18007
"1431_at" 1067 2298 17999
"1438_at" 6448 667 21027
"1487_at" 14312 1693 3728
"1494_f_at" 2475 703 521
"1598_g_at" 21452 19286 9511
"160020_at" 4950 17746 9422
"1729_at" 22156 17516 8568
"1773_at" 2529 1262 9551
"177_at" 18017 20973 16110
"179_at" 13245 6908 21902
"1861_at" 18966 3299 20803
"200000_s_at" 13626 15632 7237
"200001_at" 13458 15544 8915
"200002_at" 12532 15589 7656
"200003_s_at" 7494 7693 18320
"200004_at" 14224 16844 8880
"200005_at" 12999 15355 7377
"200006_at" 15184 17116 8439
"200007_at" 13974 16645 9636
"200008_s_at" 12365 7602 6208
"200009_at" 14688 7047 18372
"200010_at" 4860 4449 6414
"200011_s_at" 17148 16880 5996
"200012_x_at" 4532 16962 18554
"200013_at" 12420 7924 8132
"200014_s_at" 15320 15625 4760
"200015_s_at" 12174 17096 6144
"200016_x_at" 5255 6771 8990
"200017_at" 7639 7422 9013
"200018_at" 7622 17456 8389
"200019_s_at" 4642 6898 19462
"200020_at" 12508 7289 7415
"200021_at" 4755 16311 20545
"200022_at" 12465 6708 19905
"200023_s_at" 15958 15615 9325
"200024_at" 5009 18150 8931
"200025_s_at" 12810 16758 18843
"200026_at" 7775 18085 8957
"200027_at" 15409 6634 8182
"200028_s_at" 16658 17819 19983
"200029_at" 5111 7523 18648
"200030_s_at" 11909 7180 8129
"200031_s_at" 7610 17500 19875
"200032_s_at" 7643 17800 7566
"200033_at" 13668 7287 4690
"200034_s_at" 12338 16160 9126
"200035_at" 16366 6646 6945
"200036_s_at" 14644 17390 8223
"200037_s_at" 13709 16581 3156
"200038_s_at" 7747 7339 18578
"200039_s_at" 17307 7643 6435
"200040_at" 14833 5557 6893
"200041_s_at" 16769 7613 6249
"200042_at" 12378 4170 8383
"200043_at" 17746 20509 4427
"200044_at" 16770 16455 5946
"200045_at" 16595 15256 8048
"200046_at" 14714 5796 6406
"200047_s_at" 12131 16639 5213
"200048_s_at" 16691 15880 9677
"200049_at" 15893 6718 9178
"200050_at" 12027 1228 4508
"200051_at" 14452 15377 4160
"200052_s_at" 12812 15768 8280
"200053_at" 4788 18503 19914
"200054_at" 4922 6110 21383
"200055_at" 15828 8251 7784
"200056_s_at" 19144 4487 9212
"200057_s_at" 16001 7868 9306
"200058_s_at" 13538 6198 20371
"200059_s_at" 15571 6112 8148
"200060_s_at" 15701 4649 21497
"200061_s_at" 7608 6347 19357
"200062_s_at" 7477 10259 19407
"200063_s_at" 14046 6736 19125
"200064_at" 15024 6131 18472
"200065_s_at" 11989 16137 18233
"200066_at" 12565 2568 1106
"200067_x_at" 16119 15951 3343
"200068_s_at" 14377 6299 9589
"200069_at" 3808 16853 21302
"200070_at" 1898 17469 7935
"200071_at" 17188 6171 19866
"200072_s_at" 13215 14938 8475
"200073_s_at" 14686 18024 6879
"200074_s_at" 13136 17774 8665
"200075_s_at" 18727 7407 6900
"200076_s_at" 19194 19707 9509
"200077_s_at" 13913 7675 19653
"200078_s_at" 13385 5041 7038
"200079_s_at" 13367 17068 6141
"200080_s_at" 13376 17605 18617
"200081_s_at" 5222 7884 19143
"200082_s_at" 13178 8257 18612
"200083_at" 18129 8089 9595
"200084_at" 16745 5059 7500
"200085_s_at" 5386 16634 18926
"200086_s_at" 5219 16438 8176
"200087_s_at" 5274 17640 6675
"200088_x_at" 7488 7125 19037
"200089_s_at" 4269 5112 7402
"200090_at" 18637 17172 20082
"200091_s_at" 12478 15289 6182
"200092_s_at" 12145 4266 4543
"200093_s_at" 15120 5104 8856
"200094_s_at" 5079 8219 19070
"200095_x_at" 7751 10441 9136
"200096_s_at" 17295 4105 9543
"200097_s_at" 14657 5797 5765
"200098_s_at" 18920 14932 20179
"200099_s_at" 7694 10398 8866
"200593_s_at" 4627 5998 1897
"200594_x_at" 15054 5364 4985
"200595_s_at" 14171 5750 5775
"200596_s_at" 2990 6069 9156
"200597_at" 4368 21984 5961
"200598_s_at" 12921 17451 5436
"200599_s_at" 12213 15446 6340
"200600_at" 5416 5533 5559
"200601_at" 12524 16599 8855
"200602_at" 14417 8012 2662
"200603_at" 12909 15487 4922
"200604_s_at" 15271 7589 2758
"200605_s_at" 18553 5256 5068
"200606_at" 2238 6604 9523
"200607_s_at" 5457 4416 4401
"200608_s_at" 13191 6816 5236
"200609_s_at" 3529 17769 7095
"200610_s_at" 14051 2816 18263
"200611_s_at" 14965 7754 20036
"200612_s_at" 17730 4736 6444
"200613_at" 12025 6637 7777
"200614_at" 13108 7604 19454
"200615_s_at" 18061 4147 4437
"200616_s_at" 16615 17225 3579
"200617_at" 5445 5103 9069
"200618_at" 12593 16608 4724
"200619_at" 16714 17065 18813
"200620_at" 16999 15919 9033
"200621_at" 16296 5142 3898
"200622_x_at" 4062 15897 18797
"200623_s_at" 22276 1948 3300
"200624_s_at" 14352 1751 5652
"200625_s_at" 14201 16255 6084
"200626_s_at" 19805 16023 2279
"200627_at" 14025 7137 6139
"200628_s_at" 18916 1710 19367
"200629_at" 14057 6101 6006
"200630_x_at" 4124 17741 5004
"200631_s_at" 15048 6585 7540
"200632_s_at" 13086 17728 9068
"200633_at" 14786 10343 19110
"200634_at" 14359 4230 18831
"200635_s_at" 10384 19192 2692
"200636_s_at" 7839 7466 3754
"200637_s_at" 6688 20334 695
"200638_s_at" 14976 15234 8564
"200639_s_at" 16153 15029 18595
"200640_at" 16264 17002 19541
"200641_s_at" 15180 5636 3149
"200642_at" 14207 15773 7667
"200643_at" 18612 21165 6213
"200644_at" 16518 17138 4081
"200645_at" 15553 14955 9536
"200646_s_at" 19599 21996 20284
"200647_x_at" 12897 15249 20335
"200648_s_at" 19374 5959 21344
"200649_at" 4588 2832 3810
"200650_s_at" 4535 16725 9647
"200651_at" 7737 5692 18272
"200652_at" 19090 2591 19854
"200653_s_at" 19344 15349 4344
"200654_at" 13408 6951 5191
"200655_s_at" 16392 6114 18405
"200656_s_at" 12327 20103 3646
"200657_at" 13101 6000 8480
"200658_s_at" 13194 16445 6318
"200659_s_at" 13359 2266 6416
"200660_at" 15193 4493 7413
"200661_at" 5088 6981 18767
"200662_s_at" 14679 7412 5770
"200663_at" 17387 5068 7418
"200664_s_at" 13771 5080 7921
"200665_s_at" 10556 10697 19052
"200666_s_at" 19426 16298 4434
"200667_at" 16405 7551 7425
"200668_s_at" 14340 15374 8658
"200669_s_at" 13041 15631 4525
"200670_at" 13929 7196 7573
"200671_s_at" 21779 1644 4204
"200672_x_at" 12376 21904 629
"200673_at" 15695 5646 6276
"200674_s_at" 5149 7372 20904
"200675_at" 19008 8101 18973
"200676_s_at" 5155 20825 19626
"200677_at" 12135 16129 4263
"200678_x_at" 17643 5166 8158
"200679_x_at" 13158 17145 19375
"200680_x_at" 13033 18153 6863
"200681_at" 12517 16938 4736
"200682_s_at" 5144 5415 3929
"200683_s_at" 17112 17577 7200
"200684_s_at" 17910 19056 1686
"200685_at" 16671 20608 6118
"200686_s_at" 15251 18700 18306
"200687_s_at" 17573 15677 2711
"200688_at" 5488 7229 826
"200689_x_at" 5349 18414 8062
"200690_at" 20031 20407 18640
"200691_s_at" 12966 15772 7439
"200692_s_at" 13393 15258 8419
"200693_at" 13698 7130 8485
"200694_s_at" 17418 6645 5575
"200695_at" 1856 20603 8841
"200696_s_at" 18075 4244 1527
"200697_at" 4959 3893 5449
"200698_at" 12535 7070 4249
"200699_at" 18022 6297 9646
"200700_s_at" 5467 15026 9242
"200701_at" 14847 5397 4950
"200702_s_at" 2957 17614 5744
"200703_at" 17844 16961 7350
"200704_at" 12200 5445 8207
"200705_s_at" 14390 16689 5243
"200706_s_at" 12130 4366 304
"200707_at" 13026 17295 8661
"200708_at" 15494 5510 19380
"200709_at" 21254 3630 8933
"200710_at" 16213 5694 20214
"200711_s_at" 15995 3550 8270
"200712_s_at" 18606 4081 2106
"200713_s_at" 12451 20162 9463
"200714_x_at" 18985 15943 20870
"200715_x_at" 4531 5922 6936
"200716_x_at" 7748 19652 5406
"200717_x_at" 7604 10341 19450
"200718_s_at" 12889 6014 9691
"200719_at" 5431 16618 7516
"200720_s_at" 14956 19751 5473
"200721_s_at" 5418 3743 4707
"200722_s_at" 20408 5098 1214
"200723_s_at" 13233 7922 6244
