"inst_621" "inst_1393" "inst_2076" "inst_2239" "inst_6793" "inst_7145"
"1007_s_at" 17779 19335 15820 2870 874 19610
"1053_at" 665 4969 17266 18903 21309 16919
"117_at" 6745 13604 1249 11660 10302 9426
"121_at" 1889 6633 13110 3518 2459 5551
"1255_g_at" 8499 13789 9045 14978 5377 10580
"1294_at" 15345 7258 937 449 62 4055
"1316_at" 11712 20049 1403 18101 16926 19831
"1320_at" 5423 17724 6342 2510 16033 14622
"1405_i_at" 5073 6743 6642 11731 9461 12968
"1431_at" 6265 9399 18025 21957 4139 15089
"1438_at" 18603 15649 15225 18838 16099 21615
"1487_at" 19139 7157 15023 2926 2965 16807
"1494_f_at" 659 18766 7091 5341 1237 821
"1598_g_at" 2692 19363 1847 9861 230 2385
"160020_at" 3916 2794 17595 10109 7632 2135
"1729_at" 20456 2713 17844 19903 16346 18812
"1773_at" 20093 7142 19543 20775 20265 21992
"177_at" 14925 5197 12101 10325 12140 14897
"179_at" 1658 4272 8851 9422 1058 9428
"1861_at" 17918 19416 17276 6529 17354 19860
"200000_s_at" 19064 19594 16231 18137 4520 17748
"200001_at" 2135 8401 14838 5261 13516 18135
"200002_at" 17297 18287 15890 9666 13999 17755
"200003_s_at" 16084 18268 14870 12544 13022 16952
"200004_at" 19270 2215 3863 17016 14841 16446
"200005_at" 17998 19395 15704 8105 14851 17978
"200006_at" 18030 20106 13777 9537 16927 18280
"200007_at" 1721 6061 13657 8069 16411 17353
"200008_s_at" 17905 7041 21981 17530 21870 17552
"200009_at" 16739 6224 17458 9266 14911 17298
"200010_at" 20254 5859 16623 16829 16115 18045
"200011_s_at" 18329 6717 4367 10403 4755 6792
"200012_x_at" 3167 19221 13025 17820 3262 6965
"200013_at" 3128 7552 13491 17063 13849 17894
"200014_s_at" 16978 19018 15515 7216 18461 16427
"200015_s_at" 16984 2500 16802 10096 17513 19928
"200016_x_at" 17717 3935 1969 9885 5173 6660
"200017_at" 2060 4735 13395 12577 12771 16533
"200018_at" 1915 7983 3950 12288 12801 7070
"200019_s_at" 15612 19912 13555 17367 3425 17828
"200020_at" 17655 5734 2822 6663 3419 5585
"200021_at" 15873 6020 2366 12499 7605 7133
"200022_at" 18179 20853 4074 12426 4621 16232
"200023_s_at" 15684 3842 2825 9457 12527 15881
"200024_at" 15947 18614 3921 10290 15342 15716
"200025_s_at" 1565 5729 2651 9302 12594 7158
"200026_at" 18393 3103 4099 17606 12851 6010
"200027_at" 15978 21293 3561 4517 13987 15981
"200028_s_at" 18364 8440 1721 6150 5124 4273
"200029_at" 16460 7191 15817 17340 15411 6313
"200030_s_at" 15551 7712 3366 10239 13668 6374
"200031_s_at" 1464 18291 13260 12573 7438 5917
"200032_s_at" 15932 5752 13488 12463 12442 17451
"200033_at" 16655 3995 15342 8687 15162 5911
"200034_s_at" 19031 3925 3704 17844 13245 17477
"200035_at" 2780 7439 18207 19105 1098 2013
"200036_s_at" 17789 18547 15482 9118 14824 16840
"200037_s_at" 18215 5183 15835 8490 14640 18037
"200038_s_at" 18093 5862 14765 17350 14947 16555
"200039_s_at" 16455 20539 16396 9987 15631 17622
"200040_at" 20027 3571 18550 18162 15345 18421
"200041_s_at" 16019 1989 14469 3635 4931 5683
"200042_at" 728 7636 16384 7708 4022 16482
"200043_at" 15710 19838 2449 5462 15894 17837
"200044_at" 19082 8436 16613 7081 17852 16064
"200045_at" 16449 8405 14079 5178 2365 3093
"200046_at" 16222 6344 14292 8667 14246 16116
"200047_s_at" 18259 2591 14450 10217 15978 6994
"200048_s_at" 18984 19776 13417 8883 15154 17130
"200049_at" 1852 4922 3078 2685 12437 6370
"200050_at" 20079 19091 17082 17797 13577 19528
"200051_at" 3371 7398 3868 16695 12924 21420
"200052_s_at" 18927 19735 17328 9228 18849 18086
"200053_at" 3271 18781 18200 4564 17693 21151
"200054_at" 1595 21008 18046 10117 14801 5796
"200055_at" 3082 18928 14819 6412 3959 17222
"200056_s_at" 17124 3094 15894 4685 18422 18677
"200057_s_at" 18523 5934 13289 7913 14017 6628
"200058_s_at" 16527 4381 17017 5439 5196 18499
"200059_s_at" 18551 4731 15551 7548 17943 17011
"200060_s_at" 2829 2330 14684 6341 12652 3081
"200061_s_at" 15131 6800 3820 12397 7436 6556
"200062_s_at" 3562 8310 13422 12566 7293 5392
"200063_s_at" 16686 3794 14652 12477 7500 15793
"200064_at" 17503 19562 14392 9061 3870 16795
"200065_s_at" 16292 18150 14169 8483 15768 16588
"200066_at" 16037 18336 19085 5559 14681 6941
"200067_x_at" 16262 6563 16590 6462 17390 16669
"200068_s_at" 15138 6773 13096 8939 13868 5053
"200069_at" 1759 6107 13329 2427 12399 3516
