"inst_7063" "inst_7068" "inst_7079"
"1007_s_at" 21151 20017 20021
"1053_at" 18776 4125 4442
"117_at" 2 2 2
"121_at" 1239 17819 5996
"1255_g_at" 12687 8846 10644
"1294_at" 4679 6768 7261
"1316_at" 17840 4145 14124
"1320_at" 6697 6031 15079
"1405_i_at" 16214 9011 10838
"1431_at" 10010 11070 13113
"1438_at" 18669 3251 1558
"1487_at" 2098 17586 19607
"1494_f_at" 910 6236 7489
"1598_g_at" 7393 14044 3504
"160020_at" 2438 3516 16155
"1729_at" 16646 18808 20830
"1773_at" 5576 17817 17113
"177_at" 11209 12144 14167
"179_at" 5013 2415 6336
"1861_at" 16676 16692 18882
"200000_s_at" 7128 15745 6303
"200001_at" 19136 15706 16311
"200002_at" 19705 14958 15817
"200003_s_at" 9454 5547 15878
"200004_at" 19523 13542 4929
"200005_at" 16486 18744 17936
"200006_at" 19959 16207 16961
"200007_at" 18323 2947 4067
"200008_s_at" 8129 2897 5236
"200009_at" 9512 4339 5586
"200010_at" 17709 13999 15597
"200011_s_at" 21381 19633 20302
"200012_x_at" 8079 14008 15848
"200013_at" 18489 13815 17378
"200014_s_at" 17773 3782 1797
"200015_s_at" 17186 5372 15593
"200016_x_at" 16773 13564 15434
"200017_at" 16951 5327 16265
"200018_at" 9276 5033 15653
"200019_s_at" 18293 14154 15336
"200020_at" 20389 15162 19885
"200021_at" 6120 3640 3925
"200022_at" 8699 5218 16860
"200023_s_at" 8276 3527 5301
"200024_at" 16690 4918 15512
"200025_s_at" 16966 14408 16564
"200026_at" 7987 4882 15441
"200027_at" 4619 2064 2702
"200028_s_at" 16861 15038 6308
"200029_at" 8777 4175 5242
"200030_s_at" 9108 14535 15806
"200031_s_at" 17543 5465 6533
"200032_s_at" 7469 13938 15748
"200033_at" 21498 16496 17885
"200034_s_at" 16739 4859 16568
"200035_at" 17439 17265 17135
"200036_s_at" 8279 5378 15404
"200037_s_at" 19156 19405 17913
"200038_s_at" 16868 14725 15428
"200039_s_at" 17288 3136 4851
"200040_at" 9113 14213 16008
"200041_s_at" 21640 20613 19363
"200042_at" 6611 3699 5718
"200043_at" 20428 14559 17104
"200044_at" 18876 18390 15455
"200045_at" 17393 4934 15511
"200046_at" 21608 17298 18310
"200047_s_at" 19600 2667 2941
"200048_s_at" 18855 17212 17371
"200049_at" 1728 2117 1880
"200050_at" 16622 5074 19048
"200051_at" 6443 19150 15839
"200052_s_at" 21194 5232 6361
"200053_at" 17075 17584 16660
"200054_at" 4866 1831 5958
"200055_at" 20026 19210 17021
"200056_s_at" 17245 13676 15942
"200057_s_at" 17074 13560 15562
"200058_s_at" 18296 5028 4587
"200059_s_at" 19230 14126 15302
"200060_s_at" 9562 5150 4317
"200061_s_at" 7180 13532 16270
"200062_s_at" 7812 5050 15807
"200063_s_at" 16474 5370 15282
"200064_at" 3962 911 1586
"200065_s_at" 18417 5148 5537
"200066_at" 19912 18545 18964
"200067_x_at" 4469 1302 1408
"200068_s_at" 9375 3152 4389
"200069_at" 3416 1987 1557
"200070_at" 5165 17808 20713
"200071_at" 8263 4781 5086
"200072_s_at" 19694 3131 3174
"200073_s_at" 18437 17796 16125
"200074_s_at" 18097 14844 17018
"200075_s_at" 18892 15129 15740
"200076_s_at" 20819 18688 16985
"200077_s_at" 17663 2608 5956
"200078_s_at" 16572 2174 6472
"200079_s_at" 16528 5598 3134
"200080_s_at" 20085 14521 16239
"200081_s_at" 8059 5197 16096
"200082_s_at" 7864 5256 15475
"200083_at" 8556 5586 16403
"200084_at" 17785 4296 4193
