"inst_7074" "inst_7084"
"1007_s_at" 4211 14942
"1053_at" 17898 16791
"117_at" 13481 12316
"121_at" 3299 16154
"1255_g_at" 10606 9289
"1294_at" 7503 7487
"1316_at" 3455 12928
"1320_at" 13932 8575
"1405_i_at" 7975 9500
"1431_at" 9710 3378
"1438_at" 16940 17532
"1487_at" 5981 16614
"1494_f_at" 8565 10228
"1598_g_at" 1617 1646
"160020_at" 19666 20379
"1729_at" 16527 17950
"1773_at" 21368 21413
"177_at" 1932 865
"179_at" 1538 20529
"1861_at" 15383 20277
"200000_s_at" 16411 19476
"200001_at" 4191 4261
"200002_at" 6390 15272
"200003_s_at" 15291 4479
"200004_at" 5327 4435
"200005_at" 15801 14645
"200006_at" 4414 3948
"200007_at" 5359 14997
"200008_s_at" 21248 22091
"200009_at" 16108 16219
"200010_at" 6728 15750
"200011_s_at" 4888 4499
"200012_x_at" 15406 15339
"200013_at" 15953 14885
"200014_s_at" 5473 4958
"200015_s_at" 3717 3530
"200016_x_at" 5926 14984
"200017_at" 6524 5017
"200018_at" 15910 15002
"200019_s_at" 15123 4939
"200020_at" 20689 17628
"200021_at" 17165 15763
"200022_at" 6601 17411
"200023_s_at" 6762 14573
"200024_at" 16543 16122
"200025_s_at" 4634 3011
"200026_at" 6505 5285
"200027_at" 6922 15144
"200028_s_at" 15598 15195
"200029_at" 6547 5617
"200030_s_at" 15083 15662
"200031_s_at" 15466 15981
"200032_s_at" 6528 4187
"200033_at" 16777 17913
"200034_s_at" 6694 4833
"200035_at" 15426 17030
"200036_s_at" 16282 15661
"200037_s_at" 2726 4982
"200038_s_at" 15102 14981
"200039_s_at" 16476 14861
"200040_at" 4412 4312
"200041_s_at" 2917 4571
"200042_at" 17981 5199
"200043_at" 3528 16393
"200044_at" 2962 2337
"200045_at" 16469 18187
"200046_at" 4436 4569
"200047_s_at" 17551 19507
"200048_s_at" 15665 15868
"200049_at" 21806 21696
"200050_at" 17350 18162
"200051_at" 17198 17066
"200052_s_at" 5777 17616
"200053_at" 19396 20676
"200054_at" 5622 16850
"200055_at" 2671 2756
"200056_s_at" 16589 17699
"200057_s_at" 6911 4699
"200058_s_at" 6746 5162
"200059_s_at" 6571 15384
"200060_s_at" 17318 18248
"200061_s_at" 16948 15596
"200062_s_at" 16472 14845
"200063_s_at" 6606 4693
"200064_at" 15755 5053
"200065_s_at" 15934 15601
"200066_at" 20121 21450
"200067_x_at" 6132 15742
"200068_s_at" 4388 4096
"200069_at" 22037 22012
"200070_at" 11617 19248
"200071_at" 17409 14750
"200072_s_at" 15252 4146
"200073_s_at" 3200 16621
"200074_s_at" 6882 4799
"200075_s_at" 4834 4985
"200076_s_at" 6257 5540
"200077_s_at" 5748 4945
"200078_s_at" 16494 16788
"200079_s_at" 16432 15013
"200080_s_at" 6461 2947
"200081_s_at" 16083 17131
"200082_s_at" 15961 15279
"200083_at" 6587 17387
"200084_at" 4711 14552
"200085_s_at" 2919 17128
"200086_s_at" 4395 15672
"200087_s_at" 3333 2790
"200088_x_at" 15710 14615
"200089_s_at" 3968 15296
"200090_at" 18041 20042
"200091_s_at" 15234 4678
"200092_s_at" 5545 5090
"200093_s_at" 3702 3951
"200094_s_at" 4910 15888
"200095_x_at" 15096 14924
"200096_s_at" 18378 18227
"200097_s_at" 4182 1873
"200098_s_at" 17253 15584
"200099_s_at" 5841 2618
"200593_s_at" 20312 18477
"200594_x_at" 5588 4220
"200595_s_at" 5614 14956
"200596_s_at" 17472 16781
"200597_at" 15661 18765
"200598_s_at" 5416 3171
"200599_s_at" 3231 1201
"200600_at" 2585 4591
"200601_at" 1379 3392
"200602_at" 2812 1435
"200603_at" 2417 3900
"200604_s_at" 15812 16603
"200605_s_at" 19691 16977
"200606_at" 3064 3811
"200607_s_at" 20293 21962
"200608_s_at" 4610 16808
"200609_s_at" 16177 3560
"200610_s_at" 3359 15135
"200611_s_at" 3365 2247
"200612_s_at" 22148 21803
"200613_at" 6380 17850
"200614_at" 18658 16577
"200615_s_at" 6485 16727
"200616_s_at" 17312 20853
"200617_at" 6301 15990
"200618_at" 2605 3576
"200619_at" 15989 17694
"200620_at" 16093 4570
"200621_at" 753 1504
"200622_x_at" 2736 2400
"200623_s_at" 18117 16257
"200624_s_at" 15705 17511
"200625_s_at" 2305 4083
"200626_s_at" 2483 3504
"200627_at" 15802 15281
"200628_s_at" 21037 20008
"200629_at" 16591 17456
"200630_x_at" 16465 4611
"200631_s_at" 5863 16050
"200632_s_at" 911 806
"200633_at" 16070 14913
"200634_at" 3139 15737
"200635_s_at" 16052 4219
"200636_s_at" 3116 2003
"200637_s_at" 18382 14780
"200638_s_at" 2635 2841
"200639_s_at" 4365 5246
"200640_at" 5411 4702
"200641_s_at" 19837 20903
"200642_at" 5487 14962
"200643_at" 3948 5092
"200644_at" 2798 2039
"200645_at" 5544 15906
"200646_s_at" 16752 3986
"200647_x_at" 4324 18039
"200648_s_at" 1726 19821
"200649_at" 3974 5526
"200650_s_at" 6745 4455
"200651_at" 15122 16287
"200652_at" 17547 16866
"200653_s_at" 6120 1052
"200654_at" 4332 15815
"200655_s_at" 4538 5108
"200656_s_at" 15679 20477
"200657_at" 6058 5411
"200658_s_at" 6603 17210
"200659_s_at" 20985 21177
"200660_at" 3753 3611
"200661_at" 16151 15746
"200662_s_at" 18212 5128
"200663_at" 16870 4033
"200664_s_at" 16452 16075
"200665_s_at" 6486 12516
"200666_s_at" 5149 16354
"200667_at" 6724 16120
"200668_s_at" 15806 14665
"200669_s_at" 18103 19045
"200670_at" 17229 20109
"200671_s_at" 2551 2586
"200672_x_at" 21447 16635
"200673_at" 6731 1867
"200674_s_at" 15127 16242
"200675_at" 4540 2403
"200676_s_at" 1630 17723
"200677_at" 4792 15445
"200678_x_at" 6157 4750
"200679_x_at" 17732 19320
"200680_x_at" 15379 3942
"200681_at" 4422 4879
"200682_s_at" 17564 18189
"200683_s_at" 19117 20245
"200684_s_at" 18394 19898
"200685_at" 20740 3714
"200686_s_at" 5628 16407
"200687_s_at" 10588 16571
"200688_at" 3917 3885
"200689_x_at" 15306 16033
"200690_at" 4263 17052
"200691_s_at" 15329 17688
"200692_s_at" 18018 18941
"200693_at" 4104 4436
"200694_s_at" 16546 16044
"200695_at" 17361 20581
"200696_s_at" 826 616
"200697_at" 3214 2246
"200698_at" 6226 14980
"200699_at" 5733 14777
"200700_s_at" 5056 15855
"200701_at" 4882 5036
"200702_s_at" 6678 15114
