"inst_2322" "inst_2361" "inst_3778" "inst_3859" "inst_3970" "inst_4335"
"1007_s_at" 12645 22059 4222 10385 6398 16001
"1053_at" 18425 2589 16848 5964 5880 3800
"117_at" 11598 19512 3709 5573 11648 15221
"121_at" 4607 20657 11076 9737 20127 8400
"1255_g_at" 8392 11989 5492 13199 11382 12152
"1294_at" 1161 21137 1401 20992 6177 1073
"1316_at" 21931 2559 20608 19418 5870 77
"1320_at" 10001 13020 11637 21782 20682 9775
"1405_i_at" 9194 20479 4485 13220 1328 10793
"1431_at" 21123 3861 9461 6773 7263 21422
"1438_at" 20957 7970 17025 780 17123 17197
"1487_at" 11754 6059 15733 6785 987 5736
"1494_f_at" 3230 55 4303 21753 1972 20010
"1598_g_at" 11849 302 12707 8162 1614 18966
"160020_at" 3797 2298 20519 3328 19573 17985
"1729_at" 21178 21843 15290 17709 21191 15831
"1773_at" 5143 85 20045 490 5491 21214
"177_at" 15162 1434 12231 5677 662 18257
"179_at" 3514 193 22072 3621 20578 5676
"1861_at" 1823 20567 11827 6019 4711 6852
"200000_s_at" 16448 20697 3915 18437 8209 4785
"200001_at" 14833 7411 11826 8894 9917 17468
"200002_at" 3989 5999 10598 18030 16410 9363
"200003_s_at" 13025 15946 5758 13178 12516 11769
"200004_at" 13266 4790 10436 18573 9838 17266
"200005_at" 12048 18482 11313 8240 17750 9563
"200006_at" 5320 7286 11331 18313 10336 6839
"200007_at" 3007 5220 3352 8250 16171 16165
"200008_s_at" 19725 15892 20619 3903 18388 10010
"200009_at" 14717 6529 15754 17331 9696 8357
"200010_at" 4289 7059 11473 8761 9852 9518
"200011_s_at" 15194 20251 16009 9568 16884 19837
"200012_x_at" 14789 16125 3418 10259 10997 7951
"200013_at" 12813 4197 4201 18564 9786 16589
"200014_s_at" 14443 4130 14380 9149 8970 5064
"200015_s_at" 14468 2293 11120 6713 8046 9187
"200016_x_at" 12386 6819 5705 17502 12437 9190
"200017_at" 7549 5305 5828 13307 12626 11860
"200018_at" 7567 18394 5823 13293 12618 11847
"200019_s_at" 13899 6562 3810 19501 16902 6936
"200020_at" 2396 6715 13647 9605 7221 21701
"200021_at" 14856 2520 5897 13422 12752 18604
"200022_at" 15060 6014 10776 11031 16271 9334
"200023_s_at" 13861 5114 10037 18767 10494 8072
"200024_at" 3073 16680 3840 9055 16278 9678
"200025_s_at" 4812 6294 3488 19007 12616 6305
"200026_at" 7385 10542 5900 7568 12757 9738
"200027_at" 16565 16947 10865 17510 9260 5134
"200028_s_at" 12420 18898 10580 8847 16309 18835
"200029_at" 5369 6748 3600 9531 10233 9286
"200030_s_at" 14549 17072 3018 19594 16923 16855
"200031_s_at" 7577 10372 5818 13282 12608 11840
"200032_s_at" 7533 10315 10603 13309 12629 9253
"200033_at" 3906 4452 3940 8746 7505 17345
"200034_s_at" 12419 6793 9890 7589 12525 16955
"200035_at" 2492 19492 10482 17997 1342 6466
"200036_s_at" 4987 7117 11259 19042 16472 7168
"200037_s_at" 3141 3540 11353 9625 16727 8568
"200038_s_at" 12615 10426 10768 13403 12726 7129
"200039_s_at" 14369 18231 10241 17236 16865 8149
"200040_at" 4484 18623 16466 19305 18531 10046
"200041_s_at" 15532 17449 15610 18971 8202 17891
"200042_at" 17521 19344 14516 17890 8911 16486
"200043_at" 5266 19365 4215 18540 8420 9180
"200044_at" 12663 16905 12503 20018 17090 15634
"200045_at" 12261 19634 13545 18162 4593 9764
"200046_at" 2566 2480 9540 17763 9741 7354
"200047_s_at" 2332 6406 11816 10085 10137 5395
"200048_s_at" 2999 5849 10060 19138 16507 8305
"200049_at" 15743 2234 3496 18766 6309 15891
"200050_at" 16310 3405 17935 6142 17988 3863
"200051_at" 17282 19944 14927 9556 6152 19366
"200052_s_at" 12853 5983 15111 9443 6872 9121
"200053_at" 2129 5376 19073 393 16135 21158
"200054_at" 1406 4424 10465 17822 4406 4382
"200055_at" 15057 7267 11778 19689 8537 6005
"200056_s_at" 3116 3300 11787 11016 7900 6471
"200057_s_at" 14831 7586 3479 8500 17240 17077
"200058_s_at" 13659 16210 13430 10728 8830 17556
"200059_s_at" 12934 5320 4348 10581 8203 15794
"200060_s_at" 2511 6841 2373 17921 8545 7447
"200061_s_at" 7355 5162 5817 13280 12606 16016
"200062_s_at" 7351 7534 5748 13163 12500 11756
"200063_s_at" 12458 5288 5849 13348 12667 11888
"200064_at" 15632 17602 12305 9630 7049 19719
"200065_s_at" 14479 18549 10852 6277 6987 9270
"200066_at" 5526 19862 20425 18751 16558 8657
"200067_x_at" 4945 5353 12350 9792 18193 4501
"200068_s_at" 5010 17425 11541 20100 17260 16691
"200069_at" 5431 19067 12322 7859 10514 8481
"200070_at" 20091 18840 12614 8898 6419 5563
"200071_at" 14257 3066 16106 6313 9881 17167
"200072_s_at" 12527 16148 14670 8552 8288 19976
"200073_s_at" 5093 7041 3829 10969 18139 15972
"200074_s_at" 3625 6365 11195 9842 17553 15813
"200075_s_at" 17952 16961 14899 8484 5353 9766
"200076_s_at" 15895 17934 12276 18746 5517 9681
"200077_s_at" 3356 3337 3400 6293 17029 16173
"200078_s_at" 4771 18293 16047 9294 7340 4613
"200079_s_at" 15337 18967 19290 10106 16180 16242
"200080_s_at" 12353 4466 3999 17314 16289 15939
"200081_s_at" 17836 5168 14755 11171 18269 17132
"200082_s_at" 5304 16363 12938 11113 12653 18386
"200083_at" 12228 18255 14068 7966 16770 10061
"200084_at" 4657 17038 11262 8170 8236 9070
"200085_s_at" 5045 7653 13422 19460 17130 8721
"200086_s_at" 11765 4305 10094 19287 7881 3906
"200087_s_at" 16290 17329 15367 9774 5101 16546
"200088_x_at" 7430 7419 5756 13173 12510 15995
"200089_s_at" 12299 5957 11087 10766 16090 5765
"200090_at" 14517 5777 13341 7214 20439 1473
"200091_s_at" 3699 6458 2315 10340 12554 16619
"200092_s_at" 16078 16040 9373 13355 12675 17630
"200093_s_at" 18171 4031 3191 6398 8529 9949
"200094_s_at" 5166 16863 12935 9941 8802 8207
"200095_x_at" 7495 19183 5889 13413 12738 11947
"200096_s_at" 17919 5553 15488 9717 18366 8566
"200097_s_at" 14513 4924 9974 7151 4280 16817
"200098_s_at" 14772 4764 14470 9048 7124 8190
"200099_s_at" 7327 10500 11010 13359 12680 9279
"200593_s_at" 17736 19170 18300 6889 5254 17514
"200594_x_at" 12165 5793 12493 18196 10507 18175
"200595_s_at" 4827 4926 10610 19654 8136 18787
"200596_s_at" 13486 15910 15909 4418 17087 18222
"200597_at" 5002 19011 18170 3896 10362 19792
"200598_s_at" 17323 3528 18946 2957 16528 2421
"200599_s_at" 5327 4129 4247 17362 10156 18928
"200600_at" 8617 18182 14194 12664 11966 18944
"200601_at" 19891 4296 3283 19182 21206 19099
"200602_at" 11859 4374 18623 10622 10345 17586
"200603_at" 14617 3783 11757 8302 16386 15709
"200604_s_at" 17320 366 20306 5234 18140 19763
"200605_s_at" 17341 16609 12955 17868 17897 10027
"200606_at" 13105 15765 15615 6746 7674 6464
"200607_s_at" 5481 19430 17269 1515 4340 3986
"200608_s_at" 3355 4611 3685 7201 6244 18465
"200609_s_at" 16254 2014 19592 20335 16495 17277
"200610_s_at" 4705 3991 3750 19279 9706 18524
"200611_s_at" 13391 17426 16698 7168 9366 7896
"200612_s_at" 14776 16428 21779 381 21478 1271
"200613_at" 11878 6792 13555 8201 8580 17716
"200614_at" 3677 7614 10133 10533 12523 17629
"200615_s_at" 20916 3131 18880 18288 18387 9696
"200616_s_at" 15415 20425 14705 3279 9717 881
