"inst_2378" "inst_5432" "inst_6331"
"1007_s_at" 20088 15418 16874
"1053_at" 16196 20141 20924
"117_at" 8038 10703 9634
"121_at" 16251 5707 12902
"1255_g_at" 6367 8856 7609
"1294_at" 1425 871 17606
"1316_at" 21491 2171 2088
"1320_at" 6348 12380 7762
"1405_i_at" 21154 9300 5792
"1431_at" 9518 14025 15422
"1438_at" 11137 20566 2736
"1487_at" 21144 1481 15899
"1494_f_at" 21712 20305 996
"1598_g_at" 19072 3497 16895
"160020_at" 714 21801 12075
"1729_at" 17384 2214 1688
"1773_at" 1768 17814 17773
"177_at" 18735 7977 8813
"179_at" 4886 20516 21460
"1861_at" 2652 18190 19945
"200000_s_at" 2340 5326 19569
"200001_at" 14810 14354 18122
"200002_at" 16733 13137 13916
"200003_s_at" 8603 8396 13006
"200004_at" 15609 5770 13967
"200005_at" 16737 5449 16829
"200006_at" 15310 14505 15434
"200007_at" 14361 16205 17966
"200008_s_at" 14963 17554 21648
"200009_at" 4884 5833 3896
"200010_at" 14371 13760 17193
"200011_s_at" 14108 6259 13556
"200012_x_at" 5010 6364 2557
"200013_at" 14530 14673 13141
"200014_s_at" 14765 14026 15598
"200015_s_at" 16755 4205 14711
"200016_x_at" 5877 16911 11867
"200017_at" 8370 8487 11974
"200018_at" 8540 8480 12476
"200019_s_at" 14052 12937 12464
"200020_at" 3657 14696 3772
"200021_at" 5378 8570 6929
"200022_at" 6130 5586 13829
"200023_s_at" 5770 13035 14143
"200024_at" 13601 14679 14948
"200025_s_at" 6193 13026 12080
"200026_at" 8522 8574 12339
"200027_at" 19349 16649 13172
"200028_s_at" 17494 6378 14699
"200029_at" 13818 13789 4056
"200030_s_at" 5498 5139 13032
"200031_s_at" 8534 8473 12575
"200032_s_at" 8513 8490 3157
"200033_at" 15735 4720 14109
"200034_s_at" 14107 16901 4123
"200035_at" 14613 21405 16510
"200036_s_at" 13819 14351 14033
"200037_s_at" 16083 5562 17712
"200038_s_at" 8516 13374 13454
"200039_s_at" 18003 5788 14731
"200040_at" 15876 5987 18155
"200041_s_at" 14793 13223 18429
"200042_at" 17203 16652 19848
"200043_at" 18553 17143 14748
"200044_at" 17373 15954 14937
"200045_at" 19529 6500 16091
"200046_at" 17057 16716 16216
"200047_s_at" 16944 13951 2444
"200048_s_at" 16936 13316 12652
"200049_at" 18412 14594 12980
"200050_at" 19359 20095 3545
"200051_at" 5831 18446 16332
"200052_s_at" 16511 19948 19604
"200053_at" 14386 16706 17830
"200054_at" 19334 5623 3825
"200055_at" 4774 16536 4119
"200056_s_at" 15037 15485 17304
"200057_s_at" 5655 5930 12844
"200058_s_at" 16187 18941 15064
"200059_s_at" 15529 13974 16543
"200060_s_at" 18201 13440 3164
"200061_s_at" 8456 8472 11987
"200062_s_at" 8528 8386 6602
"200063_s_at" 15120 8512 14296
"200064_at" 16824 15038 17136
"200065_s_at" 15371 5163 14260
"200066_at" 6305 18701 15316
"200067_x_at" 15959 14171 12579
"200068_s_at" 17094 13801 3544
"200069_at" 15809 16154 18076
"200070_at" 19773 18957 20346
"200071_at" 15062 15268 12138
"200072_s_at" 16750 16130 16623
"200073_s_at" 17560 15249 17510
"200074_s_at" 14020 16727 16233
"200075_s_at" 17184 5457 17321
"200076_s_at" 16822 15035 17371
"200077_s_at" 14638 16079 3939
"200078_s_at" 14487 5761 18110
"200079_s_at" 17297 4682 16417
"200080_s_at" 14278 13853 12630
"200081_s_at" 3859 15030 14800
"200082_s_at" 13834 5835 3881
"200083_at" 16596 2489 17265
"200084_at" 16851 15979 13735
"200085_s_at" 5684 16075 14408
"200086_s_at" 4502 15232 13531
"200087_s_at" 17034 3867 12233
"200088_x_at" 8420 8394 12024
"200089_s_at" 5909 17620 16033
"200090_at" 5725 5339 20929
"200091_s_at" 15012 17395 11910
"200092_s_at" 14232 6283 14620
"200093_s_at" 17697 16259 15167
"200094_s_at" 5377 13303 15117
"200095_x_at" 8427 8563 6912
"200096_s_at" 18068 20109 19380
"200097_s_at" 17546 2811 3455
"200098_s_at" 18891 15631 19190
"200099_s_at" 8408 8516 12957
"200593_s_at" 20876 14103 13845
"200594_x_at" 18632 6124 13126
"200595_s_at" 17842 6687 14852
"200596_s_at" 17364 5321 12422
"200597_at" 19276 20369 20682
"200598_s_at" 18719 6669 2950
"200599_s_at" 17112 14287 12444
"200600_at" 15802 8678 15879
"200601_at" 18331 19051 14516
"200602_at" 14471 19972 13388
"200603_at" 2333 16153 1802
"200604_s_at" 3366 13705 1357
"200605_s_at" 1682 16944 2303
"200606_at" 8812 13694 1763
"200607_s_at" 2692 14009 15744
"200608_s_at" 5076 15023 19325
"200609_s_at" 1715 3003 15460
"200610_s_at" 20805 18337 13639
"200611_s_at" 2407 16984 16122
"200612_s_at" 3775 4856 21472
"200613_at" 14133 15288 19170
"200614_at" 5375 5162 16253
"200615_s_at" 4797 3841 20639
"200616_s_at" 16115 4935 3007
"200617_at" 19268 14102 16765
"200618_at" 579 14404 18735
"200619_at" 5264 16159 17495
"200620_at" 2233 14071 12016
"200621_at" 4466 14153 758
"200622_x_at" 2022 5267 17918
"200623_s_at" 15525 14250 2662
"200624_s_at" 17045 13276 21215
"200625_s_at" 14893 13302 14899
"200626_s_at" 14263 6114 14377
"200627_at" 17051 15225 14900
"200628_s_at" 16269 17840 12567
"200629_at" 5788 15538 20329
"200630_x_at" 18019 4842 12846
"200631_s_at" 19626 6008 16556
"200632_s_at" 20744 1947 1131
"200633_at" 15720 8471 6733
"200634_at" 14714 15324 19512
"200635_s_at" 12692 19628 11839
"200636_s_at" 11403 21025 13768
"200637_s_at" 9648 19039 16585
"200638_s_at" 1773 13565 15676
"200639_s_at" 6071 16815 15225
"200640_at" 3494 15185 16303
"200641_s_at" 1660 18458 13038
"200642_at" 17000 16338 12466
"200643_at" 22204 3493 19046
"200644_at" 3432 14462 14463
"200645_at" 3187 3458 15472
"200646_s_at" 13871 19833 3997
"200647_x_at" 17484 16400 17724
"200648_s_at" 5931 16478 2790
"200649_at" 6021 16208 16183
"200650_s_at" 16836 6368 3467
"200651_at" 4413 4211 19064
"200652_at" 14243 16458 18788
"200653_s_at" 3835 5582 3743
"200654_at" 14739 6103 16137
"200655_s_at" 4837 17778 11900
"200656_s_at" 16672 5109 18345
"200657_at" 5232 6191 12584
"200658_s_at" 15230 13093 19619
"200659_s_at" 21778 6630 20806
"200660_at" 2512 5665 3736
"200661_at" 15988 6152 3555
"200662_s_at" 17304 4843 1991
"200663_at" 2583 6151 3608
"200664_s_at" 21635 16191 21525
"200665_s_at" 6355 11044 3652
"200666_s_at" 19958 15999 19704
"200667_at" 14354 19453 12251
"200668_s_at" 13734 4247 12943
"200669_s_at" 15574 6030 15068
"200670_at" 21883 16583 2733
"200671_s_at" 17705 1880 19278
"200672_x_at" 17815 13157 11911
"200673_at" 3006 15437 14934
"200674_s_at" 5496 5057 3389
"200675_at" 18169 15473 15637
"200676_s_at" 1697 2414 22126
"200677_at" 2707 5840 3091
"200678_x_at" 2543 4123 15699
"200679_x_at" 18426 16203 16010
"200680_x_at" 14653 13627 12361
"200681_at" 17967 4817 12897
"200682_s_at" 17242 15829 16249
"200683_s_at" 14843 6281 16493
"200684_s_at" 4463 6244 21929
