"inst_261" "inst_602" "inst_1331" "inst_3267" "inst_4411" "inst_4586"
"1007_s_at" 17436 15210 16446 2181 13267 9879
"1053_at" 15857 17946 21073 18296 4565 10067
"117_at" 21459 19282 5730 10796 1040 16175
"121_at" 18110 3055 863 20149 1930 8299
"1255_g_at" 18470 11287 7301 13120 7797 13867
"1294_at" 13653 1626 17485 401 2063 71
"1316_at" 11045 1513 5210 21151 13664 10498
"1320_at" 366 12359 9791 1281 3663 16256
"1405_i_at" 8124 11799 16022 13147 11045 18293
"1431_at" 240 5939 15052 6481 18649 22218
"1438_at" 19702 14514 7824 7850 21205 5871
"1487_at" 20077 14445 3546 3200 3951 2355
"1494_f_at" 16169 14713 13600 20930 4851 20394
"1598_g_at" 10793 14919 18053 4043 20519 12563
"160020_at" 11757 14653 17267 4956 20971 20845
"1729_at" 13830 20051 5312 2434 3495 5375
"1773_at" 2937 19540 20858 5294 13765 10469
"177_at" 125 3246 311 13940 488 20866
"179_at" 14623 1980 17760 1608 19734 21576
"1861_at" 17929 15103 17442 7067 17164 10978
"200000_s_at" 2948 15084 5722 5823 15159 10749
"200001_at" 15900 4812 16347 6579 7175 8535
"200002_at" 4068 18337 3091 6518 13215 10506
"200003_s_at" 4571 15131 15698 8435 9085 15699
"200004_at" 13911 17409 16391 3827 15615 9116
"200005_at" 3628 17787 5217 6899 14138 9276
"200006_at" 9719 15111 4709 8999 6585 11615
"200007_at" 11860 15359 3779 6920 6317 6880
"200008_s_at" 3390 5876 5310 10269 7207 7038
"200009_at" 8851 6080 15438 8079 6386 10543
"200010_at" 10335 14924 16130 7506 6379 12200
"200011_s_at" 11547 5106 19224 3261 15375 9591
"200012_x_at" 2580 14152 5044 20606 7150 20676
"200013_at" 2942 6385 15280 9484 13903 13377
"200014_s_at" 13464 17756 4635 8048 4949 9626
"200015_s_at" 11864 13893 5401 5094 14524 8808
"200016_x_at" 10954 19205 5574 8369 8993 12510
"200017_at" 12870 19220 15805 13294 9223 13676
"200018_at" 10735 14889 5474 13268 9212 13299
"200019_s_at" 2596 13886 3326 8069 9174 12633
"200020_at" 18168 15230 20791 7524 18979 7676
"200021_at" 2087 5136 2945 19076 9367 20424
"200022_at" 10415 17230 16458 19424 9110 13322
"200023_s_at" 3887 14875 4053 6631 6678 6334
"200024_at" 948 16023 16695 9855 14052 20007
"200025_s_at" 4602 6819 5534 10029 9210 13034
"200026_at" 10418 19069 15640 18753 9374 19954
"200027_at" 16770 15651 3972 4465 5845 5934
"200028_s_at" 15905 17094 17150 18643 17889 11341
