"inst_168" "inst_307" "inst_1693" "inst_1815" "inst_1857" "inst_5103" "inst_5528"
"200019_s_at" 5634 2538 5178 18539 17780 12906 17077
"200020_at" 16852 2930 20532 240 21555 10543 6504
"200021_at" 3443 19868 16237 7878 6146 19851 16754
"200022_at" 1228 4181 4680 18836 18398 11151 5003
"200023_s_at" 6311 18595 20033 20247 17046 12170 16130
"200024_at" 17695 16119 17037 18448 4771 19879 5477
"200025_s_at" 4053 16655 14959 20028 19191 11367 15779
"200026_at" 17438 7193 4447 7931 5550 19460 6962
"200027_at" 2769 3803 15130 19343 17741 5495 6577
"200028_s_at" 20926 6011 5799 7268 21309 10662 15138
"200029_at" 14392 5199 15710 8788 3976 19320 7340
"200030_s_at" 15645 6225 14942 18863 5061 12693 15907
"200031_s_at" 5450 4271 3647 19885 17615 14799 8169
"200032_s_at" 17551 6733 4340 19669 2019 10510 15649
"200033_at" 19243 16142 16535 8029 3066 9148 15972
"200034_s_at" 18215 6891 4538 18146 16488 10674 6470
"200035_at" 20690 8349 2221 6259 6010 19749 8381
"200036_s_at" 14398 4581 14631 18071 4524 10965 5987
"200037_s_at" 20414 16641 16533 7205 18119 9332 18383
"200038_s_at" 16569 5669 5041 7650 18542 19372 15146
"200039_s_at" 15587 2805 14574 17913 1070 8100 4932
"200040_at" 5756 6474 16141 6722 15922 8556 17162
"200041_s_at" 15435 6300 5039 5001 4910 9832 7383
"200042_at" 14601 6762 15059 19349 15661 4590 19095
"200043_at" 4357 2549 5046 20327 21851 7310 5000
"200044_at" 15569 6538 5735 8545 6081 5077 7332
"200045_at" 5440 3648 4222 6683 1715 9423 15350
"200046_at" 17605 4004 16066 6731 18165 11554 15137
"200047_s_at" 19147 17264 17427 19513 20365 5606 8191
"200048_s_at" 4750 16516 17451 18494 18964 4718 5670
"200049_at" 1681 5575 5206 18635 2676 12649 19653
"200050_at" 19811 6073 19727 3766 19711 7002 8117
"200051_at" 5452 18276 5087 6685 3498 7296 8286
"200052_s_at" 16246 5160 5411 4068 2503 4553 7457
"200053_at" 4356 20327 5198 754 427 7685 15313
"200054_at" 18568 17519 20435 18736 3362 4456 6326
"200055_at" 15814 5936 15388 20007 1024 20357 6887
"200056_s_at" 6461 8360 20061 6838 20554 4998 19603
"200057_s_at" 16804 17216 18234 8161 15841 11040 15290
"200058_s_at" 5604 17423 16268 7583 5861 8226 18220
"200059_s_at" 16936 18006 16546 18809 17839 7213 8407
"200060_s_at" 18403 4290 20481 3971 17060 8558 5357
"200061_s_at" 15554 6059 4753 19676 5865 19226 5889
"200062_s_at" 6293 5139 5076 19507 2847 14721 8405
"200063_s_at" 5454 8763 16155 21139 4850 11208 6618
"200064_at" 4362 16888 16025 5239 17473 9945 7289
"200065_s_at" 15322 1931 17428 6980 3239 12791 16164
"200066_at" 1664 4011 4838 17818 17808 729 17059
"200067_x_at" 20989 17536 16380 5899 4987 11096 15788
"200068_s_at" 15781 6857 18389 4172 4387 10990 16750
"200069_at" 4641 7449 20463 4887 20009 1792 16099
"200070_at" 16382 3680 20932 21147 15896 19172 19214
"200071_at" 3790 19741 21531 20746 5781 3779 7019
"200072_s_at" 2410 18459 17382 2883 15886 9816 19274
"200073_s_at" 19822 19261 16822 20814 18727 8428 5806
"200074_s_at" 17310 7873 14681 19106 5113 12042 5928
"200075_s_at" 15524 1984 5012 4872 16684 6316 4260
"200076_s_at" 16319 16405 18089 3688 20448 5931 3802
"200077_s_at" 15126 18001 14497 19571 6047 11192 6694
"200078_s_at" 14460 3187 16767 5874 18235 8683 18182
"200079_s_at" 15911 16487 5155 3368 19229 9871 8157
"200080_s_at" 17307 16741 15342 17925 17784 19848 17821
"200081_s_at" 4059 5082 4369 6415 19565 10201 7245
"200082_s_at" 18956 7050 4666 6649 3784 10033 6624
"200083_at" 3684 21433 5250 8756 21292 7640 7787
"200084_at" 3955 534 18337 6635 17990 7801 6471
"200085_s_at" 5359 7056 15145 7040 19207 10675 4451
"200086_s_at" 5427 4235 5270 18843 16757 12779 6796
"200087_s_at" 15822 4326 18915 5597 16402 8982 15720
"200088_x_at" 15249 8256 5418 7608 2656 20052 6304
"200089_s_at" 18597 16500 5544 18415 3992 9490 6383
"200090_at" 15308 7173 14610 7788 16088 20107 6036
"200091_s_at" 3792 3838 14726 20463 15508 7007 6368
"200092_s_at" 2193 3503 4497 8196 4728 20180 6914
"200093_s_at" 14716 7424 20027 20480 15728 9771 16277
"200094_s_at" 3391 8425 3842 7272 5343 8145 6499
"200095_x_at" 2271 16486 4767 8727 5385 20579 7733
"200096_s_at" 4469 1793 16120 5704 5659 1319 17455
"200097_s_at" 18880 8728 15517 1502 6018 8355 18789
"200098_s_at" 14391 16126 19626 8098 21061 7918 6682
"200099_s_at" 16004 6824 15945 18184 4078 11119 15561
"200593_s_at" 3683 7707 15131 6932 3592 9288 17363
"200594_x_at" 16656 8300 16327 5220 5809 10384 17506
"200595_s_at" 18608 4313 20103 4754 15915 5902 17657
"200596_s_at" 5069 6006 15365 8361 17290 5929 15443
"200597_at" 14944 18198 5515 21866 6191 999 17367
"200598_s_at" 6087 5698 2029 18237 17704 10036 8326
"200599_s_at" 21678 17560 16648 7978 6418 9348 15793
"200600_at" 6546 12673 11018 6122 3091 5138 14327
"200601_at" 2112 21783 16594 7612 17394 10302 15165
"200602_at" 14341 21675 20509 20462 17157 10161 4998
"200603_at" 20939 5298 19716 19293 19492 10416 18788
"200604_s_at" 3545 7955 19054 4522 3959 5450 8022
"200605_s_at" 15462 5140 3098 4389 4055 2000 15160
"200606_at" 6219 18404 18956 7168 11085 4704 6588
"200607_s_at" 5779 18124 14515 4609 5488 11555 7395
"200608_s_at" 21252 6674 17416 8088 18562 6266 6402
"200609_s_at" 20459 3196 15786 2986 21318 9631 20741
"200610_s_at" 2884 18765 14707 8258 16219 6459 15410
"200611_s_at" 14428 6223 19197 7308 5984 6089 17989
"200612_s_at" 2519 15957 21143 3444 19561 3249 2914
"200613_at" 19620 16984 15951 18051 15805 12776 5642
"200614_at" 14683 8257 15028 20113 5382 10960 16556
"200615_s_at" 4752 5151 15724 4420 2654 5029 18462
"200616_s_at" 16072 2044 16694 18096 18863 19640 5626
"200617_at" 1988 6318 5037 6729 17996 3529 18985
"200618_at" 17388 6448 18066 4012 21013 6377 19363
"200619_at" 15340 7076 19095 8386 19676 7887 6367
"200620_at" 2721 2717 15148 4882 19806 11297 6290
"200621_at" 3819 4539 15655 19192 18728 10856 17304
"200622_x_at" 5572 2457 15726 3261 21946 8877 4955
"200623_s_at" 5784 4394 19281 3092 16019 8543 18590
"200624_s_at" 3278 7595 4332 1567 15541 3069 7755
"200625_s_at" 20029 4332 15798 5079 16578 10341 20593
"200626_s_at" 3055 1227 19748 4996 21954 8649 17930
"200627_at" 17382 17289 4104 6596 17343 10392 15175
"200628_s_at" 4354 18880 16807 1820 5700 3059 4760
"200629_at" 3302 19358 3711 3868 18614 19336 17231
"200630_x_at" 4717 16283 5227 5613 4090 11249 8410
"200631_s_at" 4608 4732 15054 6522 15552 7393 7157
"200632_s_at" 2984 1945 18822 20027 21042 19492 20508
"200633_at" 6441 4312 15048 18884 17572 20521 16770
"200634_at" 14394 20480 17674 18956 20626 7266 8413
"200635_s_at" 3406 19309 4792 20269 9090 10530 16268
"200636_s_at" 5177 6120 18715 19953 10015 12141 19212
"200637_s_at" 19964 1695 3737 2059 10578 11844 1375
"200638_s_at" 15210 5847 5463 5924 3909 10013 6707
"200639_s_at" 19583 16997 14870 19842 2703 5749 7761
"200640_at" 19563 18724 15721 7457 4356 12124 16987
"200641_s_at" 17395 8747 2435 1534 16022 7942 6731
"200642_at" 15858 6315 15177 18521 15744 9751 5336
"200643_at" 265 17900 4405 21174 2488 2406 21567
"200644_at" 19531 6051 16315 8540 17436 3656 4265
"200645_at" 5981 3850 15091 7842 17778 19284 6596
"200646_s_at" 5417 16988 437 21668 940 11880 1946
"200647_x_at" 5601 16185 20028 7871 6423 12622 6106
"200648_s_at" 3511 5390 18027 3116 3469 1125 20149
"200649_at" 4930 1880 16212 8686 645 8969 19378
"200650_s_at" 16452 16950 16102 19002 5045 19793 17124
"200651_at" 15071 8571 14463 19575 5997 11975 16381
"200652_at" 6062 16717 4305 19019 16263 1250 4124
"200653_s_at" 14467 6636 15247 7599 3126 9979 4342
"200654_at" 3919 8586 20240 6165 17327 11349 19661
"200655_s_at" 14347 16816 18951 20001 18546 12782 7847
"200656_s_at" 14280 4567 17706 7140 15743 970 5967
"200657_at" 15385 18243 16784 5731 5953 20121 16990
"200658_s_at" 14547 6452 14591 2214 4465 5697 6781
"200659_s_at" 18151 16735 16725 7502 19889 11825 18523
"200660_at" 3354 17664 15760 7265 2601 9015 6029
"200661_at" 16080 1834 20039 5332 18658 8281 4989
"200662_s_at" 5055 5951 16792 2188 21860 3148 7256
"200663_at" 18392 3644 15030 18850 21479 10854 15462
"200664_s_at" 3654 3884 3531 4638 4306 1135 5750
"200665_s_at" 13225 13504 7781 11609 12018 5519 4212
"200666_s_at" 14928 3336 1632 7178 3412 6120 7379
"200667_at" 15156 19644 18624 5633 15621 11250 8295
"200668_s_at" 4636 6104 16190 5561 5276 8685 16684
"200669_s_at" 16519 2135 15802 1568 2310 10829 15540
"200670_at" 2939 1146 17945 20019 19010 2001 18905
"200671_s_at" 18141 403 8225 7814 13149 19429 222
"200672_x_at" 290 3946 14619 5845 4318 19309 998
"200673_at" 447 4745 19709 17904 18028 8932 17359
"200674_s_at" 6477 8321 4608 20119 4504 21278 7068
"200675_at" 6296 7132 19462 20819 19406 6228 19662
"200676_s_at" 6358 16413 20922 21191 21892 9573 20840
"200677_at" 3821 7293 18737 2965 17172 9224 8170
"200678_x_at" 3877 7210 19656 6607 17631 12272 19913
"200679_x_at" 15001 7002 17877 4343 5398 10351 5709
"200680_x_at" 14325 17634 16874 20310 21575 11134 17289
"200681_at" 15007 2692 15186 5142 4039 11428 7313
"200682_s_at" 16377 4401 4981 6474 4267 8344 16044
"200683_s_at" 15268 7896 17754 2157 16382 7035 16902
"200684_s_at" 16066 7136 17937 5788 2735 7477 21472
"200685_at" 8570 13191 4501 20570 5187 3695 4899
"200686_s_at" 18527 18052 5136 7413 18008 1940 7573
"200687_s_at" 15396 6874 15903 18812 3764 3134 5195
"200688_at" 5201 6390 21681 2212 1231 952 15574
"200689_x_at" 14848 6628 14481 17977 5790 19860 6194
"200690_at" 15452 927 18980 6485 3584 2430 20467
"200691_s_at" 15021 5769 17192 3630 16448 7160 15469
"200692_s_at" 1586 8391 17238 3526 3832 6191 4494
"200693_at" 14595 7334 15410 3242 15785 10589 15394
"200694_s_at" 16350 4588 16570 7981 19745 5405 16933
"200695_at" 16592 8474 4880 428 2917 20903 1196
"200696_s_at" 18291 4315 20391 2656 18456 11904 18560
"200697_at" 17123 16071 18326 4284 5930 8199 15629
"200698_at" 16190 3157 17460 8269 4006 6838 17638
"200699_at" 15107 4387 4275 18014 2215 11804 20967
"200700_s_at" 18344 4625 3742 6531 16884 9051 7915
"200701_at" 6129 17859 4365 5414 5523 11666 18039
"200702_s_at" 5240 4439 16919 8729 19591 6987 3624
"200703_at" 4342 477 17363 6171 20269 9076 7420
"200704_at" 19958 19448 17128 680 3963 21073 17490
"200705_s_at" 5361 8278 17188 6744 17019 9211 7102
"200706_s_at" 16154 17379 15038 610 17677 1083 8357
"200707_at" 17835 6245 17855 6307 15641 10988 8055
"200708_at" 2560 6564 4389 18163 6453 10494 5773
"200709_at" 1987 2296 16495 2516 3719 8191 15258
"200710_at" 18795 4283 19631 8657 18125 9768 4505
"200711_s_at" 18828 6942 14540 3960 2262 8186 7886
"200712_s_at" 19359 19179 5174 1684 2290 1987 7435
"200713_s_at" 17494 16180 17110 2531 19365 11590 19860
"200714_x_at" 17081 16683 18603 7114 17079 8946 16253
"200715_x_at" 5835 17820 18846 5357 2815 9460 6339
"200716_x_at" 14523 5763 4848 8074 16982 19675 7438
"200717_x_at" 3996 17749 5899 18714 5634 14798 8244
"200718_s_at" 1927 518 16989 18925 6108 9452 16685
"200719_at" 21125 811 14980 18585 19677 9898 15047
"200720_s_at" 19891 16913 15031 20012 21543 8993 4035
"200721_s_at" 1020 19892 14718 2074 3686 3425 3415
"200722_s_at" 14542 16234 684 1571 1905 463 4297
"200723_s_at" 5477 17430 3035 1391 6078 5914 8246
"200724_at" 2686 19378 2651 13477 4296 21382 19318
"200725_x_at" 6429 8697 15227 19478 4399 20609 15761
"200726_at" 16563 5852 18778 21465 15494 5811 15613
"200727_s_at" 3189 7796 18545 482 4592 19459 4594
"200728_at" 3091 7138 1825 7955 15465 3622 4210
"200729_s_at" 5697 5186 15567 2609 15833 7327 4815
"200730_s_at" 19739 8452 21936 273 6239 10987 7651
"200731_s_at" 16685 4016 19643 4176 958 1555 5298
"200732_s_at" 4305 16800 4772 6978 16906 3680 5323
"200733_s_at" 17644 17898 20719 18258 15991 821 17658
"200734_s_at" 15367 7628 17746 18644 19442 7795 5911
"200735_x_at" 14666 4570 15335 18232 16099 12608 6026
"200736_s_at" 8647 15396 10200 6468 5922 12413 12308
"200737_at" 4939 8557 21186 2822 19560 7142 16959
"200738_s_at" 6102 4499 16787 18697 4957 9494 6030
"200739_s_at" 19287 4068 1021 18514 691 12219 17965
"200740_s_at" 15321 18904 19259 8567 20596 12639 7048
"200741_s_at" 3846 7667 1554 20603 3472 11534 10316
"200742_s_at" 15461 7303 1374 1254 4378 10764 4049
"200743_s_at" 4852 5967 19558 19032 19770 7948 15399
"200744_s_at" 5653 4749 3725 5903 15618 7913 6324
"200745_s_at" 19825 4031 15803 4500 17683 19761 17048
"200746_s_at" 18050 16476 20994 18369 20724 4962 6425
"200747_s_at" 18002 2394 5755 7347 1245 7216 2816
"200748_s_at" 18471 8171 4532 8722 18789 10928 4497
"200749_at" 15555 866 15993 6995 16708 9033 16975
"200750_s_at" 5094 5391 15239 20117 4491 10535 8260
"200751_s_at" 16070 16043 3773 2960 4775 3040 7007
"200752_s_at" 5720 17195 18816 2629 2466 19691 17877
"200753_x_at" 16927 7872 15488 3194 19777 3437 7873
"200754_x_at" 18829 16485 3694 5546 5788 12844 17045
"200755_s_at" 16671 91 1780 4419 2881 4714 18063
"200756_x_at" 14423 8407 2200 1146 2110 19601 16523
"200757_s_at" 16673 17679 19810 3330 4857 19273 2729
"200758_s_at" 15851 19230 18087 6055 18289 8222 16861
"200759_x_at" 4097 17187 3595 1071 15750 12305 7001
"200760_s_at" 4871 6157 3771 1349 16956 11513 3650
"200761_s_at" 4182 3492 19017 2942 18557 3627 4597
"200762_at" 4577 3652 21039 2250 16807 3087 3081
"200763_s_at" 16521 17124 5894 18445 18424 19408 7206
"200764_s_at" 5157 1611 15142 17325 3844 18733 8256
"200765_x_at" 5198 4306 17703 11491 2639 14684 7090
"200766_at" 14290 18160 20512 7365 18083 5971 19176
"200767_s_at" 6202 4937 3548 20078 2795 4876 7444
"200768_s_at" 16682 4643 20251 5724 17484 3583 15784
"200769_s_at" 17353 6441 3989 33 4364 3566 4921
"200770_s_at" 6028 20016 1416 1986 18864 12889 2807
"200771_at" 4781 5289 17590 3281 6083 8805 17394
"200772_x_at" 5022 5477 4374 8597 6187 12477 8029
"200773_x_at" 19588 5094 14494 4924 4516 19335 15477
"200774_at" 19361 7281 3935 8639 18309 8679 8390
"200775_s_at" 17117 8151 4226 2006 21893 9787 18090
"200776_s_at" 14316 2053 1918 1660 16301 3728 15323
"200777_s_at" 16587 5322 14732 5461 6273 7157 15341
"200778_s_at" 16821 6224 4426 1385 18331 11323 15230
"200779_at" 17832 1111 14486 18702 16204 4327 15177
"200780_x_at" 18940 6305 14686 5934 4552 19676 15391
"200781_s_at" 4294 5156 5338 20064 4995 19633 15162
"200782_at" 2983 8054 19931 7940 17246 8564 19087
"200783_s_at" 16608 806 19909 6041 20485 6384 7874
"200784_s_at" 8410 13534 10419 912 7762 1532 329
"200785_s_at" 14068 9357 4553 1612 7782 3048 11240
"200786_at" 6469 3116 17017 4856 16617 11012 5367
"200787_s_at" 4110 4705 2346 6803 20883 2888 1580
"200788_s_at" 6312 5599 19442 7019 15933 9632 5420
"200789_at" 5306 1371 19676 19250 16869 1997 3473
"200790_at" 3167 16975 20192 18401 17145 11691 16020
"200791_s_at" 20333 19178 4257 7796 2869 2045 15608
"200792_at" 17315 17335 14487 6514 4453 11767 7929
"200793_s_at" 2413 3178 20264 18133 18574 6557 6125
"200794_x_at" 16914 17291 15253 1487 18359 7532 6536
"200795_at" 21662 2383 3952 11364 14984 20135 1596
"200796_s_at" 6171 2749 4939 17186 21370 6374 1529
"200797_s_at" 3373 5214 19672 5751 18675 7983 5257
"200798_x_at" 1604 17332 4542 1696 20131 2109 4984
"200799_at" 1862 3120 17463 5618 10775 19314 6055
"200800_s_at" 1788 3987 2584 6208 73 11649 3328
"200801_x_at" 18696 8352 5185 8172 3074 14692 7269
"200802_at" 5866 7547 17449 18361 16921 9802 4537
"200803_s_at" 2244 7981 4655 8374 4339 5544 5593
"200804_at" 15840 18803 15223 4513 2820 7337 16024
"200805_at" 17436 17136 4934 4321 4785 7622 7788
"200806_s_at" 2831 5688 4456 2624 4969 10356 15387
"200807_s_at" 3607 8323 14928 18375 17447 11887 8195
"200808_s_at" 3407 16419 21800 842 5549 11048 19245
"200809_x_at" 6104 6232 4632 6457 2161 19842 6609
"200810_s_at" 18605 7610 20539 7638 6085 12604 14979
"200811_at" 4772 3502 20551 18151 5854 7345 16955
"200812_at" 1422 3772 15121 19883 4540 10219 15786
"200813_s_at" 1011 17781 18316 6706 21360 4640 19460
"200814_at" 5032 3763 18731 19951 15495 11917 3614
"200815_s_at" 4646 5813 19455 7034 19932 12657 8248
"200816_s_at" 21535 8134 19053 4377 16184 3303 4727
"200817_x_at" 16345 7290 5640 6521 18540 14704 10303
"200818_at" 6192 7219 3288 8131 18198 11636 6452
"200819_s_at" 6173 8749 5053 18379 16417 12510 17006
"200820_at" 15175 7111 15539 4967 3795 9599 5744
"200821_at" 20947 402 17512 20106 19183 7775 17499
"200822_x_at" 3869 5563 16585 5163 2851 7137 7423
"200823_x_at" 16110 17854 4254 19869 19967 21006 16830
"200824_at" 14914 20350 10590 8327 5702 5636 4662
"200825_s_at" 3500 6675 16746 7861 18434 10121 18545
"200826_at" 16477 17830 15634 5877 4383 10355 15108
"200827_at" 3101 21408 15502 8043 16994 5596 5395
"200828_s_at" 2447 7130 14900 2424 5497 2656 7597
"200829_x_at" 3622 7965 20636 18113 20259 8477 8008
"200830_at" 5701 16454 15571 20197 4342 10807 16395
"200831_s_at" 17706 3518 20579 4222 4082 5903 5678
"200832_s_at" 5226 7559 17589 8759 21018 5573 15185
"200833_s_at" 5798 5790 15856 19939 3289 5357 18566
"200834_s_at" 2838 7187 14778 19714 15553 19757 15648
"200835_s_at" 20550 13575 21849 6265 21655 21293 2793
"200836_s_at" 6022 702 825 7243 343 430 21430
"200837_at" 16665 1794 14891 6828 3171 8991 2533
"200838_at" 17186 17831 17635 7361 5567 2657 21031
"200839_s_at" 5635 4650 20011 8780 16736 11378 17297
"200840_at" 3731 6531 15423 18728 17366 11856 15492
"200841_s_at" 1809 16181 2084 18489 15690 9368 7833
"200842_s_at" 16216 4019 15337 5160 20916 10002 5498
"200843_s_at" 15962 6107 17233 4541 18642 19190 17000
"200844_s_at" 5705 16581 16587 6788 16159 11289 7683
"200845_s_at" 19506 18002 16734 7200 5553 12036 16085
"200846_s_at" 17506 5167 17622 7983 17609 10419 4457
"200847_s_at" 5742 5620 21356 4554 17213 8390 15436
"200848_at" 20710 19619 17524 2991 21072 9371 3350
"200849_s_at" 1957 19084 17625 17804 19063 9099 17618
"200850_s_at" 5035 6406 15077 4947 3915 10440 17501
"200851_s_at" 15284 4410 5163 1121 21068 19846 20847
"200852_x_at" 15288 4007 19230 5763 17022 10776 2506
"200853_at" 4285 7201 16983 7594 3825 12872 6960
"200854_at" 3981 5201 18669 6620 1817 3262 4916
"200855_at" 16820 16714 1058 3575 19118 20773 15318
"200856_x_at" 22145 20970 2280 18664 20292 7346 3053
"200857_s_at" 6162 3833 19665 3694 21111 11731 15402
"200858_s_at" 15391 7311 5484 8338 20177 6880 7802
"200859_x_at" 17172 20331 19164 8531 258 10193 20762
"200860_s_at" 3455 6735 15084 6099 18346 11051 15483
"200861_at" 16543 16957 1984 4925 4984 9468 4365
"200862_at" 1070 7565 20750 19947 15906 8225 8107
"200863_s_at" 5734 5047 5234 8319 4300 11430 6448
"200864_s_at" 371 1338 19137 4053 16527 3172 19039
"200865_at" 10135 13779 7004 10254 7373 20752 10955
"200866_s_at" 5512 4402 3164 6637 4126 6112 3808
"200867_at" 3310 5823 18408 3962 20870 5023 2943
"200868_s_at" 16725 6247 3026 5570 18906 5577 17248
"200869_at" 4271 16518 4529 6199 17236 11814 7846
"200870_at" 5101 8132 5870 8110 5957 6091 15420
"200871_s_at" 1995 15971 18483 4413 20815 7482 6261
"200872_at" 17543 5075 4697 17807 5370 19267 16755
"200873_s_at" 2371 915 16747 8454 6343 7891 15093
"200874_s_at" 18122 4854 18676 4905 4361 7990 17763
"200875_s_at" 19510 6615 5324 7391 2921 8333 15301
"200876_s_at" 15775 4895 15748 7853 16002 19254 6893
"200877_at" 18334 3899 5611 6997 17217 9534 8284
"200878_at" 20760 20875 21522 6604 21214 6079 19305
"200879_s_at" 19288 5562 11021 11564 11234 4059 9720
"200880_at" 5382 3095 19336 5587 19601 3764 14977
"200881_s_at" 6194 2018 5872 5643 4855 1547 16815
"200882_s_at" 14690 8016 16185 17803 17650 12322 17613
"200883_at" 5318 3631 15312 19215 17854 7091 6997
"200884_at" 4003 3149 2162 20693 19687 10799 2996
"200885_at" 5665 18657 21425 3581 20067 7535 6288
"200886_s_at" 16320 19159 4515 18770 6262 8893 5209
"200887_s_at" 3753 18566 20569 4769 16049 5231 15647
"200888_s_at" 2811 7783 15340 7284 5028 20224 7149
"200889_s_at" 20942 3146 4360 5354 15831 2903 8123
"200890_s_at" 20057 2003 14801 2475 3529 3864 7323
"200891_s_at" 16380 791 21291 17923 3615 4575 6370
"200892_s_at" 16588 18952 16737 4497 4191 2683 17530
"200893_at" 5645 17277 18648 18652 19288 8749 15091
"200894_s_at" 3727 2387 4731 17950 17645 2804 3706
"200895_s_at" 15511 607 16650 4757 19702 3823 7081
"200896_x_at" 18511 17324 16222 4990 19731 12227 6042
"200897_s_at" 14574 19379 20656 3355 11022 10233 5200
"200898_s_at" 1562 20791 2525 5437 2409 4699 3249
"200899_s_at" 17940 7988 5002 5466 2448 11120 5774
"200900_s_at" 16789 20846 15377 5537 886 19359 7301
"200901_s_at" 19006 6715 15320 2871 16232 2723 4275
"200902_at" 16586 4710 16624 19372 19640 4615 7141
"200903_s_at" 15721 4460 18044 4622 5942 11829 7612
"200904_at" 17428 4812 566 2868 5112 7783 16490
"200905_x_at" 5457 16255 18090 8311 20577 10485 19659
"200906_s_at" 1979 1198 5932 7230 11723 20337 18723
"200907_s_at" 15945 5538 19144 2107 10560 10204 20256
"200908_s_at" 403 18677 22053 1199 500 8232 5472
"200909_s_at" 3153 7846 5562 8459 4473 9487 5241
"200910_at" 3673 7591 15271 3396 16252 9641 8376
"200911_s_at" 18954 16817 21813 19176 5739 19376 15071
"200912_s_at" 1998 8334 18940 18156 17502 11410 15298
"200913_at" 16873 17180 17978 6097 3251 2402 21718
"200914_x_at" 16978 18941 16208 21782 19935 4380 8391
"200915_x_at" 20059 2909 17218 20171 16111 7321 16432
"200916_at" 18463 3506 17653 5554 3120 19237 7439
"200917_s_at" 2270 3917 55 380 5747 12287 2604
"200918_s_at" 19807 6054 20687 4613 3256 7605 4925
"200919_at" 3423 6741 20760 19134 21772 19535 20130
"200920_s_at" 977 3055 3179 8195 19982 9465 3025
"200921_s_at" 5448 6940 19478 4000 19489 4856 6689
"200922_at" 6201 6488 14493 391 20130 11918 18469
"200923_at" 18086 20063 4338 20461 12779 20157 21770
"200924_s_at" 19016 7615 1715 17908 16859 2860 2567
"200925_at" 5956 8339 16801 20775 4652 12681 7137
"200926_at" 17906 6690 5502 5879 4634 14862 10396
"200927_s_at" 17742 20924 18352 800 3165 8895 6134
"200928_s_at" 12232 10420 10247 16471 11883 13932 192
"200929_at" 5939 4041 17177 6124 16810 7061 16778
"200930_s_at" 8374 13273 12862 9696 7811 5019 9362
"200931_s_at" 2809 2026 15880 19762 6327 10168 4628
"200932_s_at" 19913 3693 18135 921 20764 10122 18974
"200933_x_at" 15394 17061 16248 19348 16828 12335 8112
"200934_at" 16149 5621 20767 21336 17119 9170 6645
"200935_at" 14996 18239 14890 819 6396 2840 18987
"200936_at" 4565 3768 4236 20356 18349 14840 7124
"200937_s_at" 16060 8493 3892 19987 16658 11411 18316
"200938_s_at" 9388 12456 13750 17066 14298 13788 12442
"200939_s_at" 8215 9133 11114 11335 13145 13738 12715
"200940_s_at" 16584 19586 14456 2785 17065 12625 15599
"200941_at" 19141 16360 16028 18214 19301 12172 17805
"200942_s_at" 19614 5070 4403 1402 16607 11263 16410
"200943_at" 6232 16396 17976 18894 20146 10469 7044
"200944_s_at" 5371 5743 16460 8128 19428 10830 15500
"200945_s_at" 2727 1051 18170 4314 16539 7484 15392
"200946_x_at" 14314 20014 3644 6724 5995 5500 5788
"200947_s_at" 4631 1909 18284 8302 16213 5558 18692
"200948_at" 5990 637 15203 4217 4805 5717 3881
"200949_x_at" 16979 16686 5176 7435 20068 12702 7053
