"inst_6380" "inst_6422" "inst_6427"
"1007_s_at" 6112 10521 5898
"1053_at" 19299 16894 20065
"117_at" 21875 970 418
"121_at" 5670 9781 4516
"1255_g_at" 12890 3743 10864
"1294_at" 18893 14903 4029
"1316_at" 2429 21008 18583
"1320_at" 2287 851 8903
"1405_i_at" 10859 7378 8501
"1431_at" 2900 1450 5287
"1438_at" 22069 16347 17700
"1487_at" 4076 17870 5742
"1494_f_at" 425 15302 18968
"1598_g_at" 5091 1986 6282
"160020_at" 17101 18651 17037
"1729_at" 18320 22139 4833
"1773_at" 17377 9943 5881
"177_at" 979 14567 9515
"179_at" 20881 22142 4193
"1861_at" 17060 940 15284
"200000_s_at" 7402 10919 17436
"200001_at" 8555 3013 15553
"200002_at" 14221 10981 8097
"200003_s_at" 10803 5900 7484
"200004_at" 7929 12014 15673
"200005_at" 13534 13156 16576
"200006_at" 8477 10741 14252
"200007_at" 8601 11323 15473
"200008_s_at" 21066 18797 4250
"200009_at" 13959 13081 16311
"200010_at" 7606 12711 5382
"200011_s_at" 14694 13981 15499
"200012_x_at" 16516 3096 14789
"200013_at" 10688 10350 8276
"200014_s_at" 3046 14973 6816
"200015_s_at" 5671 17805 15167
"200016_x_at" 10687 3145 8249
"200017_at" 10993 6161 6657
"200018_at" 10965 6132 7493
"200019_s_at" 10917 9441 14624
"200020_at" 3224 13263 15129
"200021_at" 11203 6482 14767
"200022_at" 13270 3182 5950
"200023_s_at" 13349 11482 16029
"200024_at" 10920 10099 7679
"200025_s_at" 8563 6129 8054
"200026_at" 11211 6496 7432
"200027_at" 6203 14931 14457
"200028_s_at" 7454 12791 14683
"200029_at" 13358 9782 16635
"200030_s_at" 15389 10385 19243
"200031_s_at" 10948 6102 11602
"200032_s_at" 11000 6166 14531
"200033_at" 16599 19477 17708
"200034_s_at" 14158 9988 14670
"200035_at" 1681 14768 14177
"200036_s_at" 13275 11698 15050
"200037_s_at" 7046 15250 16580
"200038_s_at" 14041 9876 16811
"200039_s_at" 14740 13866 14728
"200040_at" 13220 15578 18498
"200041_s_at" 16992 16260 14955
"200042_at" 13810 10230 18702
"200043_at" 14589 12686 17239
"200044_at" 5598 13662 17945
"200045_at" 3897 13424 8196
"200046_at" 14201 10726 15897
"200047_s_at" 6124 13472 4715
"200048_s_at" 15147 12100 14532
"200049_at" 6049 2888 15877
"200050_at" 14260 18723 5702
"200051_at" 6758 16575 15502
"200052_s_at" 15115 18392 15546
"200053_at" 16776 12457 18679
"200054_at" 6588 20449 4617
"200055_at" 7981 15419 16746
"200056_s_at" 13934 17159 7483
"200057_s_at" 7667 12724 15799
"200058_s_at" 14315 13247 6907
"200059_s_at" 17036 11848 6866
"200060_s_at" 4736 14367 17669
"200061_s_at" 10944 6097 11601
"200062_s_at" 10775 5867 11395
"200063_s_at" 11066 6259 7019
"200064_at" 5640 2966 4768
"200065_s_at" 8099 17172 7637
"200066_at" 7498 15417 4135
"200067_x_at" 4535 10761 7661
"200068_s_at" 3767 11755 6525
"200069_at" 7115 18105 2681
"200070_at" 3309 11979 7519
"200071_at" 3780 20636 2274
"200072_s_at" 14263 18186 18307
"200073_s_at" 14120 11497 7291
"200074_s_at" 8278 10898 8093
"200075_s_at" 8004 11774 8061
"200076_s_at" 6767 12431 7498
"200077_s_at" 7175 9404 6103
"200078_s_at" 14899 16794 15259
"200079_s_at" 6199 13770 16082
"200080_s_at" 8145 2789 8015
"200081_s_at" 13208 9712 18293
"200082_s_at" 11043 9941 15331
"200083_at" 15385 18994 18648
"200084_at" 13236 16916 7090
"200085_s_at" 7111 11535 14741
"200086_s_at" 5793 9590 15358
"200087_s_at" 4674 13352 14432
"200088_x_at" 10793 5889 14536
"200089_s_at" 6353 10847 16085
"200090_at" 20637 22058 21195
"200091_s_at" 7684 2775 6739
"200092_s_at" 11080 6283 14788
"200093_s_at" 15285 11781 6694
"200094_s_at" 13870 15502 6230
"200095_x_at" 11180 6445 8301
"200096_s_at" 13587 13649 5246
"200097_s_at" 7546 14546 15404
"200098_s_at" 15117 20149 16736
"200099_s_at" 11085 6291 14284
"200593_s_at" 17922 19814 21213
"200594_x_at" 13394 16647 15013
"200595_s_at" 4174 15716 15893
"200596_s_at" 2854 12721 18401
"200597_at" 13421 21265 6930
"200598_s_at" 5794 11931 2894
"200599_s_at" 6856 11205 3200
"200600_at" 3281 7627 4230
"200601_at" 14563 16718 905
"200602_at" 1908 9732 7003
"200603_at" 7180 14035 7396
"200604_s_at" 17215 10447 19652
"200605_s_at" 16551 16052 17035
"200606_at" 16509 14412 5949
"200607_s_at" 17445 18132 20001
"200608_s_at" 6674 15232 7479
"200609_s_at" 16839 15666 8217
"200610_s_at" 6896 15375 16437
"200611_s_at" 5893 15329 7195
"200612_s_at" 3303 13760 2580
"200613_at" 15153 10985 17823
"200614_at" 13282 3262 8159
"200615_s_at" 7116 13191 7866
"200616_s_at" 15060 13607 16542
"200617_at" 6153 16054 14183
"200618_at" 8539 13169 18065
"200619_at" 3805 11524 20883
"200620_at" 6824 10386 18805
"200621_at" 15160 11060 6381
"200622_x_at" 15304 13670 15684
"200623_s_at" 7518 16506 21930
"200624_s_at" 18212 10707 21352
"200625_s_at" 6814 13408 6827
"200626_s_at" 17277 15327 20037
"200627_at" 14473 9736 7191
"200628_s_at" 20634 10502 5636
"200629_at" 15939 9369 7815
"200630_x_at" 7391 9246 15759
"200631_s_at" 13503 14172 16880
"200632_s_at" 2241 386 1176
"200633_at" 10943 6094 11600
"200634_at" 6249 9703 18133
"200635_s_at" 14696 17936 16132
"200636_s_at" 3452 15499 15863
"200637_s_at" 21225 2404 6998
"200638_s_at" 15747 14792 8273
"200639_s_at" 4266 16069 4145
"200640_at" 8036 10285 6387
"200641_s_at" 20525 3152 6613
"200642_at" 8544 9816 6565
"200643_at" 4423 11608 6540
"200644_at" 4902 20794 21188
"200645_at" 8608 10823 15165
"200646_s_at" 2738 473 6696
"200647_x_at" 7741 13351 5639
"200648_s_at" 21685 17620 17380
"200649_at" 1814 10055 5385
"200650_s_at" 10723 10887 11330
"200651_at" 13497 9423 15356
"200652_at" 5411 20013 6709
"200653_s_at" 7868 14324 18483
"200654_at" 5972 10510 14434
"200655_s_at" 7370 15330 21428
"200656_s_at" 16991 13054 3975
"200657_at" 8586 9479 7971
