"inst_201" "inst_446" "inst_564" "inst_1011" "inst_1069" "inst_1172" "inst_1231" "inst_1656" "inst_2691" "inst_4455" "inst_5228" "inst_5591" "inst_6190" "inst_6948" "inst_6990"
"213295_at" 2007 2686 15577 16503 10887 19703 19423 8329 5889 5846 514 12982 6842 2277 8712
"213296_at" 3813 14012 5721 3031 8115 5984 17125 17082 4589 4989 16887 22283 21331 20634 14438
"213297_at" 2336 1524 102 18419 1927 17613 6115 19061 18413 1858 6426 3167 18895 17646 5396
"213298_at" 5675 5870 478 19369 20784 4623 1308 14999 17687 6484 21040 17994 4799 18775 21672
"213299_at" 7994 7969 9625 16046 12396 9181 10779 6761 21401 20959 6039 1716 7878 10463 1192
"213300_at" 8407 21453 1033 20988 21558 4716 18180 15989 14946 19627 21693 17589 792 21954 2828
"213301_x_at" 16250 20230 22045 19024 19678 19077 18351 18822 8914 19569 17188 18444 14792 19484 18666
"213302_at" 5330 22162 22027 18934 20705 22207 14624 19921 21695 6856 21210 22120 22262 19863 19027
"213303_x_at" 14405 9599 17800 22037 8284 4128 17058 18088 20364 2842 2566 21460 6071 21051 2391
"213304_at" 6137 6229 13164 18246 17897 4678 17137 15152 6108 19659 8825 10912 15710 5342 7119
"213305_s_at" 2357 14711 20738 17386 16122 2418 18293 16741 18632 18474 16966 13898 2308 18419 17659
"213306_at" 4801 18571 16830 3908 19482 13763 1844 22179 11742 15578 1174 17862 2270 4018 21541
"213307_at" 5046 15463 10481 7000 12722 8701 14725 1525 13495 2561 22130 21344 2962 20265 18809
"213308_at" 2184 20144 12981 7118 4384 15153 18543 19624 9452 20700 8250 21831 6620 18851 2731
"213309_at" 13243 2436 16447 7456 12639 21164 16150 7026 15767 7451 10477 7507 15733 10943 10374
"213310_at" 5822 18202 20924 3354 1526 16265 1352 2941 6717 4727 4487 13448 7484 17064 20571
"213311_s_at" 17729 17640 3146 19035 19080 16699 16298 18581 2475 568 1474 19405 5663 17135 16879
"213312_at" 5117 15990 17375 20008 3806 19287 20475 20428 14827 21026 5525 2498 5551 1901 20449
"213313_at" 7657 17682 22004 6057 18994 17703 20020 14742 4169 7729 7996 16710 2678 5273 5099
"213314_at" 5907 18870 986 1172 3270 1004 4082 18885 16022 18984 1843 2268 6222 17045 18699
"213315_x_at" 15605 17141 5999 5389 4380 2320 17769 3819 4443 19890 16960 10777 5527 5630 4430
"213316_at" 14613 16533 10155 10246 14071 7093 5503 12196 12600 16742 11725 1415 12583 10085 9494
"213317_at" 9065 11196 8818 14909 14454 10645 13038 13934 8861 9598 14087 7430 11001 9228 8046
"213318_s_at" 19379 1812 4666 18954 16911 20180 14826 16487 18277 7400 18649 19856 19702 17598 7602
"213319_s_at" 14561 7589 12333 11160 10902 8507 12873 10965 10943 12903 11908 7864 11732 11312 14691
"213320_at" 106 624 1030 3686 16825 20758 14492 16428 14901 7498 6934 17943 21482 7239 18300
"213321_at" 10624 12434 7710 16950 17982 4927 3037 1457 22243 20701 22082 17046 4114 1885 2347
"213322_at" 8496 17112 2372 16415 1876 6532 21204 19236 8144 17852 4529 13043 5085 2209 2710
"213323_s_at" 18248 14764 4082 540 11897 18270 21529 14756 5982 20982 21855 13471 21123 22142 22250
"213324_at" 370 18060 9463 2442 18296 14770 1577 401 1321 22074 1142 548 1748 20732 262
"213325_at" 16295 5359 15338 20598 7999 11668 19371 11002 12125 17337 7660 21804 14391 9292 15612
"213326_at" 6771 16313 16800 4530 20084 2880 14511 21981 1809 16937 9091 3934 1380 20092 20817
"213327_s_at" 20876 14822 14874 4733 3053 2863 3953 2477 3885 6757 3775 12459 3078 20396 5251
"213328_at" 16417 14085 21591 4171 3975 258 2128 3684 2149 4808 2530 647 1690 226 2972
"213329_at" 7006 3188 20353 20803 21271 18536 19048 21452 8128 21740 21738 19737 7378 21382 21739
"213330_s_at" 6159 3166 3012 595 148 153 199 1210 174 3448 2039 2261 1466 1733 1138
"213331_s_at" 21499 498 985 1834 15938 2822 15597 16679 5236 3882 2002 11916 1670 2026 18719
"213332_at" 3661 4238 129 11132 12057 3676 10223 13302 14834 4037 2667 1113 739 11085 5994
"213333_at" 5417 17942 2874 2590 20344 21480 3657 3864 21159 20542 18780 20106 18818 17876 3025
"213334_x_at" 16016 2460 4253 6765 18469 20286 5024 17734 19843 17149 19025 17835 21377 20963 4070
"213335_s_at" 12309 9146 14822 14273 15698 20721 11667 7625 18422 9942 10017 7597 6217 16780 15734
"213336_at" 15031 13593 9070 2548 2527 511 1222 306 1931 741 1287 12471 5722 3868 20758
"213337_s_at" 733 209 568 8129 9241 13005 12325 6082 8986 13640 12905 9554 14432 15469 11326
"213338_at" 18204 691 8748 4960 15378 21166 21147 3414 19296 1774 500 285 15187 401 9141
"213339_at" 14257 4337 8301 14321 6655 11881 3872 11712 11272 21625 12550 8442 6700 14150 11716
"213340_s_at" 21646 17203 11462 8949 13059 7670 2338 6194 9694 8405 1269 10163 9861 9018 16015
"213341_at" 16186 847 12649 1796 2314 18229 2609 1130 1300 2661 2683 17291 625 1650 20190
"213342_at" 7104 6666 2956 5398 18570 11189 14405 16017 8987 17721 5715 13478 6119 18525 20854
"213343_s_at" 11018 10019 22222 5503 12753 20426 2368 18016 1968 16176 3885 1324 1599 457 20196
"213344_s_at" 5498 744 761 22204 21046 17372 3360 16813 16171 6379 7565 12595 17224 18524 18277
"213345_at" 13820 12340 10367 14102 5937 11060 11839 11957 9351 1071 13269 5891 5956 13411 9459
"213346_at" 4019 15251 20286 2576 19331 18277 5115 19715 5753 17845 8286 19636 18697 6762 4836
"213347_x_at" 16465 16231 6127 16538 16254 6209 5660 5023 10411 10027 17256 4049 10514 7408 4773
"213348_at" 660 20688 1401 20967 5852 15066 4187 14716 130 6599 1859 577 209 16128 461
"213349_at" 16222 2809 20310 6219 20390 4603 3897 3525 254 3148 8218 19802 21998 6828 19827
"213350_at" 8883 21307 3284 17867 18022 19596 18414 19048 3366 1273 19200 10452 19233 17402 945
"213351_s_at" 2524 7873 9480 20893 17705 609 14883 21826 16991 881 19708 20513 4781 19207 20476
"213352_at" 21599 20800 4575 18799 15909 8775 18705 15204 17641 3336 1377 13111 1559 18778 2588
"213353_at" 20298 486 1080 5938 4038 5071 783 20224 6213 14287 19237 16532 5938 19541 973
"213354_s_at" 11676 7695 15387 10946 9730 9627 8841 9123 13838 10718 13233 5841 12613 11241 10656
"213355_at" 12807 20081 20702 7951 12770 21562 4129 13109 7036 2623 14518 7531 17332 15995 12065
"213356_x_at" 3640 14213 21800 16878 17678 6298 16684 14647 10515 7629 18726 10383 10635 7540 16260
"213357_at" 18608 5378 3803 20519 21536 19309 19192 19929 21398 17649 3842 14360 16298 18207 17583
"213358_at" 18649 18227 3291 4259 17395 8455 21857 21282 11098 20985 20406 11644 9178 17254 22100
"213359_at" 19862 17306 4266 19953 22075 972 2171 19872 7440 16350 8356 20586 5239 18485 20917
"213360_s_at" 19092 5355 6969 4059 2320 18480 2002 15333 4683 7479 5835 18881 18754 5281 6035
"213361_at" 4891 1806 3679 6626 21373 21992 19029 18957 21298 6777 7235 16910 20431 5079 20012
"213362_at" 8948 8797 13952 7772 5061 13242 13403 10345 9623 4374 12473 7318 13673 12164 13669
"213363_at" 13803 21855 10276 15953 8810 21583 10656 20600 5084 15558 19385 19775 5364 15990 9482
"213364_s_at" 15372 10378 13783 6550 17654 19090 4077 16995 7906 14887 20531 19645 4695 6945 21468
"213365_at" 7885 16005 4293 18260 17525 19299 20812 16568 18499 14550 9430 16849 17530 6339 19620
"213366_x_at" 18798 14002 19223 6229 16582 16498 14630 4761 16917 7989 7263 11301 16420 6809 5402
"213367_at" 17782 3722 2625 13372 11851 18966 21240 16808 22234 342 98 293 21184 20058 12707
"213368_x_at" 20178 4569 7097 7016 14367 10340 20636 20468 12226 16805 22150 21985 13172 21722 4946
"213369_at" 13553 13386 13392 12843 13229 15090 11518 6823 13407 11331 10767 7910 11384 12418 8466
"213370_s_at" 7429 16521 1024 6781 2413 5257 15769 3541 2046 17329 3386 14805 8666 17188 7008
"213371_at" 9976 1788 13538 14789 14082 6967 13514 14264 14775 3404 10270 1177 14410 13470 15560
"213372_at" 1968 6485 10307 19049 17533 19649 3100 18656 6671 17949 2398 21718 8227 8240 2059
"213373_s_at" 229 15433 15638 6460 16270 3008 15553 14614 7433 8479 5717 2203 1868 18312 1753
"213374_x_at" 8362 17210 7081 3635 3603 1567 2838 16186 3467 4801 5545 16164 2528 18630 5045
"213375_s_at" 9328 7663 7698 8456 7182 21404 8292 14241 20229 9874 7879 6773 21307 13995 15416
"213376_at" 5546 2715 19394 17888 19804 19343 17221 14965 17440 5645 8152 15508 8098 18531 7565
"213377_x_at" 17084 16883 21456 7212 16042 16460 14877 4583 10521 14241 18114 6238 10641 17028 7288
"213378_s_at" 7689 6559 20721 21887 19989 16627 21077 22194 20036 16300 16946 19740 18134 22154 21939
"213379_at" 18640 18371 5091 18047 18534 21933 18691 16018 22244 15357 18470 14016 20413 18680 18712
"213380_x_at" 1210 16760 1331 14928 13995 20572 18524 3990 17157 8276 11385 10022 216 14162 15147
"213381_at" 11109 8930 7995 12498 10229 10968 8281 11555 11912 12229 15851 5083 12861 11784 11151
"213382_at" 15546 12288 13350 9239 15597 13519 9256 13212 5585 14462 8735 1988 2572 13600 13428
"213383_at" 5720 3619 1544 21644 18510 6393 2405 20777 19353 5758 1106 17096 21504 17661 21980
"213384_x_at" 15745 14075 10705 16838 14112 15781 20789 290 4530 19436 7534 20723 5451 5681 9497
"213385_at" 8987 1352 2191 11842 5926 8351 10575 5992 9684 22091 10026 4907 96 9386 11242
"213386_at" 16037 4190 20432 13112 5997 2063 11733 7857 21529 20256 16798 6915 21424 12897 15832
"213387_at" 1667 4274 12730 4036 3753 20992 1051 18327 16095 4388 3030 15741 8759 460 7460
"213388_at" 421 20030 14904 16872 18302 7258 20621 19837 355 6008 21969 11900 738 5517 17668
"213389_at" 3548 4413 2154 4009 3241 19402 21273 514 19570 21885 18880 14697 14681 4331 20777
"213390_at" 19707 18720 20107 21054 21314 18669 21891 21017 19177 17116 20397 21032 17986 21300 20963
"213391_at" 18944 20901 3644 17278 19734 4903 21174 16455 5373 14108 6065 16781 3069 19397 16733
"213392_at" 17221 5089 10338 2314 2114 3059 14046 15019 21104 19441 4798 10925 21773 7426 19862
"213393_at" 1226 2352 9962 2753 862 4353 298 3103 335 1010 8441 12876 5870 3193 2673
"213394_at" 11591 2971 14588 20978 2105 1455 16702 3479 1515 17817 21863 20824 5548 1307 476
"213395_at" 9191 8093 14694 8845 15696 22199 7565 14206 21815 21953 15588 1365 17983 14375 7830
"213396_s_at" 4765 16099 3811 6950 458 17606 4221 1410 6447 7569 18824 19748 14731 994 4062
"213397_x_at" 9203 20289 10940 16073 9792 10642 21825 12393 10239 7323 15526 9600 9311 14061 13711
"213398_s_at" 7102 19108 6014 20250 20257 18724 21045 18423 20217 19346 17834 15641 20267 20117 20217
"213399_x_at" 4123 15817 4622 6350 15968 3983 18055 3931 8167 6327 17741 11968 17520 4685 16474
"213400_s_at" 21661 16439 9852 3275 4401 3118 20485 3364 7894 17988 7817 14053 1990 5441 3261
"213401_s_at" 1019 16895 16397 21377 12148 9614 18789 1212 5085 16362 2958 18717 18561 4252 658
"213402_at" 18545 2048 16070 4373 2123 5717 16152 21033 8843 18643 9008 12521 18977 5558 22136
"213403_at" 14314 9481 17404 21464 7534 2038 380 14438 2316 1835 5567 12517 15973 20162 1616
"213404_s_at" 1556 2256 22213 2452 1929 3489 3653 3038 1343 2558 3098 11014 6578 2943 3733
"213405_at" 16260 18195 7427 5371 18340 5709 18931 4238 6644 5722 8882 14484 3721 5046 17630
"213406_at" 20110 9207 17601 5451 8054 2946 1818 7240 19548 8476 2298 3881 15990 14243 2376
"213407_at" 2160 1294 305 1770 15986 4677 2494 4824 3230 2439 4278 14707 20622 5769 4344
"213408_s_at" 6102 18541 5001 3599 18523 17571 3802 3046 15909 8499 6692 16956 7175 5062 7179
"213409_s_at" 21038 17140 7207 3286 2899 4819 2201 4162 6295 3074 6647 2795 6686 2095 3277
"213410_at" 4088 5674 2871 18054 19944 3728 18881 16488 5938 5957 5277 16052 15286 5785 4709
"213411_at" 6800 6513 6232 11025 5352 10349 11660 13385 11352 17465 15182 1624 9486 14929 9323
"213412_at" 21455 12605 11872 22077 20836 7202 2775 21330 14421 22026 21035 22224 9381 22276 21983
"213413_at" 21871 3103 10167 17543 8777 7853 18713 1790 177 20299 21629 10906 134 15837 15302
"213414_s_at" 6882 16737 20154 10758 15942 5693 5561 2391 10351 9958 17640 5980 10445 17591 17181
"213415_at" 12742 11059 13851 15477 15621 9344 8238 9775 9188 9226 13084 9580 1798 8024 3173
"213416_at" 13676 14903 8349 13455 10798 22149 1774 5685 22220 251 16383 9075 22105 15827 11729
"213417_at" 8178 205 1552 21118 21598 11697 7606 21366 10564 254 17015 19260 9230 20421 17507
"213418_at" 531 605 11088 1 2 31 1 2 9 2 2 2 2503 3 2
"213419_at" 2800 3816 15282 18341 18273 13497 16738 3832 510 19971 20137 21042 18553 20750 16279
"213420_at" 20297 740 11771 17908 17214 4411 14797 16694 21580 17914 6968 21499 765 6468 20940
"213421_x_at" 6284 7131 13368 13270 12525 13773 18585 11177 10028 7838 11796 3105 14563 9124 7784
"213422_s_at" 18825 6681 22252 9504 13540 1827 18030 8113 15656 20229 3208 1877 703 18824 15764
"213423_x_at" 8743 20546 20158 17877 16408 10021 16687 15442 10576 6181 17811 13834 13010 4715 17736
"213424_at" 10329 10278 15815 375 593 8067 1980 805 6915 4341 948 10862 12340 5617 2065
"213425_at" 14471 21776 14744 12103 10683 14584 5644 9254 8919 20090 13086 8564 12043 11952 7861
"213426_s_at" 3584 20828 12809 9569 6840 7648 20574 10049 9828 21342 18243 15561 706 15322 8397
"213427_at" 678 18965 6479 17090 18478 20622 16557 16418 19219 2783 8289 15716 22121 4162 3005
"213428_s_at" 21087 6030 5880 11844 14531 13750 15693 16903 16106 6705 1776 10804 15432 20565 9905
"213429_at" 9340 6319 18240 14637 9766 12028 16657 12917 11413 18689 15779 8581 12476 15413 13484
"213430_at" 10351 11537 10955 3938 5928 7372 995 9843 10231 576 19392 14244 10274 9715 12675
"213431_x_at" 21684 2170 230 12541 7273 12988 10589 8239 17107 1148 7707 20260 21003 17199 12030
"213432_at" 11255 22256 15097 745 12094 12631 15566 10492 11815 15976 10163 20439 12773 13811 10953
"213433_at" 14235 2006 3400 3461 12375 14929 13905 1477 20745 17796 18309 21710 10764 6919 13354
"213434_at" 21633 3337 2002 20020 19166 2823 19389 17340 16661 3012 8078 15933 20411 2171 4149
"213435_at" 1911 21951 18720 22039 21818 20919 18506 21959 20263 4909 21563 13763 20569 21032 21197
"213436_at" 14480 9315 16116 9300 5838 8729 7617 14086 14725 11744 15017 7797 14535 8809 13341
"213437_at" 15555 7176 10375 6744 21986 8225 2735 1228 18569 3422 1912 1590 12213 6349 22237
"213438_at" 6565 13899 17462 12522 10124 10376 10144 8694 12118 10486 13428 6265 11403 14318 12070
"213439_x_at" 18984 342 5985 14815 14410 14309 11898 7498 20045 13583 10901 9742 13537 9721 9204
"213440_at" 1983 15865 4436 4137 20994 2605 17687 14571 1309 16077 9379 10839 14745 2915 20557
"213441_x_at" 20146 14814 30 22091 22208 8642 21763 22272 13955 21239 20759 21757 3475 22160 21428
"213442_x_at" 19695 1279 16190 13774 5560 10110 10941 11219 11635 9245 5663 8782 10933 12989 12639
"213443_at" 15391 9650 17203 8377 9126 12211 10985 11237 9845 13737 12569 7424 13785 13910 11778
"213444_at" 12167 8985 14584 768 7152 18692 14929 3411 16104 17998 3080 2389 15584 4993 13657
"213445_at" 5684 6384 2735 21585 20127 414 19101 20232 4771 14981 21486 12365 1086 19725 856
"213446_s_at" 2069 18973 21909 16901 18939 4515 14932 1257 8221 5072 2686 2890 2764 3654 3364
"213447_at" 1080 2127 18034 14463 6533 17084 2401 4687 1132 6648 21963 2394 16167 15811 2919
"213448_at" 2287 3753 6372 5868 19815 19279 3114 16202 1273 15590 21415 12707 15155 3332 17969
"213449_at" 8580 562 1474 3008 3577 20786 161 2180 20003 2120 2172 3477 16577 1871 1732
"213450_s_at" 1642 5098 269 11957 5163 15980 5939 11968 20557 21091 15050 5936 21522 8531 15738
"213451_x_at" 11172 13445 14340 14927 12892 12592 12029 11889 9831 11832 14577 717 11381 13761 9937
"213452_at" 13389 4131 13288 6932 18089 4342 21485 21954 6771 7221 4155 18166 7118 20391 3301
"213453_x_at" 8809 7548 3857 10767 3379 5846 3822 15239 10432 10050 18433 3604 10543 18107 16889
"213454_at" 3682 19244 2751 19899 18648 15743 18875 18751 18600 14597 6081 12722 6338 18205 7508
"213455_at" 4869 16015 21301 857 1242 900 17407 849 1275 7205 2257 2736 1436 3259 955
"213456_at" 14229 8858 14430 14378 6306 12436 10962 13050 9818 20222 9914 9721 12407 11054 12369
"213457_at" 20561 14188 6147 3625 15882 5440 17758 16633 4505 18585 4873 17807 8845 20434 4458
"213458_at" 9337 9078 17164 10378 11552 8804 13411 12545 14299 1813 16601 6597 2820 6884 14555
"213459_at" 1536 17244 10202 19124 21069 21057 1710 21248 18622 14603 19610 18137 19552 8166 20563
"213460_x_at" 19542 15332 4526 21091 18776 21133 20146 19508 22140 8036 18102 12220 21554 21281 7470
"213461_at" 5002 5090 15679 18424 20936 3421 17527 17442 7726 20839 8520 13186 8767 20357 18140
"213462_at" 16799 5024 3903 12188 7146 12563 19885 2785 11689 18844 14716 9520 13399 13658 7961
"213463_s_at" 20613 14691 8512 17949 20929 16406 18198 20805 6229 6094 3238 12508 3084 2089 5151
"213464_at" 1091 22022 21098 8840 7848 7197 13661 14018 13935 16137 10058 5032 13420 13163 8191
"213465_s_at" 15949 15177 3187 16268 17290 16269 16377 15033 8137 15865 4637 14974 16456 7150 4990
"213466_at" 10998 9721 13489 15804 8107 13043 10230 7132 10025 12856 11246 10097 1430 13141 634
"213467_at" 20405 9193 8069 21980 19550 11343 11278 21752 11503 11556 20142 21674 3912 657 2624
"213468_at" 22250 17451 19203 507 8201 743 22025 10649 18268 5252 21481 14724 19957 2086 20059
"213469_at" 14290 504 10513 21262 11162 1180 15310 18296 4801 971 5239 21325 18273 20248 2875
"213470_s_at" 22016 4097 22058 4154 17181 4287 1088 2412 18345 5841 3050 12069 16153 21374 18457
"213471_at" 2458 17820 15135 21648 2936 4658 15042 15174 7747 7430 21363 21867 7990 2018 22162
"213472_at" 14232 11966 12947 16019 13559 11293 13207 12924 19617 10823 1540 2138 6095 3360 2690
"213473_at" 21705 2905 9789 292 507 2945 1167 574 525 2151 7943 3848 5056 611 4999
"213474_at" 10361 11538 15986 2643 11917 1212 14976 130 1725 20623 9054 11835 212 1299 15085
"213475_s_at" 21307 7953 17998 15924 14248 19989 7517 7088 20820 1249 17153 11059 21334 2457 9294
"213476_x_at" 4986 19944 4915 19226 20267 3390 19058 19019 18899 18468 8125 13891 6130 19461 7608
"213477_x_at" 15643 14559 5720 10956 15969 16444 4806 4228 10543 10164 12515 6267 10660 17259 6877
"213478_at" 20135 11374 19058 5359 4656 16968 1850 16774 2818 31 8900 19479 22230 7565 20794
"213479_at" 15109 12750 7817 10401 12059 10587 10072 7394 11828 4570 10671 9069 13840 11712 13331
"213480_at" 2465 3417 10656 2325 2213 2330 20773 4833 1720 18443 3059 10972 2995 3097 18062
"213481_at" 6936 6885 6804 4493 8611 18738 21594 12932 6256 15797 1347 13650 8388 4773 21246
"213482_at" 13301 8702 13661 11381 6721 14816 5484 8031 11368 13041 13058 10214 4417 13847 12671
"213483_at" 5763 14812 20100 5619 4263 17034 3084 3122 4553 17966 8508 13926 800 3434 18136
"213484_at" 20509 8041 9479 14067 10306 10798 10693 10543 12116 6987 15479 8844 12646 14759 12119
"213485_s_at" 20917 14081 2727 19643 19317 20241 19786 20667 20169 7162 9592 21368 7032 20376 21412
"213486_at" 21886 2502 5632 9511 8078 17043 729 3653 3190 7369 16846 21600 14831 13646 12432
"213487_at" 9882 8244 13089 11968 9239 11447 11178 8957 10108 9341 12673 5989 10334 10863 10303
"213488_at" 10689 1470 9627 15879 11829 14254 7382 2403 10911 12111 16806 610 9697 9840 12287
"213489_at" 9845 13481 9098 9580 14369 18460 10208 6352 20044 22190 11358 5001 635 13993 15611
"213490_s_at" 16649 14147 1888 19699 2537 189 1493 21237 3245 21396 7820 2467 16920 21968 3079
"213491_x_at" 7389 14492 4742 6794 16363 4990 16960 4934 15124 14625 6592 11740 16426 5161 6144
"213492_at" 19748 5213 12177 15892 11317 7950 13672 14304 8974 14916 3109 10334 14597 11114 9343
"213493_at" 11661 10727 12967 9704 12999 10940 10871 12767 19834 9559 4028 11306 12085 9962 8808
"213494_s_at" 3806 15151 4867 18654 19431 16250 6193 2044 15641 1547 8425 13029 17208 21087 2714
"213495_s_at" 14211 10186 217 1762 11299 2753 4515 2545 9944 19667 2017 1105 643 16739 15061
"213496_at" 8476 9968 8233 11631 7793 9127 2818 9616 9170 21852 10227 8586 10829 11151 8036
"213497_at" 19417 2378 7115 659 1097 12357 5023 1085 707 2285 21181 18283 18208 19786 22011
"213498_at" 16940 21800 6560 10425 9994 14508 12762 5955 10997 8744 15607 4545 11889 12000 12736
"213499_at" 2833 17983 6766 20029 18860 15326 4235 21717 7330 2644 21864 1263 20967 20296 19866
"213500_at" 20813 13557 6911 16527 19219 3379 19257 5030 5912 8549 20338 20491 2259 16873 4265
"213501_at" 20606 19927 20935 3300 1386 2040 907 17276 2166 965 7027 20075 660 21897 5416
"213502_x_at" 9788 11863 1592 2684 12243 2869 120 18560 6468 529 1950 4251 6968 21572 20639
"213503_x_at" 8590 14576 6778 5186 16170 80 15936 2552 205 15776 5287 10853 187 4302 4782
"213504_at" 6871 16097 5059 17526 17960 20206 6427 19254 8311 16570 5851 18977 16568 3375 4696
"213505_s_at" 19265 5336 19400 16644 19542 20279 19700 17007 18853 14299 17942 11131 8029 5973 21682
"213506_at" 1074 21817 8587 2812 1789 12885 21400 4865 12677 20284 2466 2720 6701 5436 6121
"213507_s_at" 21872 15029 20444 7110 16444 16695 18752 18849 7648 15261 9316 18923 16612 19479 7208
"213508_at" 1680 19499 1147 19146 21224 18647 18442 14891 20152 16464 6212 14485 16910 17792 18924
"213509_x_at" 17185 5751 7199 5114 18761 3124 14590 4277 4357 20910 5915 11008 8588 455 1209
"213510_x_at" 5612 17043 6431 1942 19688 16287 17605 17929 8316 17617 5957 17402 8697 5000 4203
"213511_s_at" 16230 17130 3065 19285 19832 3132 21322 20752 19925 17355 21541 16124 8730 6516 17580
"213512_at" 1209 644 15799 21475 13159 9013 12680 10410 14698 803 1163 955 12589 5147 8842
"213513_x_at" 17911 6599 19756 842 147 16644 4497 16173 7467 5803 6009 13748 17367 6505 7111
"213514_s_at" 4206 6254 3613 5183 2699 3309 19630 307 7062 4917 5149 15776 20976 2479 986
"213515_x_at" 11998 2213 4721 11704 10486 12476 8180 9796 11337 13716 13978 7942 12196 8380 14378
"213516_at" 11480 8109 8557 10489 9609 10304 8947 8980 12697 11161 12438 6687 13040 12053 11399
"213517_at" 20432 18147 7598 2827 20977 4106 15813 2687 4559 3744 7775 17865 16869 17132 17607
"213518_at" 20698 5013 11095 3880 16269 21800 17947 5421 2468 6730 7205 15615 6395 16898 5480
"213519_s_at" 2046 8119 4588 12029 12425 14069 7921 7037 11449 9605 1295 5013 848 12702 15345
"213520_at" 3216 20421 10886 21922 20765 20415 20126 22201 20444 15440 17470 19950 14686 19777 22261
"213521_at" 6945 1729 3379 7203 21651 17410 2620 22281 21283 19521 18937 22201 18918 21331 6494
"213522_s_at" 9385 564 17666 15410 9539 17635 6316 6904 18462 14107 13766 10502 15704 9980 9501
"213523_at" 19102 20216 1452 21682 20169 20018 3551 21107 21672 3572 9413 21914 20143 21499 22214
"213524_s_at" 21698 19435 15456 8448 14914 5671 16004 13001 20161 2999 16637 5474 2097 9783 15509
"213525_at" 529 10433 6405 9496 7096 8857 1696 7948 17561 420 8596 1672 17103 1301 15143
"213526_s_at" 6050 14602 17664 2427 1956 17686 3628 4489 2362 5075 18450 4212 1665 7100 587
"213527_s_at" 19636 4334 5650 21066 19707 4700 5633 18605 18541 14959 18725 17677 14719 18828 7510
"213528_at" 3449 15441 18717 19388 21350 5567 15256 3005 18639 8447 8301 14406 3564 8190 18307
"213529_at" 1920 10007 16717 22120 20499 3959 7354 21249 6190 21288 17213 14227 338 18373 5809
"213530_at" 4739 6714 1451 2205 934 604 4086 3474 4248 4737 3170 2170 2723 638 1101
"213531_s_at" 7475 20632 5539 1788 766 4921 20080 1697 4654 7910 2268 3962 2562 1643 3394
"213532_at" 5069 1750 19476 516 424 1064 1202 310 1022 3130 3455 1918 1858 339 1217
"213533_at" 21743 13194 20628 15014 11511 12598 11937 13184 12857 13165 15206 10315 3816 12376 8843
"213534_s_at" 18796 5694 7071 16387 19718 16516 4469 16742 18715 2381 1772 21005 5826 21215 21635
"213535_s_at" 16369 4580 20854 17057 4066 18182 17883 15918 16496 15781 18139 14123 18535 16918 17513
"213536_s_at" 17265 13886 17275 5265 8824 615 12574 2398 2731 1724 22214 21566 20162 15441 9135
"213537_at" 11825 13366 11167 6353 7480 8461 321 10424 18972 132 13444 12859 2168 15145 15795
"213538_at" 2898 14770 20513 20247 20340 1823 20416 4082 4861 15428 21569 19221 17439 21326 18403
"213539_at" 14907 17647 15766 13393 5506 20277 6055 14931 18204 16586 20585 21043 21139 10616 9164
"213540_at" 20570 5554 16125 17003 15891 9173 20976 22103 11247 1860 7693 14014 3083 4591 19810
"213541_s_at" 4772 15833 9944 11299 4948 10638 9689 9095 13144 12194 14633 9780 12191 11940 13458
"213542_at" 22265 13634 7945 7189 3305 3219 13018 21408 5819 2473 18493 17488 15189 588 6336
"213543_at" 10599 7739 14826 8395 13929 6972 10148 13270 4660 13257 10657 4508 12553 15565 15655
"213544_at" 7254 18408 15440 15282 8715 18259 11559 13529 1360 4569 2669 8812 1467 9857 1465
"213545_x_at" 2672 3526 7656 1643 984 2922 3294 996 4332 7551 3401 3491 6021 2232 2060
"213546_at" 4513 1209 2786 2415 19683 3716 16365 2700 16444 1821 3852 14402 15373 6462 3189
"213547_at" 3208 6382 7400 5462 5474 7715 18390 13242 5392 5273 10450 4785 6866 9167 12794
"213548_s_at" 15727 2607 21317 5498 17128 5871 1715 16996 18906 7350 19675 12636 15699 21711 18508
"213549_at" 10139 20346 18210 2323 17770 15749 2655 5047 1970 14314 17901 13370 15799 19642 19515
"213550_s_at" 6778 11556 454 21807 18171 2414 16577 16561 18977 5822 4465 18154 20749 20202 1573
"213551_x_at" 20803 19549 4950 22106 22189 11531 20301 22138 3410 18379 20856 19157 2269 22010 21306
"213552_at" 10327 15524 11778 21952 17929 10679 17426 20675 21554 21564 19120 20908 5968 22248 18879
"213553_x_at" 2109 220 283 419 12657 112 1239 704 21782 2294 6944 21186 5471 20841 1648
"213554_s_at" 18735 865 21486 2821 2010 5145 1045 4386 6895 4143 18180 11071 15496 19341 4023
"213555_at" 15726 21306 6086 22262 22146 2419 21775 21889 1385 18559 22008 21349 4007 20169 21845
"213556_at" 10508 8822 13948 12825 15414 7327 11087 12927 12424 12219 16634 9713 20501 13514 8150
"213557_at" 543 21009 18427 3208 11350 3949 14331 1278 19786 2140 9246 585 7573 3335 15635
"213558_at" 5466 7319 18799 8744 12325 6737 21447 13441 10642 21483 21763 11632 14469 1844 14915
"213559_s_at" 11743 7746 13983 9735 12340 9398 7872 13020 5589 3929 11378 10305 2067 12684 10533
"213560_at" 586 7712 2022 18148 11286 20797 1605 17706 5379 1598 6087 16241 8211 10600 825
"213561_at" 3739 16327 20905 1554 1917 1093 3457 308 2311 5126 1049 1566 404 2102 1317
